panel,form,window,d_H1,d_H2,d_Sharpe,d_MaxDD,d_CAGR
U56,NOGATE,FULL,0.006899335175850396,0.0007363833788687213,0.0030791443615607594,0.2755193106114352,0.16766078868786116
U56,NOGATE,H1,0.00852679882697771,0.004322230018285245,0.006899335175850396,0.1560091475620451,0.16714717246816835
U56,NOGATE,H2,0.0040030054137645266,0.007116029588928097,0.0007363833788687213,0.27551931061143464,0.1681747265936222
U56,NOGATE,IS,0.008765595435787699,0.004823352563436467,0.007233338882601803,0.1560091475620451,0.16028379224153833
U56,NOGATE,OOS,0.009435445078825655,0.008513873572113861,0.0005087790501376865,0.27551931061143486,0.17376466039411764
U56,BAND003,FULL,0.0026841979248353187,0.0020840825370054272,0.0002649611722587153,0.15084725490748674,0.10963661238373956
U56,BAND003,H1,0.000418754249801756,0.006743608797905587,0.0026841979248353187,0.09917312021896507,0.1057870375613863
U56,BAND003,H2,0.005790828458968278,0.0036668678072422356,0.0020840825370054272,0.15084725490748685,0.1135009881310507
U56,BAND003,IS,0.0010637531131765243,0.006800010748219343,0.002433342426154228,0.09917312021896507,0.09659220564820825
U56,BAND003,OOS,0.0073262799502353815,0.0038891809630303698,0.001868026637005249,0.15084725490748674,0.12048870046076932
U56,BAND010,FULL,0.002582882646614326,0.0018697567151366723,0.00027416842073391123,0.15448628353451577,0.11142125005871995
U56,BAND010,H1,0.0011473864870350514,0.0044638835475465655,0.002582882646614326,0.11566315938008753,0.11359123998085585
U56,BAND010,H2,0.0039475403167661405,0.002211897361701576,0.0018697567151366723,0.15448628353451588,0.10925576191921538
U56,BAND010,IS,0.0007770146933481215,0.004343782334081947,0.002398553237608514,0.11566315938008753,0.10652442557619546
U56,BAND010,OOS,0.006452211610324499,0.0027926395869022347,0.0017699202683816306,0.15448628353451577,0.11546519156704993
B136,NOGATE,FULL,0.009007647923735762,0.003499554558650253,0.0019016847653758884,0.3086653114223301,0.17820693090924355
B136,NOGATE,H1,0.011208515441095468,0.005431589813798654,0.009007647923735762,0.18933203230233153,0.1917937175307307
B136,NOGATE,H2,0.00609547862688653,0.0030053159955925057,0.003499554558650253,0.30866531142232967,0.16478535093995084
B136,NOGATE,IS,0.011189746977444015,0.006743299057662577,0.009519386411445785,0.18933203230233153,0.18380625122382632
B136,NOGATE,OOS,0.011146607042701095,0.004299045634855836,0.004141680220764998,0.30866531142232956,0.17362430759761582
B136,BAND003,FULL,0.004592242919646106,0.0033612389268100618,0.00043960902686590586,0.15319292162957054,0.10100145441711561
B136,BAND003,H1,0.003269639588044271,0.0063960832268694645,0.004592242919646106,0.09923856532202502,0.1136726675159041
B136,BAND003,H2,0.006056023074274108,0.0016193837821891766,0.0033612389268100618,0.1531929216295711,0.08848682747650094
B136,BAND003,IS,0.0021373401310013085,0.007411478010030725,0.004590401903816987,0.09923856532202502,0.10279869220618165
B136,BAND003,OOS,0.00802492893522766,0.002094691287667927,0.0033607170427720767,0.15319292162957132,0.0995261410653887
B136,BAND010,FULL,0.004738548095330586,0.0038742283850385917,0.0003182610215395343,0.18190639589973556,0.10956959425563917
B136,BAND010,H1,0.004909740172692967,0.004483123851894977,0.004738548095330586,0.11956774929907532,0.12556475078978546
B136,BAND010,H2,0.004321761613908959,0.00016446187062735262,0.0038742283850385917,0.18190639589973545,0.09382114996173851
B136,BAND010,IS,0.004162946692683578,0.005447349145743852,0.004861636339812847,0.11956774929907532,0.11551151458532916
B136,BAND010,OOS,0.008755897296967019,0.0012358512719785608,0.004344435154521209,0.18190639589973534,0.10470993426503372
SMALL,NOGATE,FULL,0.0025090820454332086,0.0044525156523422815,0.0024772735268904222,0.41702761341732897,0.12293077243697814
SMALL,NOGATE,H1,0.009537303051083912,0.005974220077595183,0.0025090820454332086,0.2181122853385531,0.1361498948808464
SMALL,NOGATE,H2,0.009522968587051983,0.005559750780435135,0.0044525156523422815,0.4170276134173284,0.10987386540180744
SMALL,NOGATE,IS,0.00883017086534199,0.004430779639447824,0.003042222660561089,0.2181122853385531,0.14750270925270748
SMALL,NOGATE,OOS,0.016875358608378965,0.007543571231968249,0.004187468085551038,0.4170276134173284,0.10808648448984393
SMALL,BAND003,FULL,0.003978666721762392,0.001377218638838662,0.0009981768965028337,0.1753001435971946,0.05330507096615178
SMALL,BAND003,H1,0.006513866445924554,0.0009326223046391968,0.003978666721762392,0.10527665746458448,0.05935705309470318
SMALL,BAND003,H2,0.004901788344094049,0.0020788078948997812,0.001377218638838662,0.14797319304066447,0.047293421284675174
SMALL,BAND003,IS,0.0054500425384576,0.002176781155791341,0.004070207829329653,0.10527665746458448,0.06683514154360726
SMALL,BAND003,OOS,0.0031272625406083554,0.0014582342984005847,0.0005996477388675592,0.17530014359719526,0.04507273424256253
SMALL,BAND010,FULL,0.0037184067454172354,0.00146053001544999,0.0007892354412372127,0.19253008444570296,0.06090242423905612
SMALL,BAND010,H1,0.006748861532667849,0.0001694722242306934,0.0037184067454172354,0.09673269032771803,0.07228498734578981
SMALL,BAND010,H2,0.005382332218400232,0.002436239077449054,0.00146053001544999,0.15244630069702125,0.04965667596959844
SMALL,BAND010,IS,0.005169836618969859,0.001980381629689054,0.003790265263846626,0.09673269032771803,0.07825075089040112
SMALL,BAND010,OOS,0.004602529913791398,0.002262807564095387,0.0006936605405181151,0.19253008444570285,0.05037897324953122
