panel,form,c,G,window,CAGR,Sharpe,MaxDD,H1,H2,leg_H1,leg_H2,leg_DD,leg_CAGR,n_fail,binding,pass4b,pass4a,mean_gross,turnover_yr
U56,NOGATE,NOGATE,0.05,FULL,0.008683014939163902,1.1164166006906346,-0.01627050630779059,1.1874357296462617,1.0598432601444712,True,True,True,False,1,CAGR,False,False,0.050063626529626606,0.06543846688204931
U56,NOGATE,NOGATE,0.05,H1,0.008569561292864236,1.1874357296462617,-0.008781704947968705,1.0969250481305968,1.4142793337406838,True,True,True,False,1,CAGR,False,False,0.050063626529626606,0.06543846688204931
U56,NOGATE,NOGATE,0.05,H2,0.008796481347825846,1.0598432601444712,-0.016270506307791033,0.9973163048772963,1.1374473842554145,True,True,True,False,1,CAGR,False,False,0.050063626529626606,0.06543846688204931
U56,NOGATE,NOGATE,0.05,IS,0.008300253525336476,1.1046268970317827,-0.008781704947968705,1.032138014428989,1.2856904647913316,True,True,True,False,1,CAGR,False,False,0.050063626529626606,0.06543846688204931
U56,NOGATE,NOGATE,0.05,OOS,0.008997831753991825,1.1264490043240591,-0.01627050630779081,1.2888231510100918,0.9569279703380565,True,True,True,False,1,CAGR,False,False,0.050063626529626606,0.06543846688204931
U56,NOGATE,NOGATE,0.1,FULL,0.017386248713259222,1.116663923768487,-0.03235653334221322,1.1878647507635738,1.059961652898166,True,True,True,False,1,CAGR,False,False,0.10011975438974008,0.12872321084064278
U56,NOGATE,NOGATE,0.1,H1,0.01716628466468917,1.1878647507635738,-0.017504470328037924,1.0974382156271032,1.4145724273379958,True,True,True,False,1,CAGR,False,False,0.10011975438974008,0.12872321084064278
U56,NOGATE,NOGATE,0.1,H2,0.017606260329452228,1.059961652898166,-0.03235653334221311,0.9971895653415188,1.1379113756813437,True,True,True,False,1,CAGR,False,False,0.10011975438974008,0.12872321084064278
U56,NOGATE,NOGATE,0.1,IS,0.016619207348129272,1.105072098161003,-0.017504470328037924,1.0326626170219277,1.2860084303849542,True,True,True,False,1,CAGR,False,False,0.10011975438974008,0.12872321084064278
U56,NOGATE,NOGATE,0.1,OOS,0.01801734672045452,1.1265475312347504,-0.03235653334221311,1.2884455866431228,0.9574617728259275,True,True,True,False,1,CAGR,False,False,0.10011975438974008,0.12872321084064278
