panel,chooser,band,gross,IS_Sharpe,loyo_mean,loyo_min,n_argmax_years,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4a,OOS_4b,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,FULL_4a,FULL_4b,base_OOS_Sharpe,base_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD
U56,A_SHARPE,0.1,1.0,1.145713283345327,1.1472655331327881,0.9246303043053575,7,0.121440386476652,1.1937557203452116,-0.1629533796687963,False,True,0.11719587244277263,1.1724429897195185,-0.16295337966879686,False,True,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783
U56,R_MEAN,0.1,1.0,1.145713283345327,1.1472655331327881,0.9246303043053575,7,0.121440386476652,1.1937557203452116,-0.1629533796687963,False,True,0.11719587244277263,1.1724429897195185,-0.16295337966879686,False,True,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783
U56,R_MIN,NOGATE,1.0,1.111583205827634,1.1134047327990926,0.9851413692388065,1,0.1827624921481097,1.1262031369108452,-0.29178981691922556,False,False,0.17634380362702484,1.1193698953811717,-0.2917898169192258,False,False,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783
U56,R_MODAL,0.1,1.0,1.145713283345327,1.1472655331327881,0.9246303043053575,7,0.121440386476652,1.1937557203452116,-0.1629533796687963,False,True,0.11719587244277263,1.1724429897195185,-0.16295337966879686,False,True,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783
U56,ORACLE_OOS,0.03,0.3,1.1031012885918057,1.1032046942667892,0.8789752674517853,0,0.03744573911389759,1.2775017175613235,-0.04909312307463054,False,False,0.034221543938396604,1.2009594311600635,-0.04909312307463043,False,False,1.276620821629499,-0.12054956914840886,0.1525745335844091,0.8736611364726746,-0.33717289200673783
B136,A_SHARPE,NOGATE,1.0,1.1481125914446146,1.1504435862387279,0.9991296716987895,4,0.18268755492248268,1.0854301380904505,-0.3272153855796246,False,False,0.18744282641167964,1.1136658400831352,-0.32721538557962493,False,False,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301
B136,R_MEAN,NOGATE,1.0,1.1481125914446146,1.1504435862387279,0.9991296716987895,4,0.18268755492248268,1.0854301380904505,-0.3272153855796246,False,False,0.18744282641167964,1.1136658400831352,-0.32721538557962493,False,False,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301
B136,R_MIN,NOGATE,1.0,1.1481125914446146,1.1504435862387279,0.9991296716987895,4,0.18268755492248268,1.0854301380904505,-0.3272153855796246,False,False,0.18744282641167964,1.1136658400831352,-0.32721538557962493,False,False,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301
B136,R_MODAL,NOGATE,1.0,1.1481125914446146,1.1504435862387279,0.9991296716987895,4,0.18268755492248268,1.0854301380904505,-0.3272153855796246,False,False,0.18744282641167964,1.1136658400831352,-0.32721538557962493,False,False,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301
B136,ORACLE_OOS,0.0,0.3,1.0537784587321708,1.0536034789375202,0.8010622212776853,0,0.03087766096990996,1.1115926489418986,-0.051503701984175754,True,False,0.03072816152487201,1.0847350959113142,-0.05150370198417564,False,False,1.1016867720596069,-0.12241069123223403,0.15257181383948715,0.8736721309012504,-0.3371595330739301
SMALL,A_SHARPE,NOGATE,1.0,1.090010825260896,1.0930372132075852,0.8652340645673335,7,0.1375459326364512,0.6808085129297489,-0.4452859468836903,False,False,0.1706452591988541,0.8259968287823679,-0.44528594688369016,False,False,0.647208982462138,-0.12480015905893527,0.1525745335844091,0.8736611364726746,-0.33717289200673783
SMALL,R_MEAN,NOGATE,1.0,1.090010825260896,1.0930372132075852,0.8652340645673335,7,0.1375459326364512,0.6808085129297489,-0.4452859468836903,False,False,0.1706452591988541,0.8259968287823679,-0.44528594688369016,False,False,0.647208982462138,-0.12480015905893527,0.1525745335844091,0.8736611364726746,-0.33717289200673783
SMALL,R_MIN,NOGATE,1.0,1.090010825260896,1.0930372132075852,0.8652340645673335,7,0.1375459326364512,0.6808085129297489,-0.4452859468836903,False,False,0.1706452591988541,0.8259968287823679,-0.44528594688369016,False,False,0.647208982462138,-0.12480015905893527,0.1525745335844091,0.8736611364726746,-0.33717289200673783
SMALL,R_MODAL,NOGATE,1.0,1.090010825260896,1.0930372132075852,0.8652340645673335,7,0.1375459326364512,0.6808085129297489,-0.4452859468836903,False,False,0.1706452591988541,0.8259968287823679,-0.44528594688369016,False,False,0.647208982462138,-0.12480015905893527,0.1525745335844091,0.8736611364726746,-0.33717289200673783
SMALL,ORACLE_OOS,NOGATE,0.3,1.079439644428196,1.0826173619759323,0.8535031421854908,0,0.045280663152251766,0.6859549645806656,-0.15353402512301795,False,False,0.05342395123517685,0.8260725968687779,-0.15353402512301695,False,False,0.647208982462138,-0.12480015905893527,0.1525745335844091,0.8736611364726746,-0.33717289200673783
