panel,book,cost_bps,CAGR,Sharpe,MaxDD,H1,H2,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,Turn,OOS_Turn,SPY4b_FULL_S1,SPY4b_FULL_S2,SPY4b_FULL_DD,SPY4b_FULL_CG,SPY4b_OOS_S1,SPY4b_OOS_S2,SPY4b_OOS_DD,SPY4b_OOS_CG,SPY4b_FULL,SPY4b_OOS,keep4a,beta_full_FULL,beta_full_OOS,beta_full_IS,blendCAGR_full_FULL,blendCAGR_full_OOS,blendDD_full_FULL,blendDD_full_OOS,alphaCAGR_full_FULL,alphaCAGR_full_OOS,alphaCAGR_full_IS,B4b_full_FULL_S1,B4b_full_FULL_S2,B4b_full_FULL_DD,B4b_full_FULL_CG,B4b_full_OOS_S1,B4b_full_OOS_S2,B4b_full_OOS_DD,B4b_full_OOS_CG,B4b_full_FULL,B4b_full_OOS,ALPHA_full_FULL,ALPHA_full_OOS,beta_roll252_FULL,beta_roll252_OOS,beta_roll252_IS,blendCAGR_roll252_FULL,blendCAGR_roll252_OOS,blendDD_roll252_FULL,blendDD_roll252_OOS,alphaCAGR_roll252_FULL,alphaCAGR_roll252_OOS,alphaCAGR_roll252_IS,B4b_roll252_FULL_S1,B4b_roll252_FULL_S2,B4b_roll252_FULL_DD,B4b_roll252_FULL_CG,B4b_roll252_OOS_S1,B4b_roll252_OOS_S2,B4b_roll252_OOS_DD,B4b_roll252_OOS_CG,B4b_roll252_FULL,B4b_roll252_OOS,ALPHA_roll252_FULL,ALPHA_roll252_OOS
U56,BAND c=0.00 G=0.30,0.0,0.03377676725020362,1.2125560934314228,-0.048814934868240956,1.227701272174089,1.20156500138351,0.029701420655656285,1.1003398705469187,-0.0342722158113542,0.037139613461811605,1.3007436215974488,-0.048814934868240956,1.2667039251909793,1.2755041728323813,True,True,True,False,True,True,True,False,False,False,True,0.12126906852127287,0.12263622052326778,0.11940618124131536,0.018932772292811206,0.01938032637330589,-0.04563007427437027,-0.04613707839610348,0.014843994957392415,0.017759287088505715,0.011336802991536166,True,True,False,True,True,True,False,True,False,False,True,True,0.14985093925866053,0.15859224759461318,0.13921938288194877,0.023378068427166943,0.025036838582197296,-0.05619507743487917,-0.059411738180261464,0.010398698823036678,0.012102774879614309,0.008298657498354123,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.30,10.0,0.032468291765803015,1.1668769159347696,-0.04900580430611301,1.1815378992445091,1.1562170462322225,0.028409063565807857,1.053690678881115,-0.03538899859928024,0.03581780507145971,1.2558054800679022,-0.0490058043061129,1.2667039251909793,1.2755041728323813,True,True,True,False,True,True,True,False,False,False,False,0.12129651140736367,0.12266153046437997,0.119436533456081,0.018937043724131852,0.01938431238415106,-0.045640253014137766,-0.04614646294776048,0.013531248041671162,0.01643349268730865,0.010039789604574967,True,True,False,True,True,True,False,True,False,False,True,True,0.14985688081288,0.15857578350151838,0.1392525751512127,0.023378991788361336,0.02503425134201631,-0.05619726613516374,-0.059405686036514194,0.009089299977441678,0.010783553729443396,0.007001213055644939,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.30,25.0,0.03050859587475685,1.0982501280875254,-0.04929207646769307,1.1121829111629922,1.0880886704459345,0.02647348044108222,0.9836182282452893,-0.03706186153789126,0.033838163800316456,1.1882841615780162,-0.04929207646769307,1.2667039251909793,1.2755041728323813,True,True,True,False,True,True,True,False,False,False,False,0.12133767573649974,0.1226994953760482,0.11948206177822951,0.01894345085944349,0.01939029138919457,-0.04565552099860115,-0.04616053966875788,0.01156514501531336,0.014447872411121887,0.008097222046177244,True,True,False,True,True,True,False,True,False,False,True,True,0.14986579314420925,0.1585510873618762,0.13930236355510864,0.02338037682958438,0.02503037047677492,-0.05620054917971251,-0.059396607775759946,0.007128219045172468,0.008807793323541535,0.005057998916389916,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.30,50.0,0.02725046626432648,0.9836420995597784,-0.04976911141822016,0.9963602813085983,0.9743122528337967,0.023255366410399603,0.8666316247132008,-0.03984381393045899,0.03054693541035758,1.0754980620688857,-0.04976911141822005,1.2667039251909793,1.2755041728323813,True,True,True,False,True,True,True,False,False,False,False,0.12140628295172666,0.12276277022882863,0.11955794231514363,0.018954129387170227,0.019400256367671176,-0.045680967305543496,-0.04618400058644412,0.008296336877156252,0.011146679042686403,0.004867467324701558,True,True,False,True,True,True,False,True,False,False,True,True,0.14988064702975804,0.15850992712913917,0.13938534422826857,0.023382685230109335,0.025023902354790017,-0.05620602090495974,-0.05938147722080778,0.0038677810342171437,0.005523033055567561,0.001827166567524463,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.50,0.0,0.056479802030608095,1.2123705358272276,-0.0806552493035455,1.2279980103764048,1.2009675183261912,0.04958348728168582,1.100579153851327,-0.05674328388368688,0.062183910569309386,1.3002084819447015,-0.0806552493035454,2.0990760212360096,2.1142480830830257,True,True,True,False,True,True,True,False,False,False,True,0.20221246646329719,0.20453693456581046,0.19904521458613464,0.03150340064908641,0.03224627131818103,-0.07536181203781978,-0.07620702423584713,0.024976401381521685,0.029937639251128356,0.019024409211876536,True,True,False,True,True,True,False,True,False,False,True,True,0.24980559560744614,0.26438302152821885,0.2320759012015636,0.038867011810673535,0.041604161054900723,-0.0925715202501014,-0.09780236896570604,0.01761279021993456,0.020579749514408663,0.013980830806119116,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.50,10.0,0.05426500353742858,1.1669639483392564,-0.08096504439189556,1.1821210845221108,1.1558792344844482,0.04740234015949518,1.0542157914445978,-0.05855842390561061,0.059941183460102465,1.255532261168618,-0.08096504439189567,2.0990760212360096,2.1142480830830257,True,True,True,False,True,True,True,False,False,False,False,0.20225879404007746,0.20457937196598525,0.19909684771258923,0.03151057875201935,0.03225292050173545,-0.07537866214861655,-0.07622245065650135,0.022754424785409233,0.027688262958367016,0.01683537133747426,True,True,False,True,True,True,False,True,False,False,True,True,0.2498159671667868,0.26435587702690344,0.23213190141265402,0.03886861414643672,0.04159992536211443,-0.09257524862994171,-0.09779264624551909,0.01539638939099186,0.018341258097988034,0.011791140195987149,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.50,25.0,0.05095126290545582,1.0987471457795162,-0.08142965001920766,1.1131969949454459,1.0881413607589236,0.04413886810975387,0.9845732576991584,-0.06127488452716856,0.05658572409144624,1.1884048639452158,-0.08142965001920754,2.0990760212360096,2.1142480830830257,True,True,True,False,True,True,True,False,False,False,False,0.20232828540524786,0.2046430280662472,0.19917429740227116,0.03152134586950783,0.03226289424217588,-0.0754039369568289,-0.07624558998707054,0.019429917035947986,0.024322829849270367,0.013560063198179817,True,True,False,True,True,True,False,True,False,False,True,True,0.2498315245057979,0.2643151602749302,0.23221590172928971,0.03887101764812173,0.041593571807656105,-0.09258084118173382,-0.09777806204210193,0.012080245257334088,0.014992152283790139,0.008514852961920782,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.50,50.0,0.045450839810899035,0.9848246295899923,-0.08220376072581681,0.9980949879206933,0.9750177735181328,0.03872167264927362,0.868305484501112,-0.06578570241158233,0.0510162320829195,1.0762774135610018,-0.0822037607258167,2.0990760212360096,2.1142480830830257,True,True,True,False,True,True,True,False,False,False,False,0.20244410434719853,0.20474912156668393,0.19930338021840774,0.03153929096688657,0.03227951704985377,-0.07544606068255821,-0.07628415473692163,0.013911548844012467,0.01873671503306573,0.008123141025162095,True,True,False,True,True,True,False,True,False,False,True,True,0.2498574534041497,0.26424729902164157,0.23235590225701586,0.03887502347904226,0.04158298250947712,-0.0925901620534677,-0.0977537547080467,0.006575816331856776,0.009433249573442382,0.0030762989878099223,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.75,0.0,0.08504452649201588,1.2121270530257033,-0.11966697137614024,1.2283669786873523,1.200202366611204,0.0745076100208526,1.1008779883886144,-0.08440488681515079,0.09378538079934695,1.2995184773161625,-0.11966697137614046,3.1327106349295484,3.156579891066303,True,True,True,False,True,True,True,False,False,False,True,0.3035073335453165,0.3070826899497276,0.2986358062914788,0.04714927857856033,0.048256870535542395,-0.1117477783613059,-0.11301536493783482,0.037895247913455554,0.045528510263804556,0.028768874548958046,True,True,False,True,True,True,False,True,False,False,True,True,0.37481386947097645,0.39669735656814153,0.34819822821328844,0.05810040002800232,0.062149230598862015,-0.13681286992733044,-0.14441413203750808,0.026944126464013562,0.031636150200484936,0.021246344806384654,True,True,False,True,True,True,False,True,False,False,True,True
U56,BAND c=0.00 G=0.75,10.0,0.08165184515098312,1.1669654581755384,-0.12011689731741992,1.1827514915238246,1.1553434908466196,0.07117866491405733,1.054776069169689,-0.08704598669344188,0.09033959987573437,1.2550738924501,-0.12011689731741948,3.1327106349295484,3.156579891066303,True,True,True,False,True,True,True,False,False,False,False,0.3035777788370951,0.3071467546599751,0.2987149528910169,0.04716012399951519,0.04826683633998097,-0.11177276464887964,-0.11303806767621094,0.034491721151467924,0.0420727635357534,0.02542789913942367,True,True,False,True,True,True,False,True,False,False,True,True,0.37483010465291977,0.3966569810401796,0.3482833157833128,0.05810288710890932,0.062142993728354856,-0.13681852509585934,-0.1444001469228734,0.023548958042073798,0.02819660614737951,0.017904504459062887,True,True,False,True,True,True,False,True,False,False,True,True
