kind,panel,var,window,lo,t_lo,mid,hi,t_hi,diff,t_diff,gross,q,switches_yr,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,FULL_4a,FULL_4b,OOS_4a,OOS_4b,OOS_legs,pick_var,pick_q,base_OOS_Sharpe,spy_OOS_Sharpe,pctile,null_median,real
tercile,U56,BREADTH,FULL,-1.1073038143196343,-0.3064420534856489,-2.690744378699123,-0.3212514607655305,-0.16004345251529703,0.7860523535541039,0.1901655090686695,,,,,,,,,,,,,,,,,,,,,,,,
tercile,U56,BREADTH,IS,-1.6921151528261755,-0.39906466218919046,-0.08665301517054359,3.1889403394919658,1.8797046204836738,4.881055492318141,1.0687666938380918,,,,,,,,,,,,,,,,,,,,,,,,
tercile,U56,BREADTH,OOS,-0.9133269828281378,-0.1983961954462934,-5.45930467045056,-2.667367372298944,-0.8468696023467122,-1.7540403894708063,-0.3144615417501982,,,,,,,,,,,,,,,,,,,,,,,,
tercile,U56,DISP,FULL,-0.9924779513880736,-0.6620060952427634,-0.6708932034468256,-2.744769465257353,-0.9372863065260852,-1.752291513869279,-0.5326324018254336,,,,,,,,,,,,,,,,,,,,,,,,
tercile,U56,DISP,IS,0.3425006910037439,0.21742206024492605,1.8574019263300645,0.7146315357403505,0.27988145370560497,0.3721308447366066,0.12403648009825266,,,,,,,,,,,,,,,,,,,,,,,,
tercile,U56,DISP,OOS,-2.3586234103337858,-0.917819229754923,-2.9824773220999816,-4.008053213880395,-1.0310029668187033,-1.6494298035466093,-0.3539450078293321,,,,,,,,,,,,,,,,,,,,,,,,
tercile,U56,RATE,FULL,0.43179994963885354,0.19954652154735436,-2.164895789026753,-3.0905510983693087,-1.1367001991461643,-3.522351048008163,-1.0136609640432301,,,,,,,,,,,,,,,,,,,,,,,,
tercile,U56,RATE,IS,0.5185368098750645,0.2760010669805279,2.4368002978206778,-0.691473598356068,-0.2668007649382067,-1.2100104082311325,-0.37800413964785734,,,,,,,,,,,,,,,,,,,,,,,,
tercile,U56,RATE,OOS,0.38847317987628904,0.1250387714729707,-6.792299675242047,-4.928440879081206,-1.1271127514363566,-5.3169140589574955,-0.9912271824964118,,,,,,,,,,,,,,,,,,,,,,,,
grid,U56,CONST,,,,,,,,,1.0,0.0,0.0,0.12322553542735482,0.7418730654042323,-0.39041347092127043,0.13354946666244105,0.8272438001191695,-0.22880895457509254,0.11582347392695413,0.6864859625298629,-0.39041347092127077,False,False,False,False,hhdC,,,,,,,
grid,U56,BREADTH,,,,,,,,,1.0,0.2,4.314863258026159,0.1196639529586585,0.7229005575677714,-0.3625101483621572,0.13117942235479174,0.815976767024017,-0.22880895457509254,0.11141528207967144,0.6629145065080491,-0.36251014836215734,False,False,False,False,hhdC,,,,,,,
grid,U56,BREADTH,,,,,,,,,1.0,0.4,10.367657550535077,0.11915893331891758,0.7288679461869353,-0.34147150720754993,0.12371852172371733,0.789497923144557,-0.22458309678755273,0.11587544564702013,0.6907623948599453,-0.34147150720755004,False,False,False,False,hhdC,,,,,,,
