panel,family,ratio,gross,bps,k_med,k_min,k_max,CAGR,Sharpe,MaxDD,H1,H2,h1,h2,dd,cagr,KEEP4b,KEEP4a,is_Sharpe,is_CAGR,is_MaxDD,is_4b,is_dd,is_cagr,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_H1,oos_H2,oos_dd,oos_cagr,oos_h1,oos_h2,oos_4b,turn_yr
U56,MOM,0.02,0.5,10,5.0,0,5,0.1253471519552798,1.0101280641557455,-0.19108243990875762,1.2351002512005391,0.8347845125505713,True,True,True,True,True,False,1.2651159959044114,0.14617804211772523,-0.11347473298877553,True,True,True,0.10847638238596335,0.8382551737618975,-0.1910824399087575,0.9937459593369296,0.6827045471597228,True,True,True,False,False,5.18787445904324
U56,MOM,0.02,0.5,25,5.0,0,5,0.11662862434395493,0.947744613322468,-0.19182607035872257,1.1673513805294597,0.7761992274046903,True,False,True,True,False,False,1.199346619749796,0.13771806999684055,-0.11377331319436446,True,True,True,0.09955420423035388,0.7778138136976983,-0.1918260703587228,0.9337423720283191,0.6220820474935207,True,False,False,False,False,5.18787445904324
U56,MOM,0.02,0.75,10,5.0,0,5,0.1883883699926121,1.016147046153474,-0.27242461974291865,1.239170946318285,0.842380084457954,True,True,False,True,False,False,1.2679358275731176,0.22218987329816708,-0.167497925021878,False,False,True,0.16125413539174982,0.846333763811122,-0.2724246197429183,1.001815850579522,0.6899744463226282,False,True,True,False,False,7.743629795886809
U56,MOM,0.02,0.75,25,5.0,0,5,0.1746747722523685,0.9541350311842944,-0.27341461246128707,1.171831948215102,0.7841429663419401,True,False,False,True,False,False,1.2025964607305062,0.20875077501998218,-0.16792044266673478,False,False,True,0.1473339067562056,0.7862332128901498,-0.2734146124612874,0.9423434814845985,0.629494998464057,False,True,False,False,False,7.743629795886809
U56,MOM,0.02,1.0,10,5.0,0,5,0.25127345554408675,1.0220167261948392,-0.3460671181330457,1.243072803370491,0.8499442373188761,True,True,False,True,False,False,1.2705887034121914,0.2998560489375979,-0.2198050824533515,False,False,True,0.21262959192197428,0.8543545125056947,-0.3460671181330456,1.0098323940504612,0.6970992218801625,False,True,True,False,False,10.296988178713217
U56,MOM,0.02,1.0,25,5.0,0,5,0.2321126603986654,0.9602863909234332,-0.3472380050317375,1.1760619590224393,0.7919539510752575,True,False,False,True,False,False,1.2055952122711153,0.2808933051375371,-0.22033548814492143,False,False,True,0.19333730977534103,0.7944978365441976,-0.3472380050317374,0.9508250229393329,0.6366308782690586,False,True,False,False,False,10.296988178713217
U56,MOM,0.05,0.5,10,5.0,0,5,0.1253471519552798,1.0101280641557455,-0.19108243990875762,1.2351002512005391,0.8347845125505713,True,True,True,True,True,False,1.2651159959044114,0.14617804211772523,-0.11347473298877553,True,True,True,0.10847638238596335,0.8382551737618975,-0.1910824399087575,0.9937459593369296,0.6827045471597228,True,True,True,False,False,5.18787445904324
U56,MOM,0.05,0.5,25,5.0,0,5,0.11662862434395493,0.947744613322468,-0.19182607035872257,1.1673513805294597,0.7761992274046903,True,False,True,True,False,False,1.199346619749796,0.13771806999684055,-0.11377331319436446,True,True,True,0.09955420423035388,0.7778138136976983,-0.1918260703587228,0.9337423720283191,0.6220820474935207,True,False,False,False,False,5.18787445904324
U56,MOM,0.05,0.75,10,5.0,0,5,0.1883883699926121,1.016147046153474,-0.27242461974291865,1.239170946318285,0.842380084457954,True,True,False,True,False,False,1.2679358275731176,0.22218987329816708,-0.167497925021878,False,False,True,0.16125413539174982,0.846333763811122,-0.2724246197429183,1.001815850579522,0.6899744463226282,False,True,True,False,False,7.743629795886809
U56,MOM,0.05,0.75,25,5.0,0,5,0.1746747722523685,0.9541350311842944,-0.27341461246128707,1.171831948215102,0.7841429663419401,True,False,False,True,False,False,1.2025964607305062,0.20875077501998218,-0.16792044266673478,False,False,True,0.1473339067562056,0.7862332128901498,-0.2734146124612874,0.9423434814845985,0.629494998464057,False,True,False,False,False,7.743629795886809
