panel,est,selector,b_star_IS,is_agree,picked,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_dd,oos_cagr,oos_h1,oos_h2,oos_4b,full_4b,full_4a
U56,OLSD,PICK-BETA,0.584,0.9878048780487805,MOM/k=5/g=0.5,1.2651159959044114,0.1071807104381306,0.829896143627311,-0.1910824399087575,True,True,True,False,False,True,False
U56,OLSD,PICK-DDIS,0.584,0.9878048780487805,MOM/k=5/g=0.5,1.2651159959044114,0.1071807104381306,0.829896143627311,-0.1910824399087575,True,True,True,False,False,True,False
U56,OLSD,PICK-SHARPE,0.584,0.9878048780487805,MOM/k=5/g=1.0,1.2705887034121914,0.20992778971945802,0.8463317472258803,-0.3460671181330456,False,True,True,False,False,False,False
U56,OLSM,PICK-BETA,0.6522,0.975609756097561,MOM/k=5/g=0.75,1.2679358275731176,0.15926715511318967,0.8381435520458987,-0.2724246197429183,False,True,True,False,False,False,False
U56,OLSM,PICK-DDIS,0.6522,0.975609756097561,MOM/k=5/g=0.5,1.2651159959044114,0.1071807104381306,0.829896143627311,-0.1910824399087575,True,True,True,False,False,True,False
U56,OLSM,PICK-SHARPE,0.6522,0.975609756097561,MOM/k=5/g=1.0,1.2705887034121914,0.20992778971945802,0.8463317472258803,-0.3460671181330456,False,True,True,False,False,False,False
U56,DOWN,PICK-BETA,0.5263,0.975609756097561,MOM/k=5/g=0.5,1.2651159959044114,0.1071807104381306,0.829896143627311,-0.1910824399087575,True,True,True,False,False,True,False
U56,DOWN,PICK-DDIS,0.5263,0.975609756097561,MOM/k=5/g=0.5,1.2651159959044114,0.1071807104381306,0.829896143627311,-0.1910824399087575,True,True,True,False,False,True,False
U56,DOWN,PICK-SHARPE,0.5263,0.975609756097561,MOM/k=5/g=1.0,1.2705887034121914,0.20992778971945802,0.8463317472258803,-0.3460671181330456,False,True,True,False,False,False,False
B136,OLSD,PICK-BETA,0.657,0.9390243902439024,MOM/k=20/g=0.75,1.2382494063454963,0.1562107010521443,1.0008926371272486,-0.2610525610883291,False,True,True,True,False,False,False
B136,OLSD,PICK-DDIS,0.657,0.9390243902439024,MOM/k=20/g=0.75,1.2382494063454963,0.1562107010521443,1.0008926371272486,-0.2610525610883291,False,True,True,True,False,False,False
B136,OLSD,PICK-SHARPE,0.657,0.9390243902439024,MOM/k=20/g=1.0,1.2432501654336576,0.20908049100804993,1.0056849251148317,-0.33675172386421537,False,True,True,True,False,False,False
B136,OLSM,PICK-BETA,0.6427,0.9512195121951219,MOM/k=20/g=0.75,1.2382494063454963,0.1562107010521443,1.0008926371272486,-0.2610525610883291,False,True,True,True,False,False,False
B136,OLSM,PICK-DDIS,0.6427,0.9512195121951219,MOM/k=20/g=0.75,1.2382494063454963,0.1562107010521443,1.0008926371272486,-0.2610525610883291,False,True,True,True,False,False,False
B136,OLSM,PICK-SHARPE,0.6427,0.9512195121951219,MOM/k=20/g=1.0,1.2432501654336576,0.20908049100804993,1.0056849251148317,-0.33675172386421537,False,True,True,True,False,False,False
B136,DOWN,PICK-BETA,0.6365,0.9390243902439024,MOM/k=20/g=0.75,1.2382494063454963,0.1562107010521443,1.0008926371272486,-0.2610525610883291,False,True,True,True,False,False,False
B136,DOWN,PICK-DDIS,0.6365,0.9390243902439024,MOM/k=20/g=0.75,1.2382494063454963,0.1562107010521443,1.0008926371272486,-0.2610525610883291,False,True,True,True,False,False,False
B136,DOWN,PICK-SHARPE,0.6365,0.9390243902439024,MOM/k=20/g=1.0,1.2432501654336576,0.20908049100804993,1.0056849251148317,-0.33675172386421537,False,True,True,True,False,False,False
SMALL,OLSD,PICK-BETA,0.4697,0.926829268292683,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
SMALL,OLSD,PICK-DDIS,0.4697,0.926829268292683,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
SMALL,OLSD,PICK-SHARPE,0.4697,0.926829268292683,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
SMALL,OLSM,PICK-BETA,0.5504,0.9390243902439024,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
SMALL,OLSM,PICK-DDIS,0.5504,0.9390243902439024,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
SMALL,OLSM,PICK-SHARPE,0.5504,0.9390243902439024,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
SMALL,DOWN,PICK-BETA,0.5107,0.9390243902439024,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
SMALL,DOWN,PICK-DDIS,0.5107,0.9390243902439024,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
SMALL,DOWN,PICK-SHARPE,0.5107,0.9390243902439024,LOWVOL/k=10/g=1.0,1.8290257095725124,0.04842839623255313,0.4512489604592129,-0.36218664068127715,False,False,False,False,False,False,False
