cik,ticker
53669,JCI
1351051,GEN
949721,MRDN
1362491,MUSA
109471,AIM
1052045,SVM
1397772,NCO
93456,SR
1073431,LIFE
353569,QDEL
1316625,SGI
1487990,ARX
26076,CUB
75208,OSG
29915,DOW
1161154,ETO
919443,BOOT
1065860,LIME
867773,SPWR
882289,AHG
89270,SLI
1751143,ATCX
1340122,CLMT
794323,LUMN
869986,API
