cik
2186
3197
5117
5768
6176
6281
7323
8063
16058
18396
18926
18937
19411
20520
23197
26076
28823
29915
30305
30822
31235
31347
33113
33533
39020
40533
40545
40888
41091
46619
47518
48039
48287
50725
50957
51644
52988
53669
54381
55135
55772
56047
57725
60977
61004
61986
63296
65770
65984
66382
66570
67347
67887
70415
72331
72911
73605
74303
74818
75208
75252
76605
77543
78814
80172
82811
84839
88790
89140
89270
91388
92103
92679
93456
96536
96699
98222
98338
98362
99359
100378
100625
101538
102752
103096
108312
109177
109471
201533
202058
205402
225628
230211
277509
278041
278166
310056
313616
320121
350644
350832
350846
350868
350907
353569
355948
704562
707388
708819
708821
716314
719494
722313
732717
736822
741815
742112
743238
746210
746838
748268
749251
752431
758743
764579
766792
771497
771856
773840
777491
785557
788329
789460
789933
790703
792987
794323
797721
803578
803647
805928
808326
808450
809933
810136
811156
811240
812796
813781
814676
816159
817135
818686
820318
820736
821026
822818
823277
831641
834365
836690
843006
844161
849547
850261
850660
859598
861459
863436
864240
866121
866829
867374
867773
868857
869986
872589
873303
874238
875657
876883
878828
879585
880059
880807
882154
882289
882291
882796
883980
884144
884269
885074
886206
887151
887359
888504
889348
889971
890564
892482
892537
894081
895456
895516
897723
899751
910638
911650
914024
916529
919130
919443
919956
923796
924168
924383
925528
926326
926423
927355
930420
931148
931584
933738
933972
934473
936446
941436
944480
944809
946563
949158
949721
1000230
1000694
1001115
1001902
1001907
1002037
1004945
1004980
1005229
1006045
1007587
1008848
1009891
1010086
1013880
1015739
1018963
1019671
1020214
1021162
1022652
1027207
1028153
1029142
1031028
1031296
1031308
1031623
1032220
1034592
1034760
1036044
1038133
1039065
1040896
1041657
1046327
1046995
1047919
1048268
1049521
1050377
1052045
1053706
1055454
1055726
1056696
1058299
1059556
1059562
1062613
1065860
1067837
1068874
1069183
1069258
1073431
1073967
1077183
1080398
1082198
1084752
1085243
1089511
1092662
1094285
1095315
1095565
1096056
1101396
1104657
1110805
1111665
1113481
1116463
1116942
1117480
1121142
1123494
1124198
1125345
1126234
1126741
1130464
1138723
1139685
1142750
1145986
1158780
1158863
1159167
1159281
1161154
1162194
1164863
1166003
1171155
1172222
1173514
1175108
1175151
1175454
1177394
1177648
1178711
1181412
1191070
1196298
1217234
1226616
1235468
1237831
1239819
1253176
1269026
1272550
1279704
1282266
1286613
1287808
1289790
1299130
1301501
1302707
1309108
1311230
1311241
1316625
1317685
1318641
1319229
1323468
1325618
1326160
1326190
1332349
1334325
1334478
1340122
1342287
1345126
1350102
1351051
1351285
1353386
1356857
1357615
1361538
1362004
1362491
1364885
1366649
1367644
1368622
1369786
1372020
1372514
1375557
1376139
1377789
1378140
1378992
1380106
1382574
1383183
1383871
1384101
1386301
1392380
1395848
1396536
1397016
1397772
1398805
1400891
1402366
1402829
1409375
1411158
1411207
1411690
1412486
1413754
1417398
1418065
1418100
1422862
1427437
1427925
1428336
1428522
1432133
1432150
1433660
1437352
1439288
1441683
1443646
1444380
1444598
1447028
1454384
1461993
1463972
1466815
1478121
1484612
1487101
1487371
1487990
1488139
1488613
1490165
1492674
1498021
1501585
1502756
1503274
1505155
1505512
1506307
1506928
1508677
1512762
1513153
1518520
1521036
1522182
1524471
1524472
1525221
1527032
1527753
1532961
1537054
1544229
1549084
1549346
1550695
1551182
1552033
1552275
1555279
1558569
1560258
1561627
1564708
1565337
1567892
1571123
1571833
1571996
1577916
1591588
1596783
1597313
1599489
1601548
1607962
1610618
1611277
1616318
1620179
1621563
1630212
1631825
1632127
1632790
1634117
1645590
1647088
1652044
1656634
1662684
1666138
1666700
1670076
1674632
1674930
1687221
1689657
1693736
1694426
1701108
1704795
1706431
1710583
1715768
1718227
1718939
1723128
1737372
1740332
1750704
1751143
1754170
1754820
1756497
1757499
1758057
1759631
1768224
1770450
1770787
1774675
1776048
1777319
1799448
1802665
1805385
1806837
1814215
1816613
1819810
1819994
1824502
1824920
1825079
1826681
1828805
1830214
1833756
1835681
1841804
1844452
1854270
1860160
1861107
1865631
1867072
1877939
1879726
1880319
1880438
1883814
1897762
1899287
1923891
1941536
1951070
2021728
2057463
2077709
2086587
