panel,deleted_year,argmax,moved_to,undeleted_margin,sd_pair,t_pair,resolved,same_band,OOS_Sharpe_argmax,OOS_Sharpe_moved,d_OOS_Sharpe,OOS_4b_argmax,OOS_4b_moved
U56,2011,c0.1/g1.00,c0.2/g1.00,0.04593788013469147,0.045592353310002984,1.0075786135086973,False,False,1.1940003173604503,1.124260821163858,-0.06973949619659225,True,True
U56,2013,c0.1/g1.00,NOGATE/g1.00,0.034138583456146954,0.05304661343100932,0.6435582075479045,False,False,1.1940003173604503,1.1264338926016002,-0.06756642475885011,True,False
B136,2010,NOGATE/g1.00,c0.1/g1.00,0.0011003187596807518,0.04927571614391805,0.022329838017312323,False,False,1.085652539514379,1.0875376023240508,0.0018850628096718225,False,True
B136,2012,NOGATE/g1.00,c0.1/g1.00,0.0011003187596807518,0.04927571614391805,0.022329838017312323,False,False,1.085652539514379,1.0875376023240508,0.0018850628096718225,False,True
B136,2015,NOGATE/g1.00,c0.1/g1.00,0.0011003187596807518,0.04927571614391805,0.022329838017312323,False,False,1.085652539514379,1.0875376023240508,0.0018850628096718225,False,True
B136,2016,NOGATE/g1.00,c0.1/g1.00,0.0011003187596807518,0.04927571614391805,0.022329838017312323,False,False,1.085652539514379,1.0875376023240508,0.0018850628096718225,False,True
SMALL,2011,c0.15/g1.00,NOGATE/g0.05,0.029757719782509517,0.09180362021678345,0.3241453845963826,False,False,0.6149404479081169,0.5987268231312581,-0.016213624776858726,False,False
SMALL,2012,c0.15/g1.00,c0.1/g1.00,0.03653799306239758,0.03253142233492939,1.123160023137577,False,False,0.6149404479081169,0.5840952363553717,-0.03084521155274511,False,False
SMALL,2013,c0.15/g1.00,NOGATE/g1.00,0.02671549712194843,0.09159871328361736,0.2916579956666985,False,False,0.6149404479081169,0.5945393550457071,-0.020401092862409764,False,False
SMALL,2015,c0.15/g1.00,NOGATE/g1.00,0.02671549712194843,0.09159871328361736,0.2916579956666985,False,False,0.6149404479081169,0.5945393550457071,-0.020401092862409764,False,False
