panel,chooser,pick,IS_Sharpe,IS_rank,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,BASE_OOS_CAGR,BASE_OOS_Sharpe,BASE_OOS_MaxDD,OOS_4b,OOS_binding,OOS_4a
U56,C_SHARPE,c0.1/g1.00,1.1459988193705315,1,0.121440386476652,1.1940003173604503,-0.16295337966879642,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.0945517936976279,1.2768823974588255,-0.12054956914840875,True,NONE,False
U56,C_MEMO,NOGATE/g0.65,1.109538649735163,46,0.11834611986820853,1.1269133350047356,-0.19748679400432456,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.0945517936976279,1.2768823974588255,-0.12054956914840875,True,NONE,False
U56,C_CAGR,NOGATE/g0.75,1.1102511330219245,39,0.1367347568612567,1.1268381888701722,-0.2252587495057875,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.0945517936976279,1.2768823974588255,-0.12054956914840875,False,DD,False
U56,C_ANCHOR,c0.03/g0.75,1.1045450932922083,86,0.0945517936976279,1.2768823974588255,-0.12054956914840875,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.0945517936976279,1.2768823974588255,-0.12054956914840875,False,CAGR,False
U56,C_PLAT_LO,NOGATE/g0.05,1.1046268970317827,85,0.008997831753991825,1.1264490043240591,-0.01627050630779081,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.0945517936976279,1.2768823974588255,-0.12054956914840875,False,CAGR,False
U56,C_PLAT_MID,c0.15/g0.55,1.1067410377478037,65,0.06326706050538977,1.1251210058817929,-0.09173911562685433,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.0945517936976279,1.2768823974588255,-0.12054956914840875,False,CAGR,False
U56,C_PLAT_HI,c0.2/g1.00,1.10006093923584,101,0.11815566991009474,1.124260821163858,-0.15857772038122098,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.0945517936976279,1.2768823974588255,-0.12054956914840875,True,NONE,False
B136,C_SHARPE,NOGATE/g1.00,1.1483987254282337,1,0.1826875549224829,1.085652539514379,-0.3272153855796245,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,DD,False
B136,C_MEMO,NOGATE/g0.55,1.144265341737041,23,0.10034541417769938,1.0882283616100552,-0.19105451845495014,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,CAGR,False
B136,C_CAGR,c0.1/g1.00,1.147298406668553,4,0.11017782076576998,1.0875376023240508,-0.19196215352765655,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223425,True,NONE,False
B136,C_ANCHOR,c0.03/g0.75,1.09244515350567,83,0.07847283605551292,1.1019125044197382,-0.12241069123223425,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,CAGR,False
B136,C_PLAT_LO,c0.01/g0.05,1.0652016000266882,180,0.005192232813262754,1.120681664999886,-0.008535795902371301,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,CAGR,True
B136,C_PLAT_MID,c0.01/g0.55,1.0674258152054048,166,0.05737676695802385,1.118885494155557,-0.09189517600614516,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,CAGR,True
B136,C_PLAT_HI,c0/g1.00,1.0569080663723773,181,0.10333726431921875,1.1086691179680221,-0.16630880562889705,0.15257181383948715,0.8738511437360154,-0.3371595330739301,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,CAGR,False
SMALL,C_SHARPE,c0.15/g1.00,1.0095265728974452,1,0.0580918787235174,0.6149404479081169,-0.20518245747412311,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.03635375722473366,0.5458622639360948,-0.14158634613008736,False,H1+H2+DD+CAGR,False
SMALL,C_MEMO,c0.2/g1.00,1.0079254777140325,10,0.05574817190859327,0.5744515047729869,-0.21375234896280337,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.03635375722473366,0.5458622639360948,-0.14158634613008736,False,H1+H2+DD+CAGR,False
SMALL,C_CAGR,c0.2/g1.00,1.0079254777140325,10,0.05574817190859327,0.5744515047729869,-0.21375234896280337,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.03635375722473366,0.5458622639360948,-0.14158634613008736,False,H1+H2+DD+CAGR,False
SMALL,C_ANCHOR,c0.03/g0.75,0.875483675279886,126,0.03635375722473366,0.5458622639360948,-0.14158634613008736,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.03635375722473366,0.5458622639360948,-0.14158634613008736,False,H1+H2+CAGR,False
SMALL,C_PLAT_LO,NOGATE/g0.05,0.9797688531149357,60,0.006679993714616028,0.5987268231312581,-0.026786705055057425,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.03635375722473366,0.5458622639360948,-0.14158634613008736,False,H1+H2+CAGR,False
SMALL,C_PLAT_MID,NOGATE/g0.55,0.9816044264216232,50,0.06843350639085899,0.5968395197152193,-0.2669752963772729,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.03635375722473366,0.5458622639360948,-0.14158634613008736,False,H1+H2+DD+CAGR,False
SMALL,C_PLAT_HI,c0.2/g1.00,1.0079254777140325,10,0.05574817190859327,0.5744515047729869,-0.21375234896280337,0.1525745335844091,0.8738401470547136,-0.33717289200673783,0.03635375722473366,0.5458622639360948,-0.14158634613008736,False,H1+H2+DD+CAGR,False
