panel,device,phi,cost_bps,mmf,CAGR,Sharpe,MaxDD,Calmar,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,IS_Sharpe,turnover_yr,sweep_turnover_yr,mean_gross,mean_sweep_w,FULL_pass4a,FULL_pass4b,FULL_L_H1,FULL_L_H2,FULL_L_OOS,FULL_L_DD,FULL_L_CAGR,OOS_pass4a,OOS_pass4b,OOS_L_H1,OOS_L_H2,OOS_L_OOS,OOS_L_DD,OOS_L_CAGR
U56,DG,0.25,10.0,False,0.08744919435340792,1.219031800171676,-0.1191179949522766,0.7341392405777444,1.2407731310172592,1.2032815526979261,0.09628909058845214,1.2985313276746087,-0.11911799495227648,1.1171331401574316,2.023552356341679,0.2563416816991874,0.6496211918475777,0.12908901781176516,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.25,10.0,True,0.08772800468079733,1.2226735189812794,-0.119082034731265,0.7367022647771767,1.2445398820927256,1.2068230932957336,0.09656362480455205,1.3019888635325034,-0.11908203473126522,1.1210167181548178,2.023552356341679,0.2563416816991874,0.6496211918475777,0.12908901781176516,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.25,25.0,False,0.084153854898396,1.1760578506006034,-0.11954785708109672,0.7039344489572007,1.1972412305579865,1.1606712341078835,0.09295684495279888,1.2566431603669703,-0.11954785708109694,1.072713672274902,2.023552356341679,0.2563416816991874,0.6496211918475777,0.12908901781176516,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.25,25.0,True,0.08484898123317897,1.1851748207680441,-0.11945796827479471,0.7102831435906972,1.2066720942120168,1.1695367394800757,0.09364129881885064,1.2652997089151738,-0.11945796827479471,1.0824349563020548,2.023552356341679,0.2563416816991874,0.6496211918475777,0.12908901781176516,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.25,50.0,False,0.07868301699697211,1.104314423388478,-0.12026410906381368,0.6542518595903113,1.1245597672035832,1.0895401942100187,0.08742483004395263,1.1867050759377797,-0.12026410906381313,0.9985693107156917,2.023552356341679,0.2563416816991874,0.6496211918475777,0.12908901781176516,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,DG,0.25,50.0,True,0.08006696030917904,1.122583862678024,-0.12008437060356125,0.6667558809422993,1.1434605642370723,1.1073039212529594,0.08878748773313383,1.2040546376626828,-0.12008437060356125,1.0180450435971646,2.023552356341679,0.2563416816991874,0.6496211918475777,0.12908901781176516,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.5,0.0,False,0.09118532592757433,1.268355872452606,-0.11736337360075055,0.7769487458478375,1.2862670548761554,1.2564882484209001,0.10051509551401105,1.3502998111762268,-0.11736337360075055,1.163125158753156,2.2789823295573566,0.5117477142056645,0.7664150638472932,0.24591856346043425,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.5,0.0,True,0.09118532592757433,1.268355872452606,-0.11736337360075055,0.7769487458478375,1.2862670548761554,1.2564882484209001,0.10051509551401105,1.3502998111762268,-0.11736337360075055,1.163125158753156,2.2789823295573566,0.5117477142056645,0.7664150638472932,0.24591856346043425,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.5,10.0,False,0.08870185494254934,1.2360911588981354,-0.11768756657755275,0.7537062539575695,1.2534150342001456,1.2246376978201283,0.09801161242538359,1.3190137445933,-0.11768756657755286,1.129553573864261,2.2789823295573566,0.5117477142056645,0.7664150638472932,0.24591856346043425,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.5,10.0,True,0.08925915482056412,1.2433643266926753,-0.11761440466990547,0.758913460226894,1.260974218571371,1.2316813207774824,0.0985593087062484,1.325889749694997,-0.1176144046699058,1.137350463426997,2.2789823295573566,0.5117477142056645,0.7664150638472932,0.24591856346043425,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.5,25.0,False,0.08498685411124463,1.1876256488666705,-0.11817377417641683,0.7191684847466342,1.2040633870996882,1.176797435323315,0.09426668385443282,1.27201527847897,-0.11817377417641661,1.0791303401072705,2.2789823295573566,0.5117477142056645,0.7664150638472932,0.24591856346043425,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.5,25.0,True,0.08637605561504502,1.2058369313511363,-0.11799089363438275,0.7320569660460211,1.2229923666564202,1.1944328029880762,0.09563193082164423,1.289233840330287,-0.11799089363438275,1.0986499649635253,2.2789823295573566,0.5117477142056645,0.7664150638472932,0.24591856346043425,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.5,50.0,False,0.07882230531754408,1.1066948868395647,-0.11898390187532537,0.6624619303553877,1.1216452055145356,1.096916948235223,0.08805249556176742,1.193523758453794,-0.11898390187532515,0.9949484754489809,2.2789823295573566,0.5117477142056645,0.7664150638472932,0.24591856346043425,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,DG,0.5,50.0,True,0.08158726507513592,1.1431961249716938,-0.11861822154459623,0.6878139295357923,1.1595885989510544,1.1322610940568216,0.09076972732321487,1.2280423019520341,-0.11861822154459667,1.0340600896549332,2.2789823295573566,0.5117477142056645,0.7664150638472932,0.24591856346043425,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.75,0.0,False,0.09271806391011372,1.2881561971727113,-0.11589412095857998,0.8000238764764498,1.3023644041944114,1.280009601924989,0.10251290187070916,1.3728173643398511,-0.1158941209585802,1.1791692952080444,2.5348539514415664,0.7675590029296081,0.8832079928305122,0.36274810910910327,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.75,0.0,True,0.09271806391011372,1.2881561971727113,-0.11589412095857998,0.8000238764764498,1.3023644041944114,1.280009601924989,0.10251290187070916,1.3728173643398511,-0.1158941209585802,1.1791692952080444,2.5348539514415664,0.7675590029296081,0.8832079928305122,0.36274810910910327,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.75,10.0,False,0.08995219228526397,1.2522555417047665,-0.11625633355129372,0.7737401441924534,1.265635295923522,1.244712517199763,0.09973113927695798,1.338163755774528,-0.11625633355129372,1.1415957413604068,2.5348539514415664,0.7675590029296081,0.8832079928305122,0.36274810910910327,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.75,10.0,True,0.09078913195799454,1.2631639132005017,-0.11614554023598711,0.781684184976256,1.2770053315340992,1.2552523358900403,0.10055369065668707,1.3484528623727579,-0.11614554023598722,1.153325553811291,2.5348539514415664,0.7675590029296081,0.8832079928305122,0.36274810910910327,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.75,25.0,False,0.0858160095749092,1.198317054952572,-0.11679955739737558,0.734728893560323,1.210447228047699,1.1916846943804242,0.09557116830231638,1.2860949182382568,-0.1167995573973758,1.0851510793380104,2.5348539514415664,0.7675590029296081,0.8832079928305122,0.36274810910910327,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.75,25.0,True,0.08790190050199476,1.2256347290635343,-0.1165226114536616,0.7543763343902685,1.2389233220638,1.2180777096222277,0.09762118680043885,1.3118647218653992,-0.11652261145366183,1.1145206994822219,2.5348539514415664,0.7675590029296081,0.8832079928305122,0.36274810910910327,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,0.75,50.0,False,0.07895590618155879,1.10822565494798,-0.11770467703926568,0.6707966766284019,1.1182600423462388,1.1031212953586949,0.08867154589981618,1.1991119363847076,-0.11770467703926535,0.990898848377991,2.5348539514415664,0.7675590029296081,0.8832079928305122,0.36274810910910327,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,DG,0.75,50.0,True,0.08310624685627377,1.1629891253986513,-0.1171509096280754,0.7093948064092302,1.1753505845661907,1.1560274870522058,0.09275046830755218,1.2507845526761516,-0.11715090962807528,1.0497549076175585,2.5348539514415664,0.7675590029296081,0.8832079928305122,0.36274810910910327,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,1.0,0.0,False,0.09424965642401761,1.307003972323144,-0.11442361597338391,0.8236905958813698,1.3180233533278016,1.3021650571522752,0.10450943700081305,1.393923779634452,-0.11442361597338391,1.1948195826516086,2.790612170919641,1.0232216328208419,1.0,0.47957765475777236,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,1.0,0.0,True,0.09424965642401761,1.307003972323144,-0.11442361597338391,0.8236905958813698,1.3180233533278016,1.3021650571522752,0.10450943700081305,1.393923779634452,-0.11442361597338391,1.1948195826516086,2.790612170919641,1.0232216328208419,1.0,0.47957765475777236,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,1.0,10.0,False,0.09120080054794433,1.2674973138616104,-0.11482428333345751,0.7942640519957874,1.2774126163714412,1.2634758277434406,0.10144876453505147,1.355954081712345,-0.11482428333345729,1.1532388419929334,2.790612170919641,1.0232216328208419,1.0,0.47957765475777236,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,1.0,10.0,True,0.09231792687738039,1.2820288444205388,-0.1146754284622089,0.8050366858476888,1.2926075295517696,1.27748098835304,0.1025467528362125,1.3696274042362193,-0.1146754284622088,1.168916600556169,2.790612170919641,1.0232216328208419,1.0,0.47957765475777236,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,1.0,25.0,False,0.0866428181346155,1.208128237935922,-0.11542517542216846,0.750640558419935,1.2163784033113374,1.205339785832952,0.09687305209960417,1.2988896811976116,-0.11542517542216868,1.0907623336309085,2.790612170919641,1.0232216328208419,1.0,0.47957765475777236,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,1.0,25.0,True,0.08942650829007692,1.2445248035044048,-0.11505308943406933,0.7772629898940905,1.2544396335307337,1.2404156793551244,0.09960905051371705,1.3331410090443236,-0.11505308943407011,1.1300221373279815,2.790612170919641,1.0232216328208419,1.0,0.47957765475777236,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,DG,1.0,50.0,False,0.07908680947083191,1.108943071545525,-0.1164263717148365,0.6792860440978055,1.1144019690864533,1.108222142007914,0.08928748028572775,1.2035359179987464,-0.11642637171483661,0.9864194318264754,2.790612170919641,1.0232216328208419,1.0,0.47957765475777236,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,DG,1.0,50.0,True,0.08462390071657255,1.1819195054829024,-0.11568237036430262,0.7315194221044927,1.1907218119781204,1.1785462817399752,0.09472969705675971,1.2722291433161594,-0.11568237036430273,1.0651050957846715,2.790612170919641,1.0232216328208419,1.0,0.47957765475777236,True,False,True,True,True,True,False,True,False,True,True,True,True,False
U56,RG50,0.0,0.0,False,0.10755057690865244,1.2279345944270637,-0.14521357261953016,0.7406372212220311,1.267241364697631,1.2000177952422793,0.11735505899693144,1.2838278489492634,-0.1452135726195305,1.1561707146737992,2.9813063088758,0.035835729103216175,0.6415572175016212,0.0,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.0,0.0,True,0.10755057690865244,1.2279345944270637,-0.14521357261953016,0.7406372212220311,1.267241364697631,1.2000177952422793,0.11735505899693144,1.2838278489492634,-0.1452135726195305,1.1561707146737992,2.9813063088758,0.035835729103216175,0.6415572175016212,0.0,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.0,10.0,False,0.10425300482864786,1.1931136447265895,-0.14604313698353766,0.7138507634247785,1.2318412407291195,1.1655357814840162,0.11402523573253842,1.2502197723222637,-0.14604313698353855,1.1196662959566,2.9813063088758,0.035835729103216175,0.6415572175016212,0.0,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.0,10.0,True,0.1042926209623043,1.193537358091463,-0.14602961565802974,0.7141881493856383,1.2323264964440042,1.165907991108749,0.11406001616291284,1.2505781180446647,-0.14602961565802985,1.1201777086967568,2.9813063088758,0.035835729103216175,0.6415572175016212,0.0,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.0,25.0,False,0.09932423775937704,1.140807739733902,-0.147286645634902,0.6743601046192915,1.1786481161160658,1.1137516635700702,0.1090482858142292,1.1997394268121908,-0.147286645634902,1.064826124571998,2.9813063088758,0.035835729103216175,0.6415572175016212,0.0,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.0,25.0,True,0.09942286512662646,1.141869112221568,-0.14725286463059595,0.6751845906430574,1.1798643250038017,1.1146835976945666,0.10913487537581323,1.2006369428429664,-0.1472528646305954,1.0661073929003826,2.9813063088758,0.035835729103216175,0.6415572175016212,0.0,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.0,50.0,False,0.09115632268751406,1.0534747970418363,-0.14935692646490084,0.6103253785751674,1.0897914554730153,1.027321062177495,0.10080058039574769,1.1154610909025289,-0.14935692646490095,0.9732523052232719,2.9813063088758,0.035835729103216175,0.6415572175016212,0.0,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,0.0,50.0,True,0.09135220819676482,1.0556025889850236,-0.14928943879595347,0.6119134007973841,1.0922318336042178,1.0291879703308011,0.10097256088041973,1.1172600491905837,-0.14928943879595313,0.975821527238098,2.9813063088758,0.035835729103216175,0.6415572175016212,0.0,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,0.25,0.0,False,0.10878618250097416,1.2419347550446045,-0.1441810694494815,0.7545108585776645,1.2783907607627887,1.2167780770555527,0.11896818754393546,1.3000700215981067,-0.14418106944948128,1.1672008863451266,3.1055642268737436,0.1601053880013027,0.7311688253571146,0.10552894630404172,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.25,0.0,True,0.10878618250097416,1.2419347550446045,-0.1441810694494815,0.7545108585776645,1.2783907607627887,1.2167780770555527,0.11896818754393546,1.3000700215981067,-0.14418106944948128,1.1672008863451266,3.1055642268737436,0.1601053880013027,0.7311688253571146,0.10552894630404172,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.25,10.0,False,0.10534752236104383,1.2056194224061185,-0.1450530299953614,0.7262690228836495,1.2413495945229014,1.1809147823125745,0.11550002623942057,1.2651003488488572,-0.1450530299953614,1.1290150528118714,3.1055642268737436,0.1601053880013027,0.7311688253571146,0.10552894630404172,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.25,10.0,True,0.10552461667807567,1.207502272116789,-0.14499808910580558,0.7277655680074101,1.2433972808403455,1.1826645376765632,0.11566877376328466,1.2668152645617192,-0.14499808910580514,1.1311254354175886,3.1055642268737436,0.1601053880013027,0.7311688253571146,0.10552894630404172,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.25,25.0,False,0.10020864113230177,1.1510655426205527,-0.14636005045255018,0.6846720865595037,1.1856863278235454,1.1270537840894603,0.11031705311139905,1.212572035210551,-0.14636005045255052,1.0716452085433308,3.1055642268737436,0.1601053880013027,0.7311688253571146,0.10552894630404172,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.25,25.0,True,0.10064946498355454,1.1557799063788672,-0.14622280198379167,0.6883294781528753,1.1908157477782628,1.1314333544146464,0.11073709765208628,1.2168654007729367,-0.14622280198379167,1.0769300337098062,3.1055642268737436,0.1601053880013027,0.7311688253571146,0.10552894630404172,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.25,50.0,False,0.09169455557914663,1.0599744418843693,-0.1485359644795542,0.6173222485236448,1.0926965826400172,1.0371532141225859,0.10172990519954062,1.1248701076535739,-0.14853596447955408,0.9758422191738592,3.1055642268737436,0.1601053880013027,0.7311688253571146,0.10552894630404172,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,0.25,50.0,True,0.09256986527863509,1.0694199745068114,-0.1482618132687138,0.6243675511431855,1.1029807674784735,1.0459232592336507,0.10256394697627602,1.1334709790474862,-0.1482618132687139,0.98643222971121,3.1055642268737436,0.1601053880013027,0.7311688253571146,0.10552894630404172,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,0.5,0.0,False,0.11002141829277345,1.2556458512205435,-0.14314812459877435,0.768584419817928,1.289403924155905,1.2331344428332587,0.12058109785215776,1.3158887964309307,-0.14314812459877402,1.1781122241858868,3.2300575410161936,0.28459991147673225,0.8207798202282617,0.19519371912837627,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.5,0.0,True,0.11002141829277345,1.2556458512205435,-0.14314812459877435,0.768584419817928,1.289403924155905,1.2331344428332587,0.12058109785215776,1.3158887964309307,-0.14314812459877402,1.1781122241858868,3.2300575410161936,0.28459991147673225,0.8207798202282617,0.19519371912837627,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.5,10.0,False,0.10644112339378142,1.2178400526223907,-0.1440627750660235,0.7388523742167247,1.250716855478639,1.1958997014486044,0.11697403051658006,1.2795669844047706,-0.14406277506602327,1.1382396473107645,3.2300575410161936,0.28459991147673225,0.8207798202282617,0.19519371912837627,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.5,10.0,True,0.10675623208142881,1.2211867934899274,-0.14396612748255877,0.7415371514689254,1.2543365518553833,1.1990285115399408,0.11727729750017368,1.282639916447934,-0.14396612748255877,1.14195914566731,3.2300575410161936,0.28459991147673225,0.8207798202282617,0.19519371912837627,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.5,25.0,False,0.10109137476251728,1.161043690928484,-0.14543374342551096,0.6951026108620714,1.1925756358769417,1.1399762672879776,0.11158424534456413,1.2250045637835008,-0.14543374342551085,1.0783316718301819,3.2300575410161936,0.28459991147673225,0.8207798202282617,0.19519371912837627,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.5,25.0,True,0.10187566887953681,1.1694233641458853,-0.14519231415809808,0.7016602047447613,1.2016427607146667,1.1478076116815255,0.112339062800634,1.2326977826213974,-0.14519231415809797,1.0876459044849938,3.2300575410161936,0.28459991147673225,0.8207798202282617,0.19519371912837627,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.5,50.0,False,0.09223003905484406,1.0662030471823014,-0.14771600545121166,0.6243740397197934,1.0954390687625892,1.0466293434790854,0.10265650634296253,1.1339016324738131,-0.14771600545121222,0.9782848801297791,3.2300575410161936,0.28459991147673225,0.8207798202282617,0.19519371912837627,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,0.5,50.0,True,0.09378710063464513,1.0829918831818819,-0.14723377899002932,0.6369944538406258,1.113617179544268,1.062311621918613,0.10415503762830469,1.1493133316619655,-0.14723377899002932,0.9969482763278641,3.2300575410161936,0.28459991147673225,0.8207798202282617,0.19519371912837627,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,0.75,0.0,False,0.11125628031049528,1.2690562420890832,-0.1421147385596564,0.7828623648615625,1.300274179079286,1.2490713027212388,0.12219378292146432,1.3312692587022188,-0.14211473855965662,1.1888983099807764,3.354482940049318,0.40901641044602893,0.9103902093609871,0.2848584919527108,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.75,0.0,True,0.11125628031049528,1.2690562420890832,-0.1421147385596564,0.7828623648615625,1.300274179079286,1.2490713027212388,0.12219378292146432,1.3312692587022188,-0.14211473855965662,1.1888983099807764,3.354482940049318,0.40901641044602893,0.9103902093609871,0.2848584919527108,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.75,10.0,False,0.10753413795448896,1.2297684268219173,-0.14307236790311262,0.7516066137055211,1.2599400842115107,1.2104800006703997,0.11844760944360733,1.2936095729330106,-0.1430723679031124,1.147337601016044,3.354482940049318,0.40901641044602893,0.9103902093609871,0.2848584919527108,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.75,10.0,True,0.10798746365426592,1.2345793490725223,-0.14293372633044377,0.7555072300054171,1.2651377022351165,1.2149843391569786,0.11888558268970995,1.2980371745496817,-0.14293372633044377,1.1526724970930555,3.354482940049318,0.40901641044602893,0.9103902093609871,0.2848584919527108,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,0.75,25.0,False,0.10197326607400936,1.1707419001768322,-0.1445077130052319,0.7056596769358423,1.1993187171073643,1.152516184540715,0.11285077115984432,1.2370341529462885,-0.14450771300523169,1.0848889569165545,3.354482940049318,0.40901641044602893,0.9103902093609871,0.2848584919527108,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.75,25.0,True,0.10310147397539016,1.182788016740982,-0.14416138928802347,0.7151809127574462,1.212338861418811,1.1637908234569405,0.1139407695878436,1.2481192155326153,-0.14416138928802313,1.0982487786039288,3.354482940049318,0.40901641044602893,0.9103902093609871,0.2848584919527108,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,0.75,50.0,False,0.09276441989352224,1.0721717756938631,-0.14689702552716344,0.631492840380003,1.0980310075329527,1.055759285214719,0.10358219460245688,1.1425649684553694,-0.14689702552716366,0.9805936556519622,3.354482940049318,0.40901641044602893,0.9103902093609871,0.2848584919527108,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,0.75,50.0,True,0.09500391254579643,1.0963070271229904,-0.14620531179491658,0.6497979545302651,1.1241347470766418,1.0783375662735613,0.10574583728936049,1.1647722857390046,-0.14620531179491614,1.0073636379273312,3.354482940049318,0.40901641044602893,0.9103902093609871,0.2848584919527108,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,1.0,0.0,False,0.11249076457554352,1.2821549408075794,-0.1410809118247759,0.7973492878700582,1.3109949622074966,1.2645743646851446,0.12380623573993232,1.346197821120878,-0.14108091182477545,1.1995528154251027,3.478852355332176,0.5333649869857795,1.0,0.3745232647770453,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,1.0,0.0,True,0.11249076457554352,1.2821549408075794,-0.1410809118247759,0.7973492878700582,1.3109949622074966,1.2645743646851446,0.12380623573993232,1.346197821120878,-0.14108091182477545,1.1995528154251027,3.478852355332176,0.5333649869857795,1.0,0.3745232647770453,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,1.0,10.0,False,0.10862654919487502,1.241394589569688,-0.1420818078969699,0.7645352406667374,1.269013485021073,1.2246424417591626,0.11992073068983222,1.3072155582569376,-0.1420818078969699,1.1563033742619169,3.478852355332176,0.5333649869857795,1.0,0.3745232647770453,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,1.0,10.0,True,0.10921830534846877,1.24766896889784,-0.14190088487458163,0.7696802274700457,1.2757942004414384,1.230517679474016,0.12049362191515223,1.3129934040344817,-0.14190088487458197,1.163259200449824,3.478852355332176,0.5333649869857795,1.0,0.3745232647770453,False,True,True,True,True,True,True,False,True,True,True,True,True,True
U56,RG50,1.0,25.0,False,0.10285427914855538,1.1801517689184622,-0.14358195683688146,0.7163454337469756,1.2059109273016466,1.1646618866081646,0.11411656056587938,1.2486498036613096,-0.14358195683688135,1.0913127058902674,3.478852355332176,0.5333649869857795,1.0,0.3745232647770453,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,1.0,25.0,True,0.10432687114142536,1.1958629225110846,-0.14313002470187552,0.7288957810125934,1.2228975687877766,1.1793685780717522,0.11554220999415854,1.2631159961160385,-0.14313002470187564,1.1087324281006898,3.478852355332176,0.5333649869857795,1.0,0.3745232647770453,False,False,True,True,True,True,False,False,True,True,True,True,True,True
U56,RG50,1.0,50.0,False,0.09329763092267251,1.0778748440347656,-0.14607901919993205,0.6386791986532993,1.1004697040129623,1.0645340604552784,0.10450683797733729,1.1508517402506198,-0.14607901919993205,0.9827661858884186,3.478852355332176,0.5333649869857795,1.0,0.3745232647770453,False,False,True,True,True,True,False,False,False,True,True,True,True,False
U56,RG50,1.0,50.0,True,0.09622028680660599,1.109354519656352,-0.14517640586225766,0.6627818496753468,1.134527079902808,1.093986570996697,0.10733633694688938,1.1798340312212645,-0.14517640586225755,1.0176721953325052,3.478852355332176,0.5333649869857795,1.0,0.3745232647770453,False,False,True,True,True,True,False,False,True,True,True,True,True,True
