panel,device,phi,cost_bps,mmf,dSharpe,dCAGR,dMaxDD,dCalmar,V_SHARPE,V_DD,V_CAGR,V_CALMAR,FLIP_SHARPE,FLIP_DD,FLIP_CAGR,FLIP_CALMAR
U56,RG50,0.0,0.0,False,-0.001857303494538165,-0.019434122189554426,0.02491545047189181,-0.008153179526390386,False,True,False,False,False,False,False,False
U56,RG50,0.25,0.0,False,0.005711689872486492,-0.019134729729757716,0.02534969547670385,-6.824149781703426e-05,True,True,False,False,True,False,False,False
U56,RG50,0.5,0.0,False,0.012710021232062552,-0.01883609236519912,0.025784750998023798,0.008364326029909441,True,True,False,True,True,False,False,True
U56,RG50,0.75,0.0,False,0.019099955083628162,-0.018538216400381557,0.026220617601076412,0.017161511614887326,True,True,False,True,True,False,False,True
U56,RG50,1.0,0.0,False,0.0248490315155645,-0.01824110815152591,0.026657295851391982,0.026341308011311626,True,True,False,True,True,False,False,True
U56,RG50,0.0,0.0,True,-0.001857303494538165,-0.019434122189554426,0.02491545047189181,-0.008153179526390386,False,True,False,False,False,False,False,False
U56,RG50,0.25,0.0,True,0.005711689872486492,-0.019134729729757716,0.02534969547670385,-6.824149781703426e-05,True,True,False,False,True,False,False,False
U56,RG50,0.5,0.0,True,0.012710021232062552,-0.01883609236519912,0.025784750998023798,0.008364326029909441,True,True,False,True,True,False,False,True
U56,RG50,0.75,0.0,True,0.019099955083628162,-0.018538216400381557,0.026220617601076412,0.017161511614887326,True,True,False,True,True,False,False,True
U56,RG50,1.0,0.0,True,0.0248490315155645,-0.01824110815152591,0.026657295851391982,0.026341308011311626,True,True,False,True,True,False,False,True
U56,RG50,0.0,10.0,False,0.007935651300985391,-0.01806419956551064,0.02549371784309895,0.0011158110945747035,True,True,False,True,False,False,False,False
U56,RG50,0.25,10.0,False,0.013412377765557482,-0.01789832800763591,0.02593503504308481,0.007870217694094905,True,True,False,True,False,False,False,False
U56,RG50,0.5,10.0,False,0.018251106275744666,-0.017739268451232082,0.026375208488470747,0.014853879740844844,True,True,False,True,False,False,False,False
U56,RG50,0.75,10.0,False,0.022487114882849157,-0.017581945669224996,0.026816034351818896,0.02213353048693234,True,True,False,True,False,False,False,False
U56,RG50,1.0,10.0,False,0.026102724291922286,-0.017425748646930694,0.02725752456351238,0.02972881132905003,True,True,False,True,False,False,False,False
U56,RG50,0.0,10.0,True,0.007603552715632178,-0.01809691713168915,0.02548119821957595,0.0008415927063515349,True,True,False,True,False,False,False,False
U56,RG50,0.25,10.0,True,0.01517124686449045,-0.017796611997278333,0.025916054374540587,0.008936696769766606,True,True,False,True,False,False,False,False
U56,RG50,0.5,10.0,True,0.022177533202747846,-0.01749707726086469,0.0263517228126533,0.017376308757968584,True,True,False,True,False,False,False,False
U56,RG50,0.75,10.0,True,0.028584564127979384,-0.017198331696271385,0.026788186094456656,0.02617695497083894,True,True,False,True,False,False,False,False
U56,RG50,1.0,10.0,True,0.03435987552269881,-0.016900378471088384,0.02722545641237273,0.03535645837764312,True,True,False,True,False,False,False,False
U56,RG50,0.0,25.0,False,0.02266108743543027,-0.01602072198944704,0.026360338921154747,0.014518254720031654,True,True,False,True,False,False,False,False
U56,RG50,0.25,25.0,False,0.0249923079800507,-0.01605478623390577,0.026812193371453463,0.019262362397696964,True,True,False,True,False,False,False,False
