panel,c,L,var_ratio_levelshare,mean_share,mean_share_L,cost_bps,rho_name_lvl1,R2_level,var_share_resid,resid_ann_ret,resid_sharpe,d_CAGR,d_Sharpe,d_MaxDD
U56,0.0,1,1.0,0.7103923383135504,0.7103923383135504,,,,,,,,,
U56,0.0,5,0.9782754101751442,0.7103923383135504,0.710143783585904,,,,,,,,,
U56,0.0,21,0.9328387772132689,0.7103923383135504,0.709101434811862,,,,,,,,,
U56,0.0,63,0.8444199361193448,0.7103923383135504,0.7061657170595332,,,,,,,,,
U56,0.0,126,0.7469787044644581,0.7103923383135504,0.701395321641174,,,,,,,,,
U56,0.0,0,,,,0.0,0.962269075071037,0.925961772838069,0.07505318570174528,0.0006914546635027308,0.03640248536238956,0.0007190812330430951,0.002871087481783441,0.010208783898130624
U56,0.0,0,,,,10.0,0.9622783976288125,0.925979714543075,0.07503784236675183,-0.00047639974968000597,-0.025083670256082116,-0.000545628908265039,-0.013746100603167166,0.010340979967807917
U56,0.0,0,,,,25.0,0.9622807975689415,0.9259843333699181,0.0750350328885021,-0.0022281813694541067,-0.11731385440769478,-0.0024309224761229764,-0.03872555675747624,0.010538988994169607
U56,0.0,0,,,,50.0,0.962253923041701,0.9259326124091438,0.07508419242254298,-0.005147817402410942,-0.2708464019818445,-0.0055418793040888925,-0.08046324653194503,0.010868244337731592
U56,0.02,1,1.0,0.7100295140603384,0.7100295140603384,,,,,,,,,
U56,0.02,5,0.9941161008878234,0.7100295140603384,0.7097596656533496,,,,,,,,,
U56,0.02,21,0.9623335865754842,0.7100295140603384,0.708626812242201,,,,,,,,,
U56,0.02,63,0.8757788599896985,0.7100295140603384,0.705424950262397,,,,,,,,,
U56,0.02,126,0.7722733263466544,0.7100295140603384,0.7004684843127079,,,,,,,,,
U56,0.02,0,,,,0.0,0.962915276016773,0.9272058287864581,0.07409057028278447,0.0018965736226674345,0.09925163541355883,0.002053331304078254,0.025722463525703843,0.015999448771930158
U56,0.02,0,,,,10.0,0.962929613765825,0.9272334410672008,0.07406734057928205,0.0011919551283026215,0.062389411742412325,0.0012864461302859453,0.01579688681846081,0.015928754649852772
U56,0.02,0,,,,25.0,0.9629463020040477,0.9272655805432707,0.07404051735377791,0.00013502738675540585,0.007068919725252044,0.0001411321929505327,0.0008756371114302386,0.015822760483887865
U56,0.02,0,,,,50.0,0.9629612451944158,0.9272943597463799,0.07401722147140212,-0.0016265188491566226,-0.08515411442418577,-0.0017544112911467291,-0.024068278682237487,0.015646228912688853
U56,0.03,1,1.0,0.7102424232070985,0.7102424232070985,,,,,,,,,
U56,0.03,5,0.9965073533349332,0.7102424232070985,0.7099511205349506,,,,,,,,,
U56,0.03,21,0.9719160463650214,0.7102424232070985,0.7087704630201461,,,,,,,,,
U56,0.03,63,0.8922341829135538,0.7102424232070985,0.7055807928175327,,,,,,,,,
U56,0.03,126,0.7896778307939577,0.7102424232070985,0.700502695856326,,,,,,,,,
U56,0.03,0,,,,0.0,0.9633364424061248,0.928017101267689,0.07313631457583414,0.0032409090493637073,0.1689206763570181,0.0035049728593985474,0.04248487483339547,0.015764639193162178
U56,0.03,0,,,,10.0,0.9633469905033705,0.9280374241119009,0.0731193081033307,0.002721533035745133,0.1418631806135559,0.002936815433130624,0.035280384712135904,0.015681014768468504
U56,0.03,0,,,,25.0,0.9633601016657874,0.9280626854815164,0.0730982141793355,0.0019424690153172712,0.10126096407497225,0.0020876925851704975,0.02445270118027798,0.015555619610278515
U56,0.03,0,,,,50.0,0.9633747150519646,0.9280908416014539,0.07307483897607352,0.0006440289812708373,0.03357152066523538,0.0006807603451346456,0.006357571465807288,0.015346738284249928
U56,0.05,1,1.0,0.6856760369282526,0.6856760369282526,,,,,,,,,
U56,0.05,5,0.998482938465758,0.6856760369282526,0.6853837707412024,,,,,,,,,
U56,0.05,21,0.9819989483137892,0.6856760369282526,0.6841287696400424,,,,,,,,,
U56,0.05,63,0.9127568520659375,0.6856760369282526,0.6808078371003599,,,,,,,,,
U56,0.05,126,0.8027029208891692,0.6856760369282526,0.6758380552727609,,,,,,,,,
U56,0.05,0,,,,0.0,0.9655497219846054,0.9322862656245489,0.06771416299168578,0.004613470754427207,0.2465807060503878,0.00479746978324469,0.024137902714100434,0.012019068345131223
U56,0.05,0,,,,10.0,0.9655605872424728,0.932307247636029,0.06769310341387999,0.004266739755632308,0.22808178586859967,0.004417307769208678,0.019941562371195598,0.01196782443163491
U56,0.05,0,,,,25.0,0.9655759582694824,0.9323369311880292,0.06766332468022747,0.003746643257439961,0.20031565962324044,0.003848763670331934,0.013633848331891851,0.011890973675038441
U56,0.05,0,,,,50.0,0.965599094083607,0.9323816104950825,0.06761853322062243,0.002879815760452715,0.15400086463911838,0.002905707528122692,0.0030887792880041065,0.01176292938171275
U56,0.08,1,1.0,0.6772988843788238,0.6772988843788238,,,,,,,,,
U56,0.08,5,1.0002813770640535,0.6772988843788238,0.6769984283151034,,,,,,,,,
U56,0.08,21,0.9942430014194589,0.6772988843788238,0.6757752690873835,,,,,,,,,
U56,0.08,63,0.9551944498140124,0.6772988843788238,0.6726440852589359,,,,,,,,,
U56,0.08,126,0.8801132991681082,0.6772988843788238,0.6678676946367399,,,,,,,,,
U56,0.08,0,,,,0.0,0.9685431368077518,0.9380758078573995,0.0620815628940951,0.006437217435762085,0.3506745830068748,0.006714978335128352,0.03799282638062729,0.004158301789734198
U56,0.08,0,,,,10.0,0.9685511291005177,0.9380912896818876,0.062065491863636205,0.0062054431491874625,0.3380665027661977,0.0064577066648880965,0.035438808512728626,0.004109916851237183
U56,0.08,0,,,,25.0,0.9685626154228614,0.9381135399947736,0.06204246383255199,0.005857781719325533,0.3191436198251826,0.006072720625690531,0.0316010733674128,0.004037349268064538
U56,0.08,0,,,,50.0,0.9685804169459891,0.9381480240912661,0.06200696414154581,0.0052783460028889805,0.28758111393019864,0.005433528785906416,0.025188384084222193,0.003916429493746043
B136,0.0,1,1.0,0.7093994968899262,0.7093994968899262,,,,,,,,,
B136,0.0,5,0.9820459010722369,0.7093994968899262,0.7091619633395306,,,,,,,,,
B136,0.0,21,0.9376073326081924,0.7093994968899262,0.7081371405342054,,,,,,,,,
B136,0.0,63,0.8446918153746125,0.7093994968899262,0.705173210220204,,,,,,,,,
B136,0.0,126,0.7482663597903436,0.7093994968899262,0.7008186976372133,,,,,,,,,
B136,0.0,0,,,,0.0,0.9740711651544882,0.9488146347854223,0.05229330290501743,-0.003207681112117471,-0.19823069484328967,-0.003430631162648634,-0.03673552495137211,0.009874132582554651
B136,0.0,0,,,,10.0,0.9740823994593134,0.9488365209364135,0.052273045206760904,-0.004642810017496304,-0.2869799233361939,-0.004970364941550676,-0.05717210789716187,0.009812277596477403
B136,0.0,0,,,,25.0,0.9740847211444226,0.9488410439670075,0.052268713462213505,-0.006795503375564554,-0.4200308647701157,-0.007265223106812657,-0.08787665571277459,0.00971957231804732
