gross,mean_realised_gross
0.05,0.035549368212201476
0.075,0.05332250830108388
0.1,0.0710946254451808
0.125,0.08886572444486968
0.15,0.10663581010086969
0.175,0.12440488721428868
0.2,0.14217296058667023
0.225,0.1599400350200408
0.25,0.17770611531695749
0.275,0.19547120628055528
0.3,0.2132353127145955
0.325,0.23099843942351359
0.35,0.24876059121246757
0.375,0.2665217728873867
0.4,0.28428198925502035
0.425,0.3020412451229871
0.45,0.319799545299824
0.475,0.33755689459503624
0.5,0.3553132978191471
0.525,0.37306875978374804
0.55,0.3908232853015489
0.575,0.40857687918642877
0.6,0.4263295462534871
0.625,0.4440812913190948
0.65,0.4618321192009454
0.675,0.47958203471810756
0.7,0.4973310426910764
0.725,0.5150791479418273
0.75,0.5328263552938667
0.775,0.5505726695722867
0.8,0.568318095603818
