panel,b,L,cell_mean_gross,twin_gross,twin_mean_gross,cell_Sharpe,twin_Sharpe,dSharpe,cell_CAGR,twin_CAGR,dCAGR,cell_MaxDD,twin_MaxDD,dMaxDD,cell_OOS_Sharpe,twin_OOS_Sharpe,dOOS_Sharpe,cell_OOS_MaxDD,twin_OOS_MaxDD,dOOS_MaxDD,twin_keep4a,twin_keep4b,cell_keep4a,cell_keep4b
U56,0.2,63,0.2268433765146061,0.31915212341695814,0.22684346404394826,1.1346876256198457,1.2011041502373265,-0.06641652461748082,0.03624826694573602,0.03641861924081402,-0.00017035229507800231,-0.05807398089933169,-0.05218777575430433,-0.005886205145027357,1.1616873598387896,1.2777350300032417,-0.11604767016445217,-0.058073980899331246,-0.05218777575430411,-0.005886205145027135,False,False,False,False
U56,0.2,126,0.2259238722671633,0.317858004055949,0.22592397195172648,1.1146208852566817,1.2011035173145173,-0.08648263205783557,0.035609215089082324,0.0362701174500637,-0.0006609023609813747,-0.05932417296543313,-0.051978817629159235,-0.0073453553362738955,1.1245035363567113,1.2777369751546288,-0.1532334387979175,-0.059324172965433575,-0.05197881762915968,-0.0073453553362738955,False,False,False,False
U56,0.2,252,0.22545934699397224,0.3172042265977301,0.22545945182464536,1.116120044347345,1.201103196458024,-0.0849831521106792,0.03561524564279339,0.03619509811467769,-0.0005798524718843012,-0.05797834549285952,-0.051873245623992204,-0.006105099868867314,1.13754951794641,1.2777379571277037,-0.14018843918129376,-0.05797834549285952,-0.05187324562399209,-0.006105099868867425,False,False,False,False
U56,0.3,63,0.32343088974451856,0.4551124528558911,0.3234309669314958,1.193385794256311,1.2011532162203036,-0.0077674219639924935,0.053307966001462814,0.05205494710204084,0.001253018899421976,-0.08069773419438886,-0.07402026795819483,-0.00667746623619403,1.2428124088484325,1.2775101990107471,-0.03469779016231467,-0.08069773419438875,-0.07402026795819527,-0.0066774662361934745,False,False,False,False
U56,0.3,126,0.32249948356219604,0.45380115609808386,0.3224995447408428,1.1703894859731547,1.2011529123328408,-0.030763426359686097,0.052354053479110485,0.05190381962827906,0.0004502338508314274,-0.08315537820243846,-0.07381084337412391,-0.009344534828314544,1.2027193849024436,1.2775125530107831,-0.07479316810833958,-0.08315537820243857,-0.0738108433741238,-0.009344534828314766,False,False,False,False
U56,0.3,252,0.3219278690070724,0.452996398381123,0.3219279190668518,1.166292400113042,1.2011527246698448,-0.03486032455680288,0.05215280224849628,0.05181107400288454,0.00034172824561173876,-0.08101220485966176,-0.07368230608722581,-0.00732989877243595,1.2049618792204888,1.2775139964488214,-0.07255211722833255,-0.08101220485966198,-0.07368230608722592,-0.007329898772436061,False,False,False,False
U56,0.4,63,0.41137175687569905,0.5789358560585756,0.41137181822306,1.2207680312267166,1.2011662819721811,0.019601749254535505,0.06867949576904508,0.0663522067604625,0.0023272890085825892,-0.10229391834948798,-0.09369549198264004,-0.008598426366847933,1.2745432117851023,1.2772700171481348,-0.0027268053630324918,-0.10229391834948764,-0.09369549198264016,-0.00859842636684749,False,False,True,False
U56,0.4,126,0.41093384475473377,0.5783191710848317,0.4109338980068631,1.2011557280595553,1.2011662906051424,-1.0562545587067262e-05,0.06762045424445162,0.0662808743647092,0.0013395798797424252,-0.10393323419018263,-0.09359799513509048,-0.010335239055092149,1.2427906634565253,1.2772712932404633,-0.034480629783937955,-0.10393323419018241,-0.0935979951350907,-0.010335239055091705,False,False,False,False
U56,0.4,252,0.4104160976868504,0.5775900594168107,0.410416140640876,1.1971011529819493,1.2011663000912562,-0.0040651471093069436,0.06742928441419793,0.06619653910065249,0.001232745313545447,-0.10143346102627415,-0.09348271744460401,-0.007950743581670139,1.2435490138038323,1.277272800860451,-0.033723787056618715,-0.10143346102627382,-0.09348271744460446,-0.007950743581669362,False,False,False,False
U56,0.5,63,0.483561105088586,0.6806046377022007,0.4835611838404271,1.2201950182207542,1.2011538770337515,0.01904114118700262,0.0797116070542867,0.07812873009306243,0.0015828769612242777,-0.11462305554095265,-0.10970159168653582,-0.00492146385441683,1.285696058331146,1.2770478398625682,0.008648218468577884,-0.1146230555409522,-0.1097015916865356,-0.004921463854416608,False,False,True,False
