panel,shape,family,gross,beta,MaxDD,dd_bar,kind,mean_gross
U56,VOLTGT0.15,VOLTGT,1.0,0.6356165539290213,-0.19292357075706335,-0.2023037352040425,FALSE_FAIL,0.9218290794264177
B136,MAXVOL0.80,MAXVOL,0.75,0.5379447362544283,-0.17523513202544938,-0.20229571984435812,FALSE_FAIL,0.7502043227845088
B136,V1,V1,0.75,0.3013359142361605,-0.21198908096372837,-0.20229571984435812,FALSE_PASS,0.7501607226063741
B136,V1,V1,1.0,0.4019832720615149,-0.2750751253588404,-0.20229571984435812,FALSE_PASS,1.0
B136,VOLTGT0.15,VOLTGT,1.0,0.6560102609542575,-0.18327528440822138,-0.20229571984435812,FALSE_FAIL,0.9106745156317861
SMALL,BAND0.10,BAND,1.0,0.3611917557528359,-0.2007265271367472,-0.20230373520404277,FALSE_FAIL,0.554786856305682
SMALL,V1,V1,0.75,0.23361098633391403,-0.2733719616788778,-0.20230373520404277,FALSE_PASS,0.7503973302635732
SMALL,V1,V1,1.0,0.31106343239441164,-0.3535877899178076,-0.20230373520404277,FALSE_PASS,1.0
