gross,mean_realised_gross
0.05,0.035500184543779484
0.075,0.05324901568814054
0.1,0.07099701239553466
0.125,0.08874417940344846
0.15,0.10649052145058402
0.175,0.12423604327690661
0.2,0.14198074962369292
0.225,0.15972464523357968
0.25,0.17746773485061215
0.275,0.19521002322029338
0.3,0.21295151508963328
0.325,0.23069221520719846
0.35,0.24843212832316136
0.375,0.26617125918935136
0.4,0.2839096125593045
0.425,0.30164719318831423
0.45,0.3193840058334827
0.475,0.33712005525377187
0.5,0.35485534621005516
0.525,0.37258988346516947
0.55,0.3903236717839674
0.575,0.4080567159333699
0.6,0.4257890206824189
0.625,0.4435205908023313
0.65,0.4612514310665517
0.675,0.47898154625080674
0.7,0.4967109411331598
0.725,0.5144396204940652
0.75,0.5321675891164235
0.775,0.5498948517856369
0.8,0.5676214132896649
