panel,chooser,b,L,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,live_OOS_CAGR,live_OOS_Sharpe,live_OOS_MaxDD,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,OOS_keep4a,OOS_keep4b,dSharpe_vs_live,dMaxDD_vs_live
U56,C_SHARPE,0.4,63,0.07411056311282649,1.2745432117851023,-0.10229391834948764,0.0945517936976279,1.2768823974588255,-0.12054956914840875,0.1525745335844091,0.8738401470547136,-0.33717289200673783,False,False,-0.0023391856737231542,0.018255650798921108
U56,C_CAGR|DD,0.6,126,0.09354690676803501,1.2793322366562825,-0.12054956914840875,0.0945517936976279,1.2768823974588255,-0.12054956914840875,0.1525745335844091,0.8738401470547136,-0.33717289200673783,False,False,0.0024498391974570044,0.0
B136,C_SHARPE,0.5,63,0.07124957431494883,1.08835228187652,-0.10731327749026254,0.07847283605551292,1.1019125044197382,-0.12241069123223425,0.15257181383948715,0.8738511437360154,-0.3371595330739301,False,False,-0.013560222543218314,0.01509741374197171
B136,C_CAGR|DD,0.7,63,0.07847283605551292,1.1019125044197382,-0.12241069123223425,0.07847283605551292,1.1019125044197382,-0.12241069123223425,0.15257181383948715,0.8738511437360154,-0.3371595330739301,False,False,0.0,0.0
SMALL,C_SHARPE,0.5,252,0.03634146799866245,0.5837842754019513,-0.12480015905893682,0.044142357735165616,0.6473415936678044,-0.12480015905893493,0.1525745335844091,0.8738401470547136,-0.33717289200673783,False,False,-0.06355731826585309,-1.887379141862766e-15
SMALL,C_CAGR|DD,0.6,252,0.039422499024623026,0.6063416375898611,-0.12480015905893915,0.044142357735165616,0.6473415936678044,-0.12480015905893493,0.1525745335844091,0.8738401470547136,-0.33717289200673783,False,False,-0.04099995607794327,-4.218847493575595e-15
