panel,c,c_label,G,dSharpe,dCAGR,dMaxDD,odSharpe,odCAGR,odMaxDD,dturn,band4b,nogate4b
U56,0.0,0.00,0.25,0.04962368110269044,-0.01657091228722174,0.038593115006091416,0.12934192944848943,-0.015378835582635864,0.03859311500609108,0.7501061952833175,False,False
U56,0.03,0.03,0.25,0.08371437913577062,-0.0151155078923908,0.03852871160620264,0.1510576057455515,-0.01402760338089748,0.038528711606202304,0.2990477778630982,False,False
U56,0.05,0.05,0.25,0.0272134707780316,-0.016126315813564718,0.036746457057749704,0.08298426183110452,-0.015214667618606015,0.03674645705774948,0.18140878782419068,False,False
U56,0.1,0.10,0.25,0.055306005237891975,-0.014630736251116883,0.037520286875621145,0.06877567578430477,-0.015202216466249086,0.037520286875621256,0.04466498080690651,False,False
U56,0.15,0.15,0.25,-0.0008995150940833696,-0.015559769049792394,0.03711483205495447,-0.0017559502486426126,-0.01655805463360238,0.037114832054954805,-0.011967635526325127,False,False
U56,0.0,0.00,0.5,0.04877863743934463,-0.033359936808949886,0.07358968620553918,0.1288480615384313,-0.030881674229380707,0.0735896862055394,1.522748534222083,False,False
U56,0.03,0.03,0.5,0.0828449054214484,-0.030393074659464947,0.07337898199056125,0.15048548438621334,-0.02812583218554643,0.07337898199056203,0.6184988534796059,False,False
U56,0.05,0.05,0.5,0.02639022069048691,-0.03247940640698732,0.06988872106595712,0.08241144685200807,-0.03058767067225543,0.06988872106595767,0.3817631239163378,False,False
U56,0.1,0.10,0.5,0.054442562513610016,-0.029431078738938687,0.07139428328760444,0.06822511145547416,-0.03056578069497129,0.07139428328760478,0.10729470102968242,False,False
U56,0.15,0.15,0.5,-0.0015320247365493422,-0.03134406346759255,0.07092132002645535,-0.0018271340852025197,-0.0333451121789865,0.0709213200264559,-0.007233576143947595,False,False
U56,0.0,0.00,0.75,0.04805201157581118,-0.05026837538490048,0.10514185218836813,0.1284928645072141,-0.04639515698552232,0.10514185218836802,2.304341078641866,False,False
U56,0.03,0.03,0.75,0.08208770479895433,-0.045735349477331155,0.10470918035737886,0.1500442085886533,-0.042182963163628795,0.10470918035737875,0.9451862557823095,False,False
U56,0.05,0.05,0.75,0.02567896659836455,-0.048963438750015964,0.0995855596496883,0.0819700826301879,-0.04600997297719944,0.09958555964968785,0.5877236304048031,False,False
U56,0.1,0.10,0.75,0.05369280073771554,-0.04430651984709599,0.10177965197664707,0.06781511204961865,-0.04598111650022996,0.10177965197664662,0.17446247354727584,False,False
U56,0.15,0.15,0.75,-0.0020325714196807176,-0.047258149348896605,0.10155867965459486,-0.0017372511463016327,-0.05025036171344088,0.10155867965459509,-0.0003996468264910735,False,False
U56,0.0,0.00,1.0,0.047468818028785,-0.06718200960381626,0.13340422325215295,0.1282962292026364,-0.06178924299088884,0.13340422325215284,3.076225889135514,True,False
U56,0.03,0.03,1.0,0.08146578634114521,-0.061030011119709515,0.13267974295936757,0.14975476762702522,-0.05607085096316533,0.13267974295936757,1.2611215133343663,True,False
U56,0.05,0.05,1.0,0.02510225980064007,-0.06546760901974458,0.12599760560099327,0.08168101888773016,-0.06135607933759046,0.1259976056009927,0.7812174604460538,True,False
