panel,arena,chooser,c,c_label,G,fellback,isSharpe,oCAGR,oSharpe,oMaxDD,keep4b_oos,keep4b_both,keep4a_oos
U56,FULL,C_SHARPE,0.1,0.10,1.0,False,1.1459988193705315,0.121440386476652,1.1940003173604503,-0.16295337966879642,True,True,False
U56,FULL,C_MEMO,-1.0,NOGATE,0.75,False,1.1102511330219245,0.1367347568612567,1.1268381888701722,-0.2252587495057875,False,False,False
U56,FULL,C_CAGR,-1.0,NOGATE,0.75,False,1.1102511330219245,0.1367347568612567,1.1268381888701722,-0.2252587495057875,False,False,False
U56,FULL,C_ANCHOR,0.03,0.03,0.75,False,1.1045450932922083,0.0945517936976279,1.2768823974588255,-0.12054956914840875,False,False,False
U56,BAND,C_SHARPE,0.1,0.10,1.0,False,1.1459988193705315,0.121440386476652,1.1940003173604503,-0.16295337966879642,True,True,False
U56,BAND,C_MEMO,0.1,0.10,1.0,False,1.1459988193705315,0.121440386476652,1.1940003173604503,-0.16295337966879642,True,True,False
U56,BAND,C_CAGR,0.1,0.10,1.0,False,1.1459988193705315,0.121440386476652,1.1940003173604503,-0.16295337966879642,True,True,False
U56,BAND,C_ANCHOR,0.03,0.03,0.75,False,1.1045450932922083,0.0945517936976279,1.2768823974588255,-0.12054956914840875,False,False,False
U56,NOGATE,C_SHARPE,-1.0,NOGATE,1.0,False,1.1118602359143845,0.18276249214810947,1.1264338926016002,-0.2917898169192257,False,False,False
U56,NOGATE,C_MEMO,-1.0,NOGATE,0.75,False,1.1102511330219245,0.1367347568612567,1.1268381888701722,-0.2252587495057875,False,False,False
U56,NOGATE,C_CAGR,-1.0,NOGATE,0.75,False,1.1102511330219245,0.1367347568612567,1.1268381888701722,-0.2252587495057875,False,False,False
U56,NOGATE,C_ANCHOR,-1.0,NOGATE,0.75,False,1.1102511330219245,0.1367347568612567,1.1268381888701722,-0.2252587495057875,False,False,False
B136,FULL,C_SHARPE,-1.0,NOGATE,1.0,False,1.1483987254282337,0.1826875549224829,1.085652539514379,-0.3272153855796245,False,False,False
B136,FULL,C_MEMO,0.03,0.03,1.0,False,1.093481825317755,0.10473004292318322,1.1008385728264356,-0.16158091944280473,False,False,False
B136,FULL,C_CAGR,0.1,0.10,1.0,False,1.147298406668553,0.11017782076576998,1.0875376023240508,-0.19196215352765655,True,True,False
B136,FULL,C_ANCHOR,0.03,0.03,0.75,False,1.09244515350567,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,False,False
B136,BAND,C_SHARPE,0.1,0.10,1.0,False,1.147298406668553,0.11017782076576998,1.0875376023240508,-0.19196215352765655,True,True,False
B136,BAND,C_MEMO,0.03,0.03,1.0,False,1.093481825317755,0.10473004292318322,1.1008385728264356,-0.16158091944280473,False,False,False
B136,BAND,C_CAGR,0.1,0.10,1.0,False,1.147298406668553,0.11017782076576998,1.0875376023240508,-0.19196215352765655,True,True,False
B136,BAND,C_ANCHOR,0.03,0.03,0.75,False,1.09244515350567,0.07847283605551292,1.1019125044197382,-0.12241069123223425,False,False,False
B136,NOGATE,C_SHARPE,-1.0,NOGATE,1.0,False,1.1483987254282337,0.1826875549224829,1.085652539514379,-0.3272153855796245,False,False,False
B136,NOGATE,C_MEMO,-1.0,NOGATE,0.75,True,1.1462032926510208,0.13699404154142325,1.0872344731621302,-0.2537112445888018,False,False,False
B136,NOGATE,C_CAGR,-1.0,NOGATE,0.5,False,1.1437586624572187,0.0911842725167118,1.0884422390455462,-0.17483835972074424,False,False,False
B136,NOGATE,C_ANCHOR,-1.0,NOGATE,0.75,False,1.1462032926510208,0.13699404154142325,1.0872344731621302,-0.2537112445888018,False,False,False
SMALL,FULL,C_SHARPE,0.15,0.15,1.0,False,1.00926776563159,0.0582877711111176,0.6171197676390968,-0.20489936048791646,False,False,False
SMALL,FULL,C_MEMO,0.03,0.03,0.75,True,0.8772068332863368,0.03648708278325752,0.5479096386570221,-0.14129293353168837,False,False,False
SMALL,FULL,C_CAGR,0.1,0.10,1.0,False,0.9745585693197907,0.05333242754454992,0.5856792632398263,-0.2033714354881896,False,False,False
SMALL,FULL,C_ANCHOR,0.03,0.03,0.75,False,0.8772068332863368,0.03648708278325752,0.5479096386570221,-0.14129293353168837,False,False,False
SMALL,BAND,C_SHARPE,0.15,0.15,1.0,False,1.00926776563159,0.0582877711111176,0.6171197676390968,-0.20489936048791646,False,False,False
SMALL,BAND,C_MEMO,0.03,0.03,0.75,True,0.8772068332863368,0.03648708278325752,0.5479096386570221,-0.14129293353168837,False,False,False
SMALL,BAND,C_CAGR,0.1,0.10,1.0,False,0.9745585693197907,0.05333242754454992,0.5856792632398263,-0.2033714354881896,False,False,False
SMALL,BAND,C_ANCHOR,0.03,0.03,0.75,False,0.8772068332863368,0.03648708278325752,0.5479096386570221,-0.14129293353168837,False,False,False
SMALL,NOGATE,C_SHARPE,-1.0,NOGATE,1.0,False,0.9839878077406935,0.1150436311744043,0.5960603796217421,-0.44335149229618454,False,False,False
SMALL,NOGATE,C_MEMO,-1.0,NOGATE,0.75,True,0.9833705134213283,0.09041320434313227,0.5973958847327416,-0.3494864995582101,False,False,False
SMALL,NOGATE,C_CAGR,-1.0,NOGATE,0.25,False,0.9817398052132171,0.03258298061367104,0.5995635328565575,-0.1286073339894268,False,False,False
SMALL,NOGATE,C_ANCHOR,-1.0,NOGATE,0.75,False,0.9833705134213283,0.09041320434313227,0.5973958847327416,-0.3494864995582101,False,False,False
