panel,c,c_label,G,gate_on,CAGR,Sharpe,MaxDD,H1,H2,oCAGR,oSharpe,oMaxDD,oH1,oH2,isCAGR,isSharpe,isMaxDD,mean_gross,in_band_share,turnover_yr,keep4a,keep4b,keep4a_oos,keep4b_oos,leg_H1,leg_H2,leg_DD,leg_CAGR,oleg_H1,oleg_H2,oleg_DD,oleg_CAGR,keep4b_both
U56,-1.0,NOGATE,0.25,False,0.0436078936655655,1.1173513875038557,-0.0795203622488202,1.1891134685517843,1.0602527164745652,0.04519528690641694,1.1267762312718426,-0.07952036224882009,1.2872325669953302,0.9590056587168752,0.041680486378157466,1.1063706198110774,-0.043322343030044674,0.25024447828027996,1.0,0.30722907029240454,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,-1.0,NOGATE,0.5,False,0.08762494034637847,1.118316511524121,-0.15455473059743474,1.191060783805374,1.0605324321983949,0.09082285768948317,1.1269414544758678,-0.15455473059743507,1.2849522172037506,0.961391813254845,0.08374812798791109,1.1084051312174534,-0.08520210697622543,0.500314819060522,1.0,0.5763274870139266,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,-1.0,NOGATE,0.75,False,0.1319202205358836,1.1190446473936857,-0.22525874950578773,1.192816616138612,1.060557566930334,0.1367347568612567,1.1268381888701722,-0.2252587495057875,1.2823486378814009,0.9635473946434003,0.1260920479045733,1.1102511330219245,-0.12567845589607096,0.7502277249615616,1.0,0.8283695562876824,False,False,False,False,True,True,False,True,True,True,False,True,False
U56,-1.0,NOGATE,1.0,False,0.17634380362702506,1.1194957450521954,-0.2917898169192258,1.194335064822112,1.0602956297582808,0.18276249214810947,1.1264338926016002,-0.2917898169192257,1.2793877059312662,0.9654418439101704,0.1685840457668748,1.1118602359143845,-0.1647908525100138,1.0,1.0,1.0908266499714858,False,False,False,False,True,True,False,True,True,True,False,True,False
U56,0.0,0.00,0.25,True,0.02703698137834376,1.166975068606546,-0.04092724724272878,1.1816482342751928,1.1565488888836355,0.02981645132378108,1.256118160720332,-0.040927247242729003,1.437030117187495,1.0565462043138136,0.023666578615656242,1.0538127121647225,-0.029543777638223134,0.1775289750091132,0.6866890416238438,1.057335265575722,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,0.0,0.00,0.5,True,0.05426500353742858,1.1670951489634656,-0.08096504439189556,1.1823869388118824,1.1561391870874165,0.059941183460102465,1.2557895160142991,-0.08096504439189567,1.4352822464461632,1.0577162424299567,0.04740234015949518,1.054478524356202,-0.05855842390561039,0.3549652105095191,0.6866890416238438,2.0990760212360096,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,0.0,0.00,0.75,True,0.08165184515098312,1.1670966589694969,-0.12011689731741959,1.1830174875896016,1.1556033229629925,0.09033959987573437,1.2553310533773863,-0.12011689731741948,1.4333780576446682,1.0587845277793642,0.07117866491405711,1.0550389417143735,-0.0870459866934421,0.5323131825450128,0.6866890416238438,3.1327106349295484,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,0.0,0.00,1.0,True,0.1091617940232088,1.1669645630809804,-0.15838559366707283,1.1835202512742473,1.1549305397592597,0.12097324915722063,1.2547301218042366,-0.15838559366707283,1.4312986425915681,1.0597456200693092,0.0949637983124767,1.05547581994672,-0.11500966470690688,0.7095773795780793,0.6866890416238438,4.167052539107,False,True,False,True,True,True,True,True,True,True,True,True,True
U56,0.03,0.03,0.25,True,0.0284923857731747,1.2010657666396263,-0.04099165064261756,1.2264732583152165,1.1818773898741506,0.031167683525519463,1.277833837017394,-0.04099165064261778,1.4364282585472103,1.1038116558463775,0.02524792600737391,1.103225617612027,-0.02660762606106759,0.17770611531695749,0.6865766315519013,0.6062768481555028,False,False,False,False,True,True,True,False,True,True,True,False,False
U56,0.03,0.03,0.5,True,0.05723186568691352,1.2011614169455693,-0.08117574860687349,1.2272550944806555,1.1814103503690312,0.06269702550393674,1.2774269388620811,-0.08117574860687304,1.43460180183508,1.1049013439948951,0.05062276793225062,1.1039398344408173,-0.05290030372949739,0.3553132978191471,0.6865766315519013,1.1948263404935324,False,False,False,False,True,True,True,False,True,True,True,False,False
