date,ticker,expiry,dte,is_monthly,spot,atm_call_iv,atm_put_iv,atm_iv,skew_5pct,put_oi,call_oi,total_oi,pc_oi_ratio,rv20,iv_rv_spread,n_calls,n_puts,n_quoted,iv_src,stale_days,r,asof
2026-09-17,AAPL,2026-10-16,29,True,337.0,0.23781,0.235518,0.236664,0.022252,210153.0,386557.0,596710.0,0.543653,0.230532,0.006132,79,59,92,mixed,0.28,0.03965,2026-09-17T23:37:59Z
2026-09-17,AAPL,2026-11-20,64,True,337.0,0.263907,0.264407,0.264157,0.01832,158765.0,220055.0,378820.0,0.721479,0.230532,0.033624,81,61,107,mixed,0.24,0.03965,2026-09-17T23:37:59Z
2026-09-17,ABG,2026-10-16,29,True,187.91,1.183752,0.389741,0.786747,-0.698342,281.0,5439.0,5720.0,0.051664,0.290034,0.496713,17,19,17,mixed,48.92,0.03965,2026-09-17T23:37:58Z
2026-09-17,ABG,2027-01-15,120,True,187.91,0.795287,0.404577,0.599932,-0.304929,346.0,398.0,744.0,0.869347,0.290034,0.309898,27,12,21,mixed,51.91,0.03965,2026-09-17T23:37:59Z
2026-09-17,AMD,2026-10-16,29,True,545.09,0.516452,0.512814,0.514633,-0.001131,110894.0,112663.0,223557.0,0.984298,0.49921,0.015422,113,100,147,mixed,0.27,0.03965,2026-09-17T23:37:59Z
2026-09-17,AMD,2026-11-20,64,True,545.09,0.574784,0.571585,0.573184,-0.00527,103112.0,113655.0,216767.0,0.907237,0.49921,0.073974,113,98,165,mixed,0.25,0.03965,2026-09-17T23:37:59Z
2026-09-17,AMZN,2026-10-16,29,True,251.19,0.294169,0.289442,0.291805,0.008762,194723.0,288398.0,483121.0,0.675188,0.268313,0.023493,60,52,89,mixed,0.21,0.03965,2026-09-17T23:37:59Z
2026-09-17,AMZN,2026-11-20,64,True,251.19,0.372447,0.365929,0.369188,0.002491,143688.0,325555.0,469243.0,0.441363,0.268313,0.100876,58,54,104,mixed,0.19,0.03965,2026-09-17T23:37:59Z
2026-09-17,ASO,2026-10-16,29,True,49.68,0.515599,0.402032,0.458816,-0.040049,3312.0,4916.0,8228.0,0.673718,0.704825,-0.24601,18,16,20,mixed,6.4,0.03965,2026-09-17T23:37:58Z
2026-09-17,ASO,2027-01-15,120,True,49.68,0.439806,0.444229,0.442017,-0.015142,1928.0,3239.0,5167.0,0.595245,0.704825,-0.262808,25,23,34,mixed,7.3,0.03965,2026-09-17T23:37:59Z
2026-09-17,AVGO,2026-10-16,29,True,347.3,0.340442,0.347349,0.343896,0.010627,104940.0,153854.0,258794.0,0.682075,0.323432,0.020464,60,52,77,mixed,0.25,0.03965,2026-09-17T23:37:59Z
