date,ticker,expiry,dte,is_monthly,spot,atm_call_iv,atm_put_iv,atm_iv,skew_5pct,put_oi,call_oi,total_oi,pc_oi_ratio,rv20,iv_rv_spread,n_calls,n_puts,n_quoted,iv_src,stale_days,r,asof
2026-09-10,AAPL,2026-09-18,8,True,326.57,0.277198,0.272535,0.274867,0.020314,340443.0,446778.0,787221.0,0.761996,0.23467,0.040196,104,86,122,mixed,0.22,0.03845,2026-09-10T23:18:30Z
2026-09-10,AAPL,2026-10-16,36,True,326.57,0.257389,0.251478,0.254433,0.015883,187049.0,314651.0,501700.0,0.594465,0.23467,0.019763,79,58,99,mixed,0.27,0.03845,2026-09-10T23:18:30Z
2026-09-10,ABG,2026-09-18,8,True,208.81,0.364492,0.376331,0.370411,0.076291,59.0,2644.0,2703.0,0.022315,0.271811,0.0986,9,12,9,mixed,20.22,0.03845,2026-09-10T23:18:30Z
2026-09-10,ABG,2026-10-16,36,True,208.81,0.378099,0.449614,0.413857,0.392532,277.0,5380.0,5657.0,0.051487,0.271811,0.142045,17,19,17,mixed,46.83,0.03845,2026-09-10T23:18:30Z
2026-09-10,AMD,2026-09-18,8,True,503.6,0.516102,0.50813,0.512116,0.013717,284522.0,222905.0,507427.0,1.276427,0.519726,-0.00761,154,146,201,mixed,0.3,0.03845,2026-09-10T23:18:30Z
2026-09-10,AMD,2026-10-16,36,True,503.6,0.510732,0.503881,0.507307,-0.001389,103352.0,102408.0,205760.0,1.009218,0.519726,-0.012419,113,98,151,mixed,0.31,0.03845,2026-09-10T23:18:30Z
2026-09-10,AMZN,2026-09-18,8,True,251.89,0.310928,0.304725,0.307826,0.015701,301191.0,455101.0,756292.0,0.661811,0.251077,0.056749,68,64,99,mixed,0.18,0.03845,2026-09-10T23:18:30Z
2026-09-10,AMZN,2026-10-16,36,True,251.89,0.315616,0.30759,0.311603,0.006033,177676.0,260854.0,438530.0,0.681132,0.251077,0.060526,60,52,88,mixed,0.27,0.03845,2026-09-10T23:18:30Z
2026-09-10,AVGO,2026-09-18,8,True,360.83,0.373062,0.36876,0.370911,-0.003781,210049.0,219316.0,429365.0,0.957746,0.375799,-0.004888,104,97,140,mixed,0.18,0.03845,2026-09-10T23:18:30Z
2026-09-10,AVGO,2026-10-16,36,True,360.83,0.362821,0.372541,0.367681,0.007137,96779.0,141316.0,238095.0,0.684841,0.375799,-0.008118,60,52,76,mixed,0.27,0.03845,2026-09-10T23:18:30Z
2026-09-10,BBWI,2026-09-18,8,True,17.45,0.520998,0.581694,0.551346,0.059828,5201.0,8767.0,13968.0,0.593247,0.626265,-0.074918,27,24,25,mixed,1.32,0.03845,2026-09-10T23:18:30Z
2026-09-10,BBWI,2026-10-16,36,True,17.45,0.52327,0.530665,0.526968,0.013611,1064.0,1291.0,2355.0,0.824167,0.626265,-0.099297,9,7,13,mixed,1.76,0.03845,2026-09-10T23:18:30Z
2026-09-10,BRBR,2026-09-18,8,True,9.3,1.254814,0.905873,1.080344,-0.14333,2258.0,1333.0,3591.0,1.693923,0.551593,0.528751,9,8,8,mixed,18.34,0.03845,2026-09-10T23:18:30Z
2026-09-10,BRBR,2026-10-16,36,True,9.3,0.607913,0.673585,0.640749,0.069997,149.0,433.0,582.0,0.344111,0.551593,0.089156,4,3,5,mixed,2.14,0.03845,2026-09-10T23:18:30Z
2026-09-10,BRK-B,2026-09-18,8,True,507.0,0.143048,0.133351,0.1382,0.03635,46435.0,43342.0,89777.0,1.071363,0.101622,0.036577,80,67,94,mixed,1.2,0.03845,2026-09-10T23:18:30Z
