date,ticker,expiry,dte,is_monthly,spot,atm_call_iv,atm_put_iv,atm_iv,skew_5pct,put_oi,call_oi,total_oi,pc_oi_ratio,rv20,iv_rv_spread,n_calls,n_puts,n_quoted,iv_src,stale_days,r,asof
2026-09-18,AAPL,2026-10-16,28,True,336.13,0.222501,0.230569,0.226535,0.035408,212510.0,391992.0,604502.0,0.542128,0.218604,0.007931,79,59,88,mixed,0.24,0.03978,2026-09-18T23:28:04Z
2026-09-18,AAPL,2026-11-20,63,True,336.13,0.254788,0.263694,0.259241,0.029116,159824.0,223131.0,382955.0,0.716279,0.218604,0.040637,81,61,100,mixed,0.26,0.03978,2026-09-18T23:28:04Z
2026-09-18,ABG,2026-10-16,28,True,183.06,1.122751,0.425741,0.774246,-0.320739,290.0,5395.0,5685.0,0.053753,0.290369,0.483877,17,19,19,mixed,24.24,0.03978,2026-09-18T23:28:04Z
2026-09-18,ABG,2027-01-15,119,True,183.06,1.16606,0.403787,0.784923,-0.434149,346.0,398.0,744.0,0.869347,0.290369,0.494554,27,12,21,mixed,52.9,0.03978,2026-09-18T23:28:04Z
2026-09-18,AMD,2026-10-16,28,True,559.82,0.503303,0.506124,0.504714,0.005012,113854.0,120054.0,233908.0,0.948357,0.503533,0.001181,113,100,149,mixed,0.23,0.03978,2026-09-18T23:28:04Z
2026-09-18,AMD,2026-11-20,63,True,559.82,0.569143,0.569974,0.569558,0.002872,103140.0,113813.0,216953.0,0.906223,0.503533,0.066025,113,98,167,mixed,0.27,0.03978,2026-09-18T23:28:05Z
2026-09-18,AMZN,2026-10-16,28,True,253.71,0.289376,0.288081,0.288729,0.010334,197995.0,292368.0,490363.0,0.677212,0.262224,0.026505,60,52,88,mixed,0.24,0.03978,2026-09-18T23:28:04Z
2026-09-18,AMZN,2026-11-20,63,True,253.71,0.369812,0.367885,0.368848,0.005425,146743.0,329922.0,476665.0,0.444781,0.262224,0.106625,58,54,102,mixed,0.26,0.03978,2026-09-18T23:28:04Z
2026-09-18,ASO,2026-10-16,28,True,48.29,0.401884,0.40083,0.401357,-0.031006,3592.0,4924.0,8516.0,0.729488,0.695648,-0.294292,18,16,20,mixed,4.31,0.03978,2026-09-18T23:28:04Z
2026-09-18,ASO,2027-01-15,119,True,48.29,0.401736,0.425853,0.413795,0.034914,1946.0,3339.0,5285.0,0.582809,0.695648,-0.281854,25,23,34,mixed,5.88,0.03978,2026-09-18T23:28:04Z
2026-09-18,AVGO,2026-10-16,28,True,357.61,0.342526,0.354092,0.348309,0.002669,108036.0,158331.0,266367.0,0.682343,0.341955,0.006354,60,52,76,mixed,0.24,0.03978,2026-09-18T23:28:04Z
