date,ticker,expiry,dte,is_monthly,spot,atm_call_iv,atm_put_iv,atm_iv,skew_5pct,put_oi,call_oi,total_oi,pc_oi_ratio,rv20,iv_rv_spread,n_calls,n_puts,n_quoted,iv_src,stale_days,r,asof
2026-09-15,AAPL,2026-09-18,3,True,331.34,0.28751,0.288192,0.287851,0.068561,427061.0,478658.0,905719.0,0.892205,0.240342,0.047509,107,89,124,mixed,0.29,0.0396,2026-09-15T23:36:30Z
2026-09-15,AAPL,2026-10-16,31,True,331.34,0.247068,0.245674,0.246371,0.021423,210322.0,376548.0,586870.0,0.558553,0.240342,0.006029,79,59,95,mixed,0.32,0.0396,2026-09-15T23:36:30Z
2026-09-15,ABG,2026-09-18,3,True,205.15,0.936554,0.370368,0.653461,-0.207165,60.0,2654.0,2714.0,0.022607,0.276365,0.377096,9,12,6,mixed,22.39,0.0396,2026-09-15T23:36:29Z
2026-09-15,ABG,2026-10-16,31,True,205.15,0.541973,0.628528,0.585251,-0.026913,277.0,5410.0,5687.0,0.051201,0.276365,0.308885,17,19,15,mixed,51.84,0.0396,2026-09-15T23:36:29Z
2026-09-15,AMD,2026-09-18,3,True,504.2,0.613638,0.602927,0.608283,0.027389,309278.0,242488.0,551766.0,1.275436,0.502623,0.10566,187,164,233,mixed,0.23,0.0396,2026-09-15T23:36:30Z
2026-09-15,AMD,2026-10-16,31,True,504.2,0.507911,0.501828,0.504869,0.004442,109313.0,107415.0,216728.0,1.01767,0.502623,0.002246,113,100,145,mixed,0.33,0.0396,2026-09-15T23:36:30Z
2026-09-15,AMZN,2026-09-18,3,True,248.42,0.347216,0.348405,0.34781,0.02673,304416.0,484393.0,788809.0,0.628448,0.27171,0.076101,70,66,92,mixed,0.17,0.0396,2026-09-15T23:36:29Z
2026-09-15,AMZN,2026-10-16,31,True,248.42,0.314114,0.311051,0.312582,0.009495,189356.0,280548.0,469904.0,0.67495,0.27171,0.040873,60,52,86,mixed,0.26,0.0396,2026-09-15T23:36:30Z
2026-09-15,ASO,2026-09-18,3,True,50.44,0.603074,0.329795,0.466435,-0.217696,5431.0,2526.0,7957.0,2.15004,0.704009,-0.237575,26,27,15,mixed,1.18,0.0396,2026-09-15T23:36:29Z
2026-09-15,ASO,2026-10-16,31,True,50.44,0.376927,0.36725,0.372088,0.01429,2798.0,4910.0,7708.0,0.569857,0.704009,-0.331921,18,16,18,mixed,4.4,0.0396,2026-09-15T23:36:30Z
