date,ticker,expiry,dte,is_monthly,spot,atm_call_iv,atm_put_iv,atm_iv,skew_5pct,put_oi,call_oi,total_oi,pc_oi_ratio,rv20,iv_rv_spread,n_calls,n_puts,n_quoted,iv_src,stale_days,r,asof
2026-09-08,AAPL,2026-09-18,10,True,316.22,0.304125,0.297917,0.301021,0.01377,322274.0,418469.0,740743.0,0.770126,0.210795,0.090226,104,86,127,mixed,0.32,0.03775,2026-09-08T23:31:56Z
2026-09-08,AAPL,2026-10-16,38,True,316.22,0.263555,0.258839,0.261197,0.011921,183502.0,311595.0,495097.0,0.588912,0.210795,0.050402,79,58,96,mixed,0.26,0.03775,2026-09-08T23:31:56Z
2026-09-08,ABG,2026-09-18,10,True,212.91,0.409604,0.40653,0.408067,-0.010439,59.0,2644.0,2703.0,0.022315,0.271096,0.136971,9,12,9,mixed,26.16,0.03775,2026-09-08T23:31:56Z
2026-09-08,ABG,2026-10-16,38,True,212.91,0.373031,0.420896,0.396964,0.474658,187.0,5380.0,5567.0,0.034758,0.271096,0.125868,17,19,16,mixed,48.42,0.03775,2026-09-08T23:31:56Z
2026-09-08,AMD,2026-09-18,10,True,505.74,0.536966,0.548402,0.542684,-0.000171,279699.0,218538.0,498237.0,1.279864,0.495807,0.046877,154,146,199,mixed,0.21,0.03775,2026-09-08T23:31:56Z
2026-09-08,AMD,2026-10-16,38,True,505.74,0.529056,0.532215,0.530635,-0.004132,101683.0,89028.0,190711.0,1.142146,0.495807,0.034828,113,98,146,mixed,0.28,0.03775,2026-09-08T23:31:56Z
2026-09-08,AMZN,2026-09-18,10,True,256.97,0.315037,0.308368,0.311702,0.005832,291235.0,444778.0,736013.0,0.654787,0.259494,0.052208,68,64,98,mixed,0.2,0.03775,2026-09-08T23:31:56Z
2026-09-08,AMZN,2026-10-16,38,True,256.97,0.316724,0.31162,0.314172,-0.000448,172394.0,245081.0,417475.0,0.703416,0.259494,0.054678,60,52,87,mixed,0.24,0.03775,2026-09-08T23:31:56Z
2026-09-08,AVGO,2026-09-18,10,True,368.56,0.401818,0.407221,0.404519,-0.006518,211993.0,215925.0,427918.0,0.98179,0.377227,0.027292,104,97,140,mixed,0.18,0.03775,2026-09-08T23:31:56Z
2026-09-08,AVGO,2026-10-16,38,True,368.56,0.386089,0.395176,0.390633,0.008254,94820.0,140975.0,235795.0,0.672602,0.377227,0.013405,60,52,81,mixed,0.25,0.03775,2026-09-08T23:31:56Z
2026-09-08,BBWI,2026-09-18,10,True,18.9,0.497621,0.574027,0.535824,0.03544,5144.0,8095.0,13239.0,0.635454,0.603896,-0.068072,27,24,27,mixed,4.28,0.03775,2026-09-08T23:31:56Z
2026-09-08,BBWI,2026-10-16,38,True,18.9,0.527553,0.499874,0.513714,-0.01267,979.0,1023.0,2002.0,0.956989,0.603896,-0.090182,9,7,12,mixed,4.33,0.03775,2026-09-08T23:31:56Z
2026-09-08,BRBR,2026-09-18,10,True,9.79,0.787301,0.667569,0.727435,0.164732,2316.0,1340.0,3656.0,1.728358,0.579985,0.14745,9,8,9,mixed,21.32,0.03775,2026-09-08T23:31:56Z
2026-09-08,BRBR,2026-10-16,38,True,9.79,0.71895,0.643636,0.681293,-0.021992,129.0,225.0,354.0,0.573333,0.579985,0.101309,4,3,4,mixed,0.4,0.03775,2026-09-08T23:31:56Z
2026-09-08,BRK-B,2026-09-18,10,True,505.83,0.145223,0.146561,0.145892,0.032456,45527.0,42509.0,88036.0,1.070997,0.137991,0.0079,80,67,93,mixed,4.4,0.03775,2026-09-08T23:31:56Z
2026-09-08,BRK-B,2026-10-16,38,True,505.83,0.148303,0.14417,0.146237,0.021602,10417.0,14011.0,24428.0,0.743487,0.137991,0.008245,41,47,71,mixed,4.2,0.03775,2026-09-08T23:31:56Z
2026-09-08,CCSI,2026-09-18,10,True,36.33,1.084312,0.676909,0.880611,-0.157213,1554.0,950.0,2504.0,1.635789,0.555549,0.325062,8,8,7,mixed,14.8,0.03775,2026-09-08T23:31:56Z
2026-09-08,CCSI,2026-10-16,38,True,36.33,0.744722,0.54441,0.644566,-0.200311,53.0,2.0,55.0,26.5,0.555549,0.089017,1,1,1,mixed,9.87,0.03775,2026-09-08T23:31:56Z
2026-09-08,COLL,2026-09-18,10,True,23.37,3.014679,1.183598,2.099138,-1.831081,24.0,248.0,272.0,0.096774,0.491021,1.608117,7,8,5,mixed,27.35,0.03775,2026-09-08T23:31:56Z
2026-09-08,COLL,2026-10-16,38,True,23.37,1.667141,0.342239,1.00469,-1.324902,12.0,178.0,190.0,0.067416,0.491021,0.513669,3,1,0,last,11.68,0.03775,2026-09-08T23:31:56Z
2026-09-08,COST,2026-09-18,10,True,910.18,0.213246,0.207262,0.210254,-0.020357,40256.0,35903.0,76159.0,1.121243,0.196301,0.013953,103,94,119,mixed,0.27,0.03775,2026-09-08T23:31:56Z
2026-09-08,COST,2026-10-16,38,True,910.18,0.247598,0.245726,0.246662,0.003601,13917.0,12024.0,25941.0,1.157435,0.196301,0.050361,97,87,137,mixed,0.31,0.03775,2026-09-08T23:31:56Z
2026-09-08,CRM,2026-09-18,10,True,249.12,0.422103,0.448552,0.435328,0.027517,147842.0,131486.0,279328.0,1.124393,0.878136,-0.442808,73,68,95,mixed,0.26,0.03775,2026-09-08T23:31:56Z
2026-09-08,CRM,2026-10-16,38,True,249.12,0.395077,0.409881,0.402479,0.016079,32189.0,26434.0,58623.0,1.217712,0.878136,-0.475657,35,35,54,mixed,0.27,0.03775,2026-09-08T23:31:56Z
2026-09-08,CRMD,2026-09-18,10,True,8.18,0.508867,0.468693,0.48878,0.025385,1269.0,2897.0,4166.0,0.438039,0.723685,-0.234905,14,11,14,mixed,6.21,0.03775,2026-09-08T23:31:56Z
