date,ticker,expiry,dte,is_monthly,spot,atm_call_iv,atm_put_iv,atm_iv,skew_5pct,put_oi,call_oi,total_oi,pc_oi_ratio,rv20,iv_rv_spread,n_calls,n_puts,n_quoted,iv_src,stale_days,r,asof
2026-09-07,AAPL,2026-09-18,11,True,319.97,0.290609,0.288644,0.289627,0.019998,322822.0,415637.0,738459.0,0.776692,0.214132,0.075495,104,86,128,mixed,3.33,0.03757,2026-09-07T23:39:37Z
2026-09-07,AAPL,2026-10-16,39,True,319.97,0.257427,0.25445,0.255939,0.015734,183151.0,308022.0,491173.0,0.594604,0.214132,0.041807,79,58,97,mixed,3.29,0.03757,2026-09-07T23:39:37Z
2026-09-07,ABG,2026-09-18,11,True,217.26,0.379396,0.441405,0.410401,0.156011,59.0,2644.0,2703.0,0.022315,0.267898,0.142502,9,12,9,mixed,35.21,0.03757,2026-09-07T23:39:37Z
2026-09-07,ABG,2026-10-16,39,True,217.26,0.381423,0.507616,0.444519,0.248332,187.0,5373.0,5560.0,0.034804,0.267898,0.176621,17,19,17,mixed,42.35,0.03757,2026-09-07T23:39:37Z
2026-09-07,AMD,2026-09-18,11,True,477.57,0.539445,0.537498,0.538471,-0.013556,279964.0,214707.0,494671.0,1.303935,0.463792,0.07468,154,146,203,mixed,3.36,0.03757,2026-09-07T23:39:37Z
2026-09-07,AMD,2026-10-16,39,True,477.57,0.513307,0.511501,0.512404,-0.008238,99087.0,86660.0,185747.0,1.143399,0.463792,0.048612,113,98,148,mixed,3.34,0.03757,2026-09-07T23:39:37Z
2026-09-07,AMZN,2026-09-18,11,True,258.51,0.321608,0.318094,0.319851,0.004417,291626.0,446293.0,737919.0,0.653441,0.266182,0.053669,68,64,105,mixed,3.23,0.03757,2026-09-07T23:39:37Z
2026-09-07,AMZN,2026-10-16,39,True,258.51,0.318098,0.31219,0.315144,0.000708,171154.0,235568.0,406722.0,0.726559,0.266182,0.048962,60,52,88,mixed,3.24,0.03757,2026-09-07T23:39:37Z
2026-09-07,AVGO,2026-09-18,11,True,357.9,0.402946,0.401114,0.40203,-0.024801,209129.0,211381.0,420510.0,0.989346,0.352288,0.049742,104,97,145,mixed,3.17,0.03757,2026-09-07T23:39:37Z
2026-09-07,AVGO,2026-10-16,39,True,357.9,0.375845,0.385507,0.380676,0.001326,92631.0,136199.0,228830.0,0.680115,0.352288,0.028388,60,52,85,mixed,3.19,0.03757,2026-09-07T23:39:37Z
2026-09-07,BBWI,2026-09-18,11,True,19.51,0.545721,0.547943,0.546832,-0.017778,5075.0,8006.0,13081.0,0.6339,0.621388,-0.074556,27,24,29,mixed,4.33,0.03757,2026-09-07T23:39:37Z
2026-09-07,BBWI,2026-10-16,39,True,19.51,0.543075,0.48051,0.511793,-0.030035,962.0,869.0,1831.0,1.10702,0.621388,-0.109596,9,7,13,mixed,3.33,0.03757,2026-09-07T23:39:37Z
2026-09-07,BRBR,2026-09-18,11,True,10.39,0.649265,0.621106,0.635185,-0.027174,2317.0,1338.0,3655.0,1.731689,0.549421,0.085765,9,8,9,mixed,20.32,0.03757,2026-09-07T23:39:36Z
2026-09-07,BRBR,2026-10-16,39,True,10.39,0.765192,0.6947,0.729946,-0.054406,120.0,225.0,345.0,0.533333,0.549421,0.180525,4,3,4,mixed,10.42,0.03757,2026-09-07T23:39:37Z
