panel,scope,chooser,pick_G,pick_cadence,used_fallback,is_rungs_clearing_dd_cap,is_rungs,is_rungs_clearing_both,is_MaxDD,is_CAGR,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_dd_cap,oos_cagr_floor,oos_dd_cap_held,oos_cagr_floor_held,oos_beats_spy_sharpe,pass4b_full,pass4b_oos,pass4a
U56,cad=W,C_MEMO,0.75,W,True,7,7,0,-0.0788720955261335,0.07609481030855947,1.1042698858397504,0.09455179369762767,1.276620821629499,-0.12054956914840886,-0.20230373520404268,0.10680217350908636,True,False,True,False,False,False
U56,cad=W,C_BUDGET,1.0,W,False,7,7,0,-0.10451957756523977,0.1016303032821213,1.1047419089429602,0.12669164118494414,1.2759272265148862,-0.1591100739598581,-0.20230373520404268,0.10680217350908636,True,True,True,True,True,False
U56,cad=W,C_ANCHOR,0.75,W,False,7,7,0,-0.0788720955261335,0.07609481030855947,1.1042698858397504,0.09455179369762767,1.276620821629499,-0.12054956914840886,-0.20230373520404268,0.10680217350908636,True,False,True,False,False,False
U56,cad=M,C_MEMO,1.0,M,False,7,7,1,-0.1109612654200911,0.10790656075446736,1.1075886833467736,0.12817345402287073,1.2251266547993096,-0.1880527937465054,-0.20230373520404268,0.10680217350908636,True,True,True,True,True,False
U56,cad=M,C_BUDGET,1.0,M,False,7,7,1,-0.1109612654200911,0.10790656075446736,1.1075886833467736,0.12817345402287073,1.2251266547993096,-0.1880527937465054,-0.20230373520404268,0.10680217350908636,True,True,True,True,True,False
U56,cad=M,C_ANCHOR,0.75,M,False,7,7,1,-0.08376886606061118,0.08054661086616033,1.1054661500179117,0.09554273464862484,1.2242094738024114,-0.1438168863521796,-0.20230373520404268,0.10680217350908636,True,False,True,False,False,False
U56,joint,C_MEMO,1.0,M,False,14,14,1,-0.1109612654200911,0.10790656075446736,1.1075886833467736,0.12817345402287073,1.2251266547993096,-0.1880527937465054,-0.20230373520404268,0.10680217350908636,True,True,True,True,True,False
U56,joint,C_BUDGET,1.0,M,False,14,14,1,-0.1109612654200911,0.10790656075446736,1.1075886833467736,0.12817345402287073,1.2251266547993096,-0.1880527937465054,-0.20230373520404268,0.10680217350908636,True,True,True,True,True,False
U56,joint,C_ANCHOR,0.75,W,False,14,14,1,-0.0788720955261335,0.07609481030855947,1.1042698858397504,0.09455179369762767,1.276620821629499,-0.12054956914840886,-0.20230373520404268,0.10680217350908636,True,False,True,False,False,False
B136,cad=W,C_MEMO,1.0,W,False,7,7,1,-0.104603347510273,0.10815217844921521,1.0932093743790998,0.10473004292318344,1.1006130604666327,-0.16158091944280473,-0.20229571984435804,0.106800269687641,True,False,True,True,False,False
B136,cad=W,C_BUDGET,1.0,W,False,7,7,1,-0.104603347510273,0.10815217844921521,1.0932093743790998,0.10473004292318344,1.1006130604666327,-0.16158091944280473,-0.20229571984435804,0.106800269687641,True,False,True,True,False,False
B136,cad=W,C_ANCHOR,0.75,W,False,7,7,1,-0.07898347296561259,0.08095012587409567,1.092172960863223,0.0784728360555127,1.1016867720596069,-0.12241069123223403,-0.20229571984435804,0.106800269687641,True,False,True,False,False,False
B136,cad=M,C_MEMO,1.0,M,False,7,7,1,-0.10802463792215267,0.11327701087226472,1.0904028119717557,0.10974494092365084,1.080231730204345,-0.2050114213289611,-0.20229571984435804,0.106800269687641,False,True,True,False,False,False
B136,cad=M,C_BUDGET,1.0,M,False,7,7,1,-0.10802463792215267,0.11327701087226472,1.0904028119717557,0.10974494092365084,1.080231730204345,-0.2050114213289611,-0.20229571984435804,0.106800269687641,False,True,True,False,False,False
B136,cad=M,C_ANCHOR,0.75,M,False,7,7,1,-0.08158402114151653,0.08454487579645598,1.0876457364809646,0.08203424188320096,1.07961931062633,-0.15687484753427483,-0.20229571984435804,0.106800269687641,True,False,True,False,False,False
B136,joint,C_MEMO,1.0,W,False,14,14,2,-0.104603347510273,0.10815217844921521,1.0932093743790998,0.10473004292318344,1.1006130604666327,-0.16158091944280473,-0.20229571984435804,0.106800269687641,True,False,True,True,False,False
