panel,scope,chooser,pick_G,pick_cadence,used_fallback,is_rungs_clearing_dd_cap,is_rungs,is_rungs_clearing_both,is_MaxDD,is_CAGR,is_Sharpe,oos_CAGR,oos_Sharpe,oos_MaxDD,oos_dd_cap,oos_cagr_floor,oos_dd_cap_held,oos_cagr_floor_held,oos_beats_spy_sharpe,pass4b_full,pass4b_oos,pass4a
B136,joint,C_BUDGET,1.0,W,False,14,14,2,-0.104603347510273,0.10815217844921521,1.0932093743790998,0.10473004292318344,1.1006130604666327,-0.16158091944280473,-0.20229571984435804,0.106800269687641,True,False,True,True,False,False
B136,joint,C_ANCHOR,0.75,W,False,14,14,2,-0.07898347296561259,0.08095012587409567,1.092172960863223,0.0784728360555127,1.1016867720596069,-0.12241069123223403,-0.20229571984435804,0.106800269687641,True,False,True,False,False,False
SMALL485,cad=W,C_MEMO,0.75,W,True,7,7,0,-0.0819402961708271,0.050622926997927475,0.8632490557082518,0.044142357735165394,0.647208982462138,-0.12480015905893527,-0.20230373520404268,0.10680217350908636,True,False,False,False,False,False
SMALL485,cad=W,C_BUDGET,1.0,W,False,7,7,0,-0.10827122099150144,0.06730009408943083,0.8640725829447681,0.058093013552888983,0.6469569795102165,-0.1640140949660973,-0.20230373520404268,0.10680217350908636,True,False,False,False,False,False
SMALL485,cad=W,C_ANCHOR,0.75,W,False,7,7,0,-0.0819402961708271,0.050622926997927475,0.8632490557082518,0.044142357735165394,0.647208982462138,-0.12480015905893527,-0.20230373520404268,0.10680217350908636,True,False,False,False,False,False
SMALL485,cad=M,C_MEMO,0.75,M,True,7,7,0,-0.06916824547008071,0.06048443961426142,0.9767573231978496,0.046622302017972794,0.6608105361780845,-0.1656878737248012,-0.20230373520404268,0.10680217350908636,True,False,False,False,False,False
SMALL485,cad=M,C_BUDGET,1.0,M,False,7,7,0,-0.09146748431054375,0.08072950725007799,0.9781006044091478,0.06151849958830269,0.6626239450882142,-0.21655612613205244,-0.20230373520404268,0.10680217350908636,False,False,False,False,False,False
SMALL485,cad=M,C_ANCHOR,0.75,M,False,7,7,0,-0.06916824547008071,0.06048443961426142,0.9767573231978496,0.046622302017972794,0.6608105361780845,-0.1656878737248012,-0.20230373520404268,0.10680217350908636,True,False,False,False,False,False
SMALL485,joint,C_MEMO,0.75,W,True,14,14,0,-0.0819402961708271,0.050622926997927475,0.8632490557082518,0.044142357735165394,0.647208982462138,-0.12480015905893527,-0.20230373520404268,0.10680217350908636,True,False,False,False,False,False
SMALL485,joint,C_BUDGET,1.0,M,False,14,14,0,-0.09146748431054375,0.08072950725007799,0.9781006044091478,0.06151849958830269,0.6626239450882142,-0.21655612613205244,-0.20230373520404268,0.10680217350908636,False,False,False,False,False,False
SMALL485,joint,C_ANCHOR,0.75,W,False,14,14,0,-0.0819402961708271,0.050622926997927475,0.8632490557082518,0.044142357735165394,0.647208982462138,-0.12480015905893527,-0.20230373520404268,0.10680217350908636,True,False,False,False,False,False
