panel,key,n,gross,conv,cost,CAGR,Sharpe,Vol,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,TO,gross_real,p4a,f4b,p4b
U56,M12_1,5,0.75,LIT,0,0.2175256447713554,1.144023721058799,0.18748905810300834,-0.23778070179081356,1.123119962396624,1.1737979702803383,1.1198683358030188,0.24455529541236443,1.1710872965186443,-0.23778070179081368,15.101480767078856,0.749964442757263,False,DD,False
U56,M12_1,5,0.75,LIT,10,0.1992895472762921,1.0634757035856184,0.18748942591680146,-0.24127096674660586,1.0368576367143014,1.0969040641173484,1.0325937974519372,0.22515969256663104,1.09422611960539,-0.24127096674660597,15.101480767078856,0.749964442757263,False,DD,False
U56,M12_1,5,0.75,LIT,25,0.17243110106085258,0.9423531728008467,0.1875498837297033,-0.24648046189385175,0.9070232897646543,0.9813429729675723,0.901256248149626,0.19661505340578067,0.9786941847597033,-0.2464804618938511,15.101480767078856,0.749964442757263,False,"H1,DD",False
U56,M12_1,5,0.75,NORM,0,0.2177614509617416,1.144882490560353,0.18752329546632357,-0.23778070179081356,1.1231199623966237,1.1753779564075666,1.1198683358030188,0.24499529022968924,1.1725449087022992,-0.2377807017908139,15.149449969732737,0.7504696786282109,False,DD,False
U56,M12_1,5,0.75,NORM,10,0.1994643404786114,1.0640934017300252,0.18752365840951185,-0.24127096674660609,1.0368576367143014,1.0980443797182595,1.0325937974519368,0.22548563498387608,1.095277478494037,-0.24127096674660597,15.149449969732737,0.7504696786282109,False,DD,False
U56,M12_1,5,0.75,NORM,25,0.172517603052466,0.942607500157932,0.18758445333568005,-0.24648046189385153,0.9070232897646542,0.9818211829394671,0.9012562481496259,0.19677620256122985,0.9791336137699271,-0.24648046189385175,15.149449969732737,0.7504696786282109,False,"H1,DD",False
U56,M12_1,5,1.0,LIT,0,0.2906527546665383,1.1457588731768735,0.25015141076344566,-0.3058913719377844,1.1239492083218825,1.176328290654293,1.120700610630064,0.3273159451128109,1.173462242109667,-0.30589137193778415,20.120777330385497,0.9993288041697547,False,DD,False
U56,M12_1,5,1.0,LIT,10,0.2649644240126021,1.0653195181488029,0.2501525754945586,-0.31016883811232765,1.0377833666407887,1.09954666857102,1.0335500067578427,0.29982309168733967,1.0966970296032617,-0.3101688381123274,20.120777330385497,0.9993288041697547,False,DD,False
U56,M12_1,5,1.0,LIT,25,0.22735917594209898,0.9443604003081791,0.2502341850810877,-0.316542376239483,0.908094332937936,0.9841541742090899,0.902398999479879,0.2596169106206365,0.9813092893208523,-0.31654237623948234,20.120777330385497,0.9993288041697547,False,"H1,DD",False
U56,M12_1,5,1.0,NORM,0,0.29097982263853917,1.1466115021255745,0.25019636891461144,-0.3058913719377844,1.1239492083218825,1.1778963032159298,1.120700610630064,0.32792994727433866,1.174908997230503,-0.30589137193778415,20.18420806795587,1.0,False,DD,False
U56,M12_1,5,1.0,NORM,10,0.26520484210022444,1.0659332346480523,0.25019749610082065,-0.31016883811232765,1.0377833666407887,1.1006790457969386,1.0335500067578427,0.30027404201427244,1.0977412218020766,-0.3101688381123274,20.18420806795587,1.0,False,DD,False
U56,M12_1,5,1.0,NORM,25,0.22747565160406635,0.9446139640217841,0.25027950382089126,-0.316542376239483,0.908094332937936,0.9846304668518419,0.902398999479879,0.2598351035012869,0.9817470584369786,-0.31654237623948234,20.18420806795587,1.0,False,"H1,DD",False
U56,M12_1,10,0.75,LIT,0,0.16586080179807228,1.1208455942075477,0.14655859916033695,-0.20463237244947086,1.1223011610126146,1.129607743216054,1.0786808322815,0.18468611728018436,1.1567942990138258,-0.20463237244947097,12.205009914384313,0.742501230946155,False,DD,False
U56,M12_1,10,0.75,LIT,10,0.15172382090048542,1.0375001269226,0.14656822327218255,-0.205501835888953,1.029599309769538,1.0531644270347722,0.9837547746039013,0.17065555774897234,1.0809990708530721,-0.20550183588895288,12.205009914384313,0.742501230946155,False,DD,False
U56,M12_1,10,0.75,LIT,25,0.1308306451773158,0.9122317023931227,0.1466261641918807,-0.20680497462536607,0.8902753289021667,0.9382655236153263,0.8411129531143011,0.14991235491163724,0.9670637424527161,-0.20680497462536618,12.205009914384313,0.742501230946155,False,"H1,DD",False
U56,M12_1,10,0.75,NORM,0,0.16807418350540937,1.127690624555805,0.1474707787070685,-0.20463237244947108,1.118282856879035,1.1459010063471706,1.0744495224896051,0.18895245976853792,1.1715788694071492,-0.20463237244947097,12.557550236685712,0.7503581595822114,False,DD,False
U56,M12_1,10,0.75,NORM,10,0.15350378008130416,1.042462961605085,0.1474813686142855,-0.20550183588895288,1.0247453116855585,1.0666218023465204,0.9786143298489235,0.17426879048997979,1.0931495302197767,-0.205501835888953,12.557550236685712,0.7503581595822114,False,DD,False
U56,M12_1,10,0.75,NORM,25,0.13197917451315933,0.9143571514811405,0.14754359249409044,-0.2068049746253664,0.8841759871774888,0.9474401303177256,0.8346183249405676,0.152573324017363,0.9752347587695611,-0.20680497462536618,12.557550236685712,0.7503581595822114,False,"H1,DD",False
U56,M12_1,10,1.0,LIT,0,0.2215558746613484,1.1216829768904604,0.195591333241783,-0.26738489626407846,1.122539889479483,1.1310198284894353,1.078747579400091,0.247250042398667,1.1582014966353131,-0.26738489626407835,16.26443581341249,0.9895287931024408,False,DD,False
U56,M12_1,10,1.0,LIT,10,0.20185867900744592,1.0384578652990868,0.1956045015391183,-0.2684578690229882,1.0299044515809237,1.0547303988867391,0.9838978971561347,0.22761167913227132,1.082549476609728,-0.2684578690229882,16.26443581341249,0.9895287931024408,False,DD,False
U56,M12_1,10,1.0,LIT,25,0.1728911724668154,0.9133704590917736,0.19568224219645747,-0.27006557219386507,0.8906806114109188,0.9400627452673799,0.841371180457661,0.19871696221657675,0.9688293854176204,-0.27006557219386496,16.26443581341249,0.9895287931024408,False,"H1,DD",False
U56,M12_1,10,1.0,NORM,0,0.22457804660094904,1.1285295841830618,0.1968071979650963,-0.2673848962640786,1.1184965018020163,1.1473267627281922,1.074490442875822,0.2531390927509809,1.1730000734740944,-0.2673848962640786,16.72952617778823,1.0,False,DD,False
