panel,gross,cad,pert,cagr,sharpe,dd,turnover,weight,share,count,return,price
U56,0.5,W,PERM,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,0.0,0.0,8.673617379884035e-18,0.0
U56,0.5,W,VINTAGE,0.0010274491390238616,0.0034980162209585774,0.002419734098255355,0.024769553002283118,0.0010542782674939355,0.0025138334940587592,4076.0,0.0023979056986534126,0.0
U56,0.5,W,WINDOW,1.1863994382244059e-05,0.0001259494804730643,0.0,0.0002425627042939027,7.127857614663835e-05,0.00012989346872438468,48.0,0.0,0.0
U56,0.5,M,PERM,0.0,0.0,2.220446049250313e-16,0.0,5.551115123125783e-17,0.0,0.0,1.5612511283791264e-17,0.0
U56,0.5,M,VINTAGE,0.001639120721162346,0.01403303245132137,0.004655076012131998,0.009022004237150827,0.0008762092369885011,0.0025138334940587592,4076.0,0.002418892461109183,0.0
U56,0.5,M,WINDOW,1.2203884173223045e-05,0.00012277281869876866,0.0,0.00016781469380866554,7.146463649654322e-05,0.00012989346872438468,48.0,0.0,0.0
U56,0.5,Q,PERM,0.0,1.1102230246251565e-16,3.3306690738754696e-16,1.1102230246251565e-16,0.0,0.0,0.0,4.85722573273506e-17,0.0
U56,0.5,Q,VINTAGE,0.002058572186868668,0.022055825091313652,0.006667304575321054,0.006177216323274837,0.0008166837957676587,0.0025138334940587592,4076.0,0.0034255037489907816,0.0
U56,0.5,Q,WINDOW,1.1038431600551846e-05,0.0001042099829339227,0.0,0.00011347171703257608,7.074535245171765e-05,0.00012989346872438468,48.0,0.0,0.0
U56,0.75,W,PERM,2.220446049250313e-16,0.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,1.734723475976807e-17,0.0
U56,0.75,W,VINTAGE,0.0015514523229744892,0.0034620909921248,0.003559754718904129,0.03722067158577058,0.0015884801385505076,0.0025138334940587592,4076.0,0.003589874105544229,0.0
U56,0.75,W,WINDOW,1.808400485381334e-05,0.00012594544238275773,0.0,0.0003602663571180553,0.00010688901620836688,0.00012989346872438468,48.0,0.0,0.0
U56,0.75,M,PERM,2.220446049250313e-16,0.0,0.0,0.0,0.0,0.0,0.0,2.42861286636753e-17,0.0
U56,0.75,M,VINTAGE,0.002484671850206288,0.013851675907888161,0.006660428701097398,0.013545096587967098,0.0013244601467951034,0.0025138334940587592,4076.0,0.0036173124535493293,0.0
U56,0.75,M,WINDOW,1.8642549885372617e-05,0.00012293805725915874,0.0,0.0002501697558858762,0.00010703784513810266,0.00012989346872438468,48.0,0.0,0.0
U56,0.75,Q,PERM,0.0,4.440892098500626e-16,1.1102230246251565e-16,0.0,1.1102230246251565e-16,0.0,0.0,9.71445146547012e-17,0.0
U56,0.75,Q,VINTAGE,0.00312935300815953,0.022678283891113038,0.008904117267665601,0.009114327716677417,0.0012877239237886196,0.0025138334940587592,4076.0,0.005119506808933632,0.0
U56,0.75,Q,WINDOW,1.6734509709293022e-05,0.00010397495094938147,0.0,0.00016933900596793894,0.00010568470389887841,0.00012989346872438468,48.0,0.0,0.0
U56,1.0,W,PERM,0.0,4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,1.734723475976807e-17,0.0
U56,1.0,W,VINTAGE,0.002080127432392942,0.0034239365611290484,0.004653085198565665,0.050022953941668113,0.0021271678742345035,0.0025138334940587592,4076.0,0.00477722232122435,0.0
U56,1.0,W,WINDOW,2.4484302932670232e-05,0.0001259267487665472,0.0,0.0004779753014219068,0.0001424815012754932,0.00012989346872438468,48.0,0.0,0.0
U56,1.0,M,PERM,0.0,2.220446049250313e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,0.0,0.0,4.5102810375396984e-17,0.0
U56,1.0,M,VINTAGE,0.00334637526458037,0.013670361642549533,0.008472434303906984,0.018389320640903373,0.001777940307996384,0.0025138334940587592,4076.0,0.0048084707202176,0.0
U56,1.0,M,WINDOW,2.530085071317245e-05,0.00012309346069816485,0.0,0.0003327339110679173,0.0001425126720799863,0.00012989346872438468,48.0,0.0,0.0
U56,1.0,Q,PERM,2.220446049250313e-16,3.3306690738754696e-16,3.3306690738754696e-16,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,1.3877787807814457e-16,0.0
U56,1.0,Q,VINTAGE,0.004227779573505286,0.023302390163379316,0.010491669126169278,0.0120755826299066,0.0017963991230507403,0.0025138334940587592,4076.0,0.006801104912038546,0.0
U56,1.0,Q,WINDOW,2.25341337423135e-05,0.00010369236995644293,0.0,0.00022545906145188255,0.0001403582964127903,0.00012989346872438468,48.0,0.0,0.0
U56,0.75,W,IMPL,0.0,0.0002519312824358355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B136,0.5,W,PERM,0.0,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,2.220446049250313e-16,0.0,6.938893903907228e-18,0.0
B136,0.5,W,VINTAGE,0.00044830413490903886,0.006989074573734655,0.0008411591619509329,0.003238023135494039,0.0013960123306820948,0.0021702244645048774,14109.0,0.000650233192901735,0.0
B136,0.5,W,WINDOW,1.0876906791024155e-05,0.00011388058255001887,0.0,0.00027461661147443195,7.130195470289591e-05,0.00013296147813235404,120.0,0.0,0.0
B136,0.5,M,PERM,0.0,2.220446049250313e-16,0.0,0.0,0.0,2.220446049250313e-16,0.0,1.3877787807814457e-17,0.0
B136,0.5,M,VINTAGE,0.0004374901216916971,0.005352919668461631,0.0011986643846251255,0.0018004629172286846,0.0013564380861632586,0.0021702244645048774,14109.0,0.000679654842058673,0.0
B136,0.5,M,WINDOW,1.1393241823753897e-05,0.0001126887374336416,0.0,0.00018878192523164028,7.138592005756506e-05,0.00013296147813235404,120.0,0.0,0.0
B136,0.5,Q,PERM,0.0,6.661338147750939e-16,5.551115123125783e-16,1.1102230246251565e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,4.163336342344337e-17,0.0
B136,0.5,Q,VINTAGE,0.0005598239418624917,0.008377947848712486,9.98776977281235e-05,0.001261158013485808,0.0014402357875728522,0.0021702244645048774,14109.0,0.000690016694775304,0.0
B136,0.5,Q,WINDOW,1.072668978041591e-05,9.833166715245145e-05,0.0,0.00012194680413146752,7.065184831739346e-05,0.00013296147813235404,120.0,0.0,0.0
B136,0.75,W,PERM,2.220446049250313e-16,0.0,3.3306690738754696e-16,4.440892098500626e-16,1.1102230246251565e-16,2.220446049250313e-16,0.0,1.0408340855860843e-17,0.0
B136,0.75,W,VINTAGE,0.0006827901792954005,0.006950676988018323,0.0012430241022690636,0.004976839876618566,0.002092742832749739,0.0021702244645048774,14109.0,0.0009759746913521436,0.0
