panel,gross,cad,pert,cagr,sharpe,dd,turnover,weight,share,count,return,price
B136,0.75,W,WINDOW,1.6527115809461534e-05,0.00011388560344927079,0.0,0.00040786408300030885,0.00010692971937409368,0.00013296147813235404,120.0,0.0,0.0
B136,0.75,M,PERM,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,0.0,2.220446049250313e-16,0.0,2.6020852139652106e-17,0.0
B136,0.75,M,VINTAGE,0.0006629750298512427,0.0052436752178797175,0.0017369649322506175,0.0027935726192966914,0.002027059688353261,0.0021702244645048774,14109.0,0.001027077300197958,0.0
B136,0.75,M,WINDOW,1.736418502051862e-05,0.00011286546278532761,0.0,0.0002814866049380971,0.00010692803621015212,0.00013296147813235404,120.0,0.0,0.0
B136,0.75,Q,PERM,0.0,0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.0,5.551115123125783e-17,0.0
B136,0.75,Q,VINTAGE,0.0008516532868709792,0.00841084400883263,5.919047689129098e-05,0.0019967211623668213,0.0021257806723275485,0.0021702244645048774,14109.0,0.001032611966124218,0.0
B136,0.75,Q,WINDOW,1.6245281382776255e-05,9.78612199562523e-05,0.0,0.000181864110133656,0.0001055787262975727,0.00013296147813235404,120.0,0.0,0.0
B136,1.0,W,PERM,0.0,0.0,0.0,0.0,0.0,2.220446049250313e-16,0.0,1.3877787807814457e-17,0.0
B136,1.0,W,VINTAGE,0.0009235670640905802,0.006909843280305639,0.0016320465785493177,0.006640673434539668,0.002788681182163577,0.0021702244645048774,14109.0,0.0013021338031768814,0.0
B136,1.0,W,WINDOW,2.2304564324171494e-05,0.00011387600674539478,0.0,0.0005408513499300938,0.0001425432818541461,0.00013296147813235404,120.0,0.0,0.0
B136,1.0,M,PERM,2.220446049250313e-16,2.220446049250313e-16,0.0,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.0,5.551115123125783e-17,0.0
B136,1.0,M,VINTAGE,0.0008924474787677106,0.005132639654853444,0.0022379896281923273,0.0037465057337624508,0.0026929173622078917,0.0021702244645048774,14109.0,0.0013943256926769038,0.0
B136,1.0,M,WINDOW,2.3511272021048413e-05,0.00011303474930368651,0.0,0.0003741712633271721,0.00014237711576559064,0.00013296147813235404,120.0,0.0,0.0
B136,1.0,Q,PERM,0.0,3.3306690738754696e-16,0.0,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0,1.6653345369377348e-16,0.0
B136,1.0,Q,VINTAGE,0.0011521472855560155,0.008451309753473857,3.5431171158784025e-05,0.002731255520121767,0.0027896479254383433,0.0021702244645048774,14109.0,0.0013804354108841108,0.0
B136,1.0,Q,WINDOW,2.1851781341286625e-05,9.732898087022601e-05,0.0,0.00024187228588834486,0.00014026270530564933,0.00013296147813235404,120.0,0.0,0.0
B136,0.75,W,IMPL,0.0,0.00022780770010721874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMALL,0.5,W,PERM,0.0,2.220446049250313e-16,1.1102230246251565e-16,0.0,0.0,5.551115123125783e-17,0.0,5.204170427930421e-18,0.0
SMALL,0.5,W,VINTAGE,0.0002817174466682726,0.006537795249999645,0.0008719441833411334,0.0007735425461952161,9.342607249429591e-05,0.0010174930858295461,48800.0,0.000592654650113766,0.0
SMALL,0.5,W,WINDOW,7.010862796530404e-06,9.680277455348385e-05,1.9984014443252818e-15,0.00023922616577221056,5.14409515084413e-05,2.7593764301836465e-06,374.0,7.039080888944982e-05,0.0
SMALL,0.5,M,PERM,0.0,1.1102230246251565e-16,0.0,0.0,0.0,5.551115123125783e-17,0.0,6.938893903907228e-18,0.0
SMALL,0.5,M,VINTAGE,0.000331729197051045,0.007068091632534079,0.0004978641576428577,6.44253422987795e-06,8.426499480362892e-05,0.0010174930858295461,48800.0,0.0006231564672005445,0.0
SMALL,0.5,M,WINDOW,1.0594873293578999e-05,0.00016949061287852007,1.1102230246251565e-15,9.11556384086687e-05,4.9843024929163704e-05,2.7593764301836465e-06,374.0,6.999877442218929e-05,0.0
SMALL,0.5,Q,PERM,0.0,0.0,0.0,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,1.5612511283791264e-17,0.0
SMALL,0.5,Q,VINTAGE,0.0004155981132893949,0.007563937883850791,0.0005140934806232567,0.001593436428627304,0.0001439221577037575,0.0010174930858295461,48800.0,0.0007793227155690162,0.0
SMALL,0.5,Q,WINDOW,6.964670033582365e-06,7.328166075626363e-05,0.0,0.0001485181723120954,6.171061750276374e-05,2.7593764301836465e-06,374.0,0.0,0.0
SMALL,0.75,W,PERM,0.0,1.1102230246251565e-16,2.220446049250313e-16,0.0,5.551115123125783e-17,5.551115123125783e-17,0.0,6.938893903907228e-18,0.0
SMALL,0.75,W,VINTAGE,0.0004290560980655389,0.006532851970397324,0.0012398379906609636,0.0011808296634132631,0.00014014801321948767,0.0010174930858295461,48800.0,0.0008796332076655717,0.0
SMALL,0.75,W,WINDOW,1.0520342700548468e-05,9.660616942341882e-05,1.1102230246251565e-16,0.00035599419161291834,7.716345077118936e-05,2.7593764301836465e-06,374.0,0.00010543100028849797,0.0
SMALL,0.75,M,PERM,0.0,0.0,1.1102230246251565e-16,0.0,0.0,5.551115123125783e-17,0.0,1.734723475976807e-17,0.0
SMALL,0.75,M,VINTAGE,0.0005031029968296519,0.007027529559707979,0.000682684929166566,9.992190640906173e-06,0.00012401851674509468,0.0010174930858295461,48800.0,0.0009246394628497296,0.0
SMALL,0.75,M,WINDOW,1.5966922806365247e-05,0.00016847772409045447,2.220446049250313e-16,0.000135568631018268,7.47473355657835e-05,2.7593764301836465e-06,374.0,0.00010417107331636244,0.0
SMALL,0.75,Q,PERM,0.0,2.220446049250313e-16,3.3306690738754696e-16,0.0,0.0,5.551115123125783e-17,0.0,6.245004513516506e-17,0.0
SMALL,0.75,Q,VINTAGE,0.000622336824970704,0.007349762472831034,0.0005815052061370896,0.0024454104771105545,0.00020322743627099182,0.0010174930858295461,48800.0,0.0011588920059251596,0.0
SMALL,0.75,Q,WINDOW,1.0314883315043488e-05,7.263158530967928e-05,0.0,0.00022199631719033164,9.237133072109716e-05,2.7593764301836465e-06,374.0,0.0,0.0
SMALL,1.0,W,PERM,0.0,0.0,4.440892098500626e-16,0.0,0.0,5.551115123125783e-17,0.0,2.0816681711721685e-17,0.0
SMALL,1.0,W,VINTAGE,0.0005805200492270401,0.006527539430699614,0.001565998574634797,0.0016235924240763921,0.0001868713930563981,0.0010174930858295461,48800.0,0.0011606375485402453,0.0
SMALL,1.0,W,WINDOW,1.4022076698649855e-05,9.639968390340314e-05,2.220446049250313e-16,0.00047192091444792084,0.00010288825336723928,2.7593764301836465e-06,374.0,0.0001403681535221482,0.0
SMALL,1.0,M,PERM,0.0,0.0,5.551115123125783e-16,0.0,1.1102230246251565e-16,5.551115123125783e-17,0.0,2.42861286636753e-17,0.0
SMALL,1.0,M,VINTAGE,0.0006778876632380637,0.006985855588667045,0.0008290858716905047,2.9124587737516805e-05,0.00016224536252062993,0.0010174930858295461,48800.0,0.0012196791106259819,0.0
SMALL,1.0,M,WINDOW,2.137857338735394e-05,0.00016745299183185125,8.881784197001252e-16,0.00017986779830181376,9.964647879423527e-05,2.7593764301836465e-06,374.0,0.00013780898240114622,0.0
SMALL,1.0,Q,PERM,0.0,2.220446049250313e-16,5.551115123125783e-16,2.220446049250313e-16,0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,0.0
SMALL,1.0,Q,VINTAGE,0.0008269533066540546,0.007101286762640657,0.0005290010337121176,0.0033043023020331574,0.00025499437299503214,0.0010174930858295461,48800.0,0.0015319628457710751,0.0
SMALL,1.0,Q,WINDOW,1.3555634573947373e-05,7.188423853965453e-05,0.0,0.0002954366076084458,0.00012292625799603663,2.7593764301836465e-06,374.0,0.0,0.0
SMALL,0.75,W,IMPL,0.0,0.00016764022040482995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
