k,arm,rows,pass4a,pass4b,CAGR,Sharpe,MaxDD,H1,H2,OOS_Sharpe
20,EWall,60,0.0,0.05,0.08653751190304355,0.6763999319253435,-0.28741731983189955,0.9012609684709891,0.5727469149494828,0.6230764760910119
20,top10,60,0.0,0.16666666666666666,0.07445190196944745,0.6960896865224604,-0.1902962926488698,0.8293812264829672,0.5953310335516572,0.6045854762798784
20,top20,60,0.016666666666666666,0.0,0.03948564666790365,0.650321667867491,-0.12014778707823125,0.8137950907301754,0.5901941778332982,0.629612029664625
20,top5,60,0.0,0.03333333333333333,0.0788620871409316,0.5819339001731858,-0.2670197687549972,0.7145242051423433,0.4972398329935058,0.5530740474127592
40,EWall,60,0.0,0.15,0.09782594175735235,0.7944302841343371,-0.26129873204943177,0.9120452765901397,0.716216356682511,0.7821337676168716
40,top10,60,0.0,0.05,0.09699520261320535,0.7587159844292799,-0.2333217497748146,0.8317155897824273,0.6418064839356593,0.7480929767739108
40,top20,60,0.0,0.2,0.0801520553904114,0.8029192631169806,-0.18752980881182865,0.9284035494483049,0.7139834314733664,0.7569992808191848
40,top40,60,0.0,0.0,0.04379479961046845,0.7651176048431532,-0.11512479220454219,0.9034239460156602,0.7129125476571478,0.7376071931054072
40,top5,60,0.0,0.0,0.10462761177926411,0.6848706659994848,-0.2885415812787113,0.7300641541160442,0.6094774874828611,0.6599503281529973
80,EWall,60,0.0,0.016666666666666666,0.09457929696988704,0.7896170822491021,-0.27748795521130587,0.9210979766376031,0.6729668716958208,0.7532682408590571
80,top10,60,0.0,0.0,0.0988662552511201,0.677260382854079,-0.2480433154361902,0.8269519450931545,0.629998165001231,0.6679969857086175
80,top20,60,0.0,0.016666666666666666,0.0948056230856538,0.7710805919297801,-0.2135265818995271,0.8726013075974153,0.6747452586592635,0.7604210253787601
80,top40,60,0.0,0.3,0.08217005302832385,0.8132446901982027,-0.18052318374508874,0.8854897451736723,0.7570852680705616,0.8323157800381638
80,top5,60,0.0,0.0,0.096625011401188,0.571367381770063,-0.31752556511173236,0.6441897038768991,0.5577710174807777,0.5633508715143478
100,EWall,60,0.0,0.0,0.08955680503807956,0.7614376222468425,-0.27544717659457807,0.9475976686384547,0.619572099075756,0.7092445569510043
100,top10,60,0.0,0.0,0.10651234879531221,0.6965708972608995,-0.2404872261939897,0.872996258337478,0.6214681334553389,0.6669902479956851
100,top20,60,0.0,0.0,0.09990111836794849,0.7848428683531283,-0.22127948257549324,0.8766552712435884,0.7154429383804441,0.7701582737446557
100,top25,60,0.0,0.03333333333333333,0.09645515545025846,0.789395971702288,-0.20823005031649885,0.8988099997693195,0.6969612930776607,0.7751098099833262
100,top40,60,0.0,0.26666666666666666,0.08767202313903985,0.8250963968132028,-0.190740922640177,0.9238365836778215,0.7190189897771773,0.818473835223772
100,top5,60,0.0,0.0,0.10114882107782544,0.5797549368970351,-0.31502043192869,0.6710585240168163,0.5340809028640424,0.5514347250638091
100,top50,60,0.0,0.36666666666666664,0.07852975462789795,0.8218163840646944,-0.1730953862347432,0.9517914628287175,0.7018250993969086,0.8417323837192843
