rule,wsel,split,rung,matching,scope,stat,family,feasible,panels,n,n_QROLL,win_PRE,win_POST,delta,null_mean,null_sd,null_lo,null_hi,p,sig,headline
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,RAW,ABS,True,"U56,B136,SMALL663",648.0,432.0,0.2777777777777778,0.7777777777777778,0.5,0.5121388888888889,0.05076095614244924,0.4164351851851852,0.6111111111111112,0.6423576423576424,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,RAW,QEXP,True,"U56,B136,SMALL663",648.0,432.0,0.2777777777777778,0.6666666666666666,0.38888888888888884,0.5139907407407407,0.05130714518213525,0.40740740740740744,0.6111111111111112,0.99000999000999,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,RAW,QROLL,True,"U56,B136,SMALL663",648.0,432.0,0.4351851851851852,0.9814814814814815,0.5462962962962963,0.511986111111111,0.016217818158494105,0.4791666666666667,0.5462962962962963,0.029970029970029972,True,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,HEADROOM,ABS,True,"U56,B136,SMALL663",648.0,432.0,0.2777777777777778,0.7777777777777778,0.6923076923076923,0.8283926099944255,0.046569602878822995,0.734375,0.9155223004694836,0.994005994005994,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,HEADROOM,QEXP,True,"U56,B136,SMALL663",648.0,432.0,0.2777777777777778,0.6666666666666666,0.5384615384615384,0.8288826683185295,0.04670601385294468,0.7301251008878127,0.9130622188905546,1.0,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,HEADROOM,QROLL,True,"U56,B136,SMALL663",648.0,432.0,0.4351851851851852,0.9814814814814815,0.9672131147540982,0.8302266236500161,0.014580863242369402,0.8030288948969246,0.8582490004997502,0.000999000999000999,True,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,LOGODDS,ABS,True,"U56,B136,SMALL663",648.0,432.0,0.2777777777777778,0.7777777777777778,2.183450357987444,2.612127027385731,0.34642467161599777,2.010179697023773,3.32316309016952,0.8901098901098901,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,LOGODDS,QEXP,True,"U56,B136,SMALL663",648.0,432.0,0.2777777777777778,0.6666666666666666,1.6316462424471803,2.6214270147498384,0.3512689810869021,1.9811250553463795,3.3261422154996585,1.0,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,LOGODDS,QROLL,True,"U56,B136,SMALL663",648.0,432.0,0.4351851851851852,0.9814814814814815,4.170963144281992,2.614953937421422,0.10811573246362492,2.41159128889856,2.8423386969256725,0.000999000999000999,True,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,POOLED,RAW,ADV,True,"U56,B136,SMALL663",648.0,432.0,0.15740740740740738,0.20370370370370372,0.046296296296296335,0.00894907407407407,0.05500706902166565,-0.09259259259259262,0.12274305555555555,0.4115884115884116,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,RAW,ABS,True,"U56,B136,SMALL663",216.0,144.0,0.3333333333333333,1.0,0.6666666666666667,0.7328888888888888,0.06847445128567249,0.5833333333333334,0.8611111111111112,0.8801198801198801,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,RAW,QEXP,True,"U56,B136,SMALL663",216.0,144.0,0.0,0.6666666666666666,0.6666666666666666,0.7353055555555554,0.06610190074627147,0.6104166666666666,0.8611111111111112,0.9070929070929071,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,RAW,QROLL,True,"U56,B136,SMALL663",216.0,144.0,0.2361111111111111,1.0,0.7638888888888888,0.7301736111111111,0.0209130927438218,0.6875,0.7708333333333334,0.07092907092907093,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,HEADROOM,ABS,True,"U56,B136,SMALL663",216.0,144.0,0.3333333333333333,1.0,1.0,0.9291166005588163,0.04500394692276417,0.8275862068965518,1.0,0.1038961038961039,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,HEADROOM,QEXP,True,"U56,B136,SMALL663",216.0,144.0,0.0,0.6666666666666666,0.6666666666666666,0.931487723278173,0.04370810855522071,0.8387096774193549,1.0,1.0,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,HEADROOM,QROLL,True,"U56,B136,SMALL663",216.0,144.0,0.2361111111111111,1.0,1.0,0.9290517524896945,0.013728607156063942,0.9026548672566372,0.956149885583524,0.000999000999000999,True,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,LOGODDS,ABS,True,"U56,B136,SMALL663",216.0,144.0,0.3333333333333333,1.0,4.963403914390819,4.095315859181423,0.7196705424422077,2.915099759987104,5.836383947860167,0.12187812187812187,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,LOGODDS,QEXP,True,"U56,B136,SMALL663",216.0,144.0,0.0,0.6666666666666666,4.963403914390817,4.129883409703109,0.7354007938210488,2.9544936165266606,5.836383947860167,0.14185814185814186,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,LOGODDS,QROLL,True,"U56,B136,SMALL663",216.0,144.0,0.2361111111111111,1.0,6.830482885032924,4.083742748008953,0.21832317006031324,3.693467574779882,4.556836376308811,0.000999000999000999,True,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,U56,RAW,ADV,True,"U56,B136,SMALL663",216.0,144.0,-0.09722222222222221,0.0,0.09722222222222221,0.013118055555555565,0.07170127430858625,-0.1182291666666667,0.15295138888888873,0.19480519480519481,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,B136,RAW,ABS,True,"U56,B136,SMALL663",216.0,144.0,0.0,0.7777777777777778,0.7777777777777778,0.6555,0.07705061913456718,0.5,0.7777777777777778,0.06693306693306693,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,B136,RAW,QEXP,True,"U56,B136,SMALL663",216.0,144.0,0.0,0.6666666666666666,0.6666666666666666,0.65625,0.07636581941010419,0.5,0.8055555555555556,0.5044955044955045,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,B136,RAW,QROLL,True,"U56,B136,SMALL663",216.0,144.0,0.3611111111111111,0.9861111111111112,0.625,0.6581736111111111,0.02443186293230645,0.6111111111111112,0.7015624999999999,0.945054945054945,False,False
RAW,ALL,2012-12-31,0.0,FULLMATCH,B136,HEADROOM,ABS,True,"U56,B136,SMALL663",216.0,144.0,0.0,0.7777777777777778,0.7777777777777778,0.8654140911469098,0.06052057805175169,0.7391304347826089,0.9655172413793103,0.919080919080919,False,False
