sel,corpus,cell,pick,Sharpe_OOS,CAGR_OOS,MaxDD_OOS
S2 gate ABS/MAX,T,broad/POS/m=1.0/10bps,PRICE,0.6558911054978407,0.0771260131576998,-0.2425587886304139
S2 gate ABS/Q95,T,broad/POS/m=1.0/10bps,PRICE,0.6558911054978407,0.0771260131576998,-0.2425587886304139
S2 gate SIGNED/MAX,T,broad/POS/m=1.0/10bps,(none),0.8919165372280256,0.1248679201013094,-0.2005204833110832
S2 gate SIGNED/Q95,T,broad/POS/m=1.0/10bps,(none),0.8919165372280256,0.1248679201013094,-0.2005204833110832
REF RULES v1,T,broad/POS/m=1.0/10bps,-,0.5762505378038233,0.05941502665859644,-0.2119126361153264
REF SPY,T,broad/POS/m=1.0/10bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,broad/POS/m=1.0/25bps,-,0.7433679864583754,0.1011726327872084,-0.2015531702965417
S1 IS-argmax (no gate),T,broad/POS/m=1.0/25bps,R6,0.8784552256297127,0.1224972225921692,-0.1991986734610822
S2 gate ABS/MAX,T,broad/POS/m=1.0/25bps,PRICE,0.5234470584210125,0.0594421359232737,-0.2558798803859792
S2 gate ABS/Q95,T,broad/POS/m=1.0/25bps,PRICE,0.5234470584210125,0.0594421359232737,-0.2558798803859792
S2 gate SIGNED/MAX,T,broad/POS/m=1.0/25bps,(none),0.7433679864583754,0.1011726327872084,-0.2015531702965417
S2 gate SIGNED/Q95,T,broad/POS/m=1.0/25bps,R6,0.8784552256297127,0.1224972225921692,-0.1991986734610822
REF RULES v1,T,broad/POS/m=1.0/25bps,-,0.15539928865606328,0.011143568780353386,-0.26721084947028584
REF SPY,T,broad/POS/m=1.0/25bps,-,0.8820239235972316,0.1545044425578177,-0.3371595330739301
S0 do-nothing,T,small/NEG/m=0.2/10bps,-,0.487330838507868,0.0723285447316959,-0.27432604586461
S1 IS-argmax (no gate),T,small/NEG/m=0.2/10bps,R3,0.7114796036041349,0.1158133662790097,-0.2513808233447111
S2 gate ABS/MAX,T,small/NEG/m=0.2/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate ABS/Q95,T,small/NEG/m=0.2/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate SIGNED/MAX,T,small/NEG/m=0.2/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate SIGNED/Q95,T,small/NEG/m=0.2/10bps,R3,0.7114796036041349,0.1158133662790097,-0.2513808233447111
REF RULES v1,T,small/NEG/m=0.2/10bps,-,0.49230650885687877,0.06352093691071903,-0.3612439163986053
REF SPY,T,small/NEG/m=0.2/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/NEG/m=0.2/25bps,-,0.3016001543363935,0.038112002378476,-0.3513764153800931
S1 IS-argmax (no gate),T,small/NEG/m=0.2/25bps,R3,0.537235271282351,0.0821979349153598,-0.2918629669635677
S2 gate ABS/MAX,T,small/NEG/m=0.2/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate ABS/Q95,T,small/NEG/m=0.2/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate SIGNED/MAX,T,small/NEG/m=0.2/25bps,R3,0.537235271282351,0.0821979349153598,-0.2918629669635677
S2 gate SIGNED/Q95,T,small/NEG/m=0.2/25bps,R3,0.537235271282351,0.0821979349153598,-0.2918629669635677
REF RULES v1,T,small/NEG/m=0.2/25bps,-,0.16733509102091268,0.013883319212295575,-0.4542759136476483
REF SPY,T,small/NEG/m=0.2/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/NEG/m=0.5/10bps,-,0.487330838507868,0.0723285447316959,-0.27432604586461
S1 IS-argmax (no gate),T,small/NEG/m=0.5/10bps,VOL,0.4608347444566271,0.0565980866741417,-0.2848544163755988
S2 gate ABS/MAX,T,small/NEG/m=0.5/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate ABS/Q95,T,small/NEG/m=0.5/10bps,VOL,0.4608347444566271,0.0565980866741417,-0.2848544163755988
S2 gate SIGNED/MAX,T,small/NEG/m=0.5/10bps,VOL,0.4608347444566271,0.0565980866741417,-0.2848544163755988
S2 gate SIGNED/Q95,T,small/NEG/m=0.5/10bps,VOL,0.4608347444566271,0.0565980866741417,-0.2848544163755988
REF RULES v1,T,small/NEG/m=0.5/10bps,-,0.49230650885687877,0.06352093691071903,-0.3612439163986053
REF SPY,T,small/NEG/m=0.5/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/NEG/m=0.5/25bps,-,0.3016001543363935,0.038112002378476,-0.3513764153800931
S1 IS-argmax (no gate),T,small/NEG/m=0.5/25bps,VOL,0.1978704574776254,0.0181231701470541,-0.327677764709457
S2 gate ABS/MAX,T,small/NEG/m=0.5/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate ABS/Q95,T,small/NEG/m=0.5/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate SIGNED/MAX,T,small/NEG/m=0.5/25bps,VOL,0.1978704574776254,0.0181231701470541,-0.327677764709457
S2 gate SIGNED/Q95,T,small/NEG/m=0.5/25bps,VOL,0.1978704574776254,0.0181231701470541,-0.327677764709457
REF RULES v1,T,small/NEG/m=0.5/25bps,-,0.16733509102091268,0.013883319212295575,-0.4542759136476483
REF SPY,T,small/NEG/m=0.5/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/NEG/m=1.0/10bps,-,0.487330838507868,0.0723285447316959,-0.27432604586461
S1 IS-argmax (no gate),T,small/NEG/m=1.0/10bps,PRICE,1.1904378531295556,0.2059238182131042,-0.2735153643605547
S2 gate ABS/MAX,T,small/NEG/m=1.0/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate ABS/Q95,T,small/NEG/m=1.0/10bps,PRICE,1.1904378531295556,0.2059238182131042,-0.2735153643605547
S2 gate SIGNED/MAX,T,small/NEG/m=1.0/10bps,PRICE,1.1904378531295556,0.2059238182131042,-0.2735153643605547
S2 gate SIGNED/Q95,T,small/NEG/m=1.0/10bps,PRICE,1.1904378531295556,0.2059238182131042,-0.2735153643605547
REF RULES v1,T,small/NEG/m=1.0/10bps,-,0.49230650885687877,0.06352093691071903,-0.3612439163986053
REF SPY,T,small/NEG/m=1.0/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/NEG/m=1.0/25bps,-,0.3016001543363935,0.038112002378476,-0.3513764153800931
S1 IS-argmax (no gate),T,small/NEG/m=1.0/25bps,PRICE,1.012017795300428,0.1701257225348962,-0.2759509668654974
S2 gate ABS/MAX,T,small/NEG/m=1.0/25bps,R6,-0.3180370055196281,-0.0592270926207805,-0.5471220633214855
S2 gate ABS/Q95,T,small/NEG/m=1.0/25bps,R6,-0.3180370055196281,-0.0592270926207805,-0.5471220633214855
S2 gate SIGNED/MAX,T,small/NEG/m=1.0/25bps,PRICE,1.012017795300428,0.1701257225348962,-0.2759509668654974
S2 gate SIGNED/Q95,T,small/NEG/m=1.0/25bps,PRICE,1.012017795300428,0.1701257225348962,-0.2759509668654974
REF RULES v1,T,small/NEG/m=1.0/25bps,-,0.16733509102091268,0.013883319212295575,-0.4542759136476483
REF SPY,T,small/NEG/m=1.0/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/POS/m=0.2/10bps,-,0.487330838507868,0.0723285447316959,-0.27432604586461
S1 IS-argmax (no gate),T,small/POS/m=0.2/10bps,R6,0.5309876813983312,0.0807507767047774,-0.2838860922177145
S2 gate ABS/MAX,T,small/POS/m=0.2/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate ABS/Q95,T,small/POS/m=0.2/10bps,PRICE,0.1228406974020159,0.006442266830245,-0.4508308887947556
S2 gate SIGNED/MAX,T,small/POS/m=0.2/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate SIGNED/Q95,T,small/POS/m=0.2/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
REF RULES v1,T,small/POS/m=0.2/10bps,-,0.49230650885687877,0.06352093691071903,-0.3612439163986053
REF SPY,T,small/POS/m=0.2/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/POS/m=0.2/25bps,-,0.3016001543363935,0.038112002378476,-0.3513764153800931
S1 IS-argmax (no gate),T,small/POS/m=0.2/25bps,R6,0.3469468800877522,0.0464748854650061,-0.3178066739932791
S2 gate ABS/MAX,T,small/POS/m=0.2/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate ABS/Q95,T,small/POS/m=0.2/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate SIGNED/MAX,T,small/POS/m=0.2/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate SIGNED/Q95,T,small/POS/m=0.2/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
REF RULES v1,T,small/POS/m=0.2/25bps,-,0.16733509102091268,0.013883319212295575,-0.4542759136476483
REF SPY,T,small/POS/m=0.2/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/POS/m=0.5/10bps,-,0.487330838507868,0.0723285447316959,-0.27432604586461
S1 IS-argmax (no gate),T,small/POS/m=0.5/10bps,MOM,0.6217765458132766,0.0985495641389471,-0.2493427820516883
S2 gate ABS/MAX,T,small/POS/m=0.5/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate ABS/Q95,T,small/POS/m=0.5/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate SIGNED/MAX,T,small/POS/m=0.5/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate SIGNED/Q95,T,small/POS/m=0.5/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
REF RULES v1,T,small/POS/m=0.5/10bps,-,0.49230650885687877,0.06352093691071903,-0.3612439163986053
REF SPY,T,small/POS/m=0.5/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/POS/m=0.5/25bps,-,0.3016001543363935,0.038112002378476,-0.3513764153800931
S1 IS-argmax (no gate),T,small/POS/m=0.5/25bps,MOM,0.4463711386857449,0.0651468915756818,-0.277857276527461
S2 gate ABS/MAX,T,small/POS/m=0.5/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate ABS/Q95,T,small/POS/m=0.5/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate SIGNED/MAX,T,small/POS/m=0.5/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate SIGNED/Q95,T,small/POS/m=0.5/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
REF RULES v1,T,small/POS/m=0.5/25bps,-,0.16733509102091268,0.013883319212295575,-0.4542759136476483
REF SPY,T,small/POS/m=0.5/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/POS/m=1.0/10bps,-,0.487330838507868,0.0723285447316959,-0.27432604586461
S1 IS-argmax (no gate),T,small/POS/m=1.0/10bps,MOM,0.707538850428491,0.1160924884723426,-0.2535739938183107
S2 gate ABS/MAX,T,small/POS/m=1.0/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate ABS/Q95,T,small/POS/m=1.0/10bps,VOL,0.432462848586216,0.0646560977805166,-0.2880514887320725
S2 gate SIGNED/MAX,T,small/POS/m=1.0/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
S2 gate SIGNED/Q95,T,small/POS/m=1.0/10bps,(none),0.487330838507868,0.0723285447316959,-0.27432604586461
REF RULES v1,T,small/POS/m=1.0/10bps,-,0.49230650885687877,0.06352093691071903,-0.3612439163986053
REF SPY,T,small/POS/m=1.0/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,small/POS/m=1.0/25bps,-,0.3016001543363935,0.038112002378476,-0.3513764153800931
S1 IS-argmax (no gate),T,small/POS/m=1.0/25bps,MOM,0.538232400374953,0.0830892767877145,-0.2556795845353369
S2 gate ABS/MAX,T,small/POS/m=1.0/25bps,VOL,0.1663441707504224,0.0137076552043091,-0.4050792201735457
S2 gate ABS/Q95,T,small/POS/m=1.0/25bps,VOL,0.1663441707504224,0.0137076552043091,-0.4050792201735457
S2 gate SIGNED/MAX,T,small/POS/m=1.0/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
S2 gate SIGNED/Q95,T,small/POS/m=1.0/25bps,(none),0.3016001543363935,0.038112002378476,-0.3513764153800931
REF RULES v1,T,small/POS/m=1.0/25bps,-,0.16733509102091268,0.013883319212295575,-0.4542759136476483
REF SPY,T,small/POS/m=1.0/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/NEG/m=0.2/10bps,-,1.167991233806965,0.1436057127328029,-0.183083486978781
S1 IS-argmax (no gate),T,u56/NEG/m=0.2/10bps,PRICE,1.2330830491171572,0.1513047784269388,-0.1838893511865568
S2 gate ABS/MAX,T,u56/NEG/m=0.2/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
S2 gate ABS/Q95,T,u56/NEG/m=0.2/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
S2 gate SIGNED/MAX,T,u56/NEG/m=0.2/10bps,PRICE,1.2330830491171572,0.1513047784269388,-0.1838893511865568
S2 gate SIGNED/Q95,T,u56/NEG/m=0.2/10bps,PRICE,1.2330830491171572,0.1513047784269388,-0.1838893511865568
REF RULES v1,T,u56/NEG/m=0.2/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,T,u56/NEG/m=0.2/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/NEG/m=0.2/25bps,-,1.0495601201126592,0.1273070364360544,-0.1844071220073724
S1 IS-argmax (no gate),T,u56/NEG/m=0.2/25bps,PRICE,1.1175555698125903,0.1354275911095146,-0.1852092701757738
S2 gate ABS/MAX,T,u56/NEG/m=0.2/25bps,(none),1.0495601201126592,0.1273070364360544,-0.1844071220073724
S2 gate ABS/Q95,T,u56/NEG/m=0.2/25bps,(none),1.0495601201126592,0.1273070364360544,-0.1844071220073724
S2 gate SIGNED/MAX,T,u56/NEG/m=0.2/25bps,PRICE,1.1175555698125903,0.1354275911095146,-0.1852092701757738
S2 gate SIGNED/Q95,T,u56/NEG/m=0.2/25bps,PRICE,1.1175555698125903,0.1354275911095146,-0.1852092701757738
REF RULES v1,T,u56/NEG/m=0.2/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,T,u56/NEG/m=0.2/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/NEG/m=0.5/10bps,-,1.167991233806965,0.1436057127328029,-0.183083486978781
S1 IS-argmax (no gate),T,u56/NEG/m=0.5/10bps,PRICE,1.2159833321640283,0.145467397633537,-0.1814963352072309
S2 gate ABS/MAX,T,u56/NEG/m=0.5/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
S2 gate ABS/Q95,T,u56/NEG/m=0.5/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
S2 gate SIGNED/MAX,T,u56/NEG/m=0.5/10bps,PRICE,1.2159833321640283,0.145467397633537,-0.1814963352072309
S2 gate SIGNED/Q95,T,u56/NEG/m=0.5/10bps,PRICE,1.2159833321640283,0.145467397633537,-0.1814963352072309
REF RULES v1,T,u56/NEG/m=0.5/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,T,u56/NEG/m=0.5/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/NEG/m=0.5/25bps,-,1.0495601201126592,0.1273070364360544,-0.1844071220073724
S1 IS-argmax (no gate),T,u56/NEG/m=0.5/25bps,PRICE,1.098934881231541,0.1298562224745878,-0.1830977858695656
S2 gate ABS/MAX,T,u56/NEG/m=0.5/25bps,(none),1.0495601201126592,0.1273070364360544,-0.1844071220073724
S2 gate ABS/Q95,T,u56/NEG/m=0.5/25bps,(none),1.0495601201126592,0.1273070364360544,-0.1844071220073724
S2 gate SIGNED/MAX,T,u56/NEG/m=0.5/25bps,PRICE,1.098934881231541,0.1298562224745878,-0.1830977858695656
S2 gate SIGNED/Q95,T,u56/NEG/m=0.5/25bps,PRICE,1.098934881231541,0.1298562224745878,-0.1830977858695656
REF RULES v1,T,u56/NEG/m=0.5/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,T,u56/NEG/m=0.5/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/NEG/m=1.0/10bps,-,1.167991233806965,0.1436057127328029,-0.183083486978781
S1 IS-argmax (no gate),T,u56/NEG/m=1.0/10bps,PRICE,1.2539856703245231,0.1402702521015875,-0.176517259408882
S2 gate ABS/MAX,T,u56/NEG/m=1.0/10bps,MOM,1.048557043083769,0.0965567212987212,-0.1470895526308706
S2 gate ABS/Q95,T,u56/NEG/m=1.0/10bps,MOM,1.048557043083769,0.0965567212987212,-0.1470895526308706
S2 gate SIGNED/MAX,T,u56/NEG/m=1.0/10bps,PRICE,1.2539856703245231,0.1402702521015875,-0.176517259408882
S2 gate SIGNED/Q95,T,u56/NEG/m=1.0/10bps,PRICE,1.2539856703245231,0.1402702521015875,-0.176517259408882
REF RULES v1,T,u56/NEG/m=1.0/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,T,u56/NEG/m=1.0/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/NEG/m=1.0/25bps,-,1.0495601201126592,0.1273070364360544,-0.1844071220073724
S1 IS-argmax (no gate),T,u56/NEG/m=1.0/25bps,PRICE,1.1301365234191156,0.1249135309867508,-0.1782115551138113
S2 gate ABS/MAX,T,u56/NEG/m=1.0/25bps,MOM,0.7904587037478086,0.0709112207380961,-0.1489315788628548
S2 gate ABS/Q95,T,u56/NEG/m=1.0/25bps,MOM,0.7904587037478086,0.0709112207380961,-0.1489315788628548
S2 gate SIGNED/MAX,T,u56/NEG/m=1.0/25bps,PRICE,1.1301365234191156,0.1249135309867508,-0.1782115551138113
S2 gate SIGNED/Q95,T,u56/NEG/m=1.0/25bps,PRICE,1.1301365234191156,0.1249135309867508,-0.1782115551138113
REF RULES v1,T,u56/NEG/m=1.0/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,T,u56/NEG/m=1.0/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/POS/m=0.2/10bps,-,1.167991233806965,0.1436057127328029,-0.183083486978781
S1 IS-argmax (no gate),T,u56/POS/m=0.2/10bps,R6,1.1557695037645048,0.141875999538189,-0.1820629030157809
S2 gate ABS/MAX,T,u56/POS/m=0.2/10bps,PRICE,1.115865519677178,0.1367905137610576,-0.1844176414395754
S2 gate ABS/Q95,T,u56/POS/m=0.2/10bps,PRICE,1.115865519677178,0.1367905137610576,-0.1844176414395754
S2 gate SIGNED/MAX,T,u56/POS/m=0.2/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
S2 gate SIGNED/Q95,T,u56/POS/m=0.2/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
REF RULES v1,T,u56/POS/m=0.2/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,T,u56/POS/m=0.2/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/POS/m=0.2/25bps,-,1.0495601201126592,0.1273070364360544,-0.1844071220073724
S1 IS-argmax (no gate),T,u56/POS/m=0.2/25bps,R6,1.0395679011027164,0.1259108431933093,-0.1832981909874762
S2 gate ABS/MAX,T,u56/POS/m=0.2/25bps,PRICE,0.9975446464119536,0.1205455089273008,-0.1857316211404637
S2 gate ABS/Q95,T,u56/POS/m=0.2/25bps,PRICE,0.9975446464119536,0.1205455089273008,-0.1857316211404637
S2 gate SIGNED/MAX,T,u56/POS/m=0.2/25bps,(none),1.0495601201126592,0.1273070364360544,-0.1844071220073724
S2 gate SIGNED/Q95,T,u56/POS/m=0.2/25bps,(none),1.0495601201126592,0.1273070364360544,-0.1844071220073724
REF RULES v1,T,u56/POS/m=0.2/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,T,u56/POS/m=0.2/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/POS/m=0.5/10bps,-,1.167991233806965,0.1436057127328029,-0.183083486978781
S1 IS-argmax (no gate),T,u56/POS/m=0.5/10bps,MOM,1.067039795043713,0.1313708987338711,-0.1884092966857961
S2 gate ABS/MAX,T,u56/POS/m=0.5/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
S2 gate ABS/Q95,T,u56/POS/m=0.5/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
S2 gate SIGNED/MAX,T,u56/POS/m=0.5/10bps,(none),1.167991233806965,0.1436057127328029,-0.183083486978781
S2 gate SIGNED/Q95,T,u56/POS/m=0.5/10bps,MOM,1.067039795043713,0.1313708987338711,-0.1884092966857961
REF RULES v1,T,u56/POS/m=0.5/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,T,u56/POS/m=0.5/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/POS/m=0.5/25bps,-,1.0495601201126592,0.1273070364360544,-0.1844071220073724
S1 IS-argmax (no gate),T,u56/POS/m=0.5/25bps,MOM,0.9567138146146889,0.1161622425306858,-0.1898993632932419
S2 gate ABS/MAX,T,u56/POS/m=0.5/25bps,(none),1.0495601201126592,0.1273070364360544,-0.1844071220073724
S2 gate ABS/Q95,T,u56/POS/m=0.5/25bps,(none),1.0495601201126592,0.1273070364360544,-0.1844071220073724
S2 gate SIGNED/MAX,T,u56/POS/m=0.5/25bps,MOM,0.9567138146146889,0.1161622425306858,-0.1898993632932419
S2 gate SIGNED/Q95,T,u56/POS/m=0.5/25bps,MOM,0.9567138146146889,0.1161622425306858,-0.1898993632932419
REF RULES v1,T,u56/POS/m=0.5/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,T,u56/POS/m=0.5/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/POS/m=1.0/10bps,-,1.167991233806965,0.1436057127328029,-0.183083486978781
S1 IS-argmax (no gate),T,u56/POS/m=1.0/10bps,MOM,1.067066706876131,0.1316149573633025,-0.1887282862975291
S2 gate ABS/MAX,T,u56/POS/m=1.0/10bps,PRICE,1.0335306522354046,0.1147250645980662,-0.1679394416442656
S2 gate ABS/Q95,T,u56/POS/m=1.0/10bps,PRICE,1.0335306522354046,0.1147250645980662,-0.1679394416442656
S2 gate SIGNED/MAX,T,u56/POS/m=1.0/10bps,MOM,1.067066706876131,0.1316149573633025,-0.1887282862975291
S2 gate SIGNED/Q95,T,u56/POS/m=1.0/10bps,MOM,1.067066706876131,0.1316149573633025,-0.1887282862975291
REF RULES v1,T,u56/POS/m=1.0/10bps,-,0.747063834691694,0.07730300522922962,-0.13827796154480798
REF SPY,T,u56/POS/m=1.0/10bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
S0 do-nothing,T,u56/POS/m=1.0/25bps,-,1.0495601201126592,0.1273070364360544,-0.1844071220073724
S1 IS-argmax (no gate),T,u56/POS/m=1.0/25bps,MOM,0.9600721347699912,0.1168346715462318,-0.1903085994232228
S2 gate ABS/MAX,T,u56/POS/m=1.0/25bps,PRICE,0.9251256132379396,0.1013838638112289,-0.1689861973417717
S2 gate ABS/Q95,T,u56/POS/m=1.0/25bps,PRICE,0.9251256132379396,0.1013838638112289,-0.1689861973417717
S2 gate SIGNED/MAX,T,u56/POS/m=1.0/25bps,MOM,0.9600721347699912,0.1168346715462318,-0.1903085994232228
S2 gate SIGNED/Q95,T,u56/POS/m=1.0/25bps,MOM,0.9600721347699912,0.1168346715462318,-0.1903085994232228
REF RULES v1,T,u56/POS/m=1.0/25bps,-,0.39920030769495,0.037834702288707334,-0.14177187688535975
REF SPY,T,u56/POS/m=1.0/25bps,-,0.8820107671822842,0.15450717694493266,-0.33717235283398284
