panel,cost,dial,arm,IS_CAGR,IS_Sharpe,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,pass4a,pass4b
U56,10,n,5,0.057594832494499926,0.6454227380337022,-0.1310182315179188,0.07479241968828898,0.709674711090317,-0.13827804260512755,0.06615895112623527,0.6779780040408172,-0.13827804260512744,False,False
U56,10,n,10,0.09128727672346892,0.9843386109945848,-0.08219689392909024,0.09211496888699777,0.8406323431516438,-0.1428158656394608,0.091701044364082,0.9019581017376975,-0.14281586563946058,False,False
U56,10,n,20,0.10115174928544657,1.0422487725010596,-0.10682569016576005,0.11320124119946628,0.9584585679754695,-0.19493435333984288,0.10716010317095637,0.9908356748945234,-0.194934353339843,False,True
U56,10,n,30,0.10785286489491619,1.1004176929736535,-0.103753268758219,0.12435958406001402,1.0424444629507625,-0.19165405980059713,0.11607570817258761,1.0631903310721798,-0.19165405980059724,False,True
U56,10,n,50,0.11231881597416837,1.1702467064939444,-0.11025855075947855,0.1182377284835412,1.0315684588113605,-0.18647418945576322,0.11527434567663963,1.0895121096218172,-0.18647418945576333,False,True
U56,10,band,0.0,0.07879081221757578,1.1861925989210094,-0.08704820115807743,0.08496397822280044,1.1565728836758973,-0.12011678946550963,0.08187299221941369,1.1692475633783586,-0.12011678946551008,False,False
U56,10,band,0.01,0.08073619165256773,1.2055422556493163,-0.07903350800412923,0.08694092638722162,1.1740641587970886,-0.12025474312825368,0.08383411891997561,1.187608034409547,-0.12025474312825346,False,False
U56,10,band,0.03,0.08338239018460492,1.2308642464341357,-0.07887427114195611,0.08952129433365386,1.182843123927143,-0.12054947359101997,0.08644750633071019,1.2037308291391255,-0.12054947359101975,False,False
U56,10,band,0.05,0.08116319476631229,1.1917385793343305,-0.07760042986321114,0.08540294237664914,1.1134979412531874,-0.12567309369317192,0.08328099438174097,1.1481765499430112,-0.1256730936931718,False,False
U56,10,band,0.08,0.08617950091345583,1.2408423000464754,-0.08467834877864477,0.08458335643318748,1.0727210509123946,-0.14466921777766606,0.0853811352652305,1.1484762967199986,-0.1446692177776664,False,False
U56,10,band,0.12,0.09018751294958416,1.2371491963137136,-0.09808063084363072,0.08387494271536777,1.0711452301434983,-0.12150487487373207,0.08702664555531459,1.1498993588171684,-0.12150487487373196,False,False
U56,10,gross,0.25,0.027530799996132282,1.2294220615330904,-0.026608379885781575,0.029622707999223508,1.1839240685608385,-0.040991624292728956,0.028576222185126232,1.203676260271072,-0.040991624292728734,False,False
U56,10,gross,0.5,0.05533371031668599,1.2301991952682225,-0.052901782453325885,0.05947687277952696,1.1834501599657088,-0.08117569024039983,0.057403262310617986,1.2037660239448476,-0.08117569024040006,False,False
U56,10,gross,0.75,0.08338239018460492,1.2308642464341357,-0.07887427114195611,0.08952129433365386,1.182843123927143,-0.12054947359101997,0.08644750633071019,1.2037308291391255,-0.12054947359101975,False,False
U56,10,gross,1.0,0.1116463145599349,1.2313933820683174,-0.10452242182198213,0.11971083320483844,1.1820923225070594,-0.15910993717728805,0.11567128721007824,1.2035536763611097,-0.15910993717728794,False,True
U56,10,volcap,0.3,0.08453571152521455,1.0422080520979655,-0.09703252844534382,0.06234466229143254,0.753391913241171,-0.21512409924357712,0.07338284139595475,0.8940668696850451,-0.21512409924357612,False,False
U56,10,volcap,0.45,0.09354064088854086,1.0378384822578932,-0.10059224371903386,0.09938449274681838,1.005984554750481,-0.15474285853160763,0.09645867354008342,1.0201095066660402,-0.15474285853160774,False,False
U56,10,volcap,0.6,0.10056512683289487,1.0727945875793974,-0.11203553743662154,0.10718931445879432,1.0277149313488687,-0.1587470298852739,0.10387225180061876,1.047494867635826,-0.15874702988527378,False,False
U56,10,volcap,0.9,0.11035079579315599,1.1542245593141987,-0.1087484662266418,0.10241811003454915,0.9367387404541689,-0.17143992843492706,0.10637734330274862,1.0339071669836113,-0.17143992843492717,False,True
U56,10,volcap,9.99,0.11263476395632699,1.171142478611223,-0.10874846622664192,0.11793576429833763,1.029688429555907,-0.186474189455763,0.11528211463665872,1.0891019919507448,-0.1864741894557631,False,True
U56,10,quantile,0.1,0.058193495196005474,0.6403585241427644,-0.17160149357044485,0.0623131783402644,0.603245742237712,-0.13823888580405008,0.06025133585422204,0.6189141438934687,-0.17160149357044485,False,False
U56,10,quantile,0.25,0.07318565370244645,0.8375163350025354,-0.11999953042046518,0.07659745166337095,0.7637966640660924,-0.1715836332965347,0.07489019901464466,0.7956708266739225,-0.1715836332965346,False,False
U56,10,quantile,0.5,0.08918046065160068,0.992188997677171,-0.10351382170572465,0.09762077123326285,0.9217545831036084,-0.17822520292729382,0.09339247172852372,0.9504625356806671,-0.17822520292729327,False,False
U56,10,quantile,0.75,0.10314576582759982,1.1007545008252952,-0.11877590876906241,0.11629231275078822,1.0617713468991496,-0.18130341582604936,0.10969957116191198,1.0764071994197282,-0.18130341582604925,False,True
U56,10,quantile,1.0,0.11233709473325915,1.170443836663985,-0.11025855075947855,0.11806140751808836,1.0309173294932363,-0.1864741894557631,0.11519557826062465,1.0893115025170133,-0.18647418945576322,False,True
U56,10,cadence,D,0.08025902940578922,1.1974197080816436,-0.08048167932802053,0.08771985349169742,1.190181488816319,-0.1123767659020457,0.08398302256001622,1.1924284159814045,-0.11237676590204548,False,False
U56,10,cadence,W,0.08338239018460492,1.2308642464341357,-0.07887427114195611,0.08952129433365386,1.182843123927143,-0.12054947359101997,0.08644750633071019,1.2037308291391255,-0.12054947359101975,False,False
U56,10,cadence,M,0.08682338831639691,1.2161948797905036,-0.08377186041310791,0.0912463242292072,1.1414598667074525,-0.14381692962088333,0.08903261089216263,1.1747684923493862,-0.14381692962088288,False,False
U56,10,cadence,Q,0.0815140457335326,1.1428518934863188,-0.10190228697920967,0.07917030713426909,0.8937786195566213,-0.1990160210220282,0.0803415408583914,0.9967069720819388,-0.19901602102202798,False,False
U56,25,n,5,0.02293920547150652,0.28895931933638686,-0.15629985151956372,0.034972932344401464,0.36675019869048575,-0.1417719578349731,0.028938476827889525,0.3299688165535248,-0.15629985151956372,False,False
U56,25,n,10,0.06508161797286705,0.7228596258433685,-0.08610945267298842,0.06442241673776605,0.611580765589872,-0.1562599438821064,0.06475196634035352,0.6592361959160621,-0.15625994388210684,False,False
