universe,book,conv,sleeve,group,bps,Sharpe,OOS_Sharpe,CAGR,p4b,p4a
u56,top20,natural,S4,A,0,1.3039470519967726,1.412687934377158,0.08480487909860024,False,True
u56,top20,natural,S4,A,5,1.2481927636516927,1.3604187384984043,0.08092925653242422,False,False
u56,top20,natural,S4,A,10,1.1923482704636108,1.308068871247853,0.07706715365031025,False,False
u56,top20,natural,S4,A,15,1.1364238570286245,1.2556466928670436,0.07321852441926091,False,False
u56,top20,natural,S4,A,20,1.080429855827329,1.203160599525135,0.06938332295920646,False,False
u56,top20,natural,S4,A,25,1.024376637682381,1.150619016596384,0.0655615035425059,False,False
u56,top20,natural,noDBC,A,0,1.3591481374608774,1.4519482654409581,0.08528299329461841,False,True
u56,top20,natural,noDBC,A,5,1.3018233217237387,1.3985658474663636,0.08144656998509814,False,True
u56,top20,natural,noDBC,A,10,1.2444010229145717,1.3450961595068243,0.07762338250431422,False,False
u56,top20,natural,noDBC,A,15,1.1868926712613008,1.2915483668522634,0.07381338630110812,False,False
u56,top20,natural,noDBC,A,20,1.1293097504604084,1.2379316755953595,0.07001653697056365,False,False
u56,top20,natural,noDBC,A,25,1.0716637862140017,1.1842553247197052,0.06623279025354378,False,False
u56,top20,natural,noGLD,A,0,1.2343798598667513,1.309957550164313,0.07665865972306585,False,False
u56,top20,natural,noGLD,A,5,1.1761245857221354,1.2556469295182842,0.07280595461831618,False,False
u56,top20,natural,noGLD,A,10,1.1177737035722983,1.2012542959353754,0.06896670133743021,False,False
u56,top20,natural,noGLD,A,15,1.0593393588573246,1.1467893676994954,0.06514085406973469,False,False
u56,top20,natural,noGLD,A,20,1.0008337528331641,1.0922619022431883,0.061328367156664676,False,False
u56,top20,natural,noGLD,A,25,0.9422691298367287,1.0376816874096384,0.05752919509127197,False,False
u56,top20,natural,GLDonly,B,0,1.1345542004807248,1.3067715397882482,0.1108848855638116,True,False
u56,top20,natural,GLDonly,B,5,1.09944619968803,1.275184557553707,0.10711197916731052,False,False
u56,top20,natural,GLDonly,B,10,1.0643048913450697,1.2435643779684726,0.10335153499867022,False,False
u56,top20,natural,GLDonly,B,15,1.029133343286475,1.2119131501237719,0.09960351303719173,False,False
u56,top20,natural,GLDonly,B,20,0.9939346310742534,1.1802330300307147,0.09586787338708325,False,False
u56,top20,natural,GLDonly,B,25,0.9587118366533414,1.1485261798861843,0.09214457627708295,False,False
u56,top20,natural,GLD_UUP,B,0,1.347477389767704,1.4988081626273597,0.08870519163911372,False,False
u56,top20,natural,GLD_UUP,B,5,1.2931472551641787,1.4485290309585344,0.0848875465381933,False,False
u56,top20,natural,GLD_UUP,B,10,1.2387360993257857,1.3981724498674482,0.08108295108029262,False,False
u56,top20,natural,GLD_UUP,B,15,1.1842542118856387,1.3477465171655967,0.07729136179733942,False,False
u56,top20,natural,GLD_UUP,B,20,1.1297119184288908,1.297259361419099,0.07351273536230374,False,False
u56,top20,natural,GLD_UUP,B,25,1.0751195707163852,1.2467191354017517,0.06974702858875226,False,False
u56,top20,natural,UUPonly,B,0,1.2014289827734788,1.3135230536618332,0.07436335650627512,False,False
u56,top20,natural,UUPonly,B,5,1.1451281824338004,1.2623290160489768,0.07066808489196608,False,False
u56,top20,natural,UUPonly,B,10,1.0887498195592595,1.2110636997656812,0.0669851654191378,False,False
u56,top20,natural,UUPonly,B,15,1.0323069151288216,1.1597367978767985,0.06331455797256846,False,False
u56,top20,natural,UUPonly,B,20,0.975812521531613,1.108358030047788,0.05965622256357017,False,False
u56,top20,natural,UUPonly,B,25,0.9192797075130351,1.0569371333613866,0.056010119329600094,False,False
