panel,L,w,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turnover,name_overlap_vs_frozen,keep4a,keep4b_full,keep4b_oos,keep4b_full_and_oos,leg_H1,leg_H2,leg_DD,leg_CAGR,d_Sharpe_vs_frozen,d_OOS_Sharpe_vs_frozen,d_MaxDD_vs_frozen,spy_Sharpe,spy_CAGR,spy_MaxDD,live_Sharpe,live_MaxDD
U56,63,0.0,0.1580277627432507,1.1536628182453899,-0.19127562163086154,1.206681820782339,1.1203431790756466,1.1157631659166949,0.17323365236641464,1.185677704201696,-0.19127562163086187,2.871270351412813,1.0,False,True,True,True,True,True,True,True,0.0,0.0,0.0,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,63,0.1,0.1519100119296397,1.1249443052238504,-0.19127562163086198,1.168175900188002,1.1018342976571547,1.0676830063490672,0.17026170552979458,1.171203751846237,-0.19127562163086198,2.9519956696482743,0.9136005256241787,False,True,True,True,True,True,True,True,-0.028718513021539493,-0.014473952355458897,-4.440892098500626e-16,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,63,0.2,0.15312410696898393,1.1557320076784614,-0.1825469531461582,1.195071839132026,1.1326924450186053,1.1140020925922656,0.16782826759944292,1.1902608503797898,-0.18254695314615854,3.0663178371812414,0.8615308804204993,False,True,True,True,True,True,True,True,0.00206918943307155,0.004583146178093855,0.008728668484703328,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,63,0.35,0.13664957179006976,1.0692756067975975,-0.20044050166893435,1.102634459144102,1.0506660195862083,0.9968111635300985,0.15355851114032748,1.125510637889338,-0.2004405016689349,3.145186299016494,0.7886552781427946,False,True,True,True,True,True,True,True,-0.08438721144779238,-0.06016706631235791,-0.009164880038072809,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,63,0.5,0.1385172529848382,1.1226253774587776,-0.19450093882913766,1.214548904095297,1.0574753350998383,1.1194108832923135,0.148321758840241,1.1299308466516926,-0.19450093882913744,3.142449248113554,0.7262921594393342,False,True,True,True,True,True,True,True,-0.031037440786612303,-0.055746857550003304,-0.003225317198276123,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,63,0.75,0.12592593551138664,1.088590890437986,-0.1943559852725244,1.2326921668619026,0.984203554987791,1.1444841233982361,0.12943379792197085,1.0544508169885012,-0.1943559852725243,3.1713334384734413,0.6220981165133597,False,True,True,True,True,True,True,True,-0.0650719278074039,-0.13122688721319475,-0.0030803636416628644,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,63,1.0,0.11803405755632479,1.0614177713397488,-0.1996363596322397,1.1955290590215748,0.9604282494050197,1.0923826821408207,0.12199598054880822,1.0425763061525177,-0.19963635963223958,3.182092331799077,0.5676193604905826,False,True,True,True,True,True,True,True,-0.09224504690564106,-0.1431013980491782,-0.008360738001378154,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,126,0.0,0.1580277627432507,1.1536628182453899,-0.19127562163086154,1.206681820782339,1.1203431790756466,1.1157631659166949,0.17323365236641464,1.185677704201696,-0.19127562163086187,2.871270351412813,1.0,False,True,True,True,True,True,True,True,0.0,0.0,0.0,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,126,0.1,0.1589886553914197,1.1647527439146639,-0.18972702069232283,1.1986375070903639,1.1474588067370541,1.1106034076548716,0.17640798501869792,1.2084829890054343,-0.18972702069232295,2.9074636434964303,0.9345159877354359,False,True,True,True,True,True,True,True,0.011089925669274026,0.022805284803738335,0.0015486009385387023,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
U56,126,0.2,0.14647732119089873,1.0931693475246784,-0.2117736884971546,1.1765172154373782,1.0354685816520162,1.080396603602972,0.15828755035727426,1.107421407502674,-0.21177368849715406,2.957081680129481,0.870455540954884,False,False,False,False,True,True,False,True,-0.06049347072071143,-0.0782562966990219,-0.020498066866293074,0.8844382267420076,0.1512259848581483,-0.3371728920067375,1.2011323521926403,-0.12054956914840909
