panel,proxy,n,cap_IS,agree_IS_fit,agree_OOS_at_IScap,agree_OOS_at_060,rho_beta_IS_OOS,rho_betaIS_ddOOS,exante
U56,FULL,112,0.6809402326315888,0.9107142857142857,0.8482142857142857,0.875,0.9685847395111257,-0.9017956355975819,True
U56,DOWN,112,0.6590510672252974,0.9107142857142857,0.8482142857142857,0.8571428571428571,0.9403267854866154,-0.8730107869194952,True
U56,ROLL,112,0.6458020977457954,0.9910714285714286,0.9285714285714286,0.9285714285714286,0.9869166704522889,-0.955954875434127,True
U56,MAXROLL,112,0.8058295962790789,0.9821428571428571,0.9375,0.8482142857142857,0.9922561855957401,-0.945812374631515,True
U56,EWMA,112,0.6985503237083632,0.9285714285714286,0.8660714285714286,0.8928571428571429,0.9879004652663134,-0.9318923828125113,True
U56,SEMI,112,0.6374671103126259,0.9196428571428571,0.8571428571428571,0.875,0.9729981756325831,-0.910790900809484,True
U56,TAIL10,112,0.6509129550621143,0.9017857142857143,0.8392857142857143,0.8482142857142857,0.7569406106160301,-0.6397791574656215,True
U56,HIVOL,112,0.6642422859262672,0.9107142857142857,0.8482142857142857,0.8571428571428571,0.9222073444497318,-0.7817462362636316,True
U56,SPYDD,112,0.7119528844584015,0.8660714285714286,0.8035714285714286,0.8125,0.21628228848575334,-0.2315352694198191,True
U56,SPYDD10,112,0.6376664750432519,0.9107142857142857,0.8482142857142857,0.875,0.9203872826997408,-0.7445088295859523,True
U56,DDWIN,100,0.6673029243419162,0.97,0.9,0.95,0.9104274510983185,-0.8339910348531941,False
B136,FULL,112,0.615267025729101,0.9375,0.8303571428571429,0.7946428571428571,0.9627045722775223,-0.9086429891566647,True
B136,DOWN,112,0.6214977307006493,0.9285714285714286,0.8214285714285714,0.7857142857142857,0.950322602330379,-0.902643258369314,True
B136,ROLL,112,0.7059578142795728,0.9821428571428571,0.875,0.8392857142857143,0.97955505634192,-0.9497671050192255,True
B136,MAXROLL,112,0.7369130957199743,0.9375,0.8303571428571429,0.8035714285714286,0.9930754179474056,-0.9047685889546818,True
B136,EWMA,112,0.648965603277491,0.9375,0.8303571428571429,0.8482142857142857,0.9826575742282327,-0.9380903857774865,True
B136,SEMI,112,0.5493816755648446,0.9375,0.8303571428571429,0.7946428571428571,0.9717240127738713,-0.9185912607185968,True
B136,TAIL10,112,0.5825008561776541,0.9107142857142857,0.8035714285714286,0.8035714285714286,0.8037171727940349,-0.7059255895196681,True
B136,HIVOL,112,0.5753323123465395,0.9375,0.8303571428571429,0.8035714285714286,0.9417047854278987,-0.8440347770669528,True
B136,SPYDD,112,0.5515389516666518,0.9107142857142857,0.8035714285714286,0.7678571428571429,0.292111597579796,-0.26052801641862894,True
B136,SPYDD10,112,0.5812797458872403,0.9553571428571429,0.8482142857142857,0.8303571428571429,0.9525038767975594,-0.8318871145446618,True
B136,DDWIN,108,0.7138437718620958,0.9814814814814815,0.8703703703703703,0.8611111111111112,0.9077126721818236,-0.9221574953480949,False
SMALL,FULL,112,0.36323337957054563,0.9642857142857143,0.8839285714285714,0.7767857142857143,0.9577676255267765,-0.884258746486637,True
SMALL,DOWN,112,0.3497875267641303,0.9732142857142857,0.8571428571428571,0.7678571428571429,0.9312020139987183,-0.8386391038072999,True
SMALL,ROLL,112,0.3803219782912775,0.9553571428571429,0.875,0.7857142857142857,0.9588541546815189,-0.8789713678920924,True
SMALL,MAXROLL,112,0.5421215200448182,0.9464285714285714,0.8660714285714286,0.8303571428571429,0.9873397164370522,-0.8967883377282861,True
SMALL,EWMA,112,0.35823061018223035,0.9732142857142857,0.875,0.7767857142857143,0.9477446398971809,-0.8811650202502339,True
SMALL,SEMI,112,0.3598713374447192,0.9732142857142857,0.875,0.7767857142857143,0.9467833561091763,-0.8804129542038154,True
SMALL,TAIL10,112,0.3484704847773552,0.9553571428571429,0.8571428571428571,0.7678571428571429,0.8503260046345914,-0.6999341954735336,True
SMALL,HIVOL,112,0.3311868598403416,0.9375,0.8928571428571429,0.75,0.9659193120490561,-0.7723974682869658,True
SMALL,SPYDD,112,0.35530928198216366,0.9464285714285714,0.8482142857142857,0.7589285714285714,0.8391746694413131,-0.7226714583806529,True
SMALL,SPYDD10,112,0.3718751298366799,0.9553571428571429,0.875,0.7767857142857143,0.8917277813952411,-0.7164150948936745,True
SMALL,DDWIN,112,0.37002093587670754,0.9285714285714286,0.8303571428571429,0.6785714285714286,0.7445873156908784,-0.6811630660418888,False
