book,family,parent,arm,point,IS_Sharpe,IS_margin,OOS_Sharpe,OOS_margin,OOS_CAGR,OOS_MaxDD,fail4a,fail4b
SMALL439,SMALL,SMALL,CONST-W,W,0.42025439160371103,-0.9175520306437265,0.487330838507868,-0.8655687090708662,0.07232854473169592,-0.2743260458646113,"H1,H2","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,CONST-6W,6W,0.7609303193189481,-0.6780757869386685,0.4059905153747035,-0.9523010681676393,0.05969191590663092,-0.3949571667566285,"H2,DD","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,SEL-SHARPE,7W,0.7973468544392132,-0.6544144735457168,0.43013799730783275,-1.1911892578072072,0.06331120682378732,-0.3220017729152891,H2,"H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,SEL-4B,7W,0.7973468544392132,-0.6544144735457168,0.43013799730783275,-1.1911892578072072,0.06331120682378732,-0.3220017729152891,H2,"H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,RANDOM,W,0.42025439160371103,-0.9175520306437265,0.487330838507868,-0.8655687090708662,0.07232854473169592,-0.2743260458646113,"H1,H2","H1,H2,OOS,DD,CAGR"
SMALL439,SMALL,SMALL,ORACLE,2W,0.4978266017179058,-0.8781956239914439,0.5784234462723639,-0.7906625345122127,0.09047091797752294,-0.27270159186759413,H1,"H1,H2,OOS,DD,CAGR"
U56,U56,U56,CONST-W,W,1.0163842999145696,-0.07388289242805428,1.17749120356185,0.10001203539632986,0.14486778681551393,-0.18207063572861204,DD,-
U56,U56,U56,CONST-6W,6W,1.0099050574758015,0.024741949148810796,1.38311249762557,-0.08691622991925808,0.19036568379144336,-0.2198868615451911,DD,DD
U56,U56,U56,SEL-SHARPE,7W,1.1116040837360182,0.15177677066812828,1.0887587244871721,-0.06253009771351858,0.14549673934707874,-0.21495346380179325,DD,DD
U56,U56,U56,SEL-4B,7W,1.1116040837360182,0.15177677066812828,1.0887587244871721,-0.06253009771351858,0.14549673934707874,-0.21495346380179325,DD,DD
U56,U56,U56,RANDOM,2M,1.049883498348725,-0.033280550992215226,1.3337136170690904,0.005947503784457674,0.18033850563752996,-0.20110021139369294,DD,-
U56,U56,U56,ORACLE,6W,1.0099050574758015,0.024741949148810796,1.38311249762557,-0.08691622991925808,0.19036568379144336,-0.2198868615451911,DD,DD
ETF36,ETF,U56,CONST-W,W,0.6486226132711735,-0.5067309643377447,0.9048869067847203,-0.29462565206247304,0.07628977943243997,-0.1523376759698125,DD,"H1,H2,CAGR"
ETF36,ETF,U56,CONST-6W,6W,0.7014318772859243,-0.44016830272044355,1.0706759222739648,-0.08553017088817703,0.09890450618816793,-0.1850074867005933,DD,"H1,CAGR"
ETF36,ETF,U56,SEL-SHARPE,8W,0.8796082951250479,-0.26386247322283674,0.7902791962490644,-0.2487832063262613,0.08124787024490732,-0.2481499638878102,DD,"H2,OOS,DD,CAGR"
ETF36,ETF,U56,SEL-4B,8W,0.8796082951250479,-0.26386247322283674,0.7902791962490644,-0.2487832063262613,0.08124787024490732,-0.2481499638878102,DD,"H2,OOS,DD,CAGR"
ETF36,ETF,U56,RANDOM,W,0.6486226132711735,-0.5067309643377447,0.9048869067847203,-0.29462565206247304,0.07628977943243997,-0.1523376759698125,DD,"H1,H2,CAGR"
ETF36,ETF,U56,ORACLE,6W,0.7014318772859243,-0.44016830272044355,1.0706759222739648,-0.08553017088817703,0.09890450618816793,-0.1850074867005933,DD,"H1,CAGR"
SMALLk20d00,SMALL,SMALL,CONST-W,W,0.2810128617353148,-0.86418887171255,-0.3379145760638534,-1.6722780042059784,-0.02061496445863875,-0.2725488406509181,"H1,H2","H1,H2,OOS,DD,CAGR"
SMALLk20d00,SMALL,SMALL,CONST-6W,6W,0.36776308361004095,-0.819539787754565,-0.3942191028099591,-1.6948239654910027,-0.025250503934689528,-0.3185034353654824,"H1,H2","H1,H2,OOS,DD,CAGR"
SMALLk20d00,SMALL,SMALL,SEL-SHARPE,10W,0.5685507477462716,-0.682877981660021,0.09433299151767009,-1.1125285713263753,0.0038936825678674847,-0.1640621685719731,"H1,H2","H1,H2,OOS,CAGR"
SMALLk20d00,SMALL,SMALL,SEL-4B,10W,0.5685507477462716,-0.682877981660021,0.09433299151767009,-1.1125285713263753,0.0038936825678674847,-0.1640621685719731,"H1,H2","H1,H2,OOS,CAGR"
