panel,n_weeks,slope_uni,t_uni,slope_biv,t_biv,prox_uni,t_prox_uni,prox_biv,t_prox_biv,lowvol_IC,t_IC
u56,887,0.004991755376577971,4.633403732202159,0.004501733601760043,3.8965603804499445,-0.0029918531812033952,-3.037244744944101,-0.0006598599986308142,-0.663037170125828,-0.04276933234373521,-3.958935495246725
broad,910,0.003692248632264133,3.896064530487425,0.0029448223007120427,3.191392527505591,-0.0028464907832701164,-3.4570404892973907,-0.0016328348880329197,-2.284635710488517,-0.03316137213544396,-3.778612871498622
small,810,-0.0009253568524943357,-1.0291508852087672,-0.0008376103868922094,-0.945663984829161,0.00013506034408150566,0.15898424825060845,-9.850915123282001e-05,-0.11828782036091116,0.019480886650373553,3.8421401837622704
