load_prices: network unavailable (ModuleNotFoundError); using prices.csv
[U56] 56 names  2009-01-13..2026-09-18  (1s)
load_prices: network unavailable (ModuleNotFoundError); using prices.csv
[B136] 136 names  2009-01-13..2026-09-18  (2s)
[SMALL] 720 names  2011-01-13..2026-09-18  (6s)
  [U56] V1     W  gross 0.45:0.749 0.60:0.750 0.80:0.750 1.00:0.750 1.50:0.750 NONE:0.750  (17s)
  [U56] V1     M  gross 0.45:0.750 0.60:0.750 0.80:0.750 1.00:0.750 1.50:0.750 NONE:0.750  (26s)
  [U56] BASE20 W  gross 0.45:0.712 0.60:0.720 0.80:0.723 1.00:0.724 1.50:0.725 NONE:0.726  (37s)
  [U56] BASE20 M  gross 0.45:0.714 0.60:0.721 0.80:0.725 1.00:0.726 1.50:0.727 NONE:0.727  (46s)
  [B136] V1     W  gross 0.45:0.750 0.60:0.750 0.80:0.750 1.00:0.750 1.50:0.750 NONE:0.750  (63s)
  [B136] V1     M  gross 0.45:0.751 0.60:0.751 0.80:0.751 1.00:0.751 1.50:0.751 NONE:0.751  (77s)
  [B136] BASE20 W  gross 0.45:0.739 0.60:0.742 0.80:0.744 1.00:0.745 1.50:0.745 NONE:0.745  (93s)
  [B136] BASE20 M  gross 0.45:0.740 0.60:0.741 0.80:0.743 1.00:0.744 1.50:0.746 NONE:0.746  (108s)
  [SMALL] V1     W  gross 0.45:0.747 0.60:0.748 0.80:0.749 1.00:0.749 1.50:0.750 NONE:0.750  (168s)
  [SMALL] V1     M  gross 0.45:0.746 0.60:0.746 0.80:0.748 1.00:0.749 1.50:0.749 NONE:0.749  (214s)
  [SMALL] BASE20 W  gross 0.45:0.744 0.60:0.746 0.80:0.747 1.00:0.748 1.50:0.750 NONE:0.750  (266s)
  [SMALL] BASE20 M  gross 0.45:0.745 0.60:0.747 0.80:0.748 1.00:0.748 1.50:0.751 NONE:0.751  (311s)

==============================================================================================================
ALL GRID POINTS -- ceiling book vs its MATCHED-EXPOSURE de-gross twin (288 cells = 3 panels x 2 carriers x 2 cadences x 6 rungs x 4 cost rungs)
==============================================================================================================
panel carrier cadence  cost_bps rung  gross  turnover    CAGR  Sharpe   MaxDD      H1      H2  OOS_CAGR  OOS_Sharpe  OOS_MaxDD  d_Sharpe  d_CAGR  d_MaxDD  keep4a  keep4b  keep4b_oos
SMALL  BASE20       W        10 0.60 0.7459   23.5070  0.0751  0.4838 -0.2796  0.5211  0.4471    0.1057      0.6011    -0.2796   -0.2059 -0.0674   0.2039   False   False       False
SMALL  BASE20       W        10 0.80 0.7471   20.7392  0.1008  0.6001 -0.3160  0.5897  0.6179    0.1321      0.7112    -0.3160   -0.0896 -0.0419   0.1682   False   False       False
SMALL  BASE20       W        10 1.00 0.7477   19.6773  0.1054  0.5959 -0.3885  0.5097  0.6714    0.1461      0.7280    -0.3885   -0.0938 -0.0374   0.0960   False   False       False
SMALL  BASE20       W        10 1.50 0.7500   18.1934  0.1512  0.7542 -0.4145  0.5894  0.8889    0.2300      0.9732    -0.4145    0.0645  0.0081   0.0711   False   False       False
SMALL  BASE20       W        10 NONE 0.7502   17.3753  0.1432  0.6897 -0.4857  0.5057  0.8348    0.2245      0.9095    -0.4857    0.0000  0.0000   0.0000   False   False       False
SMALL  BASE20       W        25 0.45 0.7441   26.0029 -0.0132 -0.0014 -0.4866  0.1818 -0.1982    0.0002      0.0858    -0.4866   -0.5796 -0.1263   0.0191   False   False       False
SMALL  BASE20       W        25 0.60 0.7459   23.5070  0.0378  0.2917 -0.3723  0.3451  0.2393    0.0650      0.4124    -0.3723   -0.2865 -0.0755   0.1342   False   False       False
SMALL  BASE20       W        25 0.80 0.7471   20.7392  0.0670  0.4363 -0.3461  0.4145  0.4599    0.0955      0.5497    -0.3461   -0.1419 -0.0464   0.1611   False   False       False
SMALL  BASE20       W        25 1.00 0.7477   19.6773  0.0733  0.4502 -0.4118  0.3462  0.5350    0.1114      0.5888    -0.4118   -0.1280 -0.0403   0.0957   False   False       False
SMALL  BASE20       W        25 1.50 0.7500   18.1934  0.1202  0.6291 -0.4358  0.4356  0.7786    0.1962      0.8586    -0.4358    0.0510  0.0065   0.0729   False   False       False
SMALL  BASE20       W        25 NONE 0.7502   17.3753  0.1138  0.5781 -0.5088  0.3645  0.7390    0.1929      0.8090    -0.5088    0.0000  0.0000   0.0000   False   False       False
SMALL  BASE20       W        50 0.45 0.7441   26.0029 -0.0754 -0.3967 -0.7485 -0.1720 -0.6381   -0.0649     -0.2923    -0.6575   -0.7888 -0.1415  -0.2067   False   False       False
SMALL  BASE20       W        50 0.60 0.7459   23.5070 -0.0215 -0.0274 -0.5110  0.0523 -0.1056    0.0004      0.0989    -0.5110   -0.4195 -0.0877   0.0317   False   False       False
SMALL  BASE20       W        50 0.80 0.7471   20.7392  0.0130  0.1636 -0.3933  0.1233  0.1969    0.0371      0.2810    -0.3933   -0.2285 -0.0532   0.1500   False   False       False
SMALL  BASE20       W        50 1.00 0.7477   19.6773  0.0217  0.2075 -0.4492  0.0743  0.3078    0.0559      0.3569    -0.4492   -0.1846 -0.0446   0.0945   False   False       False
SMALL  BASE20       W        50 1.50 0.7500   18.1934  0.0704  0.4206 -0.4739  0.1796  0.5944    0.1419      0.6674    -0.4739    0.0285  0.0040   0.0710   False   False       False
SMALL  BASE20       W        50 NONE 0.7502   17.3753  0.0664  0.3921 -0.5450  0.1295  0.5791    0.1421      0.6412    -0.5450    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       M         0 0.45 0.7464   13.7704  0.1535  0.4813 -0.7119  0.7155  0.2472    0.1760      0.4877    -0.7119   -0.0054 -0.0024  -0.0008   False   False       False
SMALL      V1       M         0 0.60 0.7464   13.7702  0.1525  0.4794 -0.7119  0.7155  0.2434    0.1744      0.4852    -0.7119   -0.0073 -0.0034  -0.0008   False   False       False
SMALL      V1       M         0 0.80 0.7480   13.7723  0.1552  0.4846 -0.7119  0.7155  0.2539    0.1788      0.4921    -0.7119   -0.0022 -0.0010  -0.0002   False   False       False
SMALL      V1       M         0 1.00 0.7488   13.7925  0.1567  0.4877 -0.7119  0.7155  0.2601    0.1814      0.4960    -0.7119    0.0008  0.0004   0.0000   False   False       False
SMALL      V1       M         0 1.50 0.7488   13.7921  0.1563  0.4869 -0.7119  0.7155  0.2585    0.1807      0.4950    -0.7119    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       M         0 NONE 0.7488   13.7921  0.1563  0.4869 -0.7119  0.7155  0.2585    0.1807      0.4950    -0.7119    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       M        10 0.45 0.7464   13.7704  0.1377  0.4499 -0.7180  0.6828  0.2171    0.1603      0.4631    -0.7180   -0.0054 -0.0024  -0.0020   False   False       False
SMALL      V1       M        10 0.60 0.7464   13.7702  0.1367  0.4480 -0.7180  0.6828  0.2132    0.1587      0.4607    -0.7180   -0.0073 -0.0034  -0.0020   False   False       False
SMALL      V1       M        10 0.80 0.7480   13.7723  0.1394  0.4533 -0.7168  0.6828  0.2238    0.1630      0.4675    -0.7168   -0.0021 -0.0010  -0.0003   False   False       False
SMALL      V1       M        10 1.00 0.7488   13.7925  0.1409  0.4563 -0.7168  0.6828  0.2299    0.1655      0.4714    -0.7168    0.0008  0.0004   0.0000   False   False       False
SMALL      V1       M        10 1.50 0.7488   13.7921  0.1405  0.4554 -0.7168  0.6828  0.2282    0.1648      0.4703    -0.7168    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       M        10 NONE 0.7488   13.7921  0.1405  0.4554 -0.7168  0.6828  0.2282    0.1648      0.4703    -0.7168    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       M        25 0.45 0.7464   13.7704  0.1144  0.4028 -0.7277  0.6338  0.1718    0.1370      0.4262    -0.7277   -0.0053 -0.0024  -0.0045   False   False       False
SMALL      V1       M        25 0.60 0.7464   13.7702  0.1135  0.4009 -0.7277  0.6338  0.1680    0.1355      0.4237    -0.7277   -0.0073 -0.0033  -0.0045   False   False       False
SMALL      V1       M        25 0.80 0.7480   13.7723  0.1160  0.4061 -0.7240  0.6338  0.1785    0.1397      0.4305    -0.7240   -0.0021 -0.0010  -0.0003   False   False       False
SMALL      V1       M        25 1.00 0.7488   13.7925  0.1175  0.4091 -0.7240  0.6338  0.1845    0.1421      0.4344    -0.7240    0.0008  0.0004   0.0000   False   False       False
SMALL      V1       M        25 1.50 0.7488   13.7921  0.1171  0.4082 -0.7240  0.6338  0.1829    0.1414      0.4333    -0.7240    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       M        25 NONE 0.7488   13.7921  0.1171  0.4082 -0.7240  0.6338  0.1829    0.1414      0.4333    -0.7240    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       M        50 0.45 0.7464   13.7704  0.0766  0.3241 -0.7794  0.5518  0.0964    0.0992      0.3646    -0.7794   -0.0053 -0.0024  -0.0091   False   False       False
SMALL      V1       M        50 0.60 0.7464   13.7702  0.0757  0.3222 -0.7822  0.5518  0.0926    0.0977      0.3622    -0.7822   -0.0072 -0.0033  -0.0120   False   False       False
SMALL      V1       M        50 0.80 0.7480   13.7723  0.0781  0.3275 -0.7743  0.5518  0.1031    0.1018      0.3689    -0.7743   -0.0020 -0.0009  -0.0034   False   False       False
SMALL      V1       M        50 1.00 0.7488   13.7925  0.0795  0.3303 -0.7698  0.5518  0.1089    0.1040      0.3726    -0.7698    0.0008  0.0004   0.0013   False   False       False
SMALL      V1       M        50 1.50 0.7488   13.7921  0.0791  0.3295 -0.7711  0.5518  0.1072    0.1033      0.3716    -0.7711    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       M        50 NONE 0.7488   13.7921  0.0791  0.3295 -0.7711  0.5518  0.1072    0.1033      0.3716    -0.7711    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       W         0 0.45 0.7475   33.5041  0.2799  0.7298 -0.2035  0.6923  0.7693    0.3889      0.7992    -0.1991   -0.0033 -0.0013   0.0518   False   False       False
SMALL      V1       W         0 0.60 0.7480   33.5044  0.2793  0.7280 -0.2562  0.6923  0.7654    0.3877      0.7971    -0.2562   -0.0051 -0.0021  -0.0007   False   False       False
SMALL      V1       W         0 0.80 0.7493   33.5260  0.2830  0.7349 -0.2562  0.6923  0.7796    0.3942      0.8060    -0.2562    0.0018  0.0012  -0.0003   False   False       False
SMALL      V1       W         0 1.00 0.7495   33.5457  0.2839  0.7366 -0.2562  0.6923  0.7830    0.3959      0.8083    -0.2562    0.0035  0.0020  -0.0003   False   False       False
SMALL      V1       W         0 1.50 0.7504   33.6212  0.2822  0.7331 -0.2562  0.6923  0.7758    0.3928      0.8038    -0.2562    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       W         0 NONE 0.7504   33.6212  0.2822  0.7331 -0.2562  0.6923  0.7758    0.3928      0.8038    -0.2562    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       W        10 0.45 0.7475   33.5041  0.2377  0.6489 -0.2734  0.6119  0.6880    0.3447      0.7366    -0.2180   -0.0033 -0.0012  -0.0010   False   False       False
SMALL      V1       W        10 0.60 0.7480   33.5044  0.2371  0.6472 -0.2734  0.6119  0.6844    0.3436      0.7346    -0.2625   -0.0049 -0.0020  -0.0008   False   False       False
SMALL      V1       W        10 0.80 0.7493   33.5260  0.2407  0.6541 -0.2734  0.6119  0.6984    0.3498      0.7435    -0.2625    0.0019  0.0012  -0.0004   False   False       False
SMALL      V1       W        10 1.00 0.7495   33.5457  0.2416  0.6558 -0.2734  0.6119  0.7018    0.3513      0.7457    -0.2625    0.0036  0.0020  -0.0003   False   False       False
SMALL      V1       W        10 1.50 0.7504   33.6212  0.2398  0.6521 -0.2734  0.6119  0.6943    0.3482      0.7411    -0.2625    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       W        10 NONE 0.7504   33.6212  0.2398  0.6521 -0.2734  0.6119  0.6943    0.3482      0.7411    -0.2625    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       W        25 0.45 0.7475   33.5041  0.1770  0.5275 -0.3669  0.4911  0.5658    0.2809      0.6427    -0.2874   -0.0033 -0.0012  -0.0012   False   False       False
SMALL      V1       W        25 0.60 0.7480   33.5044  0.1764  0.5260 -0.3669  0.4911  0.5627    0.2798      0.6408    -0.2874   -0.0047 -0.0019  -0.0010   False   False       False
SMALL      V1       W        25 0.80 0.7493   33.5260  0.1798  0.5328 -0.3669  0.4911  0.5766    0.2857      0.6497    -0.2874    0.0021  0.0012  -0.0004   False   False       False
SMALL      V1       W        25 1.00 0.7495   33.5457  0.1806  0.5345 -0.3669  0.4911  0.5799    0.2871      0.6517    -0.2874    0.0038  0.0020  -0.0004   False   False       False
SMALL      V1       W        25 1.50 0.7504   33.6212  0.1787  0.5307 -0.3669  0.4911  0.5721    0.2839      0.6469    -0.2874    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       W        25 NONE 0.7504   33.6212  0.1787  0.5307 -0.3669  0.4911  0.5721    0.2839      0.6469    -0.2874    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       W        50 0.45 0.7475   33.5041  0.0822  0.3252 -0.4970  0.2900  0.3624    0.1811      0.4861    -0.4790   -0.0032 -0.0012  -0.0014   False   False       False
SMALL      V1       W        50 0.60 0.7480   33.5044  0.0816  0.3242 -0.4970  0.2900  0.3600    0.1802      0.4846    -0.4790   -0.0042 -0.0017  -0.0011   False   False       False
SMALL      V1       W        50 0.80 0.7493   33.5260  0.0847  0.3309 -0.4970  0.2900  0.3737    0.1855      0.4932    -0.4790    0.0025  0.0012  -0.0005   False   False       False
SMALL      V1       W        50 1.00 0.7495   33.5457  0.0853  0.3324 -0.4970  0.2900  0.3768    0.1867      0.4952    -0.4790    0.0040  0.0019  -0.0004   False   False       False
SMALL      V1       W        50 1.50 0.7504   33.6212  0.0835  0.3284 -0.4970  0.2900  0.3685    0.1834      0.4899    -0.4790    0.0000  0.0000   0.0000   False   False       False
SMALL      V1       W        50 NONE 0.7504   33.6212  0.0835  0.3284 -0.4970  0.2900  0.3685    0.1834      0.4899    -0.4790    0.0000  0.0000   0.0000   False   False       False
  U56  BASE20       M         0 0.45 0.7141    4.9327  0.1326  1.1506 -0.1867  1.1892  1.1224    0.1447      1.1956    -0.1867   -0.0325 -0.0193   0.0264   False    True        True
  U56  BASE20       M         0 0.60 0.7215    4.6616  0.1421  1.1682 -0.1944  1.2365  1.1164    0.1513      1.1824    -0.1944   -0.0150 -0.0114   0.0207   False    True        True
  U56  BASE20       M         0 0.80 0.7250    4.4160  0.1463  1.1456 -0.2088  1.2577  1.0622    0.1527      1.1270    -0.2088   -0.0376 -0.0080   0.0073   False   False       False
  U56  BASE20       M         0 1.00 0.7256    4.2850  0.1531  1.1805 -0.2088  1.2946  1.0988    0.1605      1.1594    -0.2088   -0.0027 -0.0013   0.0075   False   False       False
  U56  BASE20       M         0 1.50 0.7267    4.2171  0.1537  1.1765 -0.2165  1.3062  1.0840    0.1599      1.1447    -0.2165   -0.0067 -0.0010  -0.0000   False   False       False
  U56  BASE20       M         0 NONE 0.7267    4.2092  0.1547  1.1832 -0.2165  1.3213  1.0840    0.1599      1.1447    -0.2165    0.0000  0.0000   0.0000   False   False       False
  U56  BASE20       M        10 0.45 0.7141    4.9327  0.1271  1.1077 -0.1873  1.1434  1.0818    0.1391      1.1546    -0.1873   -0.0428 -0.0201   0.0262   False    True        True
  U56  BASE20       M        10 0.60 0.7215    4.6616  0.1368  1.1296 -0.1950  1.1950  1.0801    0.1459      1.1454    -0.1950   -0.0209 -0.0119   0.0206   False    True        True
  U56  BASE20       M        10 0.80 0.7250    4.4160  0.1412  1.1109 -0.2093  1.2197  1.0298    0.1475      1.0939    -0.2093   -0.0398 -0.0082   0.0073   False   False       False
  U56  BASE20       M        10 1.00 0.7256    4.2850  0.1482  1.1471 -0.2093  1.2574  1.0682    0.1556      1.1281    -0.2093   -0.0035 -0.0014   0.0074   False   False       False
  U56  BASE20       M        10 1.50 0.7267    4.2171  0.1488  1.1439 -0.2170  1.2695  1.0544    0.1550      1.1143    -0.2170   -0.0068 -0.0010  -0.0000   False   False       False
  U56  BASE20       M        10 NONE 0.7267    4.2092  0.1498  1.1506 -0.2170  1.2846  1.0544    0.1550      1.1143    -0.2170    0.0000  0.0000   0.0000   False   False       False
  U56  BASE20       M        25 0.45 0.7141    4.9327  0.1188  1.0429 -0.1882  1.0741  1.0206    0.1307      1.0926    -0.1882   -0.0585 -0.0213   0.0260   False    True        True
  U56  BASE20       M        25 0.60 0.7215    4.6616  0.1289  1.0715 -0.1959  1.1324  1.0254    0.1379      1.0896    -0.1959   -0.0300 -0.0127   0.0204   False    True        True
  U56  BASE20       M        25 0.80 0.7250    4.4160  0.1337  1.0584 -0.2100  1.1624  0.9810    0.1399      1.0439    -0.2100   -0.0431 -0.0085   0.0073   False   False       False
  U56  BASE20       M        25 1.00 0.7256    4.2850  0.1409  1.0968 -0.2100  1.2014  1.0221    0.1482      1.0809    -0.2100   -0.0047 -0.0015   0.0074   False   False       False
  U56  BASE20       M        25 1.50 0.7267    4.2171  0.1416  1.0947 -0.2177  1.2140  1.0097    0.1477      1.0686    -0.2177   -0.0069 -0.0010  -0.0000   False   False       False
  U56  BASE20       M        25 NONE 0.7267    4.2092  0.1426  1.1015 -0.2177  1.2294  1.0097    0.1477      1.0686    -0.2177    0.0000  0.0000   0.0000   False   False       False
  U56  BASE20       M        50 0.45 0.7141    4.9327  0.1051  0.9341 -0.1897  0.9577  0.9178    0.1168      0.9886    -0.1897   -0.0849 -0.0233   0.0257   False   False        True
  U56  BASE20       M        50 0.60 0.7215    4.6616  0.1158  0.9738 -0.1974  1.0272  0.9336    0.1246      0.9959    -0.1974   -0.0453 -0.0139   0.0200   False    True        True
  U56  BASE20       M        50 0.80 0.7250    4.4160  0.1213  0.9704 -0.2111  1.0662  0.8991    0.1272      0.9601    -0.2111   -0.0487 -0.0091   0.0073   False   False       False
  U56  BASE20       M        50 1.00 0.7256    4.2850  0.1287  1.0124 -0.2111  1.1072  0.9448    0.1359      1.0017    -0.2111   -0.0068 -0.0017   0.0074   False   False       False
  U56  BASE20       M        50 1.50 0.7267    4.2171  0.1296  1.0121 -0.2189  1.1207  0.9350    0.1357      0.9920    -0.2189   -0.0070 -0.0010  -0.0000   False   False       False
  U56  BASE20       M        50 NONE 0.7267    4.2092  0.1306  1.0191 -0.2189  1.1365  0.9350    0.1357      0.9920    -0.2189    0.0000  0.0000   0.0000   False   False       False
  U56  BASE20       W         0 0.45 0.7117   10.4629  0.1235  1.1363 -0.1767  1.1617  1.1166    0.1360      1.2044    -0.1767   -0.0666 -0.0238   0.0102   False    True        True
  U56  BASE20       W         0 0.60 0.7196   10.0176  0.1337  1.1516 -0.1791  1.1770  1.1344    0.1457      1.1970    -0.1791   -0.0513 -0.0152   0.0098   False    True        True
  U56  BASE20       W         0 0.80 0.7231    9.6812  0.1425  1.1789 -0.1843  1.2553  1.1211    0.1515      1.1878    -0.1843   -0.0239 -0.0071   0.0054   False    True        True
  U56  BASE20       W         0 1.00 0.7244    9.5641  0.1457  1.1853 -0.1863  1.2774  1.1181    0.1551      1.1855    -0.1863   -0.0175 -0.0042   0.0037   False    True        True
  U56  BASE20       W         0 1.50 0.7255    9.4365  0.1499  1.2012 -0.1903  1.2870  1.1427    0.1611      1.2043    -0.1903   -0.0016 -0.0002  -0.0000   False    True        True
  U56  BASE20       W         0 NONE 0.7256    9.4166  0.1502  1.2029 -0.1903  1.2870  1.1457    0.1616      1.2071    -0.1903    0.0000  0.0000   0.0000   False    True        True
  U56  BASE20       W        10 0.45 0.7117   10.4629  0.1118  1.0391 -0.1777  1.0615  1.0219    0.1242      1.1099    -0.1777   -0.0871 -0.0249   0.0099   False    True        True
  U56  BASE20       W        10 0.60 0.7196   10.0176  0.1224  1.0644 -0.1799  1.0851  1.0509    0.1343      1.1133    -0.1799   -0.0618 -0.0158   0.0097   False    True        True
  U56  BASE20       W        10 0.80 0.7231    9.6812  0.1315  1.0978 -0.1850  1.1679  1.0449    0.1405      1.1113    -0.1850   -0.0284 -0.0074   0.0054   False    True        True
  U56  BASE20       W        10 1.00 0.7244    9.5641  0.1348  1.1064 -0.1871  1.1907  1.0451    0.1442      1.1121    -0.1871   -0.0198 -0.0044   0.0037   False    True        True
  U56  BASE20       W        10 1.50 0.7255    9.4365  0.1391  1.1244 -0.1910  1.2006  1.0730    0.1505      1.1340    -0.1910   -0.0018 -0.0003  -0.0000   False    True        True
  U56  BASE20       W        10 NONE 0.7256    9.4166  0.1394  1.1262 -0.1910  1.2009  1.0760    0.1509      1.1368    -0.1910    0.0000  0.0000   0.0000   False    True        True
  U56  BASE20       W        25 0.45 0.7117   10.4629  0.0945  0.8930 -0.1792  0.9107  0.8796    0.1066      0.9676    -0.1792   -0.1179 -0.0266   0.0094   False   False       False
  U56  BASE20       W        25 0.60 0.7196   10.0176  0.1057  0.9333 -0.1811  0.9469  0.9255    0.1174      0.9876    -0.1811   -0.0776 -0.0167   0.0095   False   False        True
  U56  BASE20       W        25 0.80 0.7231    9.6812  0.1152  0.9758 -0.1860  1.0363  0.9303    0.1242      0.9963    -0.1860   -0.0351 -0.0078   0.0054   False    True        True
  U56  BASE20       W        25 1.00 0.7244    9.5641  0.1186  0.9877 -0.1882  1.0601  0.9354    0.1281      1.0017    -0.1882   -0.0232 -0.0046   0.0036   False    True        True
  U56  BASE20       W        25 1.50 0.7255    9.4365  0.1231  1.0088 -0.1921  1.0706  0.9681    0.1347      1.0284    -0.1921   -0.0021 -0.0003  -0.0000   False    True        True
  U56  BASE20       W        25 NONE 0.7256    9.4166  0.1234  1.0109 -0.1921  1.0714  0.9713    0.1351      1.0313    -0.1921    0.0000  0.0000   0.0000   False    True        True
  U56  BASE20       W        50 0.45 0.7117   10.4629  0.0662  0.6490 -0.1818  0.6589  0.6419    0.0779      0.7300    -0.1818   -0.1692 -0.0293   0.0091   False   False       False
  U56  BASE20       W        50 0.60 0.7196   10.0176  0.0783  0.7143 -0.1851  0.7160  0.7160    0.0897      0.7776    -0.1832   -0.1040 -0.0182   0.0078   False   False       False
  U56  BASE20       W        50 0.80 0.7231    9.6812  0.0885  0.7719 -0.1951  0.8164  0.7389    0.0975      0.8043    -0.1951   -0.0464 -0.0084  -0.0014   False   False       False
  U56  BASE20       W        50 1.00 0.7244    9.5641  0.0922  0.7894 -0.1901  0.8417  0.7523    0.1018      0.8175    -0.1901   -0.0289 -0.0049   0.0039   False   False       False
  U56  BASE20       W        50 1.50 0.7255    9.4365  0.0969  0.8158 -0.1943  0.8532  0.7931    0.1088      0.8519    -0.1943   -0.0025 -0.0004  -0.0000   False   False       False
  U56  BASE20       W        50 NONE 0.7256    9.4166  0.0973  0.8183 -0.1943  0.8548  0.7964    0.1092      0.8550    -0.1943    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M         0 0.45 0.7498   10.4784  0.1124  1.0521 -0.1527  1.1877  0.9496    0.1149      1.0139    -0.1527    0.0204  0.0020  -0.0001   False    True       False
  U56      V1       M         0 0.60 0.7497   10.4951  0.1117  1.0431 -0.1527  1.1877  0.9343    0.1136      0.9992    -0.1527    0.0115  0.0012  -0.0001   False    True       False
  U56      V1       M         0 0.80 0.7504   10.5110  0.1105  1.0317 -0.1527  1.1877  0.9141    0.1116      0.9800    -0.1527    0.0000  0.0000   0.0000   False    True       False
  U56      V1       M         0 1.00 0.7504   10.5110  0.1105  1.0317 -0.1527  1.1877  0.9141    0.1116      0.9800    -0.1527    0.0000  0.0000   0.0000   False    True       False
  U56      V1       M         0 1.50 0.7504   10.5110  0.1105  1.0317 -0.1527  1.1877  0.9141    0.1116      0.9800    -0.1527    0.0000  0.0000   0.0000   False    True       False
  U56      V1       M         0 NONE 0.7504   10.5110  0.1105  1.0317 -0.1527  1.1877  0.9141    0.1116      0.9800    -0.1527    0.0000  0.0000   0.0000   False    True       False
  U56      V1       M        10 0.45 0.7498   10.4784  0.1008  0.9543 -0.1540  1.0847  0.8555    0.1027      0.9175    -0.1540    0.0202  0.0020  -0.0001   False   False       False
  U56      V1       M        10 0.60 0.7497   10.4951  0.1001  0.9456 -0.1540  1.0847  0.8405    0.1014      0.9030    -0.1540    0.0114  0.0012  -0.0001   False   False       False
  U56      V1       M        10 0.80 0.7504   10.5110  0.0989  0.9341 -0.1540  1.0847  0.8203    0.0993      0.8839    -0.1540    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        10 1.00 0.7504   10.5110  0.0989  0.9341 -0.1540  1.0847  0.8203    0.0993      0.8839    -0.1540    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        10 1.50 0.7504   10.5110  0.0989  0.9341 -0.1540  1.0847  0.8203    0.0993      0.8839    -0.1540    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        10 NONE 0.7504   10.5110  0.0989  0.9341 -0.1540  1.0847  0.8203    0.0993      0.8839    -0.1540    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        25 0.45 0.7498   10.4784  0.0836  0.8062 -0.1558  0.9280  0.7133    0.0847      0.7715    -0.1558    0.0199  0.0020   0.0038   False   False       False
  U56      V1       M        25 0.60 0.7497   10.4951  0.0829  0.7977 -0.1558  0.9280  0.6985    0.0833      0.7574    -0.1558    0.0114  0.0012   0.0038   False   False       False
  U56      V1       M        25 0.80 0.7504   10.5110  0.0817  0.7863 -0.1598  0.9280  0.6784    0.0812      0.7383    -0.1598    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        25 1.00 0.7504   10.5110  0.0817  0.7863 -0.1598  0.9280  0.6784    0.0812      0.7383    -0.1598    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        25 1.50 0.7504   10.5110  0.0817  0.7863 -0.1598  0.9280  0.6784    0.0812      0.7383    -0.1598    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        25 NONE 0.7504   10.5110  0.0817  0.7863 -0.1598  0.9280  0.6784    0.0812      0.7383    -0.1598    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        50 0.45 0.7498   10.4784  0.0555  0.5574 -0.1719  0.6637  0.4750    0.0552      0.5266    -0.1719    0.0193  0.0020   0.0159   False   False       False
  U56      V1       M        50 0.60 0.7497   10.4951  0.0548  0.5493 -0.1719  0.6637  0.4609    0.0538      0.5131    -0.1719    0.0112  0.0012   0.0159   False   False       False
  U56      V1       M        50 0.80 0.7504   10.5110  0.0536  0.5381 -0.1879  0.6637  0.4410    0.0516      0.4943    -0.1879    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        50 1.00 0.7504   10.5110  0.0536  0.5381 -0.1879  0.6637  0.4410    0.0516      0.4943    -0.1879    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        50 1.50 0.7504   10.5110  0.0536  0.5381 -0.1879  0.6637  0.4410    0.0516      0.4943    -0.1879    0.0000  0.0000   0.0000   False   False       False
  U56      V1       M        50 NONE 0.7504   10.5110  0.0536  0.5381 -0.1879  0.6637  0.4410    0.0516      0.4943    -0.1879    0.0000  0.0000   0.0000   False   False       False
  U56      V1       W         0 0.45 0.7494   23.6059  0.0904  0.9013 -0.1359  0.8879  0.9178    0.1048      0.9851    -0.1359   -0.0007 -0.0004  -0.0001   False   False       False
  U56      V1       W         0 0.60 0.7495   23.6230  0.0890  0.8865 -0.1359  0.8868  0.8913    0.1022      0.9601    -0.1359   -0.0156 -0.0019  -0.0001   False   False       False
  U56      V1       W         0 0.80 0.7499   23.6400  0.0893  0.8885 -0.1359  0.8868  0.8951    0.1028      0.9635    -0.1359   -0.0136 -0.0016  -0.0000   False   False       False
  U56      V1       W         0 1.00 0.7500   23.6576  0.0901  0.8961 -0.1359  0.8868  0.9093    0.1044      0.9767    -0.1359   -0.0059 -0.0007  -0.0000   False   False       False
