panel,conv,trend,volcap,CAGR,Sharpe,MaxDD,H1,H2,OOS,path4a,path4b,failing
U56,rw,on,0.30,0.07375285480230209,0.9016298994564441,-0.21489934386107779,1.044040775354793,0.7662975771174294,0.8940932027313098,False,False,"H2,DD,CAGR"
U56,rw,on,0.45,0.09718942819215681,1.0283601838087806,-0.15441170387237324,1.038504451696354,1.0211118561084678,1.116661678286404,False,False,CAGR
U56,rw,on,0.60,0.10456669006068386,1.0544111251716488,-0.158442702755356,1.0731138704862924,1.0405302470102114,1.1179217294813681,False,False,CAGR
U56,rw,on,0.90,0.10721417202103622,1.0414102676381092,-0.1711392619191846,1.15609358075765,0.9491264562405227,1.0331473500318953,False,True,-
U56,rw,on,off,0.11616152764881837,1.0966487188945881,-0.18623026847371627,1.1735569504420336,1.0415753441992581,1.1169417076963275,False,True,-
U56,rw,off,0.30,0.09083005569582547,1.0794604715872873,-0.14281473355217977,1.1705839475120645,0.9923565322752776,1.1062900742186035,False,False,CAGR
U56,rw,off,0.45,0.11176042782427031,1.1059805487892567,-0.1770394322684834,1.1134026694506236,1.1002396388321751,1.1832030852788018,False,True,-
U56,rw,off,0.60,0.12224571584977295,1.130075713151609,-0.183535790280972,1.1447588825460968,1.1180349451183635,1.1852320662464964,False,True,-
U56,rw,off,0.90,0.12752147714645434,1.112187050348231,-0.2139395441867583,1.181808051920255,1.0546668301424762,1.122959586866625,False,False,DD
U56,rw,off,off,0.13302241347407873,1.128380320819475,-0.2245669050549508,1.1945040285745303,1.0763148070726318,1.1403609047423904,False,False,DD
U56,dg,on,0.30,0.04845296341574312,1.0036900035634209,-0.0665006533950454,1.0586420473846296,0.9468172578468106,1.111732608532326,False,False,CAGR
U56,dg,on,0.45,0.06878834724883331,1.1276979729555587,-0.09633250661650516,1.0622581679874874,1.1919949208703067,1.3103433472099972,False,False,CAGR
U56,dg,on,0.60,0.07328808635970319,1.1179652179301454,-0.10915176733155085,1.0752380121796234,1.1590562321468858,1.255893349834674,False,False,CAGR
U56,dg,on,0.90,0.07883201418690033,1.1475372096642875,-0.11766195325131756,1.163348701440303,1.1348390587166783,1.2365869085633001,False,False,CAGR
U56,dg,on,off,0.08219770789780578,1.1764410016610078,-0.12062092525474677,1.1879125574437814,1.1688297482033332,1.2664376858197746,False,False,CAGR
U56,dg,off,0.30,0.07041860296532154,1.1164234024546384,-0.09756388075775957,1.1965114806620756,1.0337451334720091,1.1855045805903044,False,False,CAGR
U56,dg,off,0.45,0.10120520475832184,1.1373149339592845,-0.15093850172260725,1.1447566963152547,1.130758155443433,1.2266009594464042,False,False,CAGR
U56,dg,off,0.60,0.11593980106968349,1.1379174222236468,-0.16818079332585711,1.1597589103992232,1.1186924587458753,1.1916147871953748,False,True,-
U56,dg,off,0.90,0.1238163752292063,1.1045158303872602,-0.20268092343050226,1.1817900743747158,1.0378986551104794,1.1099211869502725,False,False,DD
U56,dg,off,off,0.13302241347407873,1.128380320819475,-0.2245669050549508,1.1945040285745303,1.0763148070726318,1.1403609047423904,False,False,DD
SMALL439,rw,on,0.30,0.02537711960139677,0.28684375357188285,-0.2876830475472669,0.5689704707872282,0.04163820930014626,0.11707473414129817,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,on,0.45,0.0367364698133299,0.35525308435979813,-0.3375297925748364,0.49969209477554133,0.23718139646001266,0.2694904583162694,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,on,0.60,0.03666279912702519,0.33611343420604756,-0.3998069131118529,0.43943114617044443,0.25876181215049104,0.29095981782086194,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,on,0.90,0.05108843148111908,0.4243466683006555,-0.39544857644390863,0.4736049142258205,0.392952215963342,0.4068408340684383,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,on,off,0.06478682046825734,0.5033872943946727,-0.3823994376738252,0.49768164644656354,0.5177740654303231,0.535474046054103,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,off,0.30,0.040823956002320916,0.4257781644394735,-0.2324995524619573,0.6597775720734741,0.2238310454773316,0.2733887676185972,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,off,0.45,0.04860215542799007,0.434580609034447,-0.3106768257930381,0.7249591153298665,0.20481394361969146,0.25901658044384096,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,off,0.60,0.05454251904881291,0.4444147773563996,-0.35029367620571017,0.6592385206808008,0.28758557283340064,0.32832119713476365,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,off,0.90,0.0764825350382532,0.5533616554202806,-0.3666611128315066,0.7023192234903213,0.4552748351500431,0.4819741087647899,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,rw,off,off,0.1018177783174512,0.6781352696586782,-0.3616637358208419,0.7970199840580423,0.6139801956312066,0.6366624355474834,False,False,"H1,H2,OOS,DD"
SMALL439,dg,on,0.30,0.0028162114490841716,0.14130482930213226,-0.06673936606067865,0.3941967328865673,-0.30786715739535864,-0.14512369966667255,False,False,"H1,H2,OOS,CAGR"
SMALL439,dg,on,0.45,0.010019208441911731,0.2634688588449354,-0.09276453001248397,0.4520921930212569,0.015541065150313916,0.05774432849216759,False,False,"H1,H2,OOS,CAGR"
SMALL439,dg,on,0.60,0.016626870896850665,0.3357381436897263,-0.1191979650109446,0.44199726444121695,0.21807383478615208,0.2342067283912259,False,False,"H1,H2,OOS,CAGR"
SMALL439,dg,on,0.90,0.026798141357620375,0.44693588246077026,-0.14482770286217217,0.4895210871327059,0.406461352881435,0.3959751483962167,False,False,"H1,H2,OOS,CAGR"
SMALL439,dg,on,off,0.035584750244263,0.5395195187479798,-0.14270715775313192,0.5239945844696813,0.5554248655384679,0.5504275280301449,False,False,"H1,H2,OOS,CAGR"
SMALL439,dg,off,0.30,0.008817152954410545,0.27762869836029663,-0.07322893534815267,0.5037342887168226,-0.05379325798560558,0.07367404094081133,False,False,"H1,H2,OOS,CAGR"
SMALL439,dg,off,0.45,0.027390145914176323,0.4014339737520814,-0.1456279255416537,0.67459665767761,0.10907927185843048,0.1910009322359785,False,False,"H1,H2,OOS,CAGR"
SMALL439,dg,off,0.60,0.041117888489200505,0.4342762868876826,-0.21427820921876573,0.6392308104846336,0.2511021770651511,0.3045044582097228,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,dg,off,0.90,0.06505969427149028,0.5235241391048375,-0.31301793701178715,0.6992834088722594,0.39011074547321617,0.4298824842462017,False,False,"H1,H2,OOS,DD,CAGR"
SMALL439,dg,off,off,0.1018177783174512,0.6781352696586782,-0.3616637358208419,0.7970199840580423,0.6139801956312066,0.6366624355474834,False,False,"H1,H2,OOS,DD"
