book,set,panel,freq,cost,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,L1_H1,L2_H2,L3_OOS,L4_DD,L5_CAGR,pass4b,pass4bp,fail4b,fail4bp,L3_sole,L3_any,pass4a,turnover
u56-v2band-gross100,SHELF,U56,W,0.0,0.11792986685129225,1.2254542085166398,-0.15879004158914023,1.2578040616370465,1.200023833969201,1.1302721862260132,0.10419860388157631,-0.10260480726190047,0.12936170842732708,1.2999518507857042,-0.15879004158913979,True,True,True,True,True,True,True,-,-,False,False,False,2.3535355897922297
u56-v2band-gross100,SHELF,U56,W,10.0,0.1153026775142354,1.200557594332463,-0.1591099751297821,1.2327298000774998,1.1752128489278042,1.104743024733504,0.10163033272165856,-0.10451954207318537,0.1266852163572325,1.2755286548566704,-0.15910997512978242,True,True,True,True,True,True,True,-,-,False,False,False,2.3535355897922297
u56-v2band-gross100,SHELF,U56,W,25.0,0.11137307151757936,1.163174577332037,-0.1595897767805886,1.19507743964366,1.1379605129965067,1.0664125513946914,0.09778872326371069,-0.10872886371235668,0.1226819773722756,1.2388551233220764,-0.15958977678058806,True,True,True,True,True,True,True,-,-,False,False,False,2.3535355897922297
u56-band008-gross100,SHELF,U56,W,0.0,0.11529542395296688,1.159060763829895,-0.1903740093603723,1.2571766952129395,1.0785870533303246,1.1376599186212506,0.10764565650644431,-0.11159862700636691,0.12163246454187004,1.176821069551332,-0.19037400936037263,True,True,True,True,True,True,True,-,-,False,False,False,1.4827022379187011
u56-band008-gross100,SHELF,U56,W,10.0,0.11364276426240827,1.143892180573586,-0.19050611381992277,1.2422354871381258,1.0631621872837251,1.1226115282697102,0.10609194590800497,-0.11217288637090839,0.11989738418987961,1.161541176122481,-0.19050611381992255,True,True,True,True,True,True,True,-,-,False,False,False,1.4827022379187011
u56-band008-gross100,SHELF,U56,W,25.0,0.11116816177841748,1.1211247965097528,-0.19070424727775348,1.2198072197017564,1.0400121491498857,1.1000246306694987,0.10376528794106665,-0.1130337335970798,0.11729956966866739,1.1386066702144424,-0.19070424727775315,True,True,True,True,True,True,True,-,-,False,False,False,1.4827022379187011
u56-top20-band-m20,SHELF,U56,W,0.0,0.13699959477745693,1.1722758791948553,-0.18220039469101645,1.1833851063627503,1.1693528754467222,1.0834239498957268,0.11717131058246766,-0.11314468183956838,0.1535863781741491,1.2405892863812402,-0.18220039469101657,True,True,True,True,True,True,True,-,-,False,False,False,9.640526104975606
u56-top20-band-m20,SHELF,U56,W,10.0,0.12609871547774354,1.0888126437266294,-0.183083519022036,1.0937243021178327,1.0907167727408291,0.9935273768873096,0.10639541794840168,-0.11652927201868668,0.14258182868914426,1.1615963571916306,-0.183083519022036,True,True,True,True,True,True,True,-,-,False,False,False,9.640526104975606
u56-top20-band-m20,SHELF,U56,W,25.0,0.10993831056525694,0.9633006343678856,-0.1844071529923872,0.9588515505320659,0.9724901142242107,0.8583412612448046,0.09042139195928511,-0.12545857227784962,0.12626682032365144,1.0428076312338368,-0.1844071529923872,True,True,True,True,True,True,True,-,-,False,False,False,9.640526104975606
u56-marsrespread-gross075,SHELF,U56,W,0.0,0.12346500211898737,1.159395990666727,-0.184795758171601,1.2476044486212114,1.0954137856303898,1.1442412582388444,0.11332293314206732,-0.10200672452342496,0.13188341111261948,1.1739030505600723,-0.1847957581716011,True,True,True,True,True,True,True,-,-,False,False,False,7.611983964940393
u56-marsrespread-gross075,SHELF,U56,W,10.0,0.11494469142780517,1.0866839760481157,-0.18647370565298937,1.1719224333249236,1.0246093760401886,1.066957467554844,0.10495161642123763,-0.10874601264783856,0.12323893508560979,1.1043072331605077,-0.18647370565298926,True,True,True,True,True,True,True,-,-,False,False,False,7.611983964940393
u56-marsrespread-gross075,SHELF,U56,W,25.0,0.10228064250678814,0.977381486671203,-0.1889864509342727,1.0580838449021632,0.9182214429247736,0.9507515114162561,0.09250804968295978,-0.11876540329915175,0.1103911622974143,0.9997069288737329,-0.1889864509342729,True,True,True,True,True,True,True,-,-,False,False,False,7.611983964940393
u56-quantile50-respread-M,SHELF,U56,M,0.0,0.15766450512430508,1.2519143094835274,-0.19720881430692794,1.3561044748150608,1.1716732004946622,1.2681845498193893,0.14969034254658609,-0.10518893104507576,0.16427045044037447,1.2431420112119453,-0.1972088143069276,True,True,True,True,True,True,True,-,-,False,False,False,3.2799463142784817
u56-quantile50-respread-M,SHELF,U56,M,10.0,0.1538781722242084,1.2254301875233362,-0.1975272575249959,1.3272129340073178,1.1470498109795106,1.239609648766256,0.1459027429352242,-0.10632017719913278,0.16048531061963667,1.2181181059090864,-0.197527257524996,True,True,True,True,True,True,True,-,-,False,False,False,3.2799463142784817
u56-quantile50-respread-M,SHELF,U56,M,25.0,0.14821968627439208,1.185546184695164,-0.1980049223520981,1.283678529217651,1.1099832177612037,1.196571839468304,0.14024249809291311,-0.10801514978743898,0.15482849768940765,1.180436306935168,-0.19800492235209832,True,True,True,True,True,True,True,-,-,False,False,False,3.2799463142784817
b136-r620-gross065-W,SHELF,B136,W,0.0,0.16303220685302633,1.2126880060960747,-0.19372863946337215,1.4358022704483435,1.0369490767452045,1.346831799988503,0.16869039411378783,-0.0975348105207472,0.1583910619285851,1.1218066471623058,-0.19372863946337238,True,True,True,True,True,True,True,-,-,False,False,False,11.401849717842122
b136-r620-gross065-W,SHELF,B136,W,10.0,0.14985888137427095,1.1264311898720905,-0.1943271934977504,1.342473622183838,0.9558350545244597,1.2538293895648782,0.15558082750088675,-0.10149186679296263,0.14516591165653114,1.0399755698403153,-0.19432719349775052,True,True,True,True,True,True,True,-,-,False,False,False,11.401849717842122
b136-r620-gross065-W,SHELF,B136,W,25.0,0.13037189791830084,0.9967025404267005,-0.19522443236396747,1.2020712464300523,0.8338649178211244,1.1139597823601082,0.1361855825451146,-0.11204950317759155,0.12560440934926143,0.9169012159258129,-0.19522443236396725,True,True,True,True,True,True,True,-,-,False,False,False,11.401849717842122
b136-qroll-q012-w1008-d050-g100,SHELF,B136,W,0.0,0.15425048802779484,1.188953857070689,-0.17067696647738628,1.2577999774607347,1.1181550573380485,1.1375083772836736,0.15422603766450327,-0.14488492778467155,0.15427063286650533,1.237782781151107,-0.17067696647738617,True,True,True,True,True,True,True,-,-,False,False,False,9.79344315665927
b136-qroll-q012-w1008-d050-g100,SHELF,B136,W,10.0,0.1430065891165806,1.1121424544849141,-0.17314358462261414,1.1860008557995527,1.036176090924312,1.064715867342949,0.14304209566060422,-0.1506587084485579,0.14297733640099985,1.15720547245826,-0.1731435846226136,True,True,True,True,True,True,True,-,-,False,False,False,9.79344315665927
b136-qroll-q012-w1008-d050-g100,SHELF,B136,W,25.0,0.12633918887036866,0.996618548548735,-0.1771510500819874,1.0780062523781173,0.9128837813679568,0.9552595577233632,0.12646185509418406,-0.1592519048958565,0.12623813523216176,1.0359913798672304,-0.1771510500819874,True,True,True,True,True,True,True,-,-,False,False,False,9.79344315665927
u56-k8-qroll-q017-w1008-d100-g100,SHELF,U56,W,0.0,0.1512433680587113,1.2970485692685216,-0.13938913368962336,1.2160339810017988,1.3771830807830792,1.1037625446173553,0.12950166912101913,-0.13938913368962336,0.16945518947034377,1.4643073383364362,-0.12334430456802836,True,True,True,True,True,True,True,-,-,False,False,False,8.682870199292793
u56-k8-qroll-q017-w1008-d100-g100,SHELF,U56,W,10.0,0.14129588181446406,1.2206474011037542,-0.14791148023407985,1.138374805924687,1.3020481383954101,1.0248421941355597,0.11916659962048404,-0.14791148023407985,0.15984104368674834,1.3900627080532992,-0.1271978071416986,True,True,True,True,True,True,True,-,-,False,False,False,8.682870199292793
u56-k8-qroll-q017-w1008-d100-g100,SHELF,U56,W,25.0,0.12652827154781265,1.105531360697792,-0.16054559625281783,1.0214204887942415,1.1887827214289557,0.9060353682954475,0.10383332817938373,-0.16054559625281783,0.14556085266933905,1.2781075122974808,-0.13295305349295694,True,True,True,True,True,True,True,-,-,False,False,False,8.682870199292793
u56-top20-g065-M,SHELF,U56,M,0.0,0.1311305950832622,1.2374920188627059,-0.17056353176058148,1.2529232086067303,1.2319688905026052,1.1348592102980868,0.11073811707306302,-0.10240949026106849,0.14819866544079519,1.3159978585965568,-0.17056353176058192,True,True,True,True,True,True,True,-,-,False,False,False,3.755239277812423
u56-top20-g065-M,SHELF,U56,M,10.0,0.12689638355046462,1.2017247392237502,-0.17109756817918442,1.214604736125588,1.1981347590781526,1.0962293051248948,0.10657971237126906,-0.10377946645808478,0.14390101261271604,1.2821969784728164,-0.17109756817918442,True,True,True,True,True,True,True,-,-,False,False,False,3.755239277812423
u56-top20-g065-M,SHELF,U56,M,25.0,0.12057197741859649,1.1477807005526202,-0.17189862280708834,1.1568024159156052,1.1471124168297242,1.037993946776081,0.10036854519087912,-0.10583155161946334,0.1374818388083614,1.2312035847067127,-0.17189862280708879,True,True,True,True,True,True,True,-,-,False,False,False,3.755239277812423
U56-band0.03-g0.50,GRID,U56,W,0.0,0.05849197082432722,1.2260770402538228,-0.08099978166188859,1.2570442178664452,1.2017650311983528,1.129642533998188,0.05186832252682305,-0.051913708308891304,0.06397595159664471,1.3015933064366827,-0.08099978166188837,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,1.1956327332460843
U56-band0.03-g0.50,GRID,U56,W,10.0,0.05722738517124415,1.2007655653686848,-0.0811756968176699,1.2315322934548556,1.176560253686947,1.1036658925833327,0.050622779666629425,-0.05290028799807511,0.06269554686498391,1.2767816592721966,-0.08117569681767012,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,1.1956327332460843
U56-band0.03-g0.50,GRID,U56,W,25.0,0.055333244193624065,1.1627591233475412,-0.08143954253400976,1.1932224193820729,1.1387160126774694,1.0646632035247796,0.04875713370019463,-0.05476274746827636,0.06077773512665474,1.239524223405487,-0.08143954253400998,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,1.1956327332460843
U56-band0.03-g0.75,GRID,U56,W,0.0,0.08810629422168592,1.2257736099375898,-0.12029819641900041,1.2574264845013854,1.2009054714613714,1.1299587519790029,0.07798750016487377,-0.07741669393775386,0.09650748519217367,1.3007859478672301,-0.12029819641900052,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,1.7747529264508732
U56-band0.03-g0.75,GRID,U56,W,10.0,0.08617736292500311,1.2007324826082908,-0.12054949323437114,1.2321991121974933,1.175958130760422,1.1042709988490098,0.07609482993076822,-0.07887207032744381,0.09454831802271646,1.2762297973468626,-0.12054949323437081,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,1.7747529264508732
U56-band0.03-g0.75,GRID,U56,W,25.0,0.08329015910186599,1.1631323159318776,-0.12092638054158922,1.1943168081643298,1.138500804792136,1.0657023625106956,0.07326183343102066,-0.0818452300634418,0.09161591517062972,1.2393563817643642,-0.12092638054158922,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,1.7747529264508732
U56-band0.03-g1.00,GRID,U56,W,0.0,0.11792986685129225,1.2254542085166398,-0.15879004158914023,1.2578040616370465,1.200023833969201,1.1302721862260132,0.10419860388157631,-0.10260480726190047,0.12936170842732708,1.2999518507857042,-0.15879004158913979,True,True,True,True,True,True,True,-,-,False,False,False,2.3535355897922297
U56-band0.03-g1.00,GRID,U56,W,10.0,0.1153026775142354,1.200557594332463,-0.1591099751297821,1.2327298000774998,1.1752128489278042,1.104743024733504,0.10163033272165856,-0.10451954207318537,0.1266852163572325,1.2755286548566704,-0.15910997512978242,True,True,True,True,True,True,True,-,-,False,False,False,2.3535355897922297
U56-band0.03-g1.00,GRID,U56,W,25.0,0.11137307151757936,1.163174577332037,-0.1595897767805886,1.19507743964366,1.1379605129965067,1.0664125513946914,0.09778872326371069,-0.10872886371235668,0.1226819773722756,1.2388551233220764,-0.15958977678058806,True,True,True,True,True,True,True,-,-,False,False,False,2.3535355897922297
U56-band0.08-g0.50,GRID,U56,W,0.0,0.05731333292299401,1.1603133489578974,-0.09755531020270591,1.2567054097244565,1.0809220525656964,1.1373357218086662,0.05356691802313107,-0.05649767677062634,0.06040743608291299,1.1792098776107693,-0.0975553102027058,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,0.7655765853765939
U56-band0.08-g0.50,GRID,U56,W,10.0,0.056504180346043764,1.1446337355785878,-0.09763784562295275,1.2412267142355118,1.0650075025872898,1.1217352468845168,0.05280062152691656,-0.05681133760527435,0.05956278346558941,1.1634503118824011,-0.09763784562295263,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,0.7655765853765939
U56-band0.08-g0.50,GRID,U56,W,25.0,0.05529156322019246,1.1210988420610828,-0.09776164102242957,1.2179913106451432,1.0411218932878183,1.098319377387472,0.051652177895772144,-0.05728167365324055,0.05829701222413952,1.1397952460312093,-0.09776164102243046,True,True,True,True,False,False,False,L5_CAGR,L5_CAGR,False,False,False,0.7655765853765939
