panel,dSharpe,dMaxDD,win,odSharpe,odMaxDD,owin,v4b,t4b,n
U56,0.02626455648029827,6.053658487431976,0.77,0.058716805064267755,6.162176955128443,0.81,51,4,100
B136,0.020424126808450148,8.958632035105039,0.72,0.050286370664350336,9.439451908407483,0.79,47,0,100
SMALL665,-0.15403566383027276,3.5768603066247797,0.0,-0.2515858701701277,1.7958103089564088,0.0,0,0,100
