cost_bps,control,failDD_D,failDD_W,failDD_M,failDD_Q,range_DQ,range_maxmin,turn_D,turn_W,turn_M,turn_Q,medOOSDD_D,medOOSDD_W,medOOSDD_M,medOOSDD_Q,pass4b,pass4a
0.0,DRIFT,0.5666666666666667,0.6466666666666666,0.8301587301587302,0.926984126984127,0.36031746031746037,0.36031746031746037,36.298801114731035,15.801941504269868,7.197924443022648,3.5296886327739707,-0.22393624972290793,-0.22840793141735788,-0.27520407074343534,-0.2968841932769322,0.05962962962962963,0.007037037037037037
0.0,NODRIFT_G,0.5666666666666667,0.6466666666666666,0.8428571428571429,0.935978835978836,0.36931216931216937,0.36931216931216937,36.298801114731035,16.001425280144794,7.443991893411735,3.7840557119286147,-0.22393624972290793,-0.22866416953338808,-0.2762734305207302,-0.2975756475550201,0.05407407407407407,0.004814814814814815
0.0,NODRIFT_W,0.5666666666666667,0.64,0.8428571428571429,0.935978835978836,0.36931216931216937,0.36931216931216937,36.298801114731035,17.500060167008805,9.492693636848617,5.977674644632669,-0.22393624972290793,-0.22768280952440462,-0.27423170840718775,-0.2989325117548362,0.05592592592592593,0.004814814814814815
10.0,DRIFT,0.6333333333333333,0.6466666666666666,0.8365079365079365,0.928042328042328,0.2947089947089947,0.2947089947089947,36.298801114731035,15.801941504269868,7.197924443022648,3.5296886327739707,-0.23335342792518665,-0.23043942876523194,-0.2758809691269595,-0.29759006853502323,0.052222222222222225,0.001851851851851852
10.0,NODRIFT_G,0.6333333333333333,0.6466666666666666,0.8444444444444444,0.9375661375661376,0.3042328042328043,0.3042328042328043,36.298801114731035,16.001425280144794,7.443991893411735,3.7840557119286147,-0.23335342792518665,-0.23043942876523205,-0.2768495954913636,-0.2978369500739502,0.047407407407407405,0.0
10.0,NODRIFT_W,0.6333333333333333,0.6466666666666666,0.846031746031746,0.9375661375661376,0.3042328042328043,0.3042328042328043,36.298801114731035,17.500060167008805,9.492693636848617,5.977674644632669,-0.23335342792518665,-0.2299168290931679,-0.27571489225848667,-0.3005664053478622,0.04814814814814815,0.0
25.0,DRIFT,0.7,0.6533333333333333,0.8396825396825397,0.9291005291005291,0.22910052910052914,0.27576719576719577,36.298801114731035,15.801941504269868,7.197924443022648,3.5296886327739707,-0.2628326262273636,-0.23540680485952975,-0.27803895440125104,-0.2980538489902278,0.043333333333333335,0.0011111111111111111
25.0,NODRIFT_G,0.7,0.66,0.846031746031746,0.9391534391534392,0.23915343915343923,0.27915343915343915,36.298801114731035,16.001425280144794,7.443991893411735,3.7840557119286147,-0.2628326262273636,-0.23553997337428606,-0.27907084682856065,-0.29925508734152184,0.03777777777777778,0.0
25.0,NODRIFT_W,0.7,0.6466666666666666,0.8571428571428571,0.9396825396825397,0.23968253968253972,0.29301587301587306,36.298801114731035,17.500060167008805,9.492693636848617,5.977674644632669,-0.2628326262273636,-0.2371915209716084,-0.27862543390253086,-0.30379958256664086,0.03481481481481481,0.0
50.0,DRIFT,0.8,0.7066666666666667,0.8476190476190476,0.9306878306878307,0.13068783068783063,0.224021164021164,36.298801114731035,15.801941504269868,7.197924443022648,3.5296886327739707,-0.4618232391334926,-0.2552630318918031,-0.28077375898896184,-0.2987357128589643,0.03222222222222222,0.0
50.0,NODRIFT_G,0.8,0.7066666666666667,0.8603174603174604,0.9423280423280423,0.1423280423280423,0.23566137566137568,36.298801114731035,16.001425280144794,7.443991893411735,3.7840557119286147,-0.46182323913349255,-0.2553011497855233,-0.2826675002450251,-0.30233987364875525,0.026296296296296297,0.0
50.0,NODRIFT_W,0.8,0.7266666666666667,0.8650793650793651,0.9465608465608466,0.14656084656084656,0.21989417989417992,36.298801114731035,17.500060167008805,9.492693636848617,5.977674644632669,-0.4618232391334926,-0.2616522895105486,-0.2828668066671199,-0.3061090093883823,0.02,0.0
