family,n,win_FULL,win_OOS,obs,null_mean,null_sd,z,p,sig,scope,rung,pool,w_kept,nperm,headline
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.042870370370370364,0.024353239719307383,7.36459928613361,0.004975124378109453,True,POOLED,0.0,ALL,1008,200,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.0437037037037037,0.0230789025709009,-1.893664725583947,1.0,False,POOLED,0.0,ALL,1008,200,False
QROLL,432,0.9768518518518519,0.9861111111111112,0.0092592592592593,0.0431712962962963,0.00720421903216666,-4.707246807130737,1.0,False,POOLED,0.0,ALL,1008,200,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.042870370370370364,0.023117263347004945,7.758351374021465,0.000999000999000999,True,POOLED,0.0,ALL,1008,1000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.04223148148148148,0.022662061663946947,-1.8635321934838571,1.0,False,POOLED,0.0,ALL,1008,1000,False
QROLL,432,0.9768518518518519,0.9861111111111112,0.0092592592592593,0.04353935185185185,0.007136248965089932,-4.80365704171597,1.0,False,POOLED,0.0,ALL,1008,1000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.043199999999999995,0.02259898215961909,7.921694037269849,0.0001999600079984003,True,POOLED,0.0,ALL,1008,5000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.04286111111111111,0.022070654678351842,-1.9419954566708768,1.0,False,POOLED,0.0,ALL,1008,5000,False
QROLL,432,0.9768518518518519,0.9861111111111112,0.0092592592592593,0.04329953703703703,0.007193728808012224,-4.731937870644273,1.0,False,POOLED,0.0,ALL,1008,5000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.046203703703703705,0.026434582379991668,6.658645708424238,0.004975124378109453,True,POOLED,0.0,LONGW,1008,200,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.049675925925925915,0.023060554538974747,-2.154151403513233,1.0,False,POOLED,0.0,LONGW,1008,200,False
QROLL,216,0.9907407407407407,0.9722222222222222,-0.01851851851851849,0.044652777777777784,0.013609997694482987,-4.641536149701458,0.9751243781094527,False,POOLED,0.0,LONGW,1008,200,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.0456111111111111,0.02381833743088787,7.414921869486993,0.000999000999000999,True,POOLED,0.0,LONGW,1008,1000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.046425925925925926,0.023545242672918038,-1.9717752146732157,1.0,False,POOLED,0.0,LONGW,1008,1000,False
QROLL,216,0.9907407407407407,0.9722222222222222,-0.01851851851851849,0.04657407407407407,0.014090864484727239,-4.619488936476887,0.985014985014985,False,POOLED,0.0,LONGW,1008,1000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.04639074074074074,0.023580759574369708,7.456565634662398,0.0001999600079984003,True,POOLED,0.0,LONGW,1008,5000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.04633888888888889,0.023663676303984776,-1.958228649412593,1.0,False,POOLED,0.0,LONGW,1008,5000,False
QROLL,216,0.9907407407407407,0.9722222222222222,-0.01851851851851849,0.04622777777777778,0.01357792412639796,-4.768497429619427,0.989002199560088,False,POOLED,0.0,LONGW,1008,5000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.07587962962962963,0.025601811675383924,5.716103002714476,0.004975124378109453,True,POOLED,0.0,SHORTW,1008,200,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.07513888888888888,0.02413765423408476,-3.1129325227795053,1.0,False,POOLED,0.0,SHORTW,1008,200,False
QROLL,216,0.9629629629629629,1.0,0.03703703703703709,0.07263888888888889,0.013342193506508705,-2.6683657252073427,1.0,False,POOLED,0.0,SHORTW,1008,200,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.07483333333333334,0.025358838918903236,5.812130806155356,0.000999000999000999,True,POOLED,0.0,SHORTW,1008,1000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.07325925925925926,0.024313536875021722,-3.0131058116238716,1.0,False,POOLED,0.0,SHORTW,1008,1000,False
QROLL,216,0.9629629629629629,1.0,0.03703703703703709,0.07410185185185185,0.014628419391417602,-2.5337539089534475,0.998001998001998,False,POOLED,0.0,SHORTW,1008,1000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.07459259259259259,0.024796666905363786,5.953607805156093,0.0001999600079984003,True,POOLED,0.0,SHORTW,1008,5000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.07430555555555556,0.024648753920373623,-3.014576550019338,1.0,False,POOLED,0.0,SHORTW,1008,5000,False
QROLL,216,0.9629629629629629,1.0,0.03703703703703709,0.07369907407407407,0.014239653327918107,-2.574643932177604,0.9974005198960207,False,POOLED,0.0,SHORTW,1008,5000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.07652777777777778,0.02437388474912114,5.977481470191075,0.004975124378109453,True,POOLED,0.0,BALANCED,252,200,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.07351851851851852,0.025142369535417257,-2.924088694780948,1.0,False,POOLED,0.0,BALANCED,252,200,False
QROLL,108,1.0,1.0,0.0,0.07217592592592594,0.023870589513818142,-3.0236339946336446,1.0,False,POOLED,0.0,BALANCED,252,200,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.07340740740740741,0.025082432947613264,5.933029508167204,0.000999000999000999,True,POOLED,0.0,BALANCED,252,1000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.07400925925925926,0.024546607111663257,-3.01505046797665,1.0,False,POOLED,0.0,BALANCED,252,1000,False
QROLL,108,1.0,1.0,0.0,0.07480555555555556,0.023940950384629917,-3.1245858812514267,1.0,False,POOLED,0.0,BALANCED,252,1000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.07382777777777778,0.02397278028658416,6.190122408433791,0.0001999600079984003,True,POOLED,0.0,BALANCED,252,5000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.07414074074074074,0.02400433691822623,-3.0886393985099625,1.0,False,POOLED,0.0,BALANCED,252,5000,False
QROLL,108,1.0,1.0,0.0,0.0742537037037037,0.024192708045654314,-3.0692596944326676,1.0,False,POOLED,0.0,BALANCED,252,5000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.10060185185185187,0.02605187130747742,4.668392874160361,0.004975124378109453,True,POOLED,0.0,BALANCED,504,200,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.09842592592592592,0.02650489503628849,-3.7134999324150733,1.0,False,POOLED,0.0,BALANCED,504,200,False
QROLL,108,0.9259259259259259,1.0,0.07407407407407407,0.09726851851851852,0.026434704612639106,-0.8774240069758371,0.8606965174129353,False,POOLED,0.0,BALANCED,504,200,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.09791666666666667,0.025428287697687423,4.888475269487396,0.000999000999000999,True,POOLED,0.0,BALANCED,504,1000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.09988888888888889,0.02571135874169628,-3.8850101191617856,1.0,False,POOLED,0.0,BALANCED,504,1000,False
QROLL,108,0.9259259259259259,1.0,0.07407407407407407,0.09849074074074074,0.027295066497186136,-0.8945450515456264,0.8641358641358642,False,POOLED,0.0,BALANCED,504,1000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.09865555555555557,0.026697673106639536,4.628368403984107,0.0001999600079984003,True,POOLED,0.0,BALANCED,504,5000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.09850000000000002,0.02653290506919344,-3.7123714777227845,1.0,False,POOLED,0.0,BALANCED,504,5000,False
QROLL,108,0.9259259259259259,1.0,0.07407407407407407,0.09914074074074075,0.0261384509684956,-0.9589958753439242,0.8792241551689662,False,POOLED,0.0,BALANCED,504,5000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.06833333333333334,0.024037180566562115,6.402118936651088,0.004975124378109453,True,POOLED,0.0,BALANCED,1008,200,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.07143518518518518,0.02486214412745034,-2.8732511893981605,1.0,False,POOLED,0.0,BALANCED,1008,200,False
QROLL,108,0.9814814814814815,0.9629629629629629,-0.0185185185185186,0.06393518518518519,0.025784582873640667,-3.1977908701402895,0.9701492537313433,False,POOLED,0.0,BALANCED,1008,200,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.06826851851851852,0.025258119326931238,6.095216421736989,0.000999000999000999,True,POOLED,0.0,BALANCED,1008,1000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.06819444444444446,0.024722228991370807,-2.7584262110122615,1.0,False,POOLED,0.0,BALANCED,1008,1000,False
QROLL,108,0.9814814814814815,0.9629629629629629,-0.0185185185185186,0.06724074074074074,0.023859434892754213,-3.594354168266712,0.9920079920079921,False,POOLED,0.0,BALANCED,1008,1000,False
ABS,108,0.6296296296296297,0.8518518518518519,0.2222222222222222,0.0680888888888889,0.0243874800467938,6.320182857662536,0.0001999600079984003,True,POOLED,0.0,BALANCED,1008,5000,False
QEXP,108,0.6481481481481481,0.6481481481481481,0.0,0.06769259259259258,0.024563422016217813,-2.7558290757655453,1.0,False,POOLED,0.0,BALANCED,1008,5000,False
