panel,book,pick_cadence,pick_gross,IS_Sharpe,CAGR,Sharpe,MaxDD,SH_H1,SH_H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,turn_yr,drag_bp,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD,L_H1,L_H2,L_OOS,L_DD,L_CAGR,pass4b,pass4a,OOS4b
U56,TOP5,Q,1.0,1.3039655962935717,0.2073940064130626,0.8621856898434022,-0.3847875725918475,1.2957714858949654,0.5161236819179682,0.12397630670526527,0.5618601050345475,-0.38478757259184737,5.281081393225391,52.810813932253915,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468628,-0.1205494932343707,True,False,False,False,True,False,False,False
U56,TOP10,M,1.0,1.1699365549818692,0.23232626783924104,1.152246190853404,-0.2979275261211185,1.2176244047550033,1.1065837508843064,0.24493338847281,1.144598578260798,-0.2979275261211184,8.404774363556966,84.04774363556966,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468628,-0.1205494932343707,True,True,True,False,True,False,False,False
U56,TOP20,M,1.0,1.0927505939781075,0.2054925307916291,1.2148262723870038,-0.2524990911930203,1.2079576548172424,1.2280627144715746,0.23625825619385976,1.3074921347420023,-0.25249909119302016,6.387151020980793,63.87151020980794,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468628,-0.1205494932343707,True,True,True,False,True,False,False,False
U56,EWELIG,Q,1.0,1.1355179153860577,0.15403959583203664,1.072046866180317,-0.290692391721297,1.228635046497893,0.9465349382533327,0.15307955127184147,1.0270538058980698,-0.2906923917212969,2.5197200540795364,25.197200540795365,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468628,-0.1205494932343707,True,True,True,False,True,False,False,False
U56,BAND03,M,1.0,1.1075899635697783,0.11894663570005903,1.1729283977188028,-0.1880527233449688,1.2190191302185007,1.1354892090423656,0.12811745110447625,1.2242967479324933,-0.18805272334496947,1.6417569494923718,16.41756949492372,0.15210156343930548,0.8711297579081264,-0.3371725677562022,0.09454831802271646,1.2762297973468628,-0.1205494932343707,True,True,True,True,True,True,False,True
B136,TOP5,Q,1.0,1.4297545383256458,0.29766825653567763,1.0845840853687003,-0.36611212470561405,1.490444014720477,0.7672802679935998,0.23548721742784928,0.8591849580776798,-0.36611212470561416,5.990344381384242,59.903443813842415,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,True,False,False,False
B136,TOP10,Q,1.0,1.37765866677567,0.23766001775414414,1.0285549986033442,-0.3719163932042402,1.4488808944506226,0.7159359898591175,0.18918715772578754,0.8068966984629515,-0.3719163932042403,5.524909735877536,55.24909735877536,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,False,False,False,True,False,False,False
B136,TOP20,M,1.0,1.2121877763911766,0.22183320371583148,1.1077517955728404,-0.33675172386421537,1.3118469474334749,0.9490420503834911,0.21816721688297935,1.03879261320819,-0.33675172386421515,8.67524077753792,86.75240777537921,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,True,True,False,True,False,False,False
B136,EWELIG,Q,0.25,1.1167965352841835,0.03797461943941283,1.0411348697058092,-0.08383637971972757,1.23197411761991,0.8775747170872297,0.03675297030528468,0.9831376510595219,-0.08383637971972713,0.6717995162586422,6.717995162586422,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,True,True,True,False,False,False,False
B136,BAND03,W,1.0,1.0927413254606884,0.10652976854836904,1.0991593874420873,-0.16157983013208965,1.2358770851587098,0.9647512348188001,0.1052418687479828,1.1048029424254948,-0.16157983013208965,2.666067752269463,26.66067752269463,0.15331427255204866,0.8767278433896203,-0.3371595330739301,0.07884939392053303,1.105887869727878,-0.12240985403190019,True,True,True,True,True,True,False,False
