panel,E,d,dd_bought,cagr_paid,rate,dSharpe,pass4b
U56,20,0.0,0.03698427369822943,0.060530477028562624,1.636654474343792,-0.3788426961485767,False
U56,20,0.25,0.0555259513153572,0.049065339020044174,0.8836469769131867,-0.19085639784800246,False
U56,20,0.5,0.03766287468706886,0.03087698954989082,0.819825618900304,-0.06951203631556568,False
U56,20,0.75,0.019030147274245346,0.013371788816852304,0.7026634436481297,0.0011872209198100503,False
U56,50,0.0,0.04233861911959924,0.06444921194235609,1.5222322617631496,-0.43292102231606155,False
U56,50,0.25,0.04952352815776462,0.04115443618429637,0.8310077596489642,-0.16347525908931804,False
U56,50,0.5,0.03458508465525001,0.0239544258725799,0.6926230226515759,-0.05903086357355192,False
U56,50,0.75,0.019030147274245457,0.010080475307135517,0.5297108404819324,-0.003654886332366658,False
U56,100,0.0,0.04248763429517066,0.06523181009720802,1.5353128311176074,-0.4377820117510438,False
U56,100,0.25,0.04174924611377884,0.018980219748161886,0.45462425109270876,0.0191417070099007,False
U56,100,0.5,0.03766287468706886,0.01665112069596697,0.44210965929491175,-0.02009410260928779,False
U56,100,0.75,0.019030147274245235,0.008140997147788154,0.4277947527398228,-0.006135542371052738,True
U56,200,0.0,1.1102230246251565e-16,0.06210838696675913,,-0.48624013775058406,False
U56,200,0.25,0.0,0.02645933810394041,,-0.17661721605122027,False
U56,200,0.5,2.220446049250313e-16,0.011798650657703025,,-0.05901389967229553,False
U56,200,0.75,0.0,0.0061336693555476,,-0.03217619626879942,True
B136,20,0.0,0.03036219732215828,0.06899080436153304,2.272259929988126,-0.4337305328422527,False
B136,20,0.25,0.03403790257336137,0.047630133363741,1.3993263321993623,-0.10260540141406449,False
B136,20,0.5,0.02701289094479087,0.032353662273502115,1.1977119494402415,-0.03603275201329259,False
B136,20,0.75,0.01829201282164583,0.016066285626083587,0.8783224559667686,-0.00863796898967184,False
B136,50,0.0,0.017909678482396996,0.08068295414753268,4.504991768938458,-0.5253612335778576,False
B136,50,0.25,0.03724773455563579,0.056342200381034546,1.51263428643903,-0.23397767479084852,False
B136,50,0.5,0.02679468527656048,0.03209357749522512,1.1977590766218111,-0.07251400176048928,False
B136,50,0.75,0.016983014601865354,0.0165886339637471,0.97677793681724,-0.03712608349170532,False
B136,100,0.0,0.05402774852526471,0.07888772611804762,1.4601335104896658,-0.47087703316715335,False
B136,100,0.25,0.049026011393968894,0.043612883630901766,0.889586617202699,-0.10293052075024511,False
B136,100,0.5,0.038936241310787545,0.025631397602858597,0.6582915232692799,-0.02547168516726983,False
B136,100,0.75,0.019759774454666923,0.011919948803661429,0.6032431610496515,-0.0018680249980966845,True
B136,200,0.0,-0.0015200422337415809,0.08071078931015974,-53.09772815423049,-0.5606215342510071,False
B136,200,0.25,0.00432611575067765,0.03875453316909705,8.958274674695533,-0.1599199725832786,False
B136,200,0.5,0.004326115750677539,0.016838286904654165,3.8922414181860523,-0.019455289002750398,False
B136,200,0.75,0.004326115750677539,0.01077110142667026,2.489785767979817,-0.031035168161921645,True
