corpus,name,days,CAGR,Sharpe,MaxDD,H1,H2
FULL,SPY,4443,0.15163389387763448,0.8860757549112315,-0.3371595330739303,0.9595622658772724,0.8259431438686403
FULL,RULES v2,4443,0.07977883927766838,1.0992531359665725,-0.12240985403190008,1.2348466062129893,0.9658157974796912
FULL,UNGATED g=1.00,4443,0.1419613396208741,1.021138121609721,-0.230920497501097,1.1513321598607318,0.8996312014959754
EX2020T,SPY,4381,0.16034594594082185,0.9895939949626608,-0.24496651760884414,0.9409864749766202,1.0390163345071695
EX2020T,RULES v2,4381,0.08452108445518225,1.1897777548198296,-0.092827301172546,1.1989428060261278,1.180638868681996
EX2020T,UNGATED g=1.00,4381,0.15572017918324987,1.1457878397822048,-0.21645146350374078,1.1224777172627953,1.1696681724934883
ONLY2020T,SPY,62,-0.3238603161795036,-0.3610921366668554,-0.33715953307393,-2.6392572203631577,2.5244848153662525
ONLY2020T,RULES v2,62,-0.2077666283398335,-1.4053715843420678,-0.12240985403190041,-2.6019494792934093,2.43033500859133
ONLY2020T,UNGATED g=1.00,62,-0.5100844817259587,-1.8563743348152624,-0.230920497501097,-2.814000385233105,0.3536391314033573
EX2020Y,SPY,4190,0.1497946933023384,0.9383090152318012,-0.24496651760884458,0.929414768344153,0.9487564589219245
EX2020Y,RULES v2,4190,0.07947156753596962,1.136638149230554,-0.09282730117254523,1.1531662081472822,1.1210447424333312
EX2020Y,UNGATED g=1.00,4190,0.14485153841269804,1.0843697870405764,-0.21645146350374134,1.0860106644482943,1.08402932308034
ONLY2020Y,SPY,253,0.18252476827061015,0.6701198142278694,-0.33715953307393,0.1073035565453511,2.4285526237753223
ONLY2020Y,RULES v2,253,0.08488038577422308,0.8035980016068315,-0.1224098540319003,-0.46645103739318056,2.612272394035021
ONLY2020Y,UNGATED g=1.00,253,0.09514324969580579,0.5199264317932212,-0.23092049750109678,-0.6421473394411975,2.7168012734648332
ONLY2022,SPY,251,-0.1824169457908773,-0.7096219296600403,-0.2449665176088457,-1.5735436608721085,0.2164728763875547
ONLY2022,RULES v2,251,-0.0698527756841909,-1.4085443884017497,-0.07820112841181426,-2.0538839692638513,-0.5518215554651871
ONLY2022,UNGATED g=1.00,251,-0.11359994868964818,-0.634494649373139,-0.2145141335540851,-1.3374021806365917,0.0688358267689738
NOCRASH,SPY,3939,0.17505110188481776,1.1094347659340522,-0.22058362096015105,0.85351044207738,1.443761699257482
NOCRASH,RULES v2,3939,0.08976141192148646,1.2563564507346998,-0.07898281858216083,1.0457067831046554,1.4949039206343326
NOCRASH,UNGATED g=1.00,3939,0.16367015349267877,1.2283557827011762,-0.16658941402312488,0.9889084059117111,1.5219960133785475
