sel,qmax,cls,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_Sharpe_p10,OOS_Sharpe_p90,beat_ctl,beat_v1,beat_spy,n_distinct_arms
K_H2Sharpe,0.25,RA,0.09838411276182807,0.7726213768516033,-0.2522826463076023,0.30373314688955766,1.1562772031769837,0.3298888888888889,0.90025,0.3333333333333333,30
K_MinHalf,0.25,RA,0.10186979105012532,0.7691599342040354,-0.25524561205509017,0.30373314688955766,1.1318686586712605,0.37219444444444444,0.90025,0.3333333333333333,25
K_CAGR,0.25,NRA,0.10458687030655875,0.7648884442005708,-0.2684429634486961,0.30373314688955766,1.1318686586712605,0.20844444444444443,0.860875,0.3888888888888889,25
K_Calmar,0.25,RA,0.09869170782755937,0.7453940082793657,-0.24884610138530933,0.16941174931586253,1.1676752607259366,0.2915,0.8053194444444445,0.3333333333333333,24
K_Sortino,0.25,RA,0.09692065624531297,0.7413690683583087,-0.2425110293777159,0.16941174931586253,1.1224553129457142,0.3338611111111111,0.7953888888888889,0.3333333333333333,24
K_RANDOM,0.25,CTL,0.09326788608971899,0.7381296881268021,-0.24351712643920134,0.24417112027820617,1.1426969456337832,0.2617777777777778,0.6757916666666667,0.37919444444444445,245
K_Sharpe,0.25,RA,0.09374404522268308,0.7235561134939906,-0.2416947993303042,0.16941174931586253,1.1224553129457142,0.28480555555555553,0.7463333333333333,0.3333333333333333,26
K_MaxDD,0.25,NRA,0.07284792609041309,0.7068175012911065,-0.19437961553029623,0.16941174931586253,1.2025269424250273,0.3200277777777778,0.7039722222222222,0.3333333333333333,44
K_NegVol,0.25,NRA,0.07056620691414953,0.6980764902587746,-0.19309401054392325,0.14243939175234463,1.196046729815989,0.21815277777777778,0.6147638888888889,0.3333333333333333,57
K_H2Sharpe,0.5,RA,0.09822279776412678,0.7702207733875914,-0.2482226110217599,0.30373314688955766,1.1676752607259366,0.3848611111111111,0.81825,0.3333333333333333,53
K_MinHalf,0.5,RA,0.0999881069119451,0.7685937387681986,-0.25061762733065873,0.30373314688955766,1.1318686586712605,0.4141944444444444,0.81825,0.3333333333333333,44
K_CAGR,0.5,NRA,0.10245182847697804,0.7665821846914578,-0.2586856321404073,0.30373314688955766,1.1318686586712605,0.32579166666666665,0.8092222222222222,0.3888888888888889,51
K_Calmar,0.5,RA,0.09767962793715786,0.7487193384444091,-0.24491729064515858,0.16941174931586253,1.1676752607259366,0.36969444444444444,0.7581666666666667,0.3333333333333333,40
K_Sortino,0.5,RA,0.09687759667301349,0.7486796284053957,-0.2419246765282814,0.16941174931586253,1.1426969456337832,0.4025138888888889,0.7595,0.3333333333333333,42
K_RANDOM,0.5,CTL,0.09509707730999378,0.7434301801341276,-0.24442518220586715,0.24428871161050636,1.1506532755086258,0.31881944444444443,0.6733472222222222,0.3796527777777778,244
K_Sharpe,0.5,RA,0.09513831933842827,0.743143515896561,-0.2399500122200062,0.16941174931586253,1.1426969456337832,0.39063888888888887,0.7405416666666667,0.3333333333333333,41
K_MaxDD,0.5,NRA,0.08573704823747014,0.732582998434862,-0.2181752520127015,0.16941174931586253,1.1718923326214017,0.37475,0.7160138888888888,0.3333333333333333,70
K_NegVol,0.5,NRA,0.08451401841941796,0.7290843459587272,-0.2182183808320931,0.14243939175234463,1.1718923326214017,0.347625,0.651375,0.3333333333333333,101
K_MinHalf,0.75,RA,0.10063276211117186,0.7659476966534381,-0.2529007764199247,0.30373314688955766,1.1357379992068701,0.3106388888888889,0.7935138888888889,0.34691666666666665,90
K_H2Sharpe,0.75,RA,0.10016194403936447,0.7656957651662433,-0.2533244852295928,0.30373314688955766,1.1357379992068701,0.29044444444444445,0.7935138888888889,0.34691666666666665,93
K_CAGR,0.75,NRA,0.10231923909234777,0.7651789730045799,-0.25679292049208835,0.30373314688955766,1.1357379992068701,0.27079166666666665,0.7885972222222222,0.38325,93
K_RANDOM,0.75,CTL,0.09830437284360755,0.750252174652232,-0.2502641940316458,0.250067051410945,1.1357379992068701,0.2669166666666667,0.6956666666666667,0.3729722222222222,241
K_Sortino,0.75,RA,0.09813782458409795,0.7471285248561614,-0.24801553989312278,0.16941174931586253,1.1357379992068701,0.279,0.7425833333333334,0.34691666666666665,92
