sel,qmax,cls,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_Sharpe_p10,OOS_Sharpe_p90,beat_ctl,beat_v1,beat_spy,n_distinct_arms
K_Calmar,0.75,RA,0.09850674456001468,0.7458966315768113,-0.24986632617516913,0.16941174931586253,1.1357379992068701,0.2604861111111111,0.7395138888888889,0.34691666666666665,89
K_Sharpe,0.75,RA,0.09707617415196308,0.743505688170654,-0.2471373557269534,0.16941174931586253,1.1357379992068701,0.26934722222222224,0.7307916666666666,0.34691666666666665,90
K_MaxDD,0.75,NRA,0.09364610428144958,0.7402810771628343,-0.23838421732465193,0.16941174931586253,1.1640489707441497,0.2990277777777778,0.7184305555555556,0.34691666666666665,103
K_NegVol,0.75,NRA,0.09313965046666305,0.7384742130805738,-0.23829338720654647,0.1476055013700603,1.1426969456337832,0.28705555555555556,0.6935138888888889,0.34691666666666665,147
K_CAGR,1.0,NRA,0.10310588837622159,0.75864196032587,-0.26295453334335234,0.30373314688955766,1.1357379992068701,0.13266666666666665,0.7328333333333333,0.37155555555555553,111
K_MinHalf,1.0,RA,0.1024613689683944,0.7584799901894993,-0.26172656755557555,0.30373314688955766,1.1357379992068701,0.14443055555555556,0.7341805555555555,0.3576944444444444,110
K_H2Sharpe,1.0,RA,0.10226289757575825,0.7583314923578305,-0.2618936049199698,0.30373314688955766,1.1357379992068701,0.138875,0.7341805555555555,0.3576944444444444,109
K_RANDOM,1.0,CTL,0.1015930128603188,0.7525376424873812,-0.26064604131508573,0.24428871161050636,1.1357379992068701,0.13045833333333334,0.6894444444444444,0.36694444444444446,232
K_Sortino,1.0,RA,0.10140883683939417,0.7504503095268068,-0.259849526548974,0.19789328807651982,1.1357379992068701,0.12909722222222222,0.7125972222222222,0.3576944444444444,109
K_Calmar,1.0,RA,0.10151740506772074,0.7501036946662102,-0.26041798354554035,0.19789328807651982,1.1357379992068701,0.12380555555555556,0.7115416666666666,0.3576944444444444,108
K_Sharpe,1.0,RA,0.10098326680084488,0.7487187813540227,-0.2595917270479824,0.19789328807651982,1.1357379992068701,0.12443055555555556,0.7074722222222222,0.3576944444444444,108
K_MaxDD,1.0,NRA,0.09979836381584418,0.7476442608383368,-0.2564432975169017,0.19789328807651982,1.1357379992068701,0.13604166666666667,0.7031666666666667,0.3576944444444444,114
K_NegVol,1.0,NRA,0.0995929949790936,0.7469890848252232,-0.2565138484693039,0.19789328807651982,1.1357379992068701,0.13143055555555555,0.69525,0.3576944444444444,155
