pickset,n_picks,n_cells,w_entropy,w_max
P_ALL4,168,42,0.9999999999999999,0.023809523809523808
P_N,42,42,0.9999999999999999,0.023809523809523808
P_GROSS,42,42,0.9999999999999999,0.023809523809523808
P_U56,56,14,0.9999999999999998,0.07142857142857142
P_SMALL,56,14,0.9999999999999998,0.07142857142857142
P_OOS,120,30,0.9999999999999999,0.03333333333333333
P_EARLY,48,12,1.0000000000000002,0.08333333333333333
P_TILT,392,42,0.919120553883214,0.05102040816326531
P_TEXT,620,30,0.9987471697944148,0.035483870967741936
