k,null_2_kfact,MONO_N,MONO_H,MONO_GROSS,MONO_pooled,MONO_dial_spread,RESOLVED_N,RESOLVED_H,RESOLVED_GROSS,RESOLVED_pooled,RESOLVED_dial_spread,n_N,n_H,n_GROSS
2,1.0,1.0,1.0,1.0,1.0,0.0,0.022817460317460316,0.11210317460317461,0.07738095238095238,0.07076719576719577,0.08928571428571429,1008,1008,1008
3,0.3333333333333333,0.4593253968253968,0.4384920634920635,0.9801587301587301,0.6259920634920635,0.5416666666666666,0.01488095238095238,0.0496031746031746,0.07242063492063493,0.04563492063492063,0.05753968253968254,1008,1008,1008
4,0.08333333333333333,0.2390873015873016,0.12202380952380952,0.9692460317460317,0.44345238095238093,0.8472222222222222,0.015873015873015872,0.016865079365079364,0.07142857142857142,0.034722222222222224,0.05555555555555555,1008,1008,1008
6,0.002777777777777778,0.041666666666666664,0.00992063492063492,0.9523809523809523,0.33465608465608465,0.9424603174603174,0.021825396825396824,0.008928571428571428,0.07142857142857142,0.03406084656084656,0.0625,1008,1008,1008
8,4.96031746031746e-05,0.000992063492063492,0.0,0.9523809523809523,0.3177910052910053,0.9523809523809523,0.025793650793650792,0.0,0.07142857142857142,0.032407407407407406,0.07142857142857142,1008,1008,1008
10,5.511463844797178e-07,0.0,0.0,0.9523809523809523,0.31746031746031744,0.9523809523809523,0.023809523809523808,0.0,0.07142857142857142,0.031746031746031744,0.07142857142857142,42,42,42
