panel,anchor,ladder,window,claimset,q,n_cells,pooled,weakest,AGG,PERCELL,flip,n_cell_fail
U56,A,N,IS,CS_VSANCHOR,0.7,8,0.667,0.53,False,False,False,4
U56,A,N,IS,CS_VSANCHOR,0.8,8,0.667,0.53,False,False,False,8
U56,A,N,IS,CS_VSANCHOR,0.9,8,0.667,0.53,False,False,False,8
U56,A,N,IS,CS_VSANCHOR,0.95,8,0.667,0.53,False,False,False,8
U56,A,N,IS,CS_VSBEST,0.5,8,0.7257500000000001,0.526,True,True,False,0
U56,A,N,IS,CS_VSBEST,0.6,8,0.7257500000000001,0.526,True,False,True,3
U56,A,N,IS,CS_VSBEST,0.7,8,0.7257500000000001,0.526,True,False,True,4
U56,A,N,IS,CS_VSBEST,0.8,8,0.7257500000000001,0.526,False,False,False,6
U56,A,N,IS,CS_VSBEST,0.9,8,0.7257500000000001,0.526,False,False,False,6
U56,A,N,IS,CS_VSBEST,0.95,8,0.7257500000000001,0.526,False,False,False,7
U56,A,H,FULL,CS_STEPS,0.5,3,0.6476666666666667,0.584,True,True,False,0
U56,A,H,FULL,CS_STEPS,0.6,3,0.6476666666666667,0.584,True,False,True,1
U56,A,H,FULL,CS_STEPS,0.7,3,0.6476666666666667,0.584,False,False,False,3
U56,A,H,FULL,CS_STEPS,0.8,3,0.6476666666666667,0.584,False,False,False,3
U56,A,H,FULL,CS_STEPS,0.9,3,0.6476666666666667,0.584,False,False,False,3
U56,A,H,FULL,CS_STEPS,0.95,3,0.6476666666666667,0.584,False,False,False,3
U56,A,H,FULL,CS_ENDS,0.5,1,0.736,0.736,True,True,False,0
U56,A,H,FULL,CS_ENDS,0.6,1,0.736,0.736,True,True,False,0
U56,A,H,FULL,CS_ENDS,0.7,1,0.736,0.736,True,True,False,0
U56,A,H,FULL,CS_ENDS,0.8,1,0.736,0.736,False,False,False,1
U56,A,H,FULL,CS_ENDS,0.9,1,0.736,0.736,False,False,False,1
U56,A,H,FULL,CS_ENDS,0.95,1,0.736,0.736,False,False,False,1
U56,A,H,FULL,CS_VSANCHOR,0.5,3,0.66,0.621,True,True,False,0
U56,A,H,FULL,CS_VSANCHOR,0.6,3,0.66,0.621,True,True,False,0
U56,A,H,FULL,CS_VSANCHOR,0.7,3,0.66,0.621,False,False,False,3
U56,A,H,FULL,CS_VSANCHOR,0.8,3,0.66,0.621,False,False,False,3
U56,A,H,FULL,CS_VSANCHOR,0.9,3,0.66,0.621,False,False,False,3
U56,A,H,FULL,CS_VSANCHOR,0.95,3,0.66,0.621,False,False,False,3
U56,A,H,FULL,CS_VSBEST,0.5,3,0.7276666666666668,0.668,True,True,False,0
U56,A,H,FULL,CS_VSBEST,0.6,3,0.7276666666666668,0.668,True,True,False,0
U56,A,H,FULL,CS_VSBEST,0.7,3,0.7276666666666668,0.668,True,False,True,1
U56,A,H,FULL,CS_VSBEST,0.8,3,0.7276666666666668,0.668,False,False,False,3
U56,A,H,FULL,CS_VSBEST,0.9,3,0.7276666666666668,0.668,False,False,False,3
U56,A,H,FULL,CS_VSBEST,0.95,3,0.7276666666666668,0.668,False,False,False,3
U56,A,H,IS,CS_STEPS,0.5,3,0.5596666666666666,0.534,True,True,False,0
U56,A,H,IS,CS_STEPS,0.6,3,0.5596666666666666,0.534,False,False,False,3
U56,A,H,IS,CS_STEPS,0.7,3,0.5596666666666666,0.534,False,False,False,3
U56,A,H,IS,CS_STEPS,0.8,3,0.5596666666666666,0.534,False,False,False,3
U56,A,H,IS,CS_STEPS,0.9,3,0.5596666666666666,0.534,False,False,False,3
U56,A,H,IS,CS_STEPS,0.95,3,0.5596666666666666,0.534,False,False,False,3
U56,A,H,IS,CS_ENDS,0.5,1,0.551,0.551,True,True,False,0
U56,A,H,IS,CS_ENDS,0.6,1,0.551,0.551,False,False,False,1
U56,A,H,IS,CS_ENDS,0.7,1,0.551,0.551,False,False,False,1
U56,A,H,IS,CS_ENDS,0.8,1,0.551,0.551,False,False,False,1
U56,A,H,IS,CS_ENDS,0.9,1,0.551,0.551,False,False,False,1
U56,A,H,IS,CS_ENDS,0.95,1,0.551,0.551,False,False,False,1
U56,A,H,IS,CS_VSANCHOR,0.5,3,0.5523333333333333,0.512,True,True,False,0
U56,A,H,IS,CS_VSANCHOR,0.6,3,0.5523333333333333,0.512,False,False,False,3
U56,A,H,IS,CS_VSANCHOR,0.7,3,0.5523333333333333,0.512,False,False,False,3
U56,A,H,IS,CS_VSANCHOR,0.8,3,0.5523333333333333,0.512,False,False,False,3
U56,A,H,IS,CS_VSANCHOR,0.9,3,0.5523333333333333,0.512,False,False,False,3
U56,A,H,IS,CS_VSANCHOR,0.95,3,0.5523333333333333,0.512,False,False,False,3
U56,A,H,IS,CS_VSBEST,0.5,3,0.583,0.551,True,True,False,0
U56,A,H,IS,CS_VSBEST,0.6,3,0.583,0.551,False,False,False,2
U56,A,H,IS,CS_VSBEST,0.7,3,0.583,0.551,False,False,False,3
U56,A,H,IS,CS_VSBEST,0.8,3,0.583,0.551,False,False,False,3
U56,A,H,IS,CS_VSBEST,0.9,3,0.583,0.551,False,False,False,3
U56,A,H,IS,CS_VSBEST,0.95,3,0.583,0.551,False,False,False,3
U56,A,GROSS,FULL,CS_STEPS,0.5,9,0.9081111111111111,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_STEPS,0.6,9,0.9081111111111111,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_STEPS,0.7,9,0.9081111111111111,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_STEPS,0.8,9,0.9081111111111111,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_STEPS,0.9,9,0.9081111111111111,0.85,True,False,True,3
U56,A,GROSS,FULL,CS_STEPS,0.95,9,0.9081111111111111,0.85,False,False,False,9
U56,A,GROSS,FULL,CS_ENDS,0.5,1,0.912,0.912,True,True,False,0
U56,A,GROSS,FULL,CS_ENDS,0.6,1,0.912,0.912,True,True,False,0
U56,A,GROSS,FULL,CS_ENDS,0.7,1,0.912,0.912,True,True,False,0
U56,A,GROSS,FULL,CS_ENDS,0.8,1,0.912,0.912,True,True,False,0
U56,A,GROSS,FULL,CS_ENDS,0.9,1,0.912,0.912,True,True,False,0
U56,A,GROSS,FULL,CS_ENDS,0.95,1,0.912,0.912,False,False,False,1
U56,A,GROSS,FULL,CS_VSANCHOR,0.5,9,0.8816666666666666,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_VSANCHOR,0.6,9,0.8816666666666666,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_VSANCHOR,0.7,9,0.8816666666666666,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_VSANCHOR,0.8,9,0.8816666666666666,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_VSANCHOR,0.9,9,0.8816666666666666,0.85,False,False,False,6
U56,A,GROSS,FULL,CS_VSANCHOR,0.95,9,0.8816666666666666,0.85,False,False,False,9
U56,A,GROSS,FULL,CS_VSBEST,0.5,9,0.8816666666666666,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_VSBEST,0.6,9,0.8816666666666666,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_VSBEST,0.7,9,0.8816666666666666,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_VSBEST,0.8,9,0.8816666666666666,0.85,True,True,False,0
U56,A,GROSS,FULL,CS_VSBEST,0.9,9,0.8816666666666666,0.85,False,False,False,6
U56,A,GROSS,FULL,CS_VSBEST,0.95,9,0.8816666666666666,0.85,False,False,False,9
U56,A,GROSS,IS,CS_STEPS,0.5,9,0.7965555555555555,0.736,True,True,False,0
U56,A,GROSS,IS,CS_STEPS,0.6,9,0.7965555555555555,0.736,True,True,False,0
U56,A,GROSS,IS,CS_STEPS,0.7,9,0.7965555555555555,0.736,True,True,False,0
U56,A,GROSS,IS,CS_STEPS,0.8,9,0.7965555555555555,0.736,False,False,False,4
U56,A,GROSS,IS,CS_STEPS,0.9,9,0.7965555555555555,0.736,False,False,False,9
U56,A,GROSS,IS,CS_STEPS,0.95,9,0.7965555555555555,0.736,False,False,False,9
U56,A,GROSS,IS,CS_ENDS,0.5,1,0.802,0.802,True,True,False,0
U56,A,GROSS,IS,CS_ENDS,0.6,1,0.802,0.802,True,True,False,0
U56,A,GROSS,IS,CS_ENDS,0.7,1,0.802,0.802,True,True,False,0
U56,A,GROSS,IS,CS_ENDS,0.8,1,0.802,0.802,True,True,False,0
U56,A,GROSS,IS,CS_ENDS,0.9,1,0.802,0.802,False,False,False,1
U56,A,GROSS,IS,CS_ENDS,0.95,1,0.802,0.802,False,False,False,1
U56,A,GROSS,IS,CS_VSANCHOR,0.5,9,0.7716666666666666,0.736,True,True,False,0
U56,A,GROSS,IS,CS_VSANCHOR,0.6,9,0.7716666666666666,0.736,True,True,False,0
U56,A,GROSS,IS,CS_VSANCHOR,0.7,9,0.7716666666666666,0.736,True,True,False,0
U56,A,GROSS,IS,CS_VSANCHOR,0.8,9,0.7716666666666666,0.736,False,False,False,8
U56,A,GROSS,IS,CS_VSANCHOR,0.9,9,0.7716666666666666,0.736,False,False,False,9
U56,A,GROSS,IS,CS_VSANCHOR,0.95,9,0.7716666666666666,0.736,False,False,False,9
U56,A,GROSS,IS,CS_VSBEST,0.5,9,0.7716666666666666,0.736,True,True,False,0
U56,A,GROSS,IS,CS_VSBEST,0.6,9,0.7716666666666666,0.736,True,True,False,0
U56,A,GROSS,IS,CS_VSBEST,0.7,9,0.7716666666666666,0.736,True,True,False,0
U56,A,GROSS,IS,CS_VSBEST,0.8,9,0.7716666666666666,0.736,False,False,False,8
U56,A,GROSS,IS,CS_VSBEST,0.9,9,0.7716666666666666,0.736,False,False,False,9
U56,A,GROSS,IS,CS_VSBEST,0.95,9,0.7716666666666666,0.736,False,False,False,9
U56,A,CADENCE,FULL,CS_STEPS,0.5,3,0.7986666666666666,0.778,True,True,False,0
U56,A,CADENCE,FULL,CS_STEPS,0.6,3,0.7986666666666666,0.778,True,True,False,0
U56,A,CADENCE,FULL,CS_STEPS,0.7,3,0.7986666666666666,0.778,True,True,False,0
U56,A,CADENCE,FULL,CS_STEPS,0.8,3,0.7986666666666666,0.778,False,False,False,2
U56,A,CADENCE,FULL,CS_STEPS,0.9,3,0.7986666666666666,0.778,False,False,False,3
U56,A,CADENCE,FULL,CS_STEPS,0.95,3,0.7986666666666666,0.778,False,False,False,3
U56,A,CADENCE,FULL,CS_ENDS,0.5,1,0.664,0.664,True,True,False,0
U56,A,CADENCE,FULL,CS_ENDS,0.6,1,0.664,0.664,True,True,False,0
U56,A,CADENCE,FULL,CS_ENDS,0.7,1,0.664,0.664,False,False,False,1
U56,A,CADENCE,FULL,CS_ENDS,0.8,1,0.664,0.664,False,False,False,1
U56,A,CADENCE,FULL,CS_ENDS,0.9,1,0.664,0.664,False,False,False,1
U56,A,CADENCE,FULL,CS_ENDS,0.95,1,0.664,0.664,False,False,False,1
U56,A,CADENCE,FULL,CS_VSANCHOR,0.5,3,0.7186666666666666,0.538,True,True,False,0
U56,A,CADENCE,FULL,CS_VSANCHOR,0.6,3,0.7186666666666666,0.538,True,False,True,1
U56,A,CADENCE,FULL,CS_VSANCHOR,0.7,3,0.7186666666666666,0.538,True,False,True,1
U56,A,CADENCE,FULL,CS_VSANCHOR,0.8,3,0.7186666666666666,0.538,False,False,False,2
U56,A,CADENCE,FULL,CS_VSANCHOR,0.9,3,0.7186666666666666,0.538,False,False,False,3
U56,A,CADENCE,FULL,CS_VSANCHOR,0.95,3,0.7186666666666666,0.538,False,False,False,3
U56,A,CADENCE,FULL,CS_VSBEST,0.5,3,0.7186666666666666,0.538,True,True,False,0
U56,A,CADENCE,FULL,CS_VSBEST,0.6,3,0.7186666666666666,0.538,True,False,True,1
U56,A,CADENCE,FULL,CS_VSBEST,0.7,3,0.7186666666666666,0.538,True,False,True,1
U56,A,CADENCE,FULL,CS_VSBEST,0.8,3,0.7186666666666666,0.538,False,False,False,2
U56,A,CADENCE,FULL,CS_VSBEST,0.9,3,0.7186666666666666,0.538,False,False,False,3
U56,A,CADENCE,FULL,CS_VSBEST,0.95,3,0.7186666666666666,0.538,False,False,False,3
U56,A,CADENCE,IS,CS_STEPS,0.5,3,0.5813333333333334,0.498,True,False,True,1
U56,A,CADENCE,IS,CS_STEPS,0.6,3,0.5813333333333334,0.498,False,False,False,2
U56,A,CADENCE,IS,CS_STEPS,0.7,3,0.5813333333333334,0.498,False,False,False,2
U56,A,CADENCE,IS,CS_STEPS,0.8,3,0.5813333333333334,0.498,False,False,False,3
U56,A,CADENCE,IS,CS_STEPS,0.9,3,0.5813333333333334,0.498,False,False,False,3
U56,A,CADENCE,IS,CS_STEPS,0.95,3,0.5813333333333334,0.498,False,False,False,3
U56,A,CADENCE,IS,CS_ENDS,0.5,1,0.593,0.593,True,True,False,0
U56,A,CADENCE,IS,CS_ENDS,0.6,1,0.593,0.593,False,False,False,1
U56,A,CADENCE,IS,CS_ENDS,0.7,1,0.593,0.593,False,False,False,1
U56,A,CADENCE,IS,CS_ENDS,0.8,1,0.593,0.593,False,False,False,1
U56,A,CADENCE,IS,CS_ENDS,0.9,1,0.593,0.593,False,False,False,1
U56,A,CADENCE,IS,CS_ENDS,0.95,1,0.593,0.593,False,False,False,1
U56,A,CADENCE,IS,CS_VSANCHOR,0.5,3,0.5870000000000001,0.515,True,True,False,0
U56,A,CADENCE,IS,CS_VSANCHOR,0.6,3,0.5870000000000001,0.515,False,False,False,2
U56,A,CADENCE,IS,CS_VSANCHOR,0.7,3,0.5870000000000001,0.515,False,False,False,2
U56,A,CADENCE,IS,CS_VSANCHOR,0.8,3,0.5870000000000001,0.515,False,False,False,3
U56,A,CADENCE,IS,CS_VSANCHOR,0.9,3,0.5870000000000001,0.515,False,False,False,3
U56,A,CADENCE,IS,CS_VSANCHOR,0.95,3,0.5870000000000001,0.515,False,False,False,3
U56,A,CADENCE,IS,CS_VSBEST,0.5,3,0.5870000000000001,0.515,True,True,False,0
U56,A,CADENCE,IS,CS_VSBEST,0.6,3,0.5870000000000001,0.515,False,False,False,2
U56,A,CADENCE,IS,CS_VSBEST,0.7,3,0.5870000000000001,0.515,False,False,False,2
U56,A,CADENCE,IS,CS_VSBEST,0.8,3,0.5870000000000001,0.515,False,False,False,3
U56,A,CADENCE,IS,CS_VSBEST,0.9,3,0.5870000000000001,0.515,False,False,False,3
U56,A,CADENCE,IS,CS_VSBEST,0.95,3,0.5870000000000001,0.515,False,False,False,3
U56,B,N,FULL,CS_STEPS,0.5,8,0.87625,0.763,True,True,False,0
U56,B,N,FULL,CS_STEPS,0.6,8,0.87625,0.763,True,True,False,0
U56,B,N,FULL,CS_STEPS,0.7,8,0.87625,0.763,True,True,False,0
U56,B,N,FULL,CS_STEPS,0.8,8,0.87625,0.763,True,False,True,1
U56,B,N,FULL,CS_STEPS,0.9,8,0.87625,0.763,False,False,False,6
U56,B,N,FULL,CS_STEPS,0.95,8,0.87625,0.763,False,False,False,7
U56,B,N,FULL,CS_ENDS,0.5,1,0.969,0.969,True,True,False,0
U56,B,N,FULL,CS_ENDS,0.6,1,0.969,0.969,True,True,False,0
U56,B,N,FULL,CS_ENDS,0.7,1,0.969,0.969,True,True,False,0
U56,B,N,FULL,CS_ENDS,0.8,1,0.969,0.969,True,True,False,0
U56,B,N,FULL,CS_ENDS,0.9,1,0.969,0.969,True,True,False,0
U56,B,N,FULL,CS_ENDS,0.95,1,0.969,0.969,True,True,False,0
U56,B,N,FULL,CS_VSANCHOR,0.5,8,0.81825,0.514,True,True,False,0
U56,B,N,FULL,CS_VSANCHOR,0.6,8,0.81825,0.514,True,False,True,1
U56,B,N,FULL,CS_VSANCHOR,0.7,8,0.81825,0.514,True,False,True,2
U56,B,N,FULL,CS_VSANCHOR,0.8,8,0.81825,0.514,True,False,True,3
U56,B,N,FULL,CS_VSANCHOR,0.9,8,0.81825,0.514,False,False,False,5
U56,B,N,FULL,CS_VSANCHOR,0.95,8,0.81825,0.514,False,False,False,7
U56,B,N,FULL,CS_VSBEST,0.5,8,0.920875,0.774,True,True,False,0
U56,B,N,FULL,CS_VSBEST,0.6,8,0.920875,0.774,True,True,False,0
U56,B,N,FULL,CS_VSBEST,0.7,8,0.920875,0.774,True,True,False,0
U56,B,N,FULL,CS_VSBEST,0.8,8,0.920875,0.774,True,False,True,1
U56,B,N,FULL,CS_VSBEST,0.9,8,0.920875,0.774,True,False,True,3
U56,B,N,FULL,CS_VSBEST,0.95,8,0.920875,0.774,False,False,False,4
U56,B,N,IS,CS_STEPS,0.5,8,0.641,0.495,True,False,True,1
U56,B,N,IS,CS_STEPS,0.6,8,0.641,0.495,True,False,True,4
U56,B,N,IS,CS_STEPS,0.7,8,0.641,0.495,False,False,False,6
U56,B,N,IS,CS_STEPS,0.8,8,0.641,0.495,False,False,False,7
U56,B,N,IS,CS_STEPS,0.9,8,0.641,0.495,False,False,False,8
U56,B,N,IS,CS_STEPS,0.95,8,0.641,0.495,False,False,False,8
U56,B,N,IS,CS_ENDS,0.5,1,0.65,0.65,True,True,False,0
U56,B,N,IS,CS_ENDS,0.6,1,0.65,0.65,True,True,False,0
U56,B,N,IS,CS_ENDS,0.7,1,0.65,0.65,False,False,False,1
U56,B,N,IS,CS_ENDS,0.8,1,0.65,0.65,False,False,False,1
U56,B,N,IS,CS_ENDS,0.9,1,0.65,0.65,False,False,False,1
U56,B,N,IS,CS_ENDS,0.95,1,0.65,0.65,False,False,False,1
U56,B,N,IS,CS_VSANCHOR,0.5,8,0.614,0.538,True,True,False,0
U56,B,N,IS,CS_VSANCHOR,0.6,8,0.614,0.538,True,False,True,3
U56,B,N,IS,CS_VSANCHOR,0.7,8,0.614,0.538,False,False,False,8
U56,B,N,IS,CS_VSANCHOR,0.8,8,0.614,0.538,False,False,False,8
U56,B,N,IS,CS_VSANCHOR,0.9,8,0.614,0.538,False,False,False,8
U56,B,N,IS,CS_VSANCHOR,0.95,8,0.614,0.538,False,False,False,8
U56,B,N,IS,CS_VSBEST,0.5,8,0.6739999999999999,0.536,True,True,False,0
U56,B,N,IS,CS_VSBEST,0.6,8,0.6739999999999999,0.536,True,False,True,1
U56,B,N,IS,CS_VSBEST,0.7,8,0.6739999999999999,0.536,False,False,False,6
U56,B,N,IS,CS_VSBEST,0.8,8,0.6739999999999999,0.536,False,False,False,8
U56,B,N,IS,CS_VSBEST,0.9,8,0.6739999999999999,0.536,False,False,False,8
U56,B,N,IS,CS_VSBEST,0.95,8,0.6739999999999999,0.536,False,False,False,8
U56,B,H,FULL,CS_STEPS,0.5,3,0.6143333333333333,0.509,True,True,False,0
U56,B,H,FULL,CS_STEPS,0.6,3,0.6143333333333333,0.509,True,False,True,1
U56,B,H,FULL,CS_STEPS,0.7,3,0.6143333333333333,0.509,False,False,False,3
U56,B,H,FULL,CS_STEPS,0.8,3,0.6143333333333333,0.509,False,False,False,3
U56,B,H,FULL,CS_STEPS,0.9,3,0.6143333333333333,0.509,False,False,False,3
U56,B,H,FULL,CS_STEPS,0.95,3,0.6143333333333333,0.509,False,False,False,3
U56,B,H,FULL,CS_ENDS,0.5,1,0.523,0.523,True,True,False,0
U56,B,H,FULL,CS_ENDS,0.6,1,0.523,0.523,False,False,False,1
U56,B,H,FULL,CS_ENDS,0.7,1,0.523,0.523,False,False,False,1
U56,B,H,FULL,CS_ENDS,0.8,1,0.523,0.523,False,False,False,1
U56,B,H,FULL,CS_ENDS,0.9,1,0.523,0.523,False,False,False,1
U56,B,H,FULL,CS_ENDS,0.95,1,0.523,0.523,False,False,False,1
U56,B,H,FULL,CS_VSANCHOR,0.5,3,0.6596666666666667,0.645,True,True,False,0
U56,B,H,FULL,CS_VSANCHOR,0.6,3,0.6596666666666667,0.645,True,True,False,0
U56,B,H,FULL,CS_VSANCHOR,0.7,3,0.6596666666666667,0.645,False,False,False,3
U56,B,H,FULL,CS_VSANCHOR,0.8,3,0.6596666666666667,0.645,False,False,False,3
U56,B,H,FULL,CS_VSANCHOR,0.9,3,0.6596666666666667,0.645,False,False,False,3
U56,B,H,FULL,CS_VSANCHOR,0.95,3,0.6596666666666667,0.645,False,False,False,3
U56,B,H,FULL,CS_VSBEST,0.5,3,0.559,0.509,True,True,False,0
U56,B,H,FULL,CS_VSBEST,0.6,3,0.559,0.509,False,False,False,2
U56,B,H,FULL,CS_VSBEST,0.7,3,0.559,0.509,False,False,False,3
U56,B,H,FULL,CS_VSBEST,0.8,3,0.559,0.509,False,False,False,3
U56,B,H,FULL,CS_VSBEST,0.9,3,0.559,0.509,False,False,False,3
U56,B,H,FULL,CS_VSBEST,0.95,3,0.559,0.509,False,False,False,3
U56,B,H,IS,CS_STEPS,0.5,3,0.5806666666666667,0.562,True,True,False,0
U56,B,H,IS,CS_STEPS,0.6,3,0.5806666666666667,0.562,False,False,False,2
U56,B,H,IS,CS_STEPS,0.7,3,0.5806666666666667,0.562,False,False,False,3
U56,B,H,IS,CS_STEPS,0.8,3,0.5806666666666667,0.562,False,False,False,3
U56,B,H,IS,CS_STEPS,0.9,3,0.5806666666666667,0.562,False,False,False,3
U56,B,H,IS,CS_STEPS,0.95,3,0.5806666666666667,0.562,False,False,False,3
U56,B,H,IS,CS_ENDS,0.5,1,0.59,0.59,True,True,False,0
U56,B,H,IS,CS_ENDS,0.6,1,0.59,0.59,False,False,False,1
U56,B,H,IS,CS_ENDS,0.7,1,0.59,0.59,False,False,False,1
U56,B,H,IS,CS_ENDS,0.8,1,0.59,0.59,False,False,False,1
U56,B,H,IS,CS_ENDS,0.9,1,0.59,0.59,False,False,False,1
U56,B,H,IS,CS_ENDS,0.95,1,0.59,0.59,False,False,False,1
U56,B,H,IS,CS_VSANCHOR,0.5,3,0.604,0.562,True,True,False,0
U56,B,H,IS,CS_VSANCHOR,0.6,3,0.604,0.562,True,False,True,1
U56,B,H,IS,CS_VSANCHOR,0.7,3,0.604,0.562,False,False,False,3
U56,B,H,IS,CS_VSANCHOR,0.8,3,0.604,0.562,False,False,False,3
U56,B,H,IS,CS_VSANCHOR,0.9,3,0.604,0.562,False,False,False,3
U56,B,H,IS,CS_VSANCHOR,0.95,3,0.604,0.562,False,False,False,3
U56,B,H,IS,CS_VSBEST,0.5,3,0.604,0.576,True,True,False,0
U56,B,H,IS,CS_VSBEST,0.6,3,0.604,0.576,True,False,True,2
U56,B,H,IS,CS_VSBEST,0.7,3,0.604,0.576,False,False,False,3
U56,B,H,IS,CS_VSBEST,0.8,3,0.604,0.576,False,False,False,3
U56,B,H,IS,CS_VSBEST,0.9,3,0.604,0.576,False,False,False,3
U56,B,H,IS,CS_VSBEST,0.95,3,0.604,0.576,False,False,False,3
U56,B,GROSS,FULL,CS_STEPS,0.5,9,0.9931111111111112,0.99,True,True,False,0
U56,B,GROSS,FULL,CS_STEPS,0.6,9,0.9931111111111112,0.99,True,True,False,0
U56,B,GROSS,FULL,CS_STEPS,0.7,9,0.9931111111111112,0.99,True,True,False,0
U56,B,GROSS,FULL,CS_STEPS,0.8,9,0.9931111111111112,0.99,True,True,False,0
U56,B,GROSS,FULL,CS_STEPS,0.9,9,0.9931111111111112,0.99,True,True,False,0
U56,B,GROSS,FULL,CS_STEPS,0.95,9,0.9931111111111112,0.99,True,True,False,0
U56,B,GROSS,FULL,CS_ENDS,0.5,1,0.993,0.993,True,True,False,0
U56,B,GROSS,FULL,CS_ENDS,0.6,1,0.993,0.993,True,True,False,0
U56,B,GROSS,FULL,CS_ENDS,0.7,1,0.993,0.993,True,True,False,0
U56,B,GROSS,FULL,CS_ENDS,0.8,1,0.993,0.993,True,True,False,0
U56,B,GROSS,FULL,CS_ENDS,0.9,1,0.993,0.993,True,True,False,0
U56,B,GROSS,FULL,CS_ENDS,0.95,1,0.993,0.993,True,True,False,0
U56,B,GROSS,FULL,CS_VSANCHOR,0.5,9,0.9932222222222222,0.991,True,True,False,0
U56,B,GROSS,FULL,CS_VSANCHOR,0.6,9,0.9932222222222222,0.991,True,True,False,0
U56,B,GROSS,FULL,CS_VSANCHOR,0.7,9,0.9932222222222222,0.991,True,True,False,0
U56,B,GROSS,FULL,CS_VSANCHOR,0.8,9,0.9932222222222222,0.991,True,True,False,0
U56,B,GROSS,FULL,CS_VSANCHOR,0.9,9,0.9932222222222222,0.991,True,True,False,0
U56,B,GROSS,FULL,CS_VSANCHOR,0.95,9,0.9932222222222222,0.991,True,True,False,0
