run,n_head,n_artefacts,n_data,bytes_any,bytes_data,capped,ANY_ok,DATA_ok,ANY_share,DATA_share
2026-09-07_does-a-DRAWDOWN-SPEED-signal-beat-a-breadth-LEVEL-signal_C,19,4,3,851708,823097,0,19,19,1.0,1.0
2026-09-07_does-a-band-on-the-EXIT-ONLY-beat-a-band-on-both-sides_C,14,7,6,215737,171968,0,14,14,1.0,1.0
2026-09-07_does-a-levered-f-060-book-clear-the-CAGR-floor_C,52,7,6,1518268,1320155,0,52,52,1.0,1.0
2026-09-07_does-the-B136-drawdown-cap-admit-any-top-n-book_C,20,5,4,118161,85002,0,20,20,1.0,1.0
2026-09-07_does-the-BAND-earn-its-keep-on-a-held-out-panel_C,44,8,7,159681,124112,0,44,44,1.0,1.0
2026-09-07_does-the-BAND-rescue-the-B136-H2-bar_C,38,3,2,75036,54076,0,38,38,1.0,1.0
2026-09-07_does-the-CALMAR-RAY-survive-a-NON-CASH-de-gross_cloud,20,5,4,217388,191956,0,20,20,1.0,1.0
2026-09-07_does-the-EXIT-buffer-stay-name-count-NEUTRAL-under-a-flat-cap_cloud,17,6,5,117384,82263,0,17,16,1.0,0.9411764705882353
2026-09-07_does-the-IS-CHOOSER-ever-beat-a-coin-across-BOOKS_C,12,4,3,72417,64921,0,12,12,1.0,1.0
2026-09-07_does-the-IS-SPREAD-screen-retire-the-record-s-rho-based-chooser-verdicts_cloud,16,5,4,2119653,2100888,0,16,16,1.0,1.0
2026-09-07_does-the-IS-SPREAD-screen-retire-the-rho-based-chooser-verdicts_B,7,8,7,5273603,5156112,0,7,7,1.0,1.0
2026-09-07_does-the-MAB-DD-damage-SCALE-survive-a-fourth-panel_cloud,20,8,7,145945,121442,0,18,18,0.9,0.9
2026-09-07_does-the-NUMERAIRE-clause-screen-the-queues-open-overlay-ideas_C,24,8,7,911926,897375,0,24,23,1.0,0.9583333333333334
2026-09-07_does-the-SECOND-worst-drawdown-episode-bound-every-overlay_cloud,26,6,5,793250,776189,0,26,25,1.0,0.9615384615384616
2026-09-07_does-the-T-6,19,7,6,1053979,1038172,0,19,18,1.0,0.9473684210526315
2026-09-07_does-the-U56-band-m20-book-beat-its-PARENT-at-matched-cadence_cloud,25,5,4,82992,59196,0,25,25,1.0,1.0
2026-09-07_does-the-c-star-EQUALITY-at-20-bps-generalise_C,22,5,4,141604,85618,0,22,22,1.0,1.0
2026-09-07_does-the-ceiling-invert-BECAUSE-of-de-grossing_cloud,32,11,10,10260172,10220554,0,32,32,1.0,1.0
2026-09-07_does-the-informative-cell-restriction-change-any-published-share_cloud,17,5,4,152198,132323,0,16,15,0.9411764705882353,0.8823529411764706
2026-09-07_fraction-rule-cost-and-lag_cloud,20,4,3,117660,70634,0,20,19,1.0,0.95
2026-09-07_h1-sharpe-diagnosis_cloud,22,5,4,98660,68305,0,22,22,1.0,1.0
2026-09-07_is-CADENCE-the-real-dial-behind-the-band_cloud,24,6,5,69899,48958,0,24,24,1.0,1.0
2026-09-07_is-CONCENTRATION-in-narrow-markets-a-general-clause-or-one-2022_C,11,5,4,77365,38251,0,11,11,1.0,1.0
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_B,40,7,6,288143,255254,0,39,39,0.975,0.975
2026-09-07_is-DBC-a-drag-or-a-contango-artefact_cloud,24,6,5,642214,620643,0,24,24,1.0,1.0
2026-09-07_is-DDCTRL-retirable-as-a-family_C,13,3,2,232475,218359,0,13,13,1.0,1.0
2026-09-07_is-TURNOVER-not-COUNT-the-real-n-dial_cloud,43,6,5,144712,111063,0,43,43,1.0,1.0
2026-09-07_is-a-class-member-just-its-own-ladder-point_B,16,5,4,673790,645240,0,16,16,1.0,1.0
2026-09-07_is-a-class-member-just-its-own-ladder-point_B2,27,3,2,1711891,1662362,0,27,27,1.0,1.0
2026-09-07_is-a-class-member-just-its-own-ladder-point_cloud,21,5,4,450915,438413,0,21,21,1.0,1.0
2026-09-07_is-c-star-widening-a-RISK-TIMING-property-record-wide_cloud,18,4,3,189632,125437,0,18,16,1.0,0.8888888888888888
2026-09-07_is-every-4b-KEEP-a-10bps-artefact_C,42,4,3,209459,146400,0,42,40,1.0,0.9523809523809523
2026-09-07_is-it-WIDTH-or-GROSS-that-carries-the-0,36,9,8,52855,29543,0,33,28,0.9166666666666666,0.7777777777777778
2026-09-07_is-it-gold-or-any-real-asset_cloud,45,8,7,357370,331010,0,43,41,0.9555555555555556,0.9111111111111111
2026-09-07_is-the-0-bps-to-10-bps-cliff-the-real-killer_cloud,30,10,9,24728061,24714674,0,30,30,1.0,1.0
2026-09-07_is-the-4b-defensive-class-empty-under-BOTH-conventions_cloud,17,6,5,2399841,2373422,0,17,17,1.0,1.0
2026-09-07_is-the-BINDING-DRAWDOWN-EPISODE-a-HIGH-BREADTH-event_C,29,4,3,296164,266230,0,29,29,1.0,1.0
2026-09-07_is-the-CAGR-floor-only-ever-closable-by-the-GROSS-dial_C,14,7,6,8419680,8388446,0,14,14,1.0,1.0
2026-09-07_is-the-DD-cap-unreachable-on-SMALL439-by-construction_cloud,16,2,1,20060,10682,0,14,9,0.875,0.5625
2026-09-07_is-the-ENTRY-buffer-just-n-in-disguise_cloud,23,6,5,170858,125397,0,23,21,1.0,0.9130434782608695
2026-09-07_is-the-LOSS-SHARE-statistic-a-usable-PRE-SCREEN-for-gate-ideas_cloud,52,6,5,694159,668822,0,52,49,1.0,0.9423076923076923
2026-09-07_is-the-SLEEVE-S-OWN-SHARPE-the-real-design-variable_cloud,26,11,10,699417,666765,0,26,26,1.0,1.0
2026-09-07_is-the-U56-6W-m20-cstar-of-104-bps-a-DRAWDOWN-CAP-artefact_C,22,6,5,76487,56690,0,22,21,1.0,0.9545454545454546
2026-09-07_is-the-priceability-floor-the-real-selector_B,38,11,10,461120,434489,0,38,38,1.0,1.0
2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_B,19,11,10,153345,102205,0,19,16,1.0,0.8421052631578947
2026-09-07_is-the-sign-test-worth-anything-on-the-small-panel_cloud,3,11,10,1223770,1174104,0,3,3,1.0,1.0
2026-09-07_is-the-vol-scaler-the-records-general-instability-source_cloud,49,10,9,3310340,3283856,0,49,49,1.0,1.0
2026-09-07_position-count-broad-confirm_B,21,3,2,92838,51475,0,20,20,0.9523809523809523,0.9523809523809523
2026-09-07_position-count-cost-and-liquidity_cloud,41,3,2,30519,15259,0,38,38,0.926829268292683,0.926829268292683
2026-09-07_price-c-star-as-a-required-LEADERBOARD-column_C,32,5,4,64511,40144,0,28,20,0.875,0.625
2026-09-07_price-the-H2-for-DD-exchange-rate-as-a-record-wide-constant_cloud,22,6,5,1204619,1158751,0,22,22,1.0,1.0
2026-09-07_price-the-MAB-half-width-PAST-the-grid-edge_cloud,24,4,3,63401,47635,0,24,23,1.0,0.9583333333333334
2026-09-07_price-the-U56-EWALL-MA-band-at-b012-on-its-own_cloud,69,6,5,457815,356111,0,69,69,1.0,1.0
2026-09-07_price-the-VOLCAP-target-as-a-standalone-4b-arm_C,17,4,3,79515,49294,0,17,15,1.0,0.8823529411764706
2026-09-07_price-the-no-trade-BANDs-DRAWDOWN-TAX-across-the-record_B,38,6,5,2350049,2331787,0,38,38,1.0,1.0
2026-09-07_price-the-sleeve-fraction-against-the-gross-numeraire_cloud,54,5,4,205704,170904,0,53,51,0.9814814814814815,0.9444444444444444
2026-09-07_qqq-core-plus-sleeve-h1_B,18,3,2,130768,88321,0,18,17,1.0,0.9444444444444444
2026-09-07_re-price-the-fixed-ABSOLUTE-breadth-threshold-as-a-quantile_C,6,5,4,1089595,898356,0,6,6,1.0,1.0
2026-09-07_retire-the-linear-blend-normalisation-record-wide_C,36,9,8,703702,672837,0,36,36,1.0,1.0
2026-09-07_selection-vs-no-selection-as-the-real-question_B,51,6,5,677813,553302,0,51,49,1.0,0.9607843137254902
2026-09-07_sleeve-f-plateau-width_B,25,5,4,283795,175566,0,25,24,1.0,0.96
2026-09-07_sleeve-moves-the-frontier_cloud,40,6,5,579421,502648,0,40,40,1.0,1.0
2026-09-07_split-the-band-lexicon-in-the-LEADERBOARD_C,6,8,7,107910,97706,0,6,6,1.0,1.0
2026-09-07_the-IS-chooser-prefers-SPY-where-OOS-prefers-QQQ_B,15,5,4,293262,205932,0,15,15,1.0,1.0
2026-09-07_the-SCORED-vs-PRICED-denominator-is-a-5-point-sign-stability-gap_cloud,12,9,8,60691,42084,0,12,10,1.0,0.8333333333333334
2026-09-07_the-SCORED-vs-PRICED-denominator_B,35,9,8,4190647,4150275,0,35,35,1.0,1.0
2026-09-07_the-small-panel-has-no-defensive-class_cloud,9,4,3,680042,549778,0,9,9,1.0,1.0
2026-09-07_two-same-day-runs-disagree-on-D3_B,20,16,15,317348,288077,0,18,15,0.9,0.75
2026-09-07_why-does-the-IS-chooser-prefer-NARROW-on-B136-and-WIDE-on-U56_cloud,37,5,4,73671,48836,0,36,31,0.972972972972973,0.8378378378378378
2026-09-07_why-does-the-grid-ORDERING-invert-on-B136-at-0-bps-only_cloud,18,5,4,185760,163888,0,18,18,1.0,1.0
2026-09-07_year-composition-as-a-stated-PROTOCOL-caveat_cloud,15,9,8,79001,46955,0,14,14,0.9333333333333333,0.9333333333333333
2026-09-08_a-flip-rate-estimator-that-is-not-confounded-by-block-count_B,11,8,7,1758633,1740100,0,11,11,1.0,1.0
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_B,70,7,6,4602749,4576125,0,70,61,1.0,0.8714285714285714
2026-09-08_a-turnover-matched-null-for-suppressing-overlays_cloud,52,7,6,260858,244851,0,52,50,1.0,0.9615384615384616
2026-09-08_a-within-cell-DIFFERENCE-curve-may-not-carry-a-published-sign-threshold_C,60,8,7,72270,42100,0,58,47,0.9666666666666667,0.7833333333333333
2026-09-08_adopt-the-T1-DEGREE-DETECTOR-as-the-PROTOCOL-corpus-gate_cloud,4,7,6,182838,153554,0,3,2,0.75,0.5
2026-09-08_are-the-records-7-rung-ladders-two-rung-ladders_cloud,27,8,7,601051,558512,0,27,25,1.0,0.9259259259259259
2026-09-08_audit-every-published-key-for-the-adjustment-leak_B,74,11,10,427480,396320,0,71,69,0.9594594594594594,0.9324324324324325
2026-09-08_back-fill-LIFT-beside-every-published-selector-claim_cloud,27,7,6,6661022,6647557,0,27,27,1.0,1.0
2026-09-08_back-fill-the-EWall-column-on-panel-ORDERING-claims_C,42,8,7,286916,265046,0,41,28,0.9761904761904762,0.6666666666666666
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_B,39,9,9,4533144,4533144,0,39,39,1.0,1.0
2026-09-08_back-fill-the-matched-gross-column-on-every-published-regime-split_cloud,22,6,5,807574,777766,0,22,21,1.0,0.9545454545454546
2026-09-08_back-fill-the-q95-band-over-every-committed-null-claim_B,58,8,7,1692805,1674222,0,58,58,1.0,1.0
2026-09-08_back-fill-the-split-half-distribution-over-every-single-draw-claim_cloud,11,7,6,786895,767815,0,11,11,1.0,1.0
2026-09-08_band3-rw-at-075-vs-the-incumbent_B,32,5,4,316147,206609,0,31,30,0.96875,0.9375
2026-09-08_census-every-CROSSING-in-the-record-for-dial-heterogeneity_C,27,9,8,331716,289327,0,27,27,1.0,1.0
2026-09-08_census-the-record-s-other-DOLLAR-floors-and-caps_C,24,7,6,143258,121897,0,24,22,1.0,0.9166666666666666
2026-09-08_do-de-grossing-instruments-belong-armed-only-in-crashes-after-all_B,47,7,6,816442,604442,0,47,47,1.0,1.0
2026-09-08_does-a-pre-registered-arm-beat-its-own-IS-chooser-generally_C,40,7,6,559523,536582,0,40,39,1.0,0.975
2026-09-08_does-any-selector-beat-doing-nothing_B,16,7,6,1919781,1404645,0,16,16,1.0,1.0
2026-09-08_does-idea-404-s-both-paths-emptiness-survive-idea-142-s-two-rows_C,19,7,6,155750,137162,0,19,19,1.0,1.0
2026-09-08_does-modal-share-predict-VARIANCE-not-sign_B,29,9,8,670511,631419,0,29,29,1.0,1.0
2026-09-08_does-the-4b-aware-screen-only-pay-through-DD_B,21,5,4,503124,483538,0,21,21,1.0,1.0
2026-09-08_does-the-4b-gross-100-family-survive-a-CASH-CREDIT-and-a-BORROW-charge_C,36,8,7,914839,893317,0,35,35,0.9722222222222222,0.9722222222222222
2026-09-08_does-the-IS-WINDOW-DD-CAP-transfer-at-all_cloud,25,8,7,8944354,8920007,0,25,25,1.0,1.0
2026-09-08_does-the-MATCHED-margin-hold-off-the-Sharpe-statistic_cloud,46,6,5,630282,621254,0,46,45,1.0,0.9782608695652174
2026-09-08_does-the-key-swap-survive-a-CONSTANT-count_cloud,55,6,5,7559784,7526969,0,55,55,1.0,1.0
2026-09-08_does-the-matched-gross-control-belong-on-every-published-DIAL-not-just-count_C,28,6,5,474897,438623,0,27,27,0.9642857142857143,0.9642857142857143
2026-09-08_does-the-q95-band-hold-its-nominal-5-percent_cloud,22,7,6,2042696,2033103,0,22,22,1.0,1.0
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_B,63,6,5,323890,274389,0,63,55,1.0,0.873015873015873
2026-09-08_does-the-vol-gate-corner-survive-being-pre-registered_cloud,62,5,4,443639,426879,0,62,62,1.0,1.0
2026-09-08_does-the-width-convergence-hold-past-n40_C,57,4,3,114461,79977,0,39,39,0.6842105263157895,0.6842105263157895
2026-09-08_does-turnover-level-predict-chooser-power_cloud,38,6,5,692149,659483,0,38,38,1.0,1.0
2026-09-08_ewall-beside-every-panel-claim_cloud,38,7,6,228922,208923,0,32,27,0.8421052631578947,0.7105263157894737
2026-09-08_fix-hivol80s-IS-OOS-coverage-and-re-read-the-parked-arm_cloud,28,5,4,62747,32525,0,26,25,0.9285714285714286,0.8928571428571429
2026-09-08_how-many-published-count-dials-are-gross-dials_B,15,9,8,289567,261829,0,15,15,1.0,1.0
2026-09-08_how-many-published-count-dials-are-gross-dials_cloud,26,7,6,125963,112305,0,26,26,1.0,1.0
2026-09-08_is-168c-s-k-CROSSING-a-SMOOTHING-artefact-end-to-end_cloud,80,9,8,222027,192168,0,71,66,0.8875,0.825
2026-09-08_is-IS-argmax-CONFIDENCE-an-inverse-signal_cloud,16,9,8,3526385,3505680,0,16,16,1.0,1.0
2026-09-08_is-K_MEDIAN-a-real-abstention-rule-or-a-36-cell-accident_C,19,7,6,569517,555049,0,19,15,1.0,0.7894736842105263
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_B,29,8,7,1313558,1065516,0,29,29,1.0,1.0
2026-09-08_is-LEAK-a-general-tax-on-every-published-per-armed-day-number_cloud,35,7,6,697355,679125,0,34,34,0.9714285714285714,0.9714285714285714
2026-09-08_is-cost-blind-choosing-worse-than-not-choosing-generally_C,61,6,5,603641,582736,0,61,53,1.0,0.8688524590163934
2026-09-08_is-phi-a-standalone-de-grossing-instrument_cloud,14,6,5,718421,665935,0,14,14,1.0,1.0
2026-09-08_is-selection-beats-do-nothing-just-a-rung-artefact_cloud,52,6,5,456449,447737,0,52,39,1.0,0.75
2026-09-08_is-the-0-of-64-no-floor-result-a-LIQUIDITY-fact-or-a-SURVIVORSHIP-fact_C,25,7,6,2714995,2695678,0,25,25,1.0,1.0
2026-09-08_is-the-BASE-BOOK-the-only-thing-passing-4b-in-the-overlay-corpus_cloud,17,8,7,731312,647315,0,17,16,1.0,0.9411764705882353
2026-09-08_is-the-DD-CAP-the-only-thing-4b-ever-tests-on-a-ranked-book_cloud,29,8,7,625657,604364,0,27,25,0.9310344827586207,0.8620689655172413
2026-09-08_is-the-EMPTY-POOL-RATE-the-only-dial-the-4b-screen-has_B,19,5,4,84051,49896,0,17,16,0.8947368421052632,0.8421052631578947
2026-09-08_is-the-hole-about-SHARE-or-about-PICK-ENTROPY_cloud,9,11,10,23560624,23524030,0,9,9,1.0,1.0
2026-09-08_is-the-pool-sign-the-whole-selector-story_B,25,7,6,1691067,1635482,0,25,25,1.0,1.0
2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_B,85,3,2,35169,3221,0,71,45,0.8352941176470589,0.5294117647058824
2026-09-08_is-the-top-decile-trim-a-drop-the-worst-rule_cloud,42,6,5,623331,602102,0,41,40,0.9761904761904762,0.9523809523809523
2026-09-08_label-the-337-undecidable-count-cells-from-the-AST_cloud,35,9,8,609221,588514,0,34,33,0.9714285714285714,0.9428571428571428
2026-09-08_locate-the-n-ceiling-above-60_cloud,17,4,3,174687,140478,0,17,16,1.0,0.9411764705882353
2026-09-08_make-PROTOCOL-quote-REGRET-instead-of-the-selection-MARGIN_cloud,42,10,9,9527382,9513812,0,42,38,1.0,0.9047619047619048
2026-09-08_pre-register-K_CAGR-as-the-rule-8-default_cloud,34,6,5,1140738,1122248,0,34,33,1.0,0.9705882352941176
2026-09-08_price-ORACLE-OOS-as-the-headroom-column-beside-every-selector-kill_C,29,7,6,305028,291300,0,29,22,1.0,0.7586206896551724
2026-09-08_price-the-BOTH-PATHS-row-on-the-cost-rung-it-dies-on_C,20,5,4,39384,24947,0,20,20,1.0,1.0
2026-09-08_price-the-DEFENSIVE-MENU-not-the-chooser_C,19,7,6,2234669,1694365,0,19,19,1.0,1.0
2026-09-08_price-the-levered-sleeve-against-its-own-TURNOVER_C,32,7,6,710545,691317,0,32,32,1.0,1.0
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_C,37,11,10,1132503,1109339,0,36,36,0.972972972972973,0.972972972972973
2026-09-08_publish-ROOM-beside-every-abstention-and-chooser-result_cloud,23,9,8,3858892,3835783,0,23,23,1.0,1.0
2026-09-08_publish-the-EXACT-per-cell-means-beside-every-local-mean-reading_cloud,32,8,7,179018,153225,0,32,32,1.0,1.0
2026-09-08_publish-the-HALF-WINDOW-beside-every-published-crossing_C,26,7,6,197551,153449,0,25,25,0.9615384615384616,0.9615384615384616
2026-09-08_re-quote-every-gross-ceiling-with-its-grid-band_B,45,7,6,76640,58379,0,45,34,1.0,0.7555555555555555
2026-09-08_re-read-single-rung-argmaxes-on-V1C-shaped-books_B,14,7,6,643590,620406,0,14,13,1.0,0.9285714285714286
2026-09-08_re-read-the-195-base-controlled-instances-against-their-OWN-unselected-arm_C,54,10,9,4757906,4740856,0,54,52,1.0,0.9629629629629629
2026-09-08_re-scope-idea-313-advQ-carries-a-price-LEVEL_cloud,39,6,5,90569,79519,0,39,37,1.0,0.9487179487179487
2026-09-08_selector-comparison-needs-more-cells_B,16,7,6,1277103,887803,0,16,16,1.0,1.0
2026-09-08_the-013-margin-rule_B,19,17,16,6096460,6044266,0,19,19,1.0,1.0
2026-09-08_the-013-margin-rule_cloud,31,8,7,3535629,3515733,0,31,31,1.0,1.0
2026-09-08_the-DD-cap-is-what-cuts-risk-adjusted-argmaxes_cloud,30,7,6,38388015,38354164,0,30,30,1.0,1.0
2026-09-08_the-gap-vs-tilt-rule-as-a-leaderboard-column_B,46,6,5,4214071,4203993,0,46,46,1.0,1.0
2026-09-08_the-liquidity-FLOOR-is-in-the-eligibility-mask-not-a-tilt_C,13,7,6,257724,207140,0,13,11,1.0,0.8461538461538461
2026-09-08_the-mid-tercile-band_cloud,39,7,6,563688,539954,0,39,39,1.0,1.0
2026-09-08_the-one-corner-three-books-audit_C,47,11,10,854800,841840,0,45,44,0.9574468085106383,0.9361702127659575
2026-09-08_the-pool-mean-as-a-leaderboard-column_B,19,12,11,1301892,1253017,0,19,19,1.0,1.0
2026-09-08_the-pool-mean-as-a-leaderboard-column_cloud,21,6,5,5856765,5847360,0,21,21,1.0,1.0
2026-09-08_the-tenth-selection-loses-instance-as-a-distribution_cloud,63,9,8,5612771,5590250,0,63,53,1.0,0.8412698412698413
2026-09-08_why-does-the-DD-ranking-die-on-U56_C,68,9,8,3333392,3316888,0,68,68,1.0,1.0
2026-09-08_why-does-the-IS-lift-slope-flip-between-GROSS-and-GATE_C,93,7,6,336524,313517,0,89,77,0.956989247311828,0.8279569892473119
2026-09-08_why-is-the-ungated-control-the-IS-argmax-on-broad136-and-SMALL439-but-not-u56_C,10,12,11,209597,192942,0,9,9,0.9,0.9
2026-09-08_why-the-035-045-share-window-dips_B,22,7,6,288136,267357,0,22,22,1.0,1.0
2026-09-08_why-the-035-045-share-window-dips_cloud,6,11,10,13116931,13093964,0,6,6,1.0,1.0
2026-09-09_can-SMALL439-clear-a-4b-SHARPE-leg-under-ANY-unlevered-book-form_C,19,7,6,101496,83022,0,19,17,1.0,0.8947368421052632
2026-09-09_can-any-B136-recomposition-reach-SMALL439-s-CHARACTERISTIC-SUPPORT_C,41,8,7,1292649,1279111,0,41,41,1.0,1.0
2026-09-09_census-every-published-N-EQUALS-50-model-comparison-in-the-record_C,67,9,8,234438,147888,0,63,53,0.9402985074626866,0.7910447761194029
2026-09-09_do-CLASSIFIER-selectors-behave-differently-from-ARGMAX-selectors_B,43,7,6,100469,76512,0,33,25,0.7674418604651163,0.5813953488372093
2026-09-09_do-the-record-s-CONDITIONAL-clauses-ever-beat-their-own-unconditional-parents_B,12,5,4,516986,445383,0,12,11,1.0,0.9166666666666666
2026-09-09_do-the-record-s-CONDITIONAL-clauses-ever-beat-their-own-unconditional-parents_cloud,31,5,4,557674,549353,0,31,31,1.0,1.0
2026-09-09_does-4b-discriminate-ANYTHING-on-gross-scalar-books_cloud,30,7,6,2773758,2753023,0,28,28,0.9333333333333333,0.9333333333333333
2026-09-09_does-MA-THRESH-theta-0-beat-RULES-v2-s-3-percent-BAND-on-its-own-terms_C,55,5,4,96496,58057,0,55,51,1.0,0.9272727272727272
2026-09-09_does-S_CORR-beat-the-anchor-once-the-PANEL-is-controlled_B,28,6,5,441879,425182,0,28,25,1.0,0.8928571428571429
2026-09-09_does-a-random-sub-panel-pass-4b-because-the-CAGR-floor-moves_B,27,9,8,9956794,9941343,0,27,27,1.0,1.0
2026-09-09_does-any-other-published-EDGE-FLAG-survive-its-own-EXTENSION-re-run_C,30,6,5,333057,303822,0,30,28,1.0,0.9333333333333333
2026-09-09_does-ddctl-really-own-the-deep-budgets_cloud,100,8,7,1381609,1132154,0,100,100,1.0,1.0
2026-09-09_does-de-lagging-the-breadth-gate-turn-it-into-a-real-bear-defence_cloud,29,6,5,618101,593703,0,29,29,1.0,1.0
2026-09-09_does-one-dispersion-number-really-out-predict-136-name-dummies_C,92,4,3,228015,148096,0,82,74,0.8913043478260869,0.8043478260869565
2026-09-09_does-the-ARMED-leg-have-to-be-the-BAND_C,59,5,4,184126,142590,0,59,58,1.0,0.9830508474576272
2026-09-09_does-the-DRAWDOWN-a-vol-cap-BUYS-ever-clear-the-4b-DD-LEG-on-its-own_C,61,7,6,711489,677475,0,61,61,1.0,1.0
2026-09-09_does-the-IS-side-EPISODE-MISMATCH-move-any-published-rule-8-pick_cloud,33,6,5,261171,242724,0,33,32,1.0,0.9696969696969697
2026-09-09_does-the-Q-CADENCE-SIGN-FLIP-replicate-off-SMALL439_cloud,7,10,9,795994,769521,0,7,7,1.0,1.0
2026-09-09_does-the-QUANTILE-zero-residual-hold-at-DAILY-and-ANNUAL-cadence_B,51,6,5,161021,139305,0,49,49,0.9607843137254902,0.9607843137254902
2026-09-09_does-the-TIMING-RESIDUAL-constant-survive-a-fourth-panel_cloud,36,8,7,3258957,3217815,0,36,36,1.0,1.0
2026-09-09_does-the-no-signal-shape-appear-on-any-panel-that-passes_cloud,9,6,5,332310,298586,0,9,9,1.0,1.0
2026-09-09_does-the-uncompensated-residual-finding-replicate-off-SMALL439_B,43,7,6,707049,643734,0,43,43,1.0,1.0
2026-09-09_hold-the-ratio-fixed-DAY-BY-DAY-not-at-the-median_cloud,25,5,4,216521,204012,0,24,24,0.96,0.96
2026-09-09_how-many-of-the-record-s-PUBLISHED-HEADLINE-NUMBERS-are-CADENCE-MEANS_cloud,16,3,2,13488,5042,0,16,12,1.0,0.75
2026-09-09_how-many-of-the-record-s-PUBLISHED-parent-COMPARISONS-are-GROSS-UNMATCHED_C,22,5,4,594264,573753,0,22,22,1.0,1.0
2026-09-09_how-many-of-the-records-POOLED-ACROSS-CADENCE-bars-clear-a-band-their-own-CELLS-fail_B,40,6,5,261588,239669,0,40,28,1.0,0.7
2026-09-09_how-many-published-4a-passes-are-GRID-EDGE-points-held-by-the-DD-LEG_C,46,6,5,213417,201509,0,46,41,1.0,0.8913043478260869
2026-09-09_how-many-published-clause-KILLS-are-0-bps-WASHES_cloud,5,4,3,221676,178124,0,5,5,1.0,1.0
2026-09-09_how-many-published-dial-STEPS-in-the-record-are-NO-OPS_cloud,40,7,6,78513,50781,0,40,38,1.0,0.95
2026-09-09_how-many-published-panel-shares-are-7-cell-binomials_B,17,5,4,229940,200150,0,16,12,0.9411764705882353,0.7058823529411765
2026-09-09_is-4b-PASSAGE-on-the-LIVE-FAMILY-a-pure-GROSS-BOUND_cloud,31,4,3,1291865,1267757,0,31,31,1.0,1.0
2026-09-09_is-4b-a-SINGLE-GROSS-DIAL-wearing-five-bars_C,26,9,8,532198,513168,0,26,26,1.0,1.0
2026-09-09_is-AMPLITUDE-the-record-s-real-clause-taxonomy_cloud,75,9,8,367726,318424,0,75,75,1.0,1.0
2026-09-09_is-EVOL-the-real-survivor-not-DISP_B,35,8,7,1254257,1219277,0,34,34,0.9714285714285714,0.9714285714285714
2026-09-09_is-EVOL-the-real-survivor-not-DISP_cloud,16,6,5,282589,248262,0,16,12,1.0,0.75
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B,40,6,5,1408301,1398706,0,40,30,1.0,0.75
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_B2,42,5,4,244251,187639,0,37,26,0.8809523809523809,0.6190476190476191
2026-09-09_is-S_CAGR-vs-S_SHARPE-a-general-selector-pair_cloud,14,3,2,55867,51754,0,10,10,0.7142857142857143,0.7142857142857143
2026-09-09_is-every-published-BAND-a-band-on-a-MEAN-quoted-as-a-CELL-expectation_cloud,2,7,6,54171,32665,0,2,1,1.0,0.5
2026-09-09_is-every-published-CADENCE-verdict-really-a-c_sd-verdict_cloud,21,6,5,435579,412246,0,21,20,1.0,0.9523809523809523
2026-09-09_is-the-0,67,4,3,457853,441145,0,65,64,0.9701492537313433,0.9552238805970149
2026-09-09_is-the-32-EVENT-4a-PASS-a-general-NO-OP-ARTEFACT_C,62,12,11,1228174,1209733,0,62,62,1.0,1.0
2026-09-09_is-the-4b-footprint-a-monotone-function-of-cap-mix_B,44,6,5,364194,344559,0,44,44,1.0,1.0
2026-09-09_is-the-4b-footprint-a-monotone-function-of-cap-mix_cloud,6,6,5,981196,949491,0,6,6,1.0,1.0
2026-09-09_is-the-ADMISSIBILITY-q-a-q-x-k-interaction-too_cloud,6,8,7,792199,769060,0,6,6,1.0,1.0
2026-09-09_is-the-ANNUAL-collapse-a-JENSEN-artefact-of-the-c_bar-PREDICTOR_cloud,71,8,7,922205,894843,0,71,71,1.0,1.0
2026-09-09_is-the-BAND-a-TURNOVER-dial-with-a-free-SHARPE_cloud,17,6,5,185178,104091,0,17,16,1.0,0.9411764705882353
2026-09-09_is-the-BLOCKWISE-vs-SMOOTH-split-the-real-predictor-of-a-gross-flip_C,108,9,8,1012821,986322,0,108,108,1.0,1.0
2026-09-09_is-the-ETF-dilution-slope-a-BETA-story-or-a-BREADTH-story_B,107,12,11,261642,219929,0,107,99,1.0,0.9252336448598131
2026-09-09_is-the-ETF-dilution-slope-a-BETA-story-or-a-BREADTH-story_cloud,31,8,7,845042,825950,0,28,24,0.9032258064516129,0.7741935483870968
2026-09-09_is-the-FAMILY-constant-really-a-c_sd-constant_cloud,79,7,6,331268,306789,0,79,79,1.0,1.0
2026-09-09_is-the-MA-threshold-edge-a-CONSTANT-GROSS-effect_cloud,10,5,4,913392,883904,0,10,9,1.0,0.9
2026-09-09_is-the-MARGINAL-rho-the-only-estimable-characteristic-statistic_C,40,12,11,1613918,1594535,0,40,40,1.0,1.0
