panel,tau,mode,bps,kind,draw,CAGR,Sharpe,MaxDD,H1,H2,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,pass4a,pass4a_v1,pass4b,fail4a,fail4b
U56,0.05,skip,10,real,-1,0.10560877882617059,0.8631660525284317,-0.2012166680175248,1.0066938786020712,0.7734007034668244,0.11606860334843638,0.8600062958366635,-0.20121666801752502,False,False,False,"H1,H2,DD","H2,OOS,CAGR"
U56,0.05,skip,25,real,-1,0.10321892543718914,0.8457125607486673,-0.20121666801752502,0.9844373531420815,0.7592006857183743,0.11365070903713925,0.8440887265792496,-0.2012166680175247,False,False,False,"H1,H2,DD","H2,OOS,CAGR"
U56,0.05,skip,10,ROT,0,0.1253228087314311,0.9970700307531538,-0.21457834879691606,1.1112019012410315,0.9269997787070735,0.14202177761201806,1.0277292037969483,-0.21457834879691584,False,False,False,"H1,H2,DD",DD
U56,0.05,skip,25,ROT,0,0.1227023569500123,0.9783343219745658,-0.21457834879691562,1.0876710951271282,0.9115749126286903,0.13939581998642403,1.0107367082788723,-0.21457834879691595,False,False,False,"H1,H2,DD",DD
U56,0.05,skip,10,ROT,1,0.16954898281721986,1.2214530513605923,-0.1994690610892934,1.155656827974608,1.288372382868773,0.20490384024593045,1.3481729656436572,-0.19366807851031576,False,False,True,"H1,DD",-
U56,0.05,skip,25,ROT,1,0.16679316454571924,1.2042367260943283,-0.19946906108929363,1.1349950693653517,1.273682777734113,0.20220898709827173,1.332956326212446,-0.19366807851031576,False,False,True,"H1,DD",-
U56,0.05,skip,10,ROT,2,0.15329908657822977,1.1425464647259613,-0.1856250696055226,1.3301235525706043,0.9843516289909248,0.1494639696979172,1.0831308660771044,-0.18562506960552294,False,False,True,"H2,DD",-
U56,0.05,skip,25,ROT,2,0.14977319797292643,1.1194288871680478,-0.18562506960552294,1.3031758791827897,0.9645038794996748,0.14644031298596238,1.063892840829238,-0.18562506960552272,False,False,True,"H2,DD",-
U56,0.05,skip,10,ROT,3,0.12785633069490787,0.9458139772051337,-0.27277752460773097,1.1005545774502772,0.8483891476545364,0.13702336263220594,0.9263890703853325,-0.27277752460773075,False,False,False,"H1,H2,DD",DD
U56,0.05,skip,25,ROT,3,0.12397503452069714,0.9207121043396532,-0.27277752460773097,1.0630760350792385,0.832073329276374,0.1342819148472285,0.9103136921363242,-0.2727775246077311,False,False,False,"H1,H2,DD","H2,DD"
U56,0.05,skip,10,ROT,4,0.15209028692443538,1.1561932322703765,-0.1994690610892934,1.2869018133112782,1.033283163913305,0.15138056901570796,1.1430054679816835,-0.1767579723577034,False,False,True,"H2,DD",-
U56,0.05,skip,25,ROT,4,0.14839639843774788,1.1312372933194723,-0.19946906108929285,1.2598332660739184,1.0103483095295869,0.14788127700169773,1.1194106541610889,-0.1804413377665185,False,False,True,"H2,DD",-
U56,0.05,skip,10,ROT,5,0.14429313095620477,0.9981615514820337,-0.27277752460773097,1.0825083514761076,0.9616718143727441,0.16170379216179054,1.0070002962150009,-0.27277752460773097,False,False,False,"H1,H2,DD",DD
U56,0.05,skip,25,ROT,5,0.1403750635164971,0.9743607699656449,-0.27277752460773097,1.0486496320169847,0.944392501348142,0.15847075412131884,0.9896747307584478,-0.27277752460773097,False,False,False,"H1,H2,DD",DD
U56,0.05,skip,10,ROT,6,0.17048686491628473,1.206585446946641,-0.2635116296333465,1.2897335493194815,1.200303749642299,0.21092920522026692,1.2784762707349995,-0.2635116296333465,False,False,False,DD,DD
U56,0.05,skip,25,ROT,6,0.1665605114624893,1.1821404854256108,-0.26351162963334673,1.2528362902290322,1.1828627284204427,0.20758055722552426,1.2609926718353976,-0.26351162963334684,False,False,False,DD,DD
U56,0.05,skip,10,ROT,7,0.12732671257781303,0.9832807297552054,-0.2663464154033447,1.1467087438556955,0.8640116440163396,0.12850847477881921,0.9360500900198712,-0.266346415403345,False,False,False,"H1,H2,DD",DD
U56,0.05,skip,25,ROT,7,0.12399036957329179,0.9604071741117292,-0.2663464154033446,1.1243776262410166,0.8403432462192776,0.12460831098539238,0.9111834268766186,-0.2663464154033447,False,False,False,"H1,H2,DD",DD
U56,0.05,skip,10,ROT,8,0.15793635039512455,1.209801627680416,-0.18023487363134838,1.3236195470604555,1.112591338727015,0.16343518794270007,1.1948455263186633,-0.1802348736313475,False,False,True,"H2,DD",-
U56,0.05,skip,25,ROT,8,0.15432130601296667,1.185502558892466,-0.18023487363134827,1.3030671195306007,1.0849446925034996,0.15925314679467406,1.168052566535081,-0.18023487363134771,False,False,True,"H2,DD",-
U56,0.05,skip,10,ROT,9,0.15241795658619472,1.1717075753784825,-0.22208910558733874,1.2655452948925063,1.1187814848839448,0.17198811908597822,1.2050902025199375,-0.2220891055873393,False,False,False,"H2,DD",DD
U56,0.05,skip,25,ROT,9,0.1487017937398618,1.1459977632715075,-0.22208910558733896,1.2404105750023415,1.0921574597108954,0.16769264632242376,1.1784292881078717,-0.2220891055873392,False,False,False,"H2,DD",DD
U56,0.05,skip,10,ROT,10,0.14561713776014718,1.1375101949439932,-0.20844886698900145,1.3609523391342637,0.9408955229973778,0.13800282004327302,1.0646178048277242,-0.20844886698900156,False,False,False,"H2,DD",DD
