bkey,shp,s,k,char,level,arm,seed,form,gross,keep4a,fail4b,keep4b,CAGR,Sharpe,MaxDD,H1,H2,IS_Sharpe,IS_CAGR,IS_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD
1442899507,SYM,40,12,momac,0.850084,B,0,EWall,0.5,False,-,True,0.09943398109780821,0.9891710675824021,-0.17471962734169733,1.071747218956978,0.940007424900095,0.9855833035648934,0.08962352439816623,-0.09672426774606357,0.10553697715224786,0.9949829051641804,-0.17471962734169733
3401948962,SYM,40,12,momac,0.850084,B,0,EWall,0.75,False,DD,False,0.14874580360768497,0.9900215936628503,-0.2533857776659494,1.0719554721788536,0.9416043929485459,0.9858685930179791,0.13396519509301896,-0.14370718590790854,0.15797036358281824,0.9961977015327639,-0.25338577766594894
2479584531,SYM,40,12,momac,0.850084,B,0,EWall,1.0,False,DD,False,0.19737097391522163,0.9904968057424092,-0.3266241710510588,1.071835724832903,0.9428356613822525,0.9858367756192853,0.1776582134182978,-0.18968082281964793,0.20971002408081119,0.9970181617192372,-0.3266241710510591
685188090,SYM,40,12,momac,0.850084,B,0,MA-RS,0.5,False,CAGR,False,0.09289939717167006,0.9346202520745347,-0.16596775853062862,0.9178323637153835,0.9617742761792865,0.804027395996916,0.0694663182875408,-0.11620776653357401,0.10762739620460282,1.0069189537681973,-0.16596775853062884
671298291,SYM,40,12,momac,0.850084,B,0,MA-RS,0.75,False,DD,False,0.13850001940039913,0.9357343156560991,-0.24219709088174834,0.9191413419373835,0.9627845477029071,0.8051656911861848,0.1029768919138967,-0.1710917612151408,0.16100821856841674,1.008025959732799,-0.24219709088174823
3978080474,SYM,40,12,momac,0.850084,B,0,MA-RS,1.0,False,DD,False,0.18317677295017254,0.9366940053790515,-0.31403146642114754,0.9203424687096236,0.9636292920941218,0.8061992190731359,0.1354372841642284,-0.22381306378719057,0.21365794882997524,1.0089501293043648,-0.3140314664211471
39055603,SYM,40,12,momac,0.850084,B,1,EWall,0.5,False,CAGR,False,0.09199300972355684,0.9840697259563945,-0.18212145274857805,1.1081950581824467,0.8929018189229644,1.0003924689573864,0.08776777594130558,-0.10806602679702093,0.09461070257994852,0.9766262498043276,-0.18212145274857716
1375014532,SYM,40,12,momac,0.850084,B,1,EWall,0.75,False,DD,False,0.13761717591807843,0.9844682189849869,-0.26350271784064927,1.1092722774915273,0.8930257709044862,1.0021546691418866,0.1315597931156791,-0.16033325946279264,0.14137439372516192,0.9763263218596365,-0.2635027178406495
3348653011,SYM,40,12,momac,0.850084,B,1,EWall,1.0,False,DD,False,0.18264172854682958,0.9844751186230749,-0.33887899499941676,1.1100005848624754,0.8927804124054337,1.0035753561844767,0.17500545690388813,-0.2112891687912033,0.18738264900384638,0.9756216258970835,-0.33887899499941654
2089039162,SYM,40,12,momac,0.850084,B,1,MA-RS,0.5,False,"H1,H2,OOS,CAGR",False,0.058954040331498536,0.6586670726207211,-0.1997116913396786,0.652016262301125,0.6666746026320394,0.48547292261564146,0.04154484599577546,-0.144263078684022,0.06985098177729476,0.7638186991300168,-0.1997116913396788
3006505813,SYM,40,12,momac,0.850084,B,1,MA-RS,0.75,False,"H1,H2,OOS,DD,CAGR",False,0.08617345729500991,0.6580477641701977,-0.28992304495292387,0.6531196820388593,0.6645895601212828,0.48680603013861595,0.059778946823886514,-0.21221879248018727,0.10280200533328832,0.7618418204344379,-0.2899230449529242
3109004826,SYM,40,12,momac,0.850084,B,1,MA-RS,1.0,False,"H1,H2,OOS,DD",False,0.11157857936866189,0.6572156353165385,-0.3739446222022158,0.6540302728037598,0.6622894524451777,0.4879472217384059,0.07611818567108197,-0.2772821479141445,0.13406012700495484,0.7596230041680258,-0.3739446222022156
368124121,SYM,40,12,momac,0.850084,S,0,EWall,0.5,False,"H1,H2,OOS,DD,CAGR",False,0.07048442264152377,0.587311889968819,-0.2542646035338795,0.5110915428022638,0.6546277167078773,0.45491287435602074,0.04709077829691477,-0.1448329554983988,0.08519263977615443,0.6587914668090904,-0.25426460353388003
2321114498,SYM,40,12,momac,0.850084,S,0,EWall,0.75,False,"H1,H2,OOS,DD",False,0.10072334409762851,0.5881997203267321,-0.3623923874295403,0.5102075820083422,0.6569082953246059,0.45429498645091737,0.06594880451605256,-0.2114606312252546,0.1227643980922577,0.660424898559614,-0.36239238742953994
