mode,con,panel,band,gross,isSharpe,oCAGR,oSharpe,oMaxDD,spy_oCAGR,spy_oSharpe,spy_oMaxDD,base_oSharpe,oos_beats_spy,pass4b_full,fail4b,note
B3-perpanel,DEGROSS,U56,0.08,0.75,1.1269679553665433,0.09100302048724163,1.1820944883555113,-0.1435479069507617,0.153780735432695,0.878646168321868,-0.3371728920067377,1.2816876607860581,True,False,CAGR,
B3-perpanel,DEGROSS,B136,0.08,0.75,1.143299285964684,0.08385157562068213,1.1138968642664804,-0.14771278701030977,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.2850848109016457,True,False,CAGR,
B3-perpanel,DEGROSS,SMALL439,0.08,0.75,0.6290989946820857,0.043846256592233956,0.627426832598358,-0.1489658843094641,0.15450723909089636,0.882010501050508,-0.3371728920067377,1.2850848109016457,False,False,"H1,H2,OOS,CAGR",
B3-pooled,DEGROSS,U56,0.08,0.75,1.1269679553665433,0.09100302048724163,1.1820944883555113,-0.1435479069507617,0.153780735432695,0.878646168321868,-0.3371728920067377,1.2816876607860581,True,False,CAGR,
B3-pooled,DEGROSS,B136,0.08,0.75,1.143299285964684,0.08385157562068213,1.1138968642664804,-0.14771278701030977,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.2850848109016457,True,False,CAGR,
B3-perpanel,RESPREAD,U56,0.08,0.75,1.1810399953863748,0.1423351491740612,1.189926782023631,-0.1966295579327656,0.153780735432695,0.878646168321868,-0.3371728920067377,1.2816876607860581,True,True,-,
B3-perpanel,RESPREAD,B136,0.08,0.75,1.1076429027940786,0.12958446918260602,1.1127817022065183,-0.20679236065138262,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.2850848109016457,True,False,DD,
B3-perpanel,RESPREAD,SMALL439,0.08,0.75,0.6097875979929199,0.09167072541770249,0.6329315288501464,-0.3775793713285245,0.15450723909089636,0.882010501050508,-0.3371728920067377,1.2850848109016457,False,False,"H1,H2,OOS,DD,CAGR",
B3-pooled,RESPREAD,U56,0.08,0.75,1.1810399953863748,0.1423351491740612,1.189926782023631,-0.1966295579327656,0.153780735432695,0.878646168321868,-0.3371728920067377,1.2816876607860581,True,True,-,
B3-pooled,RESPREAD,B136,0.08,0.75,1.1076429027940786,0.12958446918260602,1.1127817022065183,-0.20679236065138262,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.2850848109016457,True,False,DD,
B4-2dial,DEGROSS,U56,0.08,1.0,1.1273125027736357,0.12174979063639868,1.1810474498065788,-0.18905494510020615,0.153780735432695,0.878646168321868,-0.3371728920067377,1.2816876607860581,True,True,-,IS-DD-cap
B4-2dial,DEGROSS,B136,0.08,1.0,1.144288363982434,0.11199343308560383,1.112489420701927,-0.19443676497029172,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.2850848109016457,True,True,-,IS-DD-cap
B4-2dial,DEGROSS,SMALL439,0.08,0.75,0.6290989946820857,0.043846256592233956,0.627426832598358,-0.1489658843094641,0.15450723909089636,0.882010501050508,-0.3371728920067377,1.2850848109016457,False,False,"H1,H2,OOS,CAGR",IS-DD-cap
B4-2dial,RESPREAD,U56,0.08,0.75,1.1810399953863748,0.1423351491740612,1.189926782023631,-0.1966295579327656,0.153780735432695,0.878646168321868,-0.3371728920067377,1.2816876607860581,True,True,-,IS-DD-cap
B4-2dial,RESPREAD,B136,0.08,0.75,1.1076429027940786,0.12958446918260602,1.1127817022065183,-0.20679236065138262,0.1545044425578177,0.8820239235972316,-0.3371595330739301,1.2850848109016457,True,False,DD,IS-DD-cap
B4-2dial,RESPREAD,SMALL439,0.08,0.25,0.6061445793925158,0.03253191422400148,0.6342663396386676,-0.14004793007539218,0.15450723909089636,0.882010501050508,-0.3371728920067377,1.2850848109016457,False,False,"H1,H2,OOS,CAGR",IS-DD-cap
