constr,panel,mech,anchor_MAXDD,within,between,ratio
C_POOLED,U56,M_GROSS,0.9042655989472475,0.7942265470766701,0.7790694131701881,0.015157133906482323
C_POOLED,U56,M_RETURN,0.9085716737090948,0.7746924427503251,0.782968981932115,-0.008276539181789637
C_POOLED,B136,M_GROSS,0.8963347839845149,0.8013781677098224,0.8002797513747261,0.0010984163350957659
C_POOLED,B136,M_RETURN,0.899908053107405,0.8323710080787745,0.8048492227507212,0.027521785328053508
C_POOLED,SMALL,M_GROSS,0.7998903808696827,0.6938146504655931,0.6554013188989833,0.03841333156660983
C_POOLED,SMALL,M_RETURN,0.7808447592338996,0.5791815414500189,0.5833197981836383,-0.004138256733620307
C_BOOK,U56,M_GROSS,0.9042655989472475,0.8296828589132884,0.7067783384097474,0.12290452050354142
C_BOOK,U56,M_RETURN,0.9085716737090948,0.8418336482095125,0.7236085886996377,0.11822505950987497
C_BOOK,B136,M_GROSS,0.8963347839845149,0.7968058959810607,0.7842868741696295,0.012519021811431849
C_BOOK,B136,M_RETURN,0.899908053107405,0.7941559674419463,0.7784478026615788,0.01570816478036725
C_BOOK,SMALL,M_GROSS,0.7998903808696827,0.6561689758769922,0.6342781752496801,0.02189080062731189
C_BOOK,SMALL,M_RETURN,0.7808447592338996,0.5956751248948374,0.5613636464071944,0.034311478487643515
