stat,conv,cellset,n_cells,obs_bestcount,exp_bestcount_null,obs_pass_all,null_pass_all,lift_pass_all,ratio,p_mc,kc,obs,n_kills,obs_share,null_mean,null_share,lift,mmax,null
B1_cellcount,COND,large4,4.0,4.0,0.5686274509803922,2.0,0.007598887305787368,1.9924011126942127,263.19642857142856,4.999750012499375e-05,"14,9,4,2",,,,,,,,
B1_cellcount,COND,all6,4.0,4.0,0.5686274509803922,2.0,0.007598887305787368,1.9924011126942127,263.19642857142856,4.999750012499375e-05,"14,9,4,2,0,0",,,,,,,,
B1_cellcount,UNCOND,large4,4.0,4.0,0.5686274509803922,2.0,0.007598887305787368,1.9924011126942127,263.19642857142856,9.99950002499875e-05,"14,9,4,2",,,,,,,,
B1_cellcount,UNCOND,all6,6.0,4.0,0.5686274509803922,0.0,0.0,0.0,inf,1.0,"14,9,4,2,0,0",,,,,,,,
B2_flooronly,,,,,,,,,1.3860654222879318,0.000999950002499875,,27.0,277.0,0.09747292418772563,19.4796,0.07032346570397112,7.520399999999999,,
C_interval,COND,large4,4.0,,,,,,13.289020236425564,4.999750012499375e-05,"31,23,14,4",4.0,,,,,3.6989996306096447,1.3,0.3010003693903552
C_interval,UNCOND,large4,4.0,,,,,,13.289020236425564,4.999750012499375e-05,"31,23,14,4",4.0,,,,,3.6989996306096447,1.3,0.3010003693903552
C_interval,COND,all6,4.0,,,,,,13.289020236425564,4.999750012499375e-05,"31,23,14,4,0,0",4.0,,,,,3.6989996306096447,1.3,0.3010003693903552
C_interval,UNCOND,all6,6.0,,,,,,inf,1.0,"31,23,14,4,0,0",0.0,,,,,0.0,1.3,0.0
C_interval,COND,large4,4.0,,,,,,23.620192307692307,9.99950002499875e-05,"24,18,13,3",3.0,,,,,2.8729900264604114,1.0,0.12700997353958884
C_interval,UNCOND,large4,4.0,,,,,,23.620192307692307,0.00014999250037498125,"24,18,13,3",3.0,,,,,2.8729900264604114,1.0,0.12700997353958884
C_interval,COND,all6,4.0,,,,,,23.620192307692307,0.00014999250037498125,"24,18,13,3,0,0",3.0,,,,,2.8729900264604114,1.0,0.12700997353958884
C_interval,UNCOND,all6,6.0,,,,,,inf,1.0,"24,18,13,3,0,0",0.0,,,,,0.0,1.0,0.0
