panel,scope,cost,chooser,pick,IS_Sharpe,base_rate,is_base_rate,oos_base_rate,null_med_OOS_Sharpe,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,OOS_4b,OOS_4a,SPY_OOS_CAGR,SPY_OOS_Sharpe,SPY_OOS_MaxDD,V2_OOS_CAGR,V2_OOS_Sharpe,V2_OOS_MaxDD
U56,M,0.0,CH_SHARPE,M/TOP5/g1.00,1.3259787380311272,0.03,0.005,0.0575,1.0245290903497108,0.21788376233838735,0.8722230051907885,-0.34528652686725103,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,M,0.0,CH_4bIS,M/TOP5/g0.50,1.3207212090675398,0.01,0.0075,0.085,1.0179793243690123,0.11071597721463111,0.8556908791016972,-0.19058668627544717,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,M,0.0,CH_BASE,M/TOP5/g1.00,1.3259787380311272,0.03,0.005,0.0575,1.0245290903497108,0.21788376233838735,0.8722230051907885,-0.34528652686725103,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,ANY,0.0,CH_SHARPE,M/TOP5/g1.00,1.3259787380311272,0.03,0.005,0.0575,1.0245290903497108,0.21788376233838735,0.8722230051907885,-0.34528652686725103,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,ANY,0.0,CH_4bIS,M/TOP5/g0.50,1.3207212090675398,0.01,0.0075,0.085,1.0179793243690123,0.11071597721463111,0.8556908791016972,-0.19058668627544717,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,ANY,0.0,CH_BASE,M/TOP5/g1.00,1.3259787380311272,0.03,0.005,0.0575,1.0245290903497108,0.21788376233838735,0.8722230051907885,-0.34528652686725103,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09695258809315677,1.2404851737309985,-0.14364706978101993
U56,M,5.0,CH_SHARPE,M/TOP5/g1.00,1.3045251864161067,0.015,0.0025,0.04,0.961704304888868,0.2114169870647431,0.8523683074449869,-0.3456768225001484,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09626884216338105,1.2324378121132342,-0.14373195331884514
U56,M,5.0,CH_4bIS,M/TOP5/g0.50,1.29901632644334,0.005,0.0075,0.05,0.957292710193393,0.10774027871339653,0.8356492219991958,-0.19083456309210234,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09626884216338105,1.2324378121132342,-0.14373195331884514
U56,M,5.0,CH_BASE,M/TOP5/g1.00,1.3045251864161067,0.015,0.0025,0.04,0.961704304888868,0.2114169870647431,0.8523683074449869,-0.3456768225001484,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09626884216338105,1.2324378121132342,-0.14373195331884514
U56,ANY,5.0,CH_SHARPE,M/TOP5/g1.00,1.3045251864161067,0.015,0.0025,0.04,0.961704304888868,0.2114169870647431,0.8523683074449869,-0.3456768225001484,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09626884216338105,1.2324378121132342,-0.14373195331884514
U56,ANY,5.0,CH_4bIS,M/TOP5/g0.50,1.29901632644334,0.005,0.0075,0.05,0.957292710193393,0.10774027871339653,0.8356492219991958,-0.19083456309210234,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09626884216338105,1.2324378121132342,-0.14373195331884514
U56,ANY,5.0,CH_BASE,M/TOP5/g1.00,1.3045251864161067,0.015,0.0025,0.04,0.961704304888868,0.2114169870647431,0.8523683074449869,-0.3456768225001484,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09626884216338105,1.2324378121132342,-0.14373195331884514
U56,M,10.0,CH_SHARPE,M/TOP5/g1.00,1.2830093048273608,0.0025,0.0,0.0325,0.9003081471165533,0.20498107672398524,0.8324747011611743,-0.3460671181330458,False,False,0.15271636385461385,0.8741369266172683,-0.33717267708462373,0.09558547679902274,1.2243814304314644,-0.14381683685667057
