panel,freq,cost_bps,chooser,abstain,chosen_gross,FULL_CAGR,FULL_Sharpe,FULL_MaxDD,OOS_CAGR,OOS_Sharpe,OOS_MaxDD,v2_OOS_Sharpe,spy_OOS_CAGR,spy_OOS_Sharpe,spy_OOS_MaxDD,pass_4b,pass_4b_oos,pass_4a,be_L_CAGR,be_L_DD,be_L_OOS,be_L_CAGR_OOS,death_bps_4b
U56,W,0,C_DDB060,False,1.0,0.11794463277119016,1.2257620089229675,-0.15878994540852154,0.1293747247195809,1.3004188149455909,-0.15878994540852176,1.3012453352065745,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,0,C_SHARPE,False,1.0,0.11794463277119016,1.2257620089229675,-0.15878994540852154,0.1293747247195809,1.3004188149455909,-0.15878994540852176,1.3012453352065745,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,5,C_DDB060,False,1.0,0.11663116041881305,1.213322887448467,-0.15894991887089915,0.12803734026925073,1.288221365491305,-0.15894991887089926,1.2889815018993998,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,5,C_SHARPE,False,1.0,0.11663116041881305,1.213322887448467,-0.15894991887089915,0.12803734026925073,1.288221365491305,-0.15894991887089926,1.2889815018993998,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,10,C_DDB060,False,1.0,0.1153191786231531,1.200878454109093,-0.15910987917823594,0.12670148748914567,1.2760185412281244,-0.15910987917823627,1.2767122316543114,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,10,C_SHARPE,False,1.0,0.1153191786231531,1.200878454109093,-0.15910987917823594,0.12670148748914567,1.2760185412281244,-0.15910987917823627,1.2767122316543114,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,25,C_DDB060,False,1.0,0.11139216023861986,1.1635150250685273,-0.15958968117256067,0.12270310220667491,1.2393793945502616,-0.15958968117256078,1.2398733886368856,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,25,C_SHARPE,False,1.0,0.11139216023861986,1.1635150250685273,-0.15958968117256067,0.12270310220667491,1.2393793945502616,-0.15958968117256078,1.2398733886368856,0.15286966214114894,0.8750760816641813,-0.33717256724185307,True,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,50,C_DDB060,False,1.0,0.10487678850492421,1.1011526927690312,-0.16038908808615826,0.11606960208680461,1.1782213798635122,-0.16038908808615815,1.1783814389985978,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
U56,W,50,C_SHARPE,False,1.0,0.10487678850492421,1.1011526927690312,-0.16038908808615826,0.11606960208680461,1.1782213798635122,-0.16038908808615815,1.1783814389985978,0.15286966214114894,0.8750760816641813,-0.33717256724185307,False,True,False,45.7916259765625,330.9112548828125,173.4832763671875,84.3841552734375,45.7916259765625
